,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michelle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlemarch,"Eliot, George",0451529170,9780451529176,0451529170,912        pp,4.02,"162,894",1871,"Dec 02, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Astonishing!,Notes are private!,0,0,1,"Dec 10, 2020","Dec 30, 2020","Dec 10, 2020",,Mass Market Paperback,view (with text),/book/show/19089.Middlemarch
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Don't Talk About When We Talk About Fat,"Gordon, Aubrey",0807041300,9780807041307,0807041300,197        pp,4.42,"15,103","Nov 17, 2020","Nov 17, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really interesting book, but a little less compelling in narrative than my fave 'fat' books, such as Shrill and Hunger.Really interesting book, but a little less compelling in narrative than my fave 'fat' books, such as Shrill and Hunger....more",Notes are private!,0,0,1,"Jan 24, 2021","Jan 30, 2021","Nov 23, 2020",,Hardcover,view (with text),/book/show/52011076-what-we-don-t-talk-about-when-we-talk-about-fat
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There’s No Such Thing as an Easy Job,"Tsumura, Kikuko",,,B08HWG2RGS,417        pp,3.60,"13,381","Oct 19, 2015","Nov 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2020",,Kindle Edition,view,/book/show/55427571-there-s-no-such-thing-as-an-easy-job
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Favorite Girlfriend Was a French Bulldog,"Rodríguez Iglesias, Legna",1944211772,9781944211776,1944211772,152        pp,3.15,463,"Feb 09, 2017","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2020",,Hardcover,view,/book/show/51325164-my-favorite-girlfriend-was-a-french-bulldog
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,956","Sep 03, 2020","Sep 03, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyable trash,Notes are private!,0,1,1,"Nov 19, 2020","Nov 23, 2020","Nov 23, 2020",,Kindle Edition,view (with text),/book/show/46000520-the-thursday-murder-club
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Legend of Sleepy Hollow,"Irving, Washington",0809594080,9780809594085,0809594080,108        pp,3.71,"79,503",1820,"Mar 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 31, 2020","Nov 03, 2020","Oct 31, 2020",,Paperback,view,/book/show/93261.The_Legend_of_Sleepy_Hollow
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Better Than Before: Mastering the Habits of Our Everyday Lives,"Rubin, Gretchen*",0385348614,9780385348614,0385348614,298        pp,3.82,"40,990","Mar 17, 2015","Mar 17, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love habit formation theory! I just wish it wasn't so often shitting on fat people. Also Gretchen's habits are so fucking weird, and she does push tI love habit formation theory! I just wish it wasn't so often shitting on fat people. Also Gretchen's habits are so fucking weird, and she does push them a bit too much....more",Notes are private!,0,1,1,"Oct 31, 2020","Oct 31, 2020","Oct 31, 2020",,Hardcover,view (with text),/book/show/22889767-better-than-before
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shirley Jackson: A Rather Haunted Life,"Franklin, Ruth*",1631493418,9781631493416,1631493418,624        pp,4.01,"4,906","Sep 27, 2016","Oct 01, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A boring book about a vv interesting person,Notes are private!,0,1,1,"Oct 20, 2020","Dec 05, 2020","Oct 20, 2020",,Paperback,view (with text),/book/show/34082142-shirley-jackson
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Family Upstairs        (The Family Upstairs, #1)","Jewell, Lisa*",1501190105,9781501190100,1501190105,340        pp,3.97,"414,655","Aug 06, 2019","Nov 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,V enjoyable trash,Notes are private!,0,0,1,"Oct 09, 2020","Oct 11, 2020","Oct 09, 2020",,Hardcover,view (with text),/book/show/43822820-the-family-upstairs
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mindfulness Guide for the Frazzled,"Wax, Ruby",,,B015TTT0JI,249        pp,3.77,"3,901",unknown,"Jan 07, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 06, 2020","Oct 09, 2020","Oct 06, 2020",,Kindle Edition,view,/book/show/27401322-a-mindfulness-guide-for-the-frazzled
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,639","Jun 04, 2019","Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I usually either love novels by poets, or get frustrated by the focus on flowery language at the expense of plot and pace, and give up half way througI usually either love novels by poets, or get frustrated by the focus on flowery language at the expense of plot and pace, and give up half way through. I definitely really loved this book and felt a lot of connection to the characters, but did feel it was slightly lacking in a solid cohesive story arch, but maybe I'm just too basic. The only thing stopping it from being a 5! Really keen to read some of his poetry...more",Notes are private!,0,0,1,"Sep 22, 2020","Oct 04, 2020","Sep 22, 2020",,Hardcover,view (with text),/book/show/41880609-on-earth-we-re-briefly-gorgeous
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feel Better In 5: Your Daily Plan to Feel Great for Life,"Chatterjee, Rangan",,,,288        pp,4.14,"2,099",2019,"Dec 26, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting concept for a BuzzFeed article, a dull dull book",Notes are private!,0,2,1,"Sep 21, 2020","Sep 27, 2020","Sep 21, 2020",,Paperback,view (with text),/book/show/51020316-feel-better-in-5
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Me, Not You: The Trouble with Mainstream Feminism","Phipps, Alison*",1526147173,9781526147172,1526147173,200        pp,4.22,304,"Apr 06, 2020","Apr 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2020",,Hardcover,view,/book/show/51702991-me-not-you
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True History of the Kelly Gang,"Carey, Peter",0375724672,9780375724671,0375724672,384        pp,3.83,"22,795",2000,"Dec 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2020",,Paperback,view,/book/show/110090.True_History_of_the_Kelly_Gang
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Watership Down        (Watership Down, #1)","Adams, Richard",038039586X,9780380395866,038039586X,478        pp,4.08,"480,836",Nov 1972,Jun 1975,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What a classic classic. I was Lapine it up,Notes are private!,0,2,1,"Aug 24, 2020",Sep 2020,"Aug 24, 2020",,Mass Market Paperback,view (with text),/book/show/76620.Watership_Down
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight Cowboy,"Herlihy, James Leo",0743239733,9780743239738,0743239733,260        pp,3.99,"2,832","Aug 01, 1965",2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2020",,Paperback,view,/book/show/439840.Midnight_Cowboy
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Objects,"Flynn, Gillian*",,,,254        pp,4.02,"1,040,972","Sep 26, 2006","Jul 31, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 23, 2020","Aug 17, 2020",,Paperback,view,/book/show/18045891-sharp-objects
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Men,"Alcott, Louisa May",1406954365,9781406954364,1406954365,329        pp,3.87,"62,855",1871,2006,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 05, 2020","Aug 17, 2020","Aug 17, 2020",,Paperback,view,/book/show/78950.Little_Men
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Good Indians,"Jones, Stephen Graham*",1982136456,9781982136451,1982136456,305        pp,3.71,"80,549","Jul 14, 2020","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2020",,Hardcover,view,/book/show/52180399-the-only-good-indians
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebel Ideas: The Power of Diverse Thinking,"Syed, Matthew",,,B07CG9MVD1,320        pp,4.28,"4,841","Sep 01, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2020",,Kindle Edition,view,/book/show/52326253-rebel-ideas
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy Parts,"Clark, Eliza",,9781910312643,,304        pp,3.78,"47,684","Jul 23, 2020",Jul 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Irina is absolutely awful. At first i found it jarring that the book was trying to 'say something' and make you feel sorry for her when she's such a tIrina is absolutely awful. At first i found it jarring that the book was trying to 'say something' and make you feel sorry for her when she's such a twat, but I guess that's the point. As the wife of a nerdy comics beta male I very much sympathised with Tesco Eddie and his dirty manga. Hope he meets someone nice who will bring him out of his shell and tell him to change his bedsheets more often. No chance that soft lad is getting to the end of his PGCE though.Absolute page turner but also as a working class northerner who loves living in London, I felt a bit defensive! London can be so accepting and chill. My friend got punched for wearing a coat on a night out in Newcastle. There are shit bits about living everywhere. Very much represented the attitude of people back home who so aggressively attack London as soon as you mention living there, but call you a London snob if you say anything at all about your home town.The last hill I will die on is that the overground is literally lovely! South London forever....more",Notes are private!,0,2,1,not set,"Sep 23, 2023","Jul 30, 2020",,ebook,view (with text),/book/show/49083140-boy-parts
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Can Hurt You,"Goldberg, Nicola Maye*",1526619482,9781526619488,1526619482,240        pp,3.21,"3,151","Jun 23, 2020","Jun 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2020",,Paperback,view,/book/show/44639297-nothing-can-hurt-you
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Wilderness,"Cook, Diane*",0062333151,9780062333155,,416        pp,3.68,"14,665","Jul 11, 2020","Aug 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2020",,ebook,view,/book/show/43520616-the-new-wilderness
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mayor of Casterbridge,"Hardy, Thomas",,,,393        pp,3.86,"62,423",1886,"Mar 27, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wasteman, get in the bin. Proof that men have always been terrible.",Notes are private!,0,3,1,"Jul 21, 2020","Jul 22, 2020","Jul 22, 2020",,Paperback,view (with text),/book/show/56759.The_Mayor_of_Casterbridge
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Couple Next Door,"Lapena, Shari*",0735221081,9780735221086,0735221081,308        pp,3.81,"588,133","Jul 14, 2016","Aug 23, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 19, 2020","Jul 20, 2020","Jul 20, 2020",,Hardcover,view,/book/show/28815474-the-couple-next-door
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tess of the D’Urbervilles,"Hardy, Thomas",,,,518        pp,3.83,"283,550",1891,"Jan 30, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Angel Clare is a massive turd,Notes are private!,0,4,1,"Jul 06, 2020","Jul 23, 2020","Jul 06, 2020",,Paperback,view (with text),/book/show/32261.Tess_of_the_D_Urbervilles
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes To Self,"Pine, Emilie",1999700848,9781999700843,1999700848,183        pp,4.10,"18,208","Jul 19, 2018","Jul 26, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Outstanding,Notes are private!,0,2,1,"Jul 02, 2020","Jul 04, 2020","Jul 03, 2020",,Paperback,view (with text),/book/show/40381501-notes-to-self
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book You Wish Your Parents Had Read [and Your Children Will Be Glad That You Did],"Perry, Philippa",,,B07GRBB9WQ,240        pp,4.11,"25,631","Mar 07, 2019","Feb 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Didn't realise this was about having a kid, thought it was about parenting more generally Worried I've started a rumour. I'm defs not pregs.Didn't realise this was about having a kid, thought it was about parenting more generally Worried I've started a rumour. I'm defs not pregs....more",Notes are private!,0,2,1,"Jun 28, 2020","Jun 30, 2020","Jun 28, 2020",,Kindle Edition,view (with text),/book/show/42348818-the-book-you-wish-your-parents-had-read-and-your-children-will-be-glad
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Human The Manual,"Wax, Ruby",024129472X,9780241294727,024129472X,272        pp,3.71,"3,239",unknown,"Jan 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2020","Jun 30, 2020","Jun 25, 2020",,Hardcover,view,/book/show/36200532-how-to-be-human-the-manual
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like Brothers,"Duplass, Mark",052552617X,9780525526179,052552617X,unknown,4.04,"3,399","May 08, 2018","May 08, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 16, 2020","Jun 25, 2020","Jun 16, 2020",,Audio CD,view,/book/show/35134233-like-brothers
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name Is Why,"Sissay, Lemn",,,,200        pp,4.29,"11,405","Aug 29, 2019","Apr 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Astonishing,Notes are private!,0,0,1,Jun 2020,"Jun 05, 2020","Jun 01, 2020",,Hardcover,view (with text),/book/show/42123247-my-name-is-why
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Suitable Boy        (A Bridge of Leaves, #1)","Seth, Vikram",0060786523,9780060786526,0060786523,"1,474        pp",4.12,"48,131","May 01, 1993","Oct 04, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Men are jerks (apart from Pran),Notes are private!,0,1,1,"May 29, 2020","Jun 07, 2020","May 29, 2020",,Paperback,view (with text),/book/show/50365.A_Suitable_Boy
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Hill House,"Jackson, Shirley",0143039989,9780143039983,0143039989,182        pp,3.82,"303,286","Oct 16, 1959","Nov 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 26, 2020","May 28, 2020","May 26, 2020",,Paperback,view,/book/show/89717.The_Haunting_of_Hill_House
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To All the Boys I've Loved Before        (To All the Boys I've Loved Before, #1)","Han, Jenny*",,,,355        pp,4.04,"896,177","Apr 15, 2014","Apr 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Glad my sister is too young/sensible to bang any of my ex'sGlad my sister is too young/sensible to bang any of my ex's...more,Notes are private!,0,2,1,"May 24, 2020","May 26, 2020","May 24, 2020",,Paperback,view (with text),/book/show/15749186-to-all-the-boys-i-ve-loved-before
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,664","Sep 24, 2019","Sep 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The audiobook is read by Tom Hanks,Notes are private!,0,1,1,"Jun 07, 2020","Jun 10, 2020","May 22, 2020",,Hardcover,view (with text),/book/show/44318414-the-dutch-house
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,707,824","Jul 21, 2007","Jul 21, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jun 22, 2021May 10, 2020","Jun 22, 2021May 16, 2020","May 10, 2020",,Hardcover,view,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,456","Jul 16, 2005","Sep 16, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,3,"Jul 31, 2023Jun 15, 2021May 06, 2020","Jul 31, 2023Jun 22, 2021May 10, 2020","May 06, 2020",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,383,169","Jun 21, 2003",Sep 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,3,"Jul 31, 2023Jun 15, 2021May 06, 2020","Jul 31, 2023Jun 15, 2021May 06, 2020","May 06, 2020",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,694,827","Jul 08, 2000","Sep 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not proud of loving these so much, at least I already own them so not funding a terf",Notes are private!,0,3,3,"Jul 31, 2023Jun 15, 2021Apr 26, 2020","Jul 31, 2023Jun 15, 2021Apr 29, 2020","Apr 26, 2020",,Paperback,view (with text),/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,184,790","Jul 08, 1999","May 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,3,"Jul 31, 2023May 22, 2021Apr 17, 2020","Jul 31, 2023May 27, 2021Apr 21, 2020","Apr 17, 2020",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,113","Jul 02, 1998","Jun 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jul 31, 2023Apr 15, 2020","Jul 31, 2023Apr 17, 2020","Apr 17, 2020",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Philosopher's Stone        (Harry Potter, #1)","Rowling, J.K.",,,B019PIOJYU,333        pp,4.47,"10,052,594","Jun 26, 1997","Dec 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 09, 2020","Apr 12, 2020","Apr 09, 2020",,Kindle Edition,view,/book/show/28757261-harry-potter-and-the-philosopher-s-stone
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tales of Beedle the Bard,"Rowling, J.K.",0747599874,9780747599876,0747599874,105        pp,4.04,"488,375","Jan 01, 2008","Jan 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 07, 2020","Apr 08, 2020","Apr 07, 2020",,Hardcover,view,/book/show/3950967-the-tales-of-beedle-the-bard
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",,,,295        pp,4.27,"685,345","Jun 01, 1982","Apr 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 12, 2020","Mar 18, 2020","Mar 12, 2020",,Paperback,view,/book/show/11486.The_Color_Purple
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And I Do Not Forgive You: Stories & Other Revenges,"Sparks, Amber*",1631496204,9781631496202,1631496204,192        pp,3.45,"2,719","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2020",,Hardcover,view,/book/show/45894105-and-i-do-not-forgive-you
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pittsburgh,"Santoro, Frank",2369902523,9782369902522,2369902523,215        pp,3.87,474,May 2018,May 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very beautiful, really enjoyed the illustrations and the story was very engaging. My only gripe was that I struggled to feel sorry for his personal siVery beautiful, really enjoyed the illustrations and the story was very engaging. My only gripe was that I struggled to feel sorry for his personal situation (his parents both seem pretty supportive and loving, why should his mum be made to speak to someone who treated her badly?) and found the attempts at stoking sympathy a bit laboured. On a nerdy note it's a bloody nicely made book, the paper and finish work so well with the illustration style....more",Notes are private!,0,1,1,"Mar 10, 2020","Mar 10, 2020","Mar 10, 2020",,Hardcover,view (with text),/book/show/40330828-pittsburgh
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pine,"Toon, Francine",0857526707,9780857526700,0857526707,288        pp,3.39,"14,190","Jan 23, 2020","Jan 23, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2022","Jan 16, 2022","Mar 10, 2020",,Hardcover,view,/book/show/45298337-pine
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wasp Factory,"Banks, Iain",0684853159,9780684853154,0684853159,184        pp,3.77,"96,841",1984,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2020",,Paperback,view,/book/show/567678.The_Wasp_Factory
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thin Girls,"Clarke, Diana*",,,,unknown,3.87,"4,848","Jun 30, 2020",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2020",,,view,/book/show/46183698-thin-girls
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tweak: Growing Up On Methamphetamines,"Sheff, Nic",1416913629,9781416913627,1416913629,336        pp,3.97,"43,104","Feb 19, 2008","Feb 19, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pretty much everyone In this book is described exclusively by their weight and race, as if that tells you everything you need to know. I understand itPretty much everyone In this book is described exclusively by their weight and race, as if that tells you everything you need to know. I understand it's probably a pre-requisite of his story, but he's unbelievably harsh on others, whilst making too many excuses for his own behaviour (although this lack of perspective is actually the most interesting aspect of the book!)...more",Notes are private!,0,0,1,Mar 2020,"Mar 05, 2020","Mar 01, 2020",,Hardcover,view (with text),/book/show/657371.Tweak
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five: The Untold Lives of the Women Killed by Jack the Ripper,"Rubenhold, Hallie*",,,,352        pp,4.12,"53,955","Feb 26, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2020",,Hardcover,view,/book/show/37570548-the-five
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Boy: A Father's Journey Through His Son's Addiction,"Sheff, David*",1328974715,9781328974716,1328974715,340        pp,4.15,"89,365",2007,"Sep 04, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 26, 2020",Mar 2020,"Feb 18, 2020",,Paperback,view,/book/show/35721089-beautiful-boy
