,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Carlos's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ce qu'il faut de nuit,"Petitmangin, Laurent",,9782358876797,2358876798,188        pp,3.90,"1,160","Aug 20, 2020","Aug 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un petit bijou de la rentrée qui brille par sa qualité artistique incommensurable reflétée dans la force de sa prose, de style assez simple mais qui cUn petit bijou de la rentrée qui brille par sa qualité artistique incommensurable reflétée dans la force de sa prose, de style assez simple mais qui capte magnifiquement le sentiment du narrateur et nous introduit du début dans l’histoire d’un père et ses deux enfants, après la mort de sa femme. Mais pourquoi « petit » ? Eh bien, parce que le livre ne compte que 198 pages, qui se développent avec une intensité débordante et qui semblent, en raison de sa densité, beaucoup plus longue. Chaque facette de l’histoire est ajoutée lentement, avec un langage dans lequel l’argot et les régionalismes abonde, et tout cela ne fait qu’accentuer le caractère humain de celui qui raconte son histoire. Un roman poignant à cause des sentiments qui prédominent et la façon dont la tragédie envahit lentement la vie des protagonistes. Que peut faire un parent lorsque son fils commence à prendre ses propres décisions, qui prennent un mauvais cours ? La politique au centre de la vie d’un village dans la Lorraine, où les opinions peuvent être la cause de réactions violentes (le fils aîné colle des affiches du Front national, qui va contre son père, qui appartient au Parti socialiste) et plus encore, les conséquences coûteuses de la vengeance (la violence combattue par la violence ne mène qu'à la catastrophe). J’avais finalement compris que la vie de Fus avait basculé sur un rien. Que toutes nos vies, malgré leur incroyable linéarité de façade, n’étaient qu’accidents, hasards, croisements et rendez-vous manqués. Nos vies étaient remplies de cette foultitude de riens, qui selon leur agencement nous feraient rois du monde ou taulards. Ce qu’il faut de nuit (publié par la remarquable maison de édition La Manufacture des livres) est un roman imposant pour sa rigueur et son enchantement, l’œuvre d’un écrivain qui a trouvé sa voix, qui résonne avec une force inouïe. Grand premier roman de Laurent Petitmangin qui, à 55 ans, fait une entrée éclatante dans le monde littéraire.__...more",Notes are private!,0,14,1,"Oct 04, 2020","Oct 04, 2020","Oct 08, 2020",,Paperback,view (with text),/book/show/54449804-ce-qu-il-faut-de-nuit
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buveurs de vent,"Bouysse, Franck",,9782226452276,2226452273,392        pp,3.50,326,"Aug 19, 2020","Aug 19, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Qu’est-ce qui amène un auteur à décider le sujet de son roman ? La question peut sembler plus simple qu’elle ne l’est réellement parce que, comme nousQu’est-ce qui amène un auteur à décider le sujet de son roman ? La question peut sembler plus simple qu’elle ne l’est réellement parce que, comme nous le savons, c’est aussi la façon dont ce thème est développé par l’écrivain qui transforme un roman en bon ou mal réalisé. La relation entre la syntaxe et la sémantique produit ce que nous appelons le style et qui définit en grande partie le travail de certains auteurs. Buveurs de vent est le premier roman de Franck Bouysse publié par Albin Michel, après avoir quitté son ancienne maison d’édition La Manufacture de livres. Alors que ses talents d’écrivain sont présents tout au long du livre, tombant parfois dans des formules littéraires vides et répétitives, qui affectent les va-et-vient de sa prose, le problème fondamental que je vois dans ce roman est le sujet choisi. Une vallée, une ville, une centrale électrique, une famille avec trois frères et une soeur, un homme puissant, sont essentiellement les éléments qui composent l’intrigue. Je trouve difficile de comprendre les décisions de l’auteur, comme l’inclusion de noms anglais pour ses personnages, tels que Lynch, Joyce, Snake, Roby et sa préférence pour certaines traces de séries de Netflix qui sont parfaitement prévisibles. Tout cela affecte certainement la structure et le développement du roman. Bref, une histoire ennuyeuse, une intrigue prévisible et mal résolue, avec des personnages sans grand intérêt, élaborée à la manière de la série américaine, par un bon écrivain qui, malheureusement, a été emporté par de mauvaises décisions....more",Notes are private!,0,6,1,"Oct 02, 2020","Oct 04, 2020","Oct 02, 2020",,Paperback,view (with text),/book/show/53845554-buveurs-de-vent
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Héritage,"Bonnefoy, Miguel",,9782743650940,274365094X,207        pp,3.78,"1,580",2020,Aug 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La saga familiale de quatre générations de Français au Chili, initié par le voyage du primer Lonsonier vers 1870 et jusqu’au départ soudain du dernierLa saga familiale de quatre générations de Français au Chili, initié par le voyage du primer Lonsonier vers 1870 et jusqu’au départ soudain du dernier, un siècle plus tard, poursuivi par la terrible dictature militaire à laquelle le pays sud-américain a succombé après le coup d’État financé par les États-Unis en 1973. Un roman fascinant qui montre la haute qualité d’écriture de Miguel Bonnefoy dont l’emploi magistrale de toute une gamme de ressources littéraires se concentrent sur un seul but : rendre l’histoire convaincante. Loin des pièges de l’artifice narratif, l’auteur met tout son talent dans la construction d’une prose florissante et lumineuse tout enveloppé dans un style subtil et raffiné. Chaque chapitre est nommé d’après l’un des personnages, et tisse son histoire à fond, entrelaçant les années qui passent avec les événements d’un monde en constante évolution. Ainsi, la vie des membres de la famille Lonsonier se croisent en suivant leur cours immuable, dans ce que nous appelons simplement le destin. Une femme qui parle aux oiseaux, un vieux vigneron, un chaman mapuche, une femme aviatrice courageuse et un jeune homme qui rêve de changer le monde : les personnages sont tous porteurs d’une voix fascinante et réelle à la fois, qui transforme la lecture en une véritable révélation. Magnifique roman. ...more",Notes are private!,0,14,1,"Sep 29, 2020","Sep 30, 2020","Sep 29, 2020",,Paperback,view (with text),/book/show/54802269-h-ritage
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les Funambules,"Aïssaoui, Mohammed",2072904072,9782072904073,2072904072,224        pp,3.76,90,"Sep 03, 2020","Sep 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Le narrateur a quitté son pays natal à neuf ans, avec sa mère analphabète, qui a rêvé d’un avenir meilleur pour son enfant. « Ne pas écrire. Ne pas saLe narrateur a quitté son pays natal à neuf ans, avec sa mère analphabète, qui a rêvé d’un avenir meilleur pour son enfant. « Ne pas écrire. Ne pas savoir écrire. Est-ce que quelqu’un sait à quel point ne pas savoir écrire est une souffrance ? »En France, il va être sauvé par le chemin de la littérature car il devient biographe des démunis :J’exerce le métier de biographe pour anonymes. Je raconte les vies de ceux qui veulent laisser une trace, même dérisoire. J’écris pour ceux qui ne trouvent pas les mots. Ceux qui pensent utile de narrer leur histoire afin qu’un membre de leur famille éclatée puisse la découvrir un jour. À chaque fois, j’ai l’impression de rédiger des messages dans des bouteilles jetées à la mer ; je sais que ceux à qui s’adressent ces livres les ouvrent à peine, quand ils ne les oublient pas dans un carton. À force, j’ai compris : on écrit pour soi. Son travail l’amène à fréquenter les organisations dédiées à l’aide des autres, telles que Les Petits Frères des Pauvres, le collectif Les Morts de la rue et Les Restos du Cœur, qui nous montrent la qualité humaine de ceux qui font leur travail avec passion et un grand dévouement (et qui sont les vrais héros des temps modernes), pour réparer la vie de ceux qui en ont le plus besoin.Ils sont Les Funambules, qui ont été marquées par une société qui les pointe du doigt, au chômage, ayant vécu une enfance sans amour ou la violence de leur partenaire, brisé à l’intérieur, portant leur douleur comme les vêtements qui au fil des ans deviennent des chiffons. Et dans l’histoire, la figure de Nadia apparaît également, qui devient une poursuite obsessionnelle de l’amour perdu. Citant à plusieurs reprises le roman surréaliste d’André Breton, Nadia et Nadja sont confondus dans des passages de grand lyrisme. Mohammed Aïssaoui signe un récit de grande humilité et d’humanité débordante; une ode à l’amour pour son prochain et une dénonciation des inégalités sociales, dans un langage simple qui ne sacrifie jamais la qualité d’une prose portant un grand vol narratif. Un très beau roman....more",Notes are private!,0,8,1,"Sep 28, 2020","Sep 29, 2020","Sep 28, 2020",,Paperback,view (with text),/book/show/55349131-les-funambules
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'enfant céleste,"Simonnot, Maud",103291369X,9791032913697,B086L79LCD,166        pp,3.59,140,"Aug 19, 2020","Aug 19, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Voici le premier roman de Maud Simonnot raconté en deux voix dans une polyphonie délicate et subtile, où les chapitres sont transmis l’un après l’autrVoici le premier roman de Maud Simonnot raconté en deux voix dans une polyphonie délicate et subtile, où les chapitres sont transmis l’un après l’autre comme de petites images que l’on étudie en détail avant de passer à la suivante et qui, comme par magie, laissent leur trace dans la mémoire. Après une rupture amoureuse (elle vient d’être abandonnée par Pierre) Mary trouve l’excuse parfaite pour quitter la ville et se lancer dans un voyage avec son fils Célian, enfant surdoué, contemplatif et rêveur, sur les traces de l’astronome danois Tycho Brahé (1546-1601), vers l’île de Ven, où il avait construit le plus grand observatoire jamais vu. L’alternance des voix résonne en mélangeant la vie du sage avec ses expériences dans ce lieu fascinant.Ils rencontrent trois personnes qui enrichissent leur séjour et avec qui ils ont des liens étroits d’amitié : un connaisseur renommé de Shakespeare qui leur dit que le célèbre auteur anglais a été inspiré par Brahé pour écrire Hamlet, Solvege, la propriétaire de la pension où ils séjournent et Björn, son cousin venant de Stockholm avec qui Mary a une liaison qui la fait oublier et guérir ses peines d’amour. « Nous sommes seuls au monde, entourés d'un calme absolu en dehors du fracas monotone des vagues. Si loin de Paris et de nos soucis. » Les descriptions de l’univers, des planètes et de toutes les étoiles qui peuplent l’infini du cosmos révèlent des belles pages de narration qui semblent trouver leur rythme naturel dans l’écriture de Simonnot, et peut-être la meilleure description du roman vient dans la citation de Shakespeare, dans la dernière ligne du livre : « Nous sommes de l'étoffe dont sont faits les rêves. » Sublime....more",Notes are private!,0,7,1,"Sep 25, 2020","Sep 26, 2020","Sep 25, 2020",,Paperback,view (with text),/book/show/54698494-l-enfant-c-leste
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saturne,"Chiche, Sarah",2021454916,9782021454918,,208        pp,3.70,299,"Aug 20, 2020","Aug 20, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Saturne est la planète de la mélancolie, mais c’est aussi le dieu mythologique qui dévore son fils dans la célèbre peinture de Goya. Saturne est le liSaturne est la planète de la mélancolie, mais c’est aussi le dieu mythologique qui dévore son fils dans la célèbre peinture de Goya. Saturne est le lieu de la perte et de la douleur, des sentiments bien ancrés dans le magnifique roman de Sarah Chiche sur une famille riche et la mort prématurée d’un père dont la fille se souvient de nombreuses années plus tard. Il est question de deuils mais aussi d’un amour fou et des relations étranges au sein d’une famille puissante venue d’Algérie au moment de la guerre d’indépendance. L’enfance et l’exil sont les thèmes qui se mélangent de façon déroutante, comme les vieilles photographies où les couleurs pâles effacent presque les images que la mémoire tient obstinément. Saturne est en deux parties, miroir qui lorsqu’il est brisé, produit une douleur infinie. Saturne « comme les deux faces d’une même planète ». La deuxième partie du livre c’est l’histoire d’une jeune fille, qui souffre de ces années d’absence et qu’une rencontre fortuite à Genève apporte soudainement les souvenirs qui avaient été gardés au fond de la mémoire. Écriture subtile d’une étonnante profondeur, le roman révèle sans rien laisser de côté, les endroits les plus reculés d’un cœur souffrant. L’histoire d’une dépression mélancolique qui finit par devenir une renaissance lumineuse....more",Notes are private!,0,2,1,"Sep 23, 2020","Sep 24, 2020","Sep 23, 2020",,Paperback,view (with text),/book/show/54699551-saturne
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Comédies françaises,"Reinhardt, Éric",,,B08BH265GQ,469        pp,3.18,146,2020,"Aug 20, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the very first page we learn that the main character Dimitri Marguerite has died in a car crash. The obituary tells us it happened on July 16th, 20In the very first page we learn that the main character Dimitri Marguerite has died in a car crash. The obituary tells us it happened on July 16th, 2016. As is customary, a few lines describe him at 27, as “a young man with insatiable curiosity and good humor”. Almost five hundred pages later, in the last chapter, we read that Dimitri and his fiancée Pauline payed a visit to the daughter of the famous businessman Ambroise Roux in Trégastel, a commune in Brittany. It is on their way back to Paris that the accident took place.The consequences of bad decision-making at high governmental level and the series of implications these choices have in today’s world is central in the plot plan of Éric Reinhardt’s eighth novel. Moreover, the possibilities that are opened by chance or destiny, the peculiar way in which a casual encounter will turn significant and forever change the successive events that follow is painstakingly analyzed by the author in this fascinating work where fiction and reality interact continuously in a narrative flow of vast creativity that in its best moments is of singular splendor and elegance and in its worse, becomes monotonous and dull. Dimitri works as a lobbyist at first and then as a journalist for AFP. A man of great curiosity, he embarks in a serious enquiry around the figure of Louis Pouzin, a pioneer in the invention of Internet in the 1970’s who’s future was the object of poor judgment from the newly elected government of Valéry Giscard d’Estaing who, advised by Ambroise Roux, ended the State support of the research lab UNIDATA, where Pouzin had created an important invention (the datagram) that was then adopted by researchers in the United States, therefore leaving France pathetically, out of the Internet equation. All these historic facts are intertwined with the life of Dimitri (an alter ego of Reinhardt): his chance encounters, sexual preferences and conquests, his parents (particularly his father, a peculiar man whose inner search greatly influences his son) and a mysterious woman he meets in Madrid, that becomes an obsessive recurrence through the story. We learn of his love of the theater and his literary taste (he likes to sit in restaurants with his earphones on and listen with utmost concentration -as it should be- to the audiobook of Le Jardin des Plantes by Claude Simon). Overall, Comédies françaises is an interesting novel, formally and stylistically. There are, however, chapters that seem too long (for example, when he talks obsessively about Jackson Pollock and Max Ernst) and at times, in my view, the writing reveals the frustration of not being able to convey, in a convincing way, such an ambitious plot....more",Notes are private!,0,8,1,"Sep 17, 2020","Sep 21, 2020","Sep 17, 2020",,Kindle Edition,view (with text),/book/show/55050960-com-dies-fran-aises
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Métier de mourir,"Plaetsen, Jean-René Van der",2246818389,9782246818380,2246818389,269        pp,3.59,37,unknown,Sep 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rentrée littéraire 2020With more than 500 books appearing this season in France, in a unique year-after-year literary event that I have not seen anywhRentrée littéraire 2020With more than 500 books appearing this season in France, in a unique year-after-year literary event that I have not seen anywhere else in the world, when the new arrivals are selected by the committees of the various literary prizes, most newspapers and magazines publish thorough s of their own selection of worthwhile titles, and radio and television broadcast interviews and discussions with authors and publishers: books, like wine (each year, the beaujolais nouveau is celebrated in November) take the center stage this month and are at the core of the cultural life of the country. In the weeks to come I'll be offering my views on a subjective selection of titles of this unique literary festivity. Le Métier de mourir is the first of my list. The story takes place in the check point of Ras-el-Bayada, near the Israel-Lebanon border and is centered in the slow interaction between two soldiers, Favrier, a French youngster full of dreams and Belleface, an experienced Polish Jew, colonel of the Israel Defense Forces, who engage in passionate conversations that gradually reveal their own fascinating life stories. Fearing an eminent attack by Hezbollah, the novel progresses accordingly as the tension increases in the already uptight atmosphere in the area. The old and skillful colonel becomes more aware of their dangerous situation. As the story unfolds, we learn of his past in the Polish ghetto and the dramatic death of his parents and little brother in Treblinka, from which he miraculously escapes. Later on, he engaged as a solider in the legionary forces that fought in Indochina. He finds in the book of Ecclesiastes, from which he constantly cites verses during his conversations with Favrier, the missing wisdom in his life; and in the pipes of opium he smokes at night -an old habit acquired during his years in Indochina- the healing escape from the unbearable world of war. Written in slow rhythmic prose, with an acute sense of detail, the narration expands through the chapters describing and ascending design of such refinement and solid craftsmanship that when the culminating scene arrives, in the very last page of the book, we realize looking back, what an engrossing journey we’ve covered. Jean-René Van der Plaetsen, born in 1962, is a French writer and journalist. Le Métier de mourir (The Profession of Dying) is his second novel....more",Notes are private!,0,10,1,"Sep 13, 2020","Sep 15, 2020","Sep 13, 2020",,Paperback,view (with text),/book/show/55036244-le-m-tier-de-mourir
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Route des Flandres,"Simon, Claude",2707306290,9782707306296,2707306290,315        pp,3.60,600,1960,1982,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Claude Simon believed there were three fundamental problems in writing: how to begin, continue and end a phrase. The simplicity of this concern only aClaude Simon believed there were three fundamental problems in writing: how to begin, continue and end a phrase. The simplicity of this concern only accentuates the care and discipline with which the author set to work. The spotless tone of his narrative follows the rule to the letter: a credo by which he abided throughout his life. The impeccable sentences, long and endless, covering page after page of epic prose and invaded by comments in parenthesis (and comments to comments in parenthesis in within parenthesis, accentuating the labyrinthian descent into the subconscious) are part of an idea of syntax that brings not only a musical sense to his prose but a scrupulous design rigorously preserved, where rhythmic intensity provides the vital sense of movement that characterizes his unique style. Memory is located right at the center of his literary cosmos and is the root from which the narrative blossoms. In May 1940, the captain de Reixach is killed by a German soldier. The question that surfaces insistently throughout the story is whether the captain rode his horse to his death (that is, knowing that he was going to get killed). The incident, seen by other soldiers, one of them his cousin Georges, is analyzed over and over in search for the truth (a truth that as we learn, will remain a fundamentally subjective matter). While the soldiers are detained in a prisoner’s camp (the image of the train that takes the soldiers to the camp and the conversations that follow intrude in the narrative disconnecting and separating the sense of continuity that is achieved by other means) other characters surface in the story. Blum and Iglésia offer their own accounts adding to the confusion of what really happened. By playing with the idea that reality and memory are always tinted by our own perception and thus become subjective and individual, Simon takes pleasure in disorienting us, as we try to put together the facts that become more mysterious as we keep going, rejecting the assumptions that appear and disappear in our mind, persistently misleading our sense of direction. The structural complexity of the novel equals that of the memory, where dialogue, emotion, and vision concur in the same design. “What I wanted was to forge a structure that fits this vision of things”, said Simon in an interview while discussing this novel, “which allows me to present one after the other elements that in reality overlap, to find a purely sensory architecture. Painters are very lucky. It only takes a moment to become aware of the different elements of a canvas. I was haunted by two things: discontinuity, the fragmentary aspect of emotions that one experiences, and which are never connected to one another, and at the same time their contiguity in consciousness.”La Route des Flandres is a masterpiece of conception and design: juxtaposition of time values and interruption attain (surprisingly -because at first it seems that fragmentation could hurt the narrative discourse) an impeccable level of symmetry in his writing. Syntax is free of a sense of time (or more accurately, it follows the time of perception and not the time of clocks) and submits to a principle of cause and effect, therefore, images are disjointed, spasmodic and dissimilar. There is a relentless interaction between the time remembered and the time of the recollection itself, seen as two different and often contradicting phases. The memories in question are at first those that Georges relates to Bloom and later to Corinne (but more exactly, those memories of what was told to Bloom recreated, becoming then a chain of events transformed by perception and time). And so, following this fascinating plan, it is not only to remember but to remember what was remembered and thus adding to the state of uncertainty that prevails: a scheme that Claude Simon follows to perfection. With imposing authority, the novel reaches the subconscious and questions constantly our sense of direction, thus proposing a challenging, unique and refreshing reading experience....more",Notes are private!,0,13,1,"Sep 04, 2020","Sep 09, 2020","Sep 04, 2020",,Mass Market Paperback,view (with text),/book/show/1764547.La_Route_des_Flandres
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'usage du monde,"Bouvier, Nicolas",222889401X,9782228894012,222889401X,432        pp,4.14,"2,068",1963,"Jan 22, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Travel journals belong to an ancient literary tradition where words become colors, brushes in a canvas led by a dissecting eye in an aim to reproduce Travel journals belong to an ancient literary tradition where words become colors, brushes in a canvas led by a dissecting eye in an aim to reproduce distant lands, emblematic towns, vast landscapes, flamboyant characters, that the errant traveler seizes by way of embellished descriptions that magically transform the motionless reader into a perceptive wanderer. For years, Nicolas Bouvier was such a traveler, engaged in duplicating through stylistic prose everything his insatiable curiosity set eyes on. The refined portrayals and colorful imagery are all part of his appealing views of the world. A talented writer, he devoted his work to such endeavor producing a good number of works all belonging to the traveling tradition. L’Usage du Monde is his best-known book. It was written during his first trip by car, in 1953, with his friend the painter Thierry Vernet that began in Belgrad and finished in Afghanistan. It was first published in 1963, (paid by Bouvier himself), by the Librairie Droz in Geneva. The text is enriched by the designs of Vernet. [image] Nicolas Bouvier and Thierry Vernet during their journey in 1953-54Without any sense of haste in their plans, the two friends embarked in the extraordinary adventure of traveling from Yugoslavia to India. That is basically the only fixed plan they had, leaving everything else to decision-making while on route. Throughout the journey, Bouvier engaged as a journalist in the local newspapers, as a French teacher in schools or lecturer in cultural institutions and Vernet as a painter, to be able to provide their expenses. Language limitations were never an obstacle for the charismatic travelers, who tried to engage in friendly conversations with the locals in every town they visited. Without a fixed agenda, they stayed for weeks in a village just because of a certain attraction or simply passed by an uninteresting town and continue their journey, overcoming the most bizarre complications with patience and good will, like the many problems with their car. [image]Thierry Vernet in the old Fiat Topolino, near Ankara in 1953. An interesting book that has been appropriately praised for its elegant and polished writing style. There are parts that are more compelling than others, sections where the writing is much more poetic and convincing, descriptions that stand out for their impeccable construction. My overall impression however, is of slight unevenness. Next in my series of books by Bouvier will be Chronique japonaise, but echoing his lack of a fixed plan, I do not know when I'll get to it. As all good readers know, we are incurable dreamers...Nicolas Bouvier was born in Geneva in 1929. He worked as a journalist and was sent on assignment to Finland and later to Algeria, and thus his love of traveling was born. He died of cancer in February of 1998. I read L'Usage du Monde in the superb volume of his works in the QUARTO Collection of Gallimard, that includes a large number of photographs by Bouvier (who became a professional photographer during the trip), some sections of his hand-written diaries, his poetry and most of his travel books. [image]Nicolas Bouvier, circa 1970...more",Notes are private!,0,10,1,"Aug 30, 2020","Sep 03, 2020","Aug 30, 2020",,Mass Market Paperback,view (with text),/book/show/1031166.L_usage_du_monde
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Roi des Aulnes,"Tournier, Michel",2072533694,9782072533693,B00HUWREVY,509        pp,4.02,"2,130","Sep 09, 1970","Jan 14, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Do you not hear what the Erlking quietly promises me?The title of this brilliant novel comes from a poem by Goethe and traces back the love and admiraDo you not hear what the Erlking quietly promises me?The title of this brilliant novel comes from a poem by Goethe and traces back the love and admiration that the French novelist Michel Tournier (1924-2016) felt for Germany. His father being a renowned expert in that country’s culture, the boy learned the language at an early age. He was raised with a German model in mind and a compulsive cult for order. Published in 1970, the novel is centered in the figure of Abel Tiffauges, who we follow throughout his life. In the first part of the book, by his “Écrits sinistres” (sinister writings) a diary written with the left hand where we learn of his vices and obscure views of the world and in the second part, by a third person narrator, from 1938 to 1945. In Goethe’s poem, the ErlKing is a bleak mythical elf who is said to linger in the woods. Erlkönig means literarily Alder King (in French Le Roi des Aulnes).Tiffauges, vous êtes un lecteur de signes, je l'ai bien vu, et d'ailleurs vous me l'avez prouvé. Vous avez cru découvrir dans l'Allemagne le pays des essences pures où tout ce qui passe est symbole, tout ce qui se passe parabole. Et vous avez raison. D'ailleurs, un homme marqué par le destin est voué fatalement à finir en Allemagne, comme le papillon qui tournoie dans la nuit finit toujours par trouver la source de lumière qui l'enivre et le tue. Mais il vous reste beaucoup à apprendre. Jusqu'ici vous avez découvert des signes sur les choses, comme les lettres et les chiffres qu'on lit sur une borne. Ce n'est que la forme faible de l'existence symbolique. Mais n'allez pas croire que les signes soient toujours d'inoffensives et faibles abstractions.Tiffauges, you are a sign reader, I have seen it, and by the way you have proved it to me. You thought you would discover in Germany the land of pure essences where everything that passes is a symbol, everything that happens parable. And you're right. Moreover, a man marked by fate is doomed fatally to end up in Germany, as the butterfly that spins in the night always ends up finding the source of light that intoxicates and kills him. But you still have a lot to learn. So far you have discovered signs about things, such as letters and numbers that are read on a terminal. This is only the weak form of symbolic existence. But don't think the signs are always harmless and weak abstractions.Abel Tiffauges was a car mechanic who lived in the district of Champerret in Paris and believed he was a fairy tale character. He was obsessed with deciphering signs all around him. While holding an injured fellow worker in his arms, he experienced a revelation that would prove crucial in his view and understanding of life. The word phorie in French relates to the act of holding the world or a boy, as Saint Christophe (the patron saint of his school) according to legend, held once the boy Jesus in his arms and carried him to the other side of a river. With this image in mind, he patiently awaited the heroic moment that eventually would arrive. [image]Erklönig, Moritz von Schwind (1804-1871)Car s'il y a dans la Genèse une chute de l'homme, ce n'est pas dans l'épisode de la pomme – qui marque une promotion au contraire, l'accession à la connaissance du bien et du mal – mais dans cette dislocation qui brisa en trois l'Adam originel, faisant choir de l'homme la femme, puis l'enfant, créant d'un coup ces trois malheureux, l'enfant éternel orphelin, la femme esseulée, apeurée, toujours à la recherche d'un protecteur, l'homme léger, alerte, mais comme un roi qu'on a dépouillé de tous ses attributs pour le soumettre à des travaux serviles.For if there is a fall of man in Genesis, it is not in the episode of the apple, which marks a promotion on the contrary, the accession to the knowledge of good and evil, but in this dislocation which broke the original Adam in three, bringing down the man, the woman, then the child, suddenly creating these three unfortunates, the eternal orphaned child, the lonely, frightened woman, always in search of a protector, the light man, alert, but like a king who has been stripped of all his attributes to subject him to servile work. The author makes a strong case of the idea that good and evil live together in the mind of his fictional character. The paroxysm of opposites seems to haunt him in the crucial moments of his life. The ambivalence of human beings is put into question as the novel evolves. Tiffauges finds it hard to fit in his social role when the community unjustly points a finger at him. Deep inside, he expects that same society to someday redeem him.  A loner by nature, Michel Tournier lived for most of his life secluded in Chevreuse, a commune outside Paris, where he wrote in solitude. His early formation was devoted to Philosophy, an important presence in his fiction. In Le Roi des Aulnes there is no exploration or innovation of formal structures. There is however, luminous originality in the writing: superb richness of language and impeccably built prose, baroque in nature, surrounded by persuasive rhythmic vitality. [image]Erklönig, Julius Sergius von Klever (1850-1924)Tournier said he lacked imagination and declared in interviews that the invented parts are minimum in the overall plan of the story. There is a strong influence of Flaubert in his writing that is reflected in specific sections of the plot. Like the 19th century novelist, he saw himself as a collector of stories from history and everyday life. Tiffauges, first a prisoner during the war and gradually engaged by the Nazi regime, is seen as an ogre by the outside world (although he considered himself righteous and noble). But is he really so evil? The question remains opened and is resolved epically in the last scene, biblical in its conception, bringing the mythical figure to human proportions in the grandiose apotheosis of the novel. Erlkönig, poem by Goethe-music by Franz SchubertThe setting of Goethe’s poem Erlkönig composed by Franz Schubert when he was 18 years old, and performed in this historic video by the legendary Dietrich Fischer-Dieskau. ERLKÖNIGWho rides so late where winds blow wild?It is the father grasping his child;He holds the boy embraced in his armHe clasps him snugly, he keeps him warm.""My son, why cover your face in such fear""""O don't you see the ErlKing near?The ErlKing with his crown and train!""""My son, the mist is on the plain.""""Sweet lad, o come and join me, do!Such pretty games I'll play with you;On the shore gay flowers their colors unfoldMy mother has made you a garment of gold.""""My father, my father, o can you not hearThe promise the ErlKing breathes in my ear?""""Be calm, stay calm my child, lie lowIn withered leaves the night winds blow.""""Will you, sweet lad, come along with me?My daughters shall care for you tenderly;In the night my daughters their revelry keep,They'll rock you and dance you and sing you to sleep.""""My father, my father, o can you not traceThe ErlKing's daughters in that gloomy place?""""My son, my son, I see it clearHow grey the ancient willows appear.""""I love you, your comeliness charms me, my boyAnd if you're not willing, then force I'll employ!""""Now father, o father, he's seizing my armThe ErlKing has done me the cruelest harm!""The father shudders, his ride is wildIn his arms he's holding the shivering childHe reaches home with toil and dread.In his arms, the child was dead. Johann Wolfgang von Goethe...more",Notes are private!,0,14,1,"Aug 21, 2020","Aug 26, 2020","Aug 21, 2020",,Kindle Edition,view (with text),/book/show/20733713-le-roi-des-aulnes
