,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bam cooks the books ;-)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Glass,"Pekkanen, Sarah*",1250284007,9781250284006,B0CGRZHX2H,352        pp,4.20,"1,010","Aug 06, 2024","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Kindle Edition,view,/book/show/198112104-house-of-glass
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Know What You Did,"Nguyen, K.T.*",059347385X,9780593473856,059347385X,384        pp,3.84,321,"Apr 16, 2024","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Hardcover,view,/book/show/192761618-you-know-what-you-did
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Flicker in the Dark,"Willingham, Stacy*",1250803829,9781250803825,1250803829,357        pp,4.00,"390,271","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Hardcover,view,/book/show/57693172-a-flicker-in-the-dark
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bite by Bite: Nourishments and Jamborees,"Nezhukumatathil, Aimee*",0063282267,9780063282261,0063282267,224        pp,4.64,39,"May 07, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Hardcover,view,/book/show/195853505-bite-by-bite
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Only If You're Lucky,"Willingham, Stacy*",,,B0C1X6SXKQ,375        pp,3.57,"24,922","Jan 16, 2024","Jan 16, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3.5 stars rounded up. Margot heads off to Rutledge College with a sad heart--her lifelong best friend died from an accident a few weeks after high sc*3.5 stars rounded up. Margot heads off to Rutledge College with a sad heart--her lifelong best friend died from an accident a few weeks after high school graduation. They had planned to be roommates at school and now Margot is having to carry on alone. She has a nice roommate and the two of them tend to keep to themselves. But at the end of that freshman year, a popular and charismatic girl named Lucy stops by Margot's dorm room to invite her to come live with her and her two friends in a house owned by one of the fraternities. Margot's been watching the three friends for months, envious of their closeness, and can't believe her luck. Why would Lucy want to include her? The four soon become fast friends but something is not quite right.It takes a while for this story to unfold and the changing timelines can be a bit confusing, but be patient--the twists of the last 20% are well worth the wait. I sure didn't see them coming! St Martins Publishing Group provided me with an arc through their Influencers Program via NetGalley. I am very grateful for the opportunity to read this new thriller by Willingham. My  is voluntary and the opinions expressed are my own....more",Notes are private!,0,10,1,"Jan 10, 2024","Jan 12, 2024","Jan 10, 2024",,Kindle Edition,view (with text),/book/show/126919810-only-if-you-re-lucky
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Burning        (Kate Burkholder, #16)","Castillo, Linda*",1250781116,9781250781116,1250781116,320        pp,4.49,163,"Jul 09, 2024","Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Hardcover,view,/book/show/195790608-the-burning
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Proust and the Squid: The Story and Science of the Reading Brain,"Wolf, Maryanne",0060186399,9780060186395,0060186399,308        pp,3.84,"7,317",2007,"Sep 04, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3-3.5 stars. I was led to this book about the science of the reading brain by one of my favorite book ers for the Chicago Tribune, John Warner.*3-3.5 stars. I was led to this book about the science of the reading brain by one of my favorite book ers for the Chicago Tribune, John Warner. He wrote an article that appeared in the paper on January 7 with the headline 'My 2024 resolution is to read fewer books.' Quite astonishing for a book er, right? He goes on to say that he hopes that slowing down will give him time to read more deeply. ""'Proust and the Squid' is an exploration of 'deep reading' from every aspect imaginable,"" Warner says. No human being is born with the ability to read. That fact alone is pretty startling when you think about it. And something changes in our brains when the skill is learned, so it's pretty momentous. Did you know that Socrates was against writing and reading? He thought it would lessen critical thought that comes from verbal discussions. Maryanne Wolf is equally concerned about what the digital age of instant information will do to developing brains. Will it decrease critical thought if information is swallowed whole without critical thought to its validity? Quite an interesting book with lots of scientific detail. A little heavy going for the casual reader like me because of that....more",Notes are private!,2,7,1,"Jan 20, 2024","Jan 24, 2024","Jan 07, 2024",,Hardcover,view (with text),/book/show/289751.Proust_and_the_Squid
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agony Hill,"Taylor, Sarah Stewart*",1250826624,9781250826626,1250826624,320        pp,3.96,53,"Aug 06, 2024","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/195790779-agony-hill
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Good Indians,"Jones, Stephen Graham*",,,B07THF63FL,320        pp,3.71,"80,548","Jul 14, 2020","Jul 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A raw horror story involving four young Native American men who committed a despicable act ten years ago which is coming back to haunt them. It's alsoA raw horror story involving four young Native American men who committed a despicable act ten years ago which is coming back to haunt them. It's also a clear-eyed look at the lives of indigenous people today. This author does strong female characters so well! In this story is a teen named Denorah who is quite the local basketball star. She faces the horror with great courage and steps up to do what's right when needed....more,Notes are private!,0,7,1,"Jan 04, 2024","Jan 07, 2024","Jan 04, 2024",,Kindle Edition,view (with text),/book/show/49045750-the-only-good-indians
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Big Happy Family,"Day, Jamie",1250283205,9781250283207,1250283205,368        pp,3.71,559,"Jul 16, 2024","Jul 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2024",,Hardcover,view,/book/show/195790534-one-big-happy-family
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,254","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/61214136-the-collected-regrets-of-clover
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stuntboy, In-Between Time        (2)","Reynolds, Jason",1534418229,9781534418226,1534418229,272        pp,4.06,250,"Aug 29, 2023","Aug 29, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A follow-up to Stuntboy, In the Mean Time. Portico and his friends, Zola and Herbert, get into some big trouble and learn a lesson about taking responA follow-up to Stuntboy, In the Mean Time. Portico and his friends, Zola and Herbert, get into some big trouble and learn a lesson about taking responsibility for their actions. Fun, bordering on silly, with a fun cast of characters and excellent, colorful illustrations. ...more",Notes are private!,0,3,1,"Dec 29, 2023","Dec 30, 2023","Dec 29, 2023",,Hardcover,view (with text),/book/show/61272801-stuntboy-in-between-time
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old God's Time,"Barry, Sebastian",0593296109,9780593296103,0593296109,261        pp,3.88,"11,074","Mar 01, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tom Kettle was an Irish policeman who retired nine months earlier and has been living a quiet life on the coast in an annex attached to a castle. He sTom Kettle was an Irish policeman who retired nine months earlier and has been living a quiet life on the coast in an annex attached to a castle. He seldom sees anyone, so a knock at his door rather surprises him. Who could it be now?? It's two policemen from his former office wanting his input on a cold case that has relevance to a new case. At first, Tom refuses but when his former boss drops by to ask for his help, he changes his mind. This story won't be for everyone. It's not a thriller or a mystery that has you turning pages. Instead it's a deeply personal story about love, memories and grief with some remarkably strange things woven through it. The story unfolds through Tom's thoughts--some lovely, some painful. To me, Tom is a rather unreliable narrator: I was never quite sure whether something he experienced was real or a dream or perhaps an hallucination or a sign of dementia. At its core, the story is about the sexual abuse of children and how it can affect generations to come. There are some graphic passages, so be forewarned....more",Notes are private!,0,9,1,"Jan 07, 2024","Jan 09, 2024","Dec 29, 2023",,Hardcover,view (with text),/book/show/61358640-old-god-s-time
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hercule Poirot's Silent Night        (New Hercule Poirot Mysteries, #5)","Hannah, Sophie*",0062991639,9780062991638,0062991639,384        pp,3.76,"5,250","Oct 24, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3.5 stars rounded up. I was thrilled to find someone writing in the vein of Agatha Christie and giving readers more of her excellent character, Hercu*3.5 stars rounded up. I was thrilled to find someone writing in the vein of Agatha Christie and giving readers more of her excellent character, Hercule Poirot. It's a bonus that the story is set as Christmas approaches in the year 1931. Cynthia Catchpool, the mother of Inspector Edward Catchpole of Scotland Yard, insists he and Poirot must come to Frellingsloe House on the Norfolk coast to solve the mysterious death of a man in a ward of the hospital ward nearby. The mystery is good and twisty with Catchpool telling the story and Poirot using 'his little grey cells' to solve a convoluted crime as we all expect, of course. The one thing I didn't care for is the way Edward treats his mother. Even though she can be manipulative and even dangerously stupid at times, she's still his mother and he turned out alright, after all. ...more",Notes are private!,0,5,1,"Dec 28, 2023","Dec 29, 2023","Dec 28, 2023",,Hardcover,view (with text),/book/show/70240437-hercule-poirot-s-silent-night
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go as a River,"Read, Shelley*",,,B0B8V1SRKS,314        pp,4.31,"64,838","Mar 07, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Kindle Edition,view,/book/show/72403173-go-as-a-river
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Morningside,"Obreht, Téa*",1984855506,9781984855503,1984855506,304        pp,3.74,647,"Mar 19, 2024","Mar 19, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A mother and her daughter Silvia (11) arrive at the Morningside, a fine old luxury residence tower, to live with their aunt Ena who is the superintendA mother and her daughter Silvia (11) arrive at the Morningside, a fine old luxury residence tower, to live with their aunt Ena who is the superintendent for the building. They are displaced people in a war-torn world that is also being destroyed by the floods and fires of climate change. Silvia is fascinated by her aunt's stories of her childhood and the folk tales that enriched it. When Ena claims the three giant dogs owned by the old woman living in the penthouse are really three men turned into dogs by an enchantment, Sil sets out to prove it. And so we have a different sort of coming-of-age story--a young girl living under mother's thumb but squirming to break free, being led astray by the stronger personality of a new friend and not really understanding the dangers that could be lying in wait. Sil thinks her mother's insistence that they not speak their old language is just plain silly but this new country is not 'all forests and toadstools and magic violins' like in Ena's stories. Many thanks to the author and publisher for granting me an arc of this new novel through NetGalley. My  is voluntary and the opinions expressed are my own....more",Notes are private!,0,8,1,"Mar 16, 2024","Mar 18, 2024","Dec 26, 2023",,Hardcover,view (with text),/book/show/179546766-the-morningside
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spy Coast        (The Martini Club #1),"Gerritsen, Tess*",166251512X,9781662515125,166251512X,353        pp,4.37,"58,066","Nov 01, 2023","Nov 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*4.5 stars rounded up. I really enjoyed this thriller involving retired CIA spies who have decided to live in the seaside village of Purity, Maine. Th*4.5 stars rounded up. I really enjoyed this thriller involving retired CIA spies who have decided to live in the seaside village of Purity, Maine. The main character, Maggie Bird, lives on Blackberry Farm and raises chickens. She and her friends have a bookclub they call the Martini Club, which seems to be a good excuse to reminisce about old adventures over drinks. But when a body is found in Maggie's driveway and later someone takes potshots at her, this group of former spies spring into action. They still have what it takes! Looking forward to more in this new series. ...more",Notes are private!,0,6,1,"Dec 23, 2023","Dec 25, 2023","Dec 23, 2023",,Hardcover,view (with text),/book/show/131060960-the-spy-coast
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Camino Ghosts        (Camino Island, #3)","Grisham, John*",0385545991,9780385545990,0385545991,304        pp,4.22,74,2024,"May 28, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Hardcover,view,/book/show/199550833-camino-ghosts
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stuntboy, in the Meantime        (Stuntboy, #1)","Reynolds, Jason",1534418164,9781534418165,1534418164,272        pp,3.97,"2,671","Nov 09, 2021","Nov 30, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book to see whether it might be appropriate for my 8-year-old grandson. I found it to be pretty entertaining but maybe middle-grade level,I read this book to see whether it might be appropriate for my 8-year-old grandson. I found it to be pretty entertaining but maybe middle-grade level, 10 and above. The main character is a kid named Portico Reeves who lives in an apartment building filled with lots of eccentric characters. Portico gets 'the frets' in certain tough situations and tries to turn into Stuntboy, the superhero, when that happens to see him through. The story is brought to life by many colorful illustrations. Now on to book two because this story ends with a 'to be continued' tagline......more",Notes are private!,0,6,1,"Dec 19, 2023","Dec 21, 2023","Dec 19, 2023",,Hardcover,view (with text),/book/show/57057907-stuntboy-in-the-meantime
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Christmas in My Heart: A Timeless Treasury of Heartwarming Stories,"Wheeler, Joe L.",0385485670,9780385485678,0385485670,288        pp,3.96,208,"Dec 31, 1992","Oct 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I needed something uplifting and this collection of charming and heartwarming Christmas stories was perfect, reminding me of the true meaning of ChrisI needed something uplifting and this collection of charming and heartwarming Christmas stories was perfect, reminding me of the true meaning of Christmas. ...more",Notes are private!,0,5,1,"Dec 18, 2023","Dec 19, 2023","Dec 18, 2023",,Hardcover,view (with text),/book/show/1868707.Christmas_in_My_Heart
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2023 on Goodreads,Various,,,,unknown,4.12,"1,420",2023,2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I made the mistake of setting a high reading goal for myself for 2023 and so felt a great deal of pressure whenever life got in the way of reading. FoI made the mistake of setting a high reading goal for myself for 2023 and so felt a great deal of pressure whenever life got in the way of reading. For 2024, I think I want a year with a slower pace so I can savor what I read, maybe pull some oldies off the shelves and finally get them read. Will this be the year without a reading challenge goal, a year without numbers?? Gasp! My favorite 5-star reads for 2023:   [image] by Abraham Verghese;  [image] by Erica Bauermeister;  [image] by Dani Shapiro;  [image] by Han Kang;   [image], also by Han Kang;  [image] by Barry Hines, an oldie but a goodie!;  [image] by S.A. Cosby;  [image] by Dennis Lehane;  [image] by Tananarive Due;  [image] by Percival Everett;  [image] by Deepti Kapoor;   [image] by Douglas Preston;  [image] by Louise Penny; a non-fiction book:  [image] by Matthew Desmond. Happy reading in the New Year, my friends!...more",Notes are private!,4,15,1,Jan 2023,"Dec 31, 2023","Dec 16, 2023",,,view (with text),/book/show/62316199-2023-on-goodreads
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Instruments of Darkness        (Charlie Parker #21),"Connolly, John*",1668022338,9781668022337,B0CL5GPZ6V,352        pp,4.37,93,"May 07, 2024","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2023",,Kindle Edition,view,/book/show/199897866-the-instruments-of-darkness
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ladykiller,"Wood, Katherine",0593726456,9780593726457,B0CKSMLKD8,0        pp,3.87,474,"Jul 09, 2024","Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Kindle Edition,view,/book/show/199236713-ladykiller
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Doors,"Brown, Gareth*",1787637247,9781787637245,B0C5CGYC4Z,416        pp,4.05,"8,141","Feb 13, 2024","Feb 15, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**Happy Publication Day**A thrilling fantasy novel that combines books, magic, friends, time travel--and some monstrous evil doers! Who could ask for **Happy Publication Day**A thrilling fantasy novel that combines books, magic, friends, time travel--and some monstrous evil doers! Who could ask for more? Very inventive plot! I hope Gareth Brown has a series planned so I can spend more time with his crazy, brave, intelligent characters. Many thanks to the author and publisher for offering me a chance to read an arc of this debut novel via NetGalley. My  is voluntary and the opinions expressed are my own....more",Notes are private!,2,23,1,"Feb 07, 2024","Feb 12, 2024","Dec 13, 2023",,Hardcover,view (with text),/book/show/156480764-the-book-of-doors
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jinn Daughter,"Hanna, Rania*",1649033648,9781649033642,1649033648,274        pp,4.51,41,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2023",,Hardcover,view,/book/show/189187484-the-jinn-daughter
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Think Twice        (Myron Bolitar, #12)","Coben, Harlan*",1538756315,9781538756317,1538756315,368        pp,4.37,253,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Hardcover,view,/book/show/198494009-think-twice
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,336        pp,3.80,"428,317","May 25, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2023",,Hardcover,view,/book/show/62047984-yellowface
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fellowship of Puzzlemakers,"Burr, Samuel*",0593470095,9780593470091,0593470095,368        pp,3.99,336,"Apr 09, 2024","Apr 09, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pippa Allsbrook, an esteemed London crossword compiler, puts out a call for all those of a like mind to form a 'fellowship' of puzzlemakers, drawing iPippa Allsbrook, an esteemed London crossword compiler, puts out a call for all those of a like mind to form a 'fellowship' of puzzlemakers, drawing in the best of the best in all related fields. Their motto? 'I CAME, I SAW, I SOLVED.' Eventually the group moves in together in a grand old house known as Creighton Hall where creativity flows and brilliant ideas abound. But as time goes by, there's one puzzle they haven't been able to solve--the parentage of the foundling left on their doorstep 25 years ago, the baby boy they called Clayton Stumper. When Pippa passes away, she leaves a set of clues for Clayton to follow and perhaps find himself in more ways than he expects. Being someone who enjoys doing puzzles of all sorts, I thoroughly enjoyed this light-hearted, charming story. Many thanks to the author and publisher for providing me with an arc of this debut novel via NetGalley. My  is voluntary and the opinions expressed are my own. ...more",Notes are private!,2,12,1,"Mar 31, 2024","Apr 03, 2024","Dec 06, 2023",,Hardcover,view (with text),/book/show/182484307-the-fellowship-of-puzzlemakers
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Bridge,"Shipman, Viola*",1525812009,9781525812002,1525812009,368        pp,4.03,"2,901",unknown,"Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"'Why do we always wait until Christmas to return home and show how much we love one another?'The author whose pen name is Viola Shipman says that is t'Why do we always wait until Christmas to return home and show how much we love one another?'The author whose pen name is Viola Shipman says that is the foundational question of his latest holiday novel set in Frankenmuth, Michigan--the quintessential Christmas town, home to the world's largest Christmas store and much more. Henrietta 'Henri' Wegner is the daughter of the man whose dream became that wonderful store. But her heart wanted to follow a different dream and she escaped it all to pursue a high-powered career in Detroit. Now her job may be on the line if she doesn't convince her family to sell the business to a soulless corporation and so she goes home for Christmas with a heavy heart...A heart-warming story with wonderful characters set in a beautiful Bavarian-style town where Christmas lives all year round, the world's greatest fried chicken is served family style in two dueling restaurants, and a glockenspiel plays the hour. If you've never been to Frankenmuth, be sure to put in on your bucket list....more",Notes are private!,0,6,1,"Dec 11, 2023","Dec 13, 2023","Dec 06, 2023",,Hardcover,view (with text),/book/show/75339199-the-wishing-bridge
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prophet Song,"Lynch, Paul*",,,B0C5Y3JG4S,259        pp,4.15,"26,500","Aug 24, 2023","Aug 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2023",,Kindle Edition,view,/book/show/158875813-prophet-song
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berry Pickers,"Peters, Amanda*",1646221958,9781646221950,1646221958,307        pp,4.18,"49,143","Apr 04, 2023","Oct 31, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*4.5 stars rounded upIn July of 1962, four-year-old Ruthie goes missing. She is the youngest child of a Mi'kmaq family of Nova Scotia who come to Main*4.5 stars rounded upIn July of 1962, four-year-old Ruthie goes missing. She is the youngest child of a Mi'kmaq family of Nova Scotia who come to Maine every summer to harvest blueberries. The family is devastated and their six-year-old son Joe will carry a burden of guilt all his life. In another town in Maine, Norma, a family's only child, has bad dreams almost every night. She grows up wondering why her mother is so overly protective and her skin is so much darker than her parents. Her intuition tells her something isn't right. Fifty years will go by before Norma gets any answers to her many questions. A heartbreaking story of desperation, love and loss, beautifully written with unforgettable characters. ...more",Notes are private!,2,20,1,"Jan 18, 2024","Jan 19, 2024","Dec 05, 2023",,Hardcover,view (with text),/book/show/123036004-the-berry-pickers
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lonely Castle in the Mirror,"Tsujimura, Mizuki",0857527274,9780857527271,0857527274,355        pp,4.28,"24,689",May 2017,"Apr 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Hardcover,view,/book/show/54633167-lonely-castle-in-the-mirror
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mountain King        (The Asker Series, #1)","Motte, Anders de la",1668030810,9781668030813,1668030810,464        pp,4.18,"2,091","Sep 28, 2022","Jan 30, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes! My first 5-star read for 2024! I thought this Swedish police procedural was terrific, keeping me on my toes guessing while introducing a smart anYes! My first 5-star read for 2024! I thought this Swedish police procedural was terrific, keeping me on my toes guessing while introducing a smart and strong main character, Detective Inspector Leonore 'Leo' Asker. Leo is the lead detective in the Serious Crime Command when a young couple goes missing. The case is so high-profile, involving the daughter of a wealthy and powerful family, that a rising star in the National Operations Department is called in to replace Leo, Detective Superintendent Jonas Hellman, someone who just happens to have a personal grudge against Leo. She quickly finds herself 'promoted' to Manager of the Resources Unit, aka the Department of Orphaned Cases and Lost Souls... in the basement. Her small staff is 'a bunch of HR nightmares who've been shunted off to the basement, where they can't do any damage.'Hellman quickly zeroes in on the boyfriend involved in the girl's disappearance and is blind to all other possibilities so Leo pursues some other tantalizing clues--something her predecessor was working on before his heart attack. Is it possible a serial killer is at work? Whose theory will prove to be correct? Leo's or Hellman's? And who will get to the truth first? I really enjoy police procedurals, watching such a clever, insightful investigator dig through layers of information to slowly piece together the answer. Leo is a great new main character with a very interesting backstory that has prepared her for dealing with all sorts of 'crazies'--be they criminals or her fellow officers. I can't wait to read more in this series!I was invited to read an arc of this new thriller by the publisher via NetGalley. Many thanks for the opportunity! My  is voluntary and the opinions expressed are my own....more",Notes are private!,2,9,1,"Jan 16, 2024","Jan 18, 2024","Dec 01, 2023",,Hardcover,view (with text),/book/show/176443083-the-mountain-king
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Final Curtain        (Detective Kaga, #4)","Higashino, Keigo",,,B0BQGGZ8P4,352        pp,4.16,"1,843","Sep 13, 2013","Dec 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my first book written by author Higashino. I was invited to read an arc by the publisher via NetGalley and jumped at the chance after reading This is my first book written by author Higashino. I was invited to read an arc by the publisher via NetGalley and jumped at the chance after reading that Bookpage described Tokyo Police Detective Kyoichiro Kaga as 'a modern-day Poirot.' Although this is book #4 in the series, it can be read as a standalone. The book begins ten years in the past when Detective Kaga goes to collect the ashes of his deceased mother, a woman who had deserted her family without any explanation when he was a young boy. Now, during the current investigation of two strangulation deaths, Kaga begins to believe there are ties to his mother's past. Kaga is an 'intuitive' investigator who often proceeds on his hunches. The plot was quite twisty and intriguing; the conclusion, satisfying. I would enjoy reading more of Higashino's books, although I admit to finding the Japanese names quite daunting to keep track of at times....more",Notes are private!,2,16,1,"Nov 30, 2023","Dec 03, 2023","Nov 30, 2023",,Kindle Edition,view (with text),/book/show/67991623-the-final-curtain
