,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kelly_Hunsaker_reads's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Laughter,"Jha, Sonora*",0063240254,9780063240254,0063240254,320        pp,3.90,"1,523","Feb 14, 2023","Feb 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Laughter by Sonora Jha is a provoking, uncomfortable and confining book. None of the characters are particularly likable. However, it is a story tThe Laughter by Sonora Jha is a provoking, uncomfortable and confining book. None of the characters are particularly likable. However, it is a story that made me think about difficult things, and struggle with the issues that so many must confront. It made me feel anxious. And, at the same time, I couldn't put it down. I needed to know what would happen.Our main character and narrator is Dr. Oliver Harding, an English professor at a small college in Seattle. He is a white, divorced man, and finds himself infatuated by a Pakistani law professor. The book allows the reader to get into the head of Oliver, and it isn't a comfortable space. The man is obsessive, and his thoughts are often misogynistic. The things he thinks about her verge into the scary territory of a stalker -- and unfortunately it is believable. It makes the reader question whether the men around her might have similar thoughts. It makes the world feel less safe for the character, but also for the reader.The events take place during the lead-up to the 2016 presidential election, and the political climate is almost another character. The fears, anger and hatred expressed towards Muslims in America jumps off every page, adding to the apprehension.It is a bold, incisive book, that challenges the reader, and I enjoyed it very much.4.5 rounded up....more",Notes are private!,0,1,1,"Feb 06, 2024","Feb 07, 2024","Feb 06, 2024",,Hardcover,view (with text),/book/show/61145400-the-laughter
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth about the Devlins,"Scottoline, Lisa*",0525539700,9780525539704,0525539700,384        pp,4.07,"3,156","Mar 26, 2024","Mar 26, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 05, 2024","Feb 06, 2024","Feb 06, 2024",,Hardcover,view,/book/show/181350612-the-truth-about-the-devlins
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Hannah, Kristin*",1250178630,9781250178633,,480        pp,4.69,"224,847","Feb 06, 2024","Feb 06, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In 1981, shortly after my 19th birthday, I took a bus to Lackland AFB to start boot camp. 8 months later I finished my training and began work as a feIn 1981, shortly after my 19th birthday, I took a bus to Lackland AFB to start boot camp. 8 months later I finished my training and began work as a female air crew member aboard the E3A AWACS. It was a wonderful job that allowed me to travel around the world. It was also a difficult one as I was breaking into a world that had only admitted men. There were about 5 females in the entire Wing by the end of 1982. It was a world not quite ready for us. There were not flight suits or boots available in our sizes. There weren't dorm rooms and restrooms for women. It was complicated by the fact that many of the men were equally unready to accept us. I share all of this, because Hannah's book resonated with me. I was a child during the Vietnam War, but a decade later, not a lot had changed.Women were in Vietnam! Nurses were often on the front lines. They were bombed. They performed gruesome surgeries while under fire, and holding flashlights because the power was out. They wrote letters of condolence to families. They convinced young men to have hope, and sat with them as they died. They did all of this while also in danger of sexual assault by the men they worked with, and often needed men they trusted to escort them around their own base. And, after they went home to the USA nobody believed they were ever in Vietnam. Even the VA doctors refused them treatment and discounted their service.Kristin Hannah in The Women carries the reader to another time and place where the characters are very real, and the war is tangible. If you come away without a better understanding of the experiences and politics of the time, then you didn't read it well. It is a transporting, emotional and intelligent books that allows you to gain knowledge about the war and the world of the time, and also allows you to find compassion and empathy for a generation of people who came before you.There are event which are predictable, but it does nothing to ruin the story. It is a book I will recommend to everyone, and also a book that made me feel seen.Thank you @stmartinspress for my #gifted copy. It has earned a permanent place on my shelves....more",Notes are private!,0,3,1,"Feb 03, 2024","Feb 04, 2024","Feb 04, 2024",,Hardcover,view (with text),/book/show/127305853-the-women
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bye, Baby","Lovering, Carola*",125028936X,9781250289360,125028936X,352        pp,3.82,"8,775","Mar 05, 2024","Mar 05, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2024","Feb 03, 2024","Feb 04, 2024",,Hardcover,view,/book/show/127305890-bye-baby
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People Who Report More Stress,"Varela, Alejandro*",1662601085,9781662601088,B0B5ST4PTY,248        pp,3.90,591,"Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The People Who Report More Stress by Alejandro Varela is a set of thirteen interconnected short stories which revolve around an interracial gay coupleThe People Who Report More Stress by Alejandro Varela is a set of thirteen interconnected short stories which revolve around an interracial gay couple. Each one allowed me to get to know the men, separate and together. The stories are filled with humor, distress, hope, fears, frustration, and so much more. They capture the small moments which make a life, focusing on love, family, relationships, sexuality and desire. And they also cover bigger issues such as racism, immigration, politics and more. Varela integrates the sacred moments of life seamlessly into the profane. The characters are real, flawed, relatable. I came away from the book feeling as though they had become friends, and I think I will probably often wonder about where they are now....more",Notes are private!,0,0,1,"Feb 02, 2024","Feb 04, 2024","Feb 02, 2024",,Kindle Edition,view (with text),/book/show/55581211-the-people-who-report-more-stress
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Two Dead Wives        (DCI Clements, #2)","Parks, Adele*",0778333574,9780778333579,0778333574,400        pp,3.85,"6,058","Aug 17, 2023","Dec 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2024,Feb 2024,"Feb 01, 2024",,Paperback,view,/book/show/63885848-two-dead-wives
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Man is Hard to Find,"O'Connor, Flannery",0571351816,9780571351817,0571351816,48        pp,3.86,"10,800",Aug 1949,"Mar 07, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 29, 2024","Jan 29, 2024","Jan 29, 2024",,Paperback,view,/book/show/41713578-a-good-man-is-hard-to-find
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",0593490142,9780593490143,0593490142,438        pp,3.62,"101,873","Feb 21, 2023","Feb 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I Have Some Questions for You is so much more than a thriller. This book is complex, taking the reader into the world of Bodie Kane, a woman in her eaI Have Some Questions for You is so much more than a thriller. This book is complex, taking the reader into the world of Bodie Kane, a woman in her early 40's who is now dealing with issues from her traumatic teen year. It is a combination of genres: women's fiction, suspense, dark academia and drama.Bodie Kane has returned to the boarding school in New Hampshire where she was a student more than two decades before. In 1995 her roommate, Thalia Kent, was murdered. Bodie struggled. Her father and brother died, her mother abandoned her, leaving her with a cult, and when she finally is given an opportunity to make a better life, the girls' group at the school ostracized her.Today Bodie is a mother, wife (though separated), and successful podcaster. Still, she is fixated on the mystery about what happened to Thalia. She doesn't believe that the man in prison is the one who did the crime. Will one of her current students figure out what really happened? Will she?I always enjoy thrillers that bring to light real social issues and this book discusses many of them: social media bullying, sexual assualt, racism, the #metoo movement, and more. It is a book that makes you think, while carrying you along in the lives of the characters. I found it to be both entertaining and thought provoking....more",Notes are private!,0,2,1,"Jan 29, 2024","Jan 30, 2024","Jan 29, 2024",,Hardcover,view (with text),/book/show/61053829-i-have-some-questions-for-you
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Public Anchovy #1        (Deep Dish Mysteries, 3)","Quigley, Mindy*",1250792479,9781250792471,1250792479,320        pp,4.22,437,"Dec 26, 2023","Dec 26, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not a fan of closed-room mysteries, as I never buy into it. And, I missed all the descriptions of pizza.I'm not a fan of closed-room mysteries, as I never buy into it. And, I missed all the descriptions of pizza....more",Notes are private!,0,1,1,"Jan 28, 2024","Jan 28, 2024","Jan 29, 2024",,Mass Market Paperback,view (with text),/book/show/127279999-public-anchovy-1
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in Me,"Spears, Britney",1668009048,9781668009048,1668009048,288        pp,3.91,"383,405","Oct 24, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 27, 2024","Jan 27, 2024","Jan 27, 2024",,Hardcover,view,/book/show/63133205-the-woman-in-me
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Land of Milk and Honey,"Zhang, C Pam*",0593538242,9780593538241,0593538242,240        pp,3.57,"11,999","Sep 26, 2023","Sep 26, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"C Pam Zhang's book, Land of Milk and Honey grabbed my attention right away, and never let go. Its a complex and intriguing story that puts so many queC Pam Zhang's book, Land of Milk and Honey grabbed my attention right away, and never let go. Its a complex and intriguing story that puts so many questions in your mind. It is dystopian, speculative fiction. But it is also an LGBTQIA story. And, to make it even more engaging, the main character is a female chef, which the author uses to create a tangible connection to the story. Everyone understands food. We know what it looks like, smells like and tastes like. We know it can be appetizing or repulsive. Zhang describes all of it, so that you too will react to the food alongside the characters in the book.As the book opens our chef has arrived at a compound on a mountaintop, where they are experimenting on food: how to create new food options and how to bring back food that was destroyed when a mysterious smog covered the world and killed food sources. She is thrilled to find herself surrounded by exotic foods, allowing her to create wonderful meals using precious, delectable ingredients. She is cooking for the wealthy, who understand food, and finds joy in making them love the food enough to invest in the business.Zhang's ability to describe the food took this book from a 4 to a 5. These meals were either mouthwateringly lush and sumptuous sumptuous or nauseating and revolting. Each meal was described in beautiful detail, and my mouth actually watered or my stomach roiled.Unfortunately, things are not all good... there is something strange about her employer. It seems suspicious and unethical. And his daughter is confusing. They enter into a sexual relationship, but the relationship is by no means equal. The daughter is spoiled, entitled and the boss' daughter.Read this book....more",Notes are private!,0,0,1,"Jan 26, 2024","Jan 27, 2024","Jan 26, 2024",,Hardcover,view (with text),/book/show/101673225-land-of-milk-and-honey
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Happened to Ruthy Ramirez,"Jiménez, Claire",1538725967,9781538725962,1538725967,240        pp,3.52,"8,238","Mar 07, 2023","Mar 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What Happened to Ruthy Ramirez is the rare book that will make you laugh and sob. It is a messy story, with very realistic interactions and dialogue. What Happened to Ruthy Ramirez is the rare book that will make you laugh and sob. It is a messy story, with very realistic interactions and dialogue. At times it felt overwhelming. There is a lot of profanity, which makes sense to the people, place and plot. This is a book about generational trauma. It is a book about loss, frustration, need, and all the ways we love each other and hurt each other. It is a book about survivor's guilt. It is a book about what it is to live between two worlds, and dealing with racism and misogyny. We stand beside a child who cannot communicate in Spanish beside a white boss who assumes she can. We stand beside the auntie as she takes control when the family is trying to gain admission to a bar where they can confront Ruby. These scenes resonate because they are believable. The characters are flawed. They are living a nightmare that we have all dreaded. The situations are a nightmare, and we feel a connection to the characters due to our empathy and compassion.In 1996, 13 year old Ruthy disappeared, leaving behind her two sisters and mother. They are left to wonder what happened. Was she taken? Did she leave on her own? Is she living somewhere without them? And, then one day the sisters are watching a reality television program and become convinced that the young woman named Ruby is actually their Ruthy. Could it really be?The reader wants to believe that Ruthy is still out there, that she will return home. The reader wants them all to find a happy ending. But, of course, there is an overarching feeling of dread. How can there possibly be a happy ending?This book will stick with me a long time. I was a sobbing mess at the end, and will not easily forget the emotional impact of Jiménez' story....more",Notes are private!,2,1,1,"Jan 26, 2024","Jan 26, 2024","Jan 26, 2024",,Hardcover,view (with text),/book/show/61399125-what-happened-to-ruthy-ramirez
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Wolves,"Patterson, James*",0316404292,9780316404297,0316404292,390        pp,4.23,"21,681","Jan 09, 2023","Jan 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2024","Jan 25, 2024","Jan 25, 2024",,Hardcover,view,/book/show/61398916-the-house-of-wolves
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Young Women,"Knoll, Jessica*",1501153226,9781501153228,1501153226,384        pp,4.03,"87,004","Sep 19, 2023","Sep 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 24, 2024","Jan 26, 2024","Jan 25, 2024",,Hardcover,view,/book/show/101124639-bright-young-women
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Witness: Stories,"Brinkley, Jamel",0374607036,9780374607036,0374607036,240        pp,3.84,844,"Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jamel Brinkley's Witness has written a collection of short stories that explore the everyday, routine lives of Black Americans living in the various nJamel Brinkley's Witness has written a collection of short stories that explore the everyday, routine lives of Black Americans living in the various neighborhoods of New York City. Each story is wonderful, and fully immerses the reader into both the place and the plot. Every character was believable.I found no stories that were weak or dull....more",Notes are private!,0,1,1,"Jan 25, 2024","Feb 07, 2024","Jan 25, 2024",,Hardcover,view (with text),/book/show/62039185-witness
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Y is for Yesterday        (Kinsey Millhone, #25)","Grafton, Sue",0399163859,9780399163852,0399163859,483        pp,4.00,"34,622","Aug 22, 2017","Aug 22, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I am sad to say goodbye to this series.,Notes are private!,0,3,1,"Jan 23, 2024","Jan 23, 2024","Jan 24, 2024",,Hardcover,view (with text),/book/show/31116293-y-is-for-yesterday
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whose Names Are Unknown,"Babb, Sanora",0806137126,9780806137124,0806137126,222        pp,4.11,"2,799","Jan 01, 2004","Feb 13, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sanora Babb was an Oklahoman, and a female writer. Whose Names are Unknown is her story of the Dust Bowl, and the migration of the ""Okies"" to CalifornSanora Babb was an Oklahoman, and a female writer. Whose Names are Unknown is her story of the Dust Bowl, and the migration of the ""Okies"" to California where they hope to find work and were subjected to more savage and brutal conditions. She submitted this novel to her editor in the late 1930s and it was set to be published with Random House in 1939, but after the success of Steinbeck's classic, The Grapes of Wrath, the publisher shelved it. In 2004, The University of Oklahoma Press finally published it, and I am so glad they did.The story centers around an Oklahoma family (Julia & Milt Dunne, plus Milt's father, and the couple's two daughters) who endure extreme poverty due to the Great Depression and the drought which lead to the storms known at the Dust Bowl. Unlike The Grapes of Wrath, this family doesn't leave for California in the early pages. We are in Oklahoma for a good chunk of the book, experiencing what life was like during the incessant dust storms. The reader gets a good idea of what it was like to be covered in a cloud of dust, tasting the grit, feeling the harsh and abrasive wind, and hoping that this storm would be the last. The family fights the extreme conditions for a year before they finally leave.But, unfortunately, California doesn't offer any form of plentitude.The book is a new favorite, and one day I will read this one and Steinbeck's back-to-back....more",Notes are private!,0,0,1,"Jan 23, 2024","Jan 24, 2024","Jan 24, 2024",,Paperback,view (with text),/book/show/1197158.Whose_Names_Are_Unknown
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five Sorrowful Mysteries of Andy Africa,"Buoro, Stephen",1635577772,9781635577778,1635577772,336        pp,3.71,670,"Apr 18, 2023","Apr 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Five Sorrowful Mysteries of Andy Africa is a coming of age story about a 15-year-old Nigerian boy who has family troubles and is in love with a whThe Five Sorrowful Mysteries of Andy Africa is a coming of age story about a 15-year-old Nigerian boy who has family troubles and is in love with a white girl named Eileen. His best friend is a Muslim girl named Fatima, and their interactions are the heart of the story. However, I did not find myself connected to any of them. Perhaps I was showing my age -- substantially older than Andy -- but I found the conversations, thoughts and actions to be immature and even silly at times. There were many aspect's of his life that were intriguing and even difficult, but that didn't pull me into his story....more",Notes are private!,0,1,1,"Jan 21, 2024","Jan 22, 2024","Jan 22, 2024",,Hardcover,view (with text),/book/show/58532181-the-five-sorrowful-mysteries-of-andy-africa
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"X        (Kinsey Millhone, #24)","Grafton, Sue",0399163840,9780399163845,0399163840,403        pp,3.93,"34,687","Aug 25, 2015","Aug 25, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite the fact that I knew Edna would be a one book only character, I found myself looking forward to future interactions.One more book until this aDespite the fact that I knew Edna would be a one book only character, I found myself looking forward to future interactions.One more book until this alphabet ends, and I will miss all of the characters -- especially Henry....more",Notes are private!,0,0,1,"Jan 21, 2024","Jan 21, 2024","Jan 21, 2024",,Hardcover,view (with text),/book/show/24940998-x
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enter Ghost,"Hammad, Isabella*",080216238X,9780802162380,080216238X,336        pp,4.08,"2,093","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enter Ghost is a book that I would not have known about if not for the placement on the longlist for Aspen Words Literary Prize. And I am glad I choseEnter Ghost is a book that I would not have known about if not for the placement on the longlist for Aspen Words Literary Prize. And I am glad I chose to read it, as I found the writing beautiful, restained and acute. Plus the story is complex and nuanced. I found the portrayal of the characters to be sympathetic without being sentimental. I didn't always like them, but I did care about what happened to them. Their feelings were relatable and important to me. Each moment built on what happened previously, building layers of emotion and insight. I came away from the book felling like I better understood the complexities and hardships of daily life in Palestine.The story centers itself around two sisters: Sonia and Haneen. Their relationship is often strained and feels very realistic. It feels like 80% of what is happening between them goes unsaid, and as a result they walk around on eggshells, afraid to share their thoughts. Sometimes my own relationship with my sibling is similar, and so their interactions resonated with me. I found myself waiting for the tension to break, the emotions to spill over, and the sisters to spill the secrets of their shared history. Sonia has recently returned from the UK where she found success as an actress. Haneen works at the university.I am not a scholar of Shakespeare. In fact, I know very little about his works, and with this book it played a large role as Sonia becomes involved in a production of Hamlet. I am guessing that I missed a great deal of symbolism due to my own lack of education on the play. This is a book that I will be thinking about for a long time, and plan to return to its pages....more",Notes are private!,0,3,1,"Jan 19, 2024","Jan 20, 2024","Jan 19, 2024",,Hardcover,view (with text),/book/show/59725231-enter-ghost
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"W is for Wasted        (Kinsey Millhone, #23)","Grafton, Sue",0399158987,9780399158988,0399158987,486        pp,3.95,"33,159","Sep 04, 2013","Sep 10, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As I come to the end of my visit with Kinsey Millhone and her wonderful neighbor Henry, I realize that it isn't the mystery I care about -- it is the As I come to the end of my visit with Kinsey Millhone and her wonderful neighbor Henry, I realize that it isn't the mystery I care about -- it is the two of them. I will miss them....more",Notes are private!,0,0,1,"Jan 19, 2024","Jan 19, 2024","Jan 19, 2024",,Hardcover,view (with text),/book/show/17707605-w-is-for-wasted
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Us Descend,"Ward, Jesmyn*",198210449X,9781982104498,B0BT642ZDK,320        pp,3.73,"20,550","Oct 24, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 18, 2024","Jan 18, 2024","Jan 18, 2024",,Hardcover,view,/book/show/87556695-let-us-descend
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"V is for Vengeance        (Kinsey Millhone, #22)","Grafton, Sue",0399157867,9780399157868,0399157867,437        pp,3.99,"32,047","Nov 01, 2011","Nov 14, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 17, 2024","Jan 18, 2024","Jan 17, 2024",,Hardcover,view,/book/show/10852027-v-is-for-vengeance
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercury,"Burns, Amy Jo*",,,1250908566,336        pp,3.89,"10,377","Jan 02, 2024","Jan 02, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2024","Jan 18, 2024","Jan 16, 2024",,Hardcover,view,/book/show/127305817-mercury
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pink Lemonade Cake Murder        (Hannah Swensen, #29)","Fluke, Joanne*",1496736117,9781496736116,1496736117,290        pp,3.36,"5,688","Jul 25, 2023","Jul 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2024","Jan 16, 2024","Jan 16, 2024",,Hardcover,view,/book/show/61193069-pink-lemonade-cake-murder
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intern,"Campbell, Michele*",1250274974,9781250274977,,378        pp,3.81,"15,557","Oct 03, 2023","Oct 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Michele Campbell's book The Intern is a pulse-pounding, fast-paced legal thriller. The characters are well-drawn and you quickly are immersed into theMichele Campbell's book The Intern is a pulse-pounding, fast-paced legal thriller. The characters are well-drawn and you quickly are immersed into the story, caring about what happens next.The story is told in two points of view. Madison Rivera is a law student who was recently selected as a summer intern for judge Kathryn Conroy. Unfortunately she is quickly made aware that the judge may be dirty, and responsible for her bother's wrongful arrest. Madison becomes embroiled everything as she works to prove her brother's innocence.The second POV is that of Kathryn, where we delve into her sad and dark past, filled with poverty, negligence, loss and loneliness. Her story is particularly resonant as the reader quickly finds compassion for her, despite her possible wrongdoings.I read the book quickly, flipping pages as quickly as possible. Its an absorbing, fun read. Thank you @stmartinspress for the #gifted copy. The  reflects my honest opinion....more",Notes are private!,2,1,1,"Jan 15, 2024","Jan 16, 2024","Jan 14, 2024",,Hardcover,view (with text),/book/show/65214026-the-intern
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"U is for Undertow        (Kinsey Millhone, #21)","Grafton, Sue",039915597X,9780399155970,039915597X,403        pp,4.00,"31,929","Dec 01, 2009","Dec 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 13, 2024","Jan 14, 2024","Jan 14, 2024",,Hardcover,view,/book/show/6193821-u-is-for-undertow
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rabbit Hutch,"Gunty, Tess",,,,352        pp,3.52,"27,399","Jul 21, 2022","Aug 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 09, 2024","Jan 12, 2024","Jan 11, 2024",,Hardcover,view,/book/show/59576076-the-rabbit-hutch
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"T is for Trespass        (Kinsey Millhone, #20)","Grafton, Sue",0399154485,9780399154485,,387        pp,3.98,"29,679","Dec 04, 2007","Dec 04, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2024","Jan 11, 2024","Jan 10, 2024",,Hardcover,view,/book/show/410445.T_is_for_Trespass
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Study for Obedience,"Bernstein, Sarah",1039009069,9781039009066,1039009069,208        pp,3.10,"7,224","Jul 06, 2023","Aug 22, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2024","Jan 11, 2024","Jan 09, 2024",,Hardcover,view,/book/show/123636870-study-for-obedience
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"S is for Silence        (Kinsey Millhone, #19)","Grafton, Sue",0425212696,9780425212691,0425212696,352        pp,3.95,"29,113","Jan 01, 2005","Nov 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"S is for Silence> felt much different than the previous books in the series. The author gave us extended passages focusing on the past and told from tS is for Silence> felt much different than the previous books in the series. The author gave us extended passages focusing on the past and told from the POV of the victim. Its an enjoyable read, but felt more like a standalone....more",Notes are private!,0,1,1,"Jan 09, 2024","Jan 11, 2024","Jan 09, 2024",,Mass Market Paperback,view (with text),/book/show/142079.S_is_for_Silence
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl in the Eagle's Talons        (Millennium, #7)","Smirnoff, Karin",059353669X,9780593536698,059353669X,368        pp,3.39,"11,339","Nov 04, 2022","Aug 29, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2023","Jan 03, 2024","Jan 03, 2024",,Hardcover,view,/book/show/75523433-the-girl-in-the-eagle-s-talons
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Valley,"Broder, Melissa*",1668024845,9781668024843,1668024845,240        pp,3.53,"11,525","Oct 03, 2023","Oct 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2024","Jan 04, 2024","Jan 03, 2024",,Hardcover,view,/book/show/91239751-death-valley
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"R is for Ricochet        (Kinsey Millhone, #18)","Grafton, Sue",0399152288,9780399152283,0399152288,352        pp,3.98,"34,915","Jul 13, 2004","Jul 08, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2024","Jan 03, 2024","Jan 03, 2024",,Hardcover,view,/book/show/262227.R_is_for_Ricochet
