,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,sheridan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House,"Machado, Carmen Maria*",1644450038,9781644450031,1644450038,251        pp,4.43,"124,499","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2023",,Hardcover,view,/book/show/43317482-in-the-dream-house
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ruin of All Witches: Life and Death in the New World,"Gaskill, Malcolm",0241413389,9780241413388,0241413389,336        pp,3.72,"3,032",unknown,"Apr 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2023",,Hardcover,view,/book/show/56587381-the-ruin-of-all-witches
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red, White & Royal Blue","McQuiston, Casey*",,,,423        pp,4.09,"988,191","May 14, 2019","May 14, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,rereading in honor of the movie that’s coming out in a month apparentlyDID YOU KNOW that this was originally fanfiction for the social network. food frereading in honor of the movie that’s coming out in a month apparentlyDID YOU KNOW that this was originally fanfiction for the social network. food for thought.the TROPES. the DRAMA.i absolutely loved this book when i first read it but coming back to it has definitely highlighted some of the flaws. for instance the first like 100 something pages are so golden. the rest trends from mildly to extremely skippable…ALSO not to be a big fat spoiler but forced coming-out is quite possibly one of my least favorite plot devices ever. the end...more,Notes are private!,0,0,1,"Jul 07, 2023","Jul 09, 2023","Jul 09, 2023",,Paperback,view (with text),/book/show/41150487-red-white-royal-blue
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Either/Or,"Batuman, Elif",0525557598,9780525557593,0525557598,368        pp,4.03,"20,925",2022,"May 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,does everyone have this many thoughts at once? do i have this many thoughts at once? much to think about.mad respect for thinking about killing men dudoes everyone have this many thoughts at once? do i have this many thoughts at once? much to think about.mad respect for thinking about killing men during her first kiss. #girlbossi also was not aware this was actually a sequel to the idiot so… i guess i have to go back and read that too oops...more,Notes are private!,0,1,1,Jul 2023,"Jul 05, 2023","Jul 01, 2023",,Hardcover,view (with text),/book/show/58890783-either-or
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Memoriam,"Winn, Alice",0593534565,9780593534564,0593534565,382        pp,4.55,"21,355","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Hardcover,view,/book/show/59948520-in-memoriam
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Adventures of Amina al-Sirafi        (Amina al-Sirafi, #1)","Chakraborty, Shannon",,,,483        pp,4.29,"39,573","Feb 28, 2023","Feb 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,guys i’ve upgraded to adult fantasytbh i’m not sure if you can call this fantasy since it technically takes place in history? but like also with magicguys i’ve upgraded to adult fantasytbh i’m not sure if you can call this fantasy since it technically takes place in history? but like also with magic and spirits and whatevereither way it’s unbelievably good and i’m sad it’s over...more,Notes are private!,0,0,1,"Jul 09, 2023","Jul 12, 2023","Jun 29, 2023",,Hardcover,view (with text),/book/show/61294937-the-adventures-of-amina-al-sirafi
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bonjour tristesse,"Sagan, Françoise",2266127748,9782266127745,2266127748,154        pp,3.71,"51,186","Mar 15, 1954","Sep 16, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Mass Market Paperback,view,/book/show/61672.Bonjour_tristesse
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giovanni's Room,"Baldwin, James",,,,224        pp,4.32,"156,570","Jan 01, 1956","Apr 01, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,ouch. insanely good writing. maybe too many commas? i liked it a lot.,Notes are private!,0,1,1,"Jul 17, 2023","Jul 19, 2023","Jun 26, 2023",,Paperback,view (with text),/book/show/406235.Giovanni_s_Room
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once More with Feeling,"Sussman, Elissa",059335737X,9780593357378,059335737X,416        pp,3.58,"23,703","May 30, 2023","May 30, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this was like… kinda badthe dialogue was SO CRINGE i was closing the book like every five minutesdon’t ask me why i bought it or why i finished it i athis was like… kinda badthe dialogue was SO CRINGE i was closing the book like every five minutesdon’t ask me why i bought it or why i finished it i also don’t understand…the ending was okay though...more,Notes are private!,0,0,1,"Jun 26, 2023","Jun 28, 2023","Jun 26, 2023",,Paperback,view (with text),/book/show/61420112-once-more-with-feeling
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Longer Human,"Dazai, Osamu",,,,177        pp,4.00,"158,469",1948,"Jan 17, 1958",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Paperback,view,/book/show/194746.No_Longer_Human
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If You Could See the Sun,"Liang, Ann*",1335915842,9781335915849,1335915842,352        pp,4.03,"32,300","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Hardcover,view,/book/show/60099660-if-you-could-see-the-sun
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lie With Me,"Besson, Philippe",1501197878,9781501197871,1501197878,149        pp,4.26,"39,885","Jan 05, 2017","Apr 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Hardcover,view,/book/show/40539136-lie-with-me
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pretty Girls,"Slaughter, Karin*",0062430874,9780062430878,0062430874,432        pp,4.05,"410,193","Jul 02, 2015","Sep 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Paperback,view,/book/show/25574782-pretty-girls
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"784,180","Apr 25, 2023","Apr 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,yeah she cooked with this onei was lwk more interested in the friendship drama than the relationship drama but i think that’s just bc all the characteyeah she cooked with this onei was lwk more interested in the friendship drama than the relationship drama but i think that’s just bc all the characters are so lovable and unique ...more,Notes are private!,0,1,1,"Sep 30, 2023",Oct 2023,"Jun 12, 2023",,Hardcover,view (with text),/book/show/61718053-happy-place
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seveneves,"Stephenson, Neal*",,,B00LZWV8JO,872        pp,4.00,"115,500","May 19, 2015","May 19, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Kindle Edition,view,/book/show/22816087-seveneves
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fifth Season        (The Broken Earth, #1)","Jemisin, N.K.*",,,,468        pp,4.31,"268,418","Aug 04, 2015","Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Paperback,view,/book/show/19161852-the-fifth-season
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Water,"Nelson, Caleb Azumah",0802157947,9780802157942,0802157947,164        pp,4.05,"61,189","Feb 04, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Paperback,view,/book/show/55836535-open-water
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Translation State,"Leckie, Ann*",031628971X,9780316289719,031628971X,422        pp,4.13,"8,710","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Hardcover,view,/book/show/62873999-translation-state
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Tan’s Circle of Women,"See, Lisa*",1982117087,9781982117085,1982117087,368        pp,4.37,"83,933","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Hardcover,view,/book/show/62919732-lady-tan-s-circle-of-women
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yerba Buena,"LaCour, Nina*",1250810469,9781250810465,1250810469,304        pp,3.88,"25,841","May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2023",,Hardcover,view,/book/show/57693648-yerba-buena
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Run the Tides,"Vida, Vendela",0062936239,9780062936233,0062936239,272        pp,3.65,"15,085","Feb 09, 2021","Feb 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this book is like that “hell is a teenage girl” tiktok soundoften relatable in a very ouch way (except i have never gone missing if you can believe itthis book is like that “hell is a teenage girl” tiktok soundoften relatable in a very ouch way (except i have never gone missing if you can believe it), like no offense but i just don’t think men would get this…kidding kidding go read it (it’s technically not a five star read but at the same time yes it is)ALSO the end of the book goes really well with the minari score in case you were wonderinglove that it takes place in sf too :)...more",Notes are private!,0,1,1,"May 31, 2023","Jun 10, 2023","May 31, 2023",,Hardcover,view (with text),/book/show/53402121-we-run-the-tides
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,796","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2023",,Hardcover,view,/book/show/61190770-chain-gang-all-stars
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hood Feminism: Notes from the Women That a Movement Forgot,"Kendall, Mikki*",,,,267        pp,4.38,"51,290","Feb 25, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2023",,Hardcover,view,/book/show/36687229-hood-feminism
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Power of One        (The Power of One, #1)","Courtenay, Bryce",034541005X,9780345410054,034541005X,544        pp,4.35,"88,932","Jan 01, 1989","Sep 29, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2023",,Paperback,view,/book/show/122.The_Power_of_One
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reasons to Stay Alive,"Haig, Matt*",0143128728,9780143128724,0143128728,256        pp,4.08,"97,411","Mar 05, 2015","Feb 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2023",,Paperback,view,/book/show/25733573-reasons-to-stay-alive
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Days in June,"Williams, Tia*",153871910X,9781538719107,153871910X,328        pp,4.03,"153,638","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"whoooop i’m working my way out of the slump!three words to describe: heartbreaking, communication?? (sally rooney who), hot.giving it 4 stars bc it gowhoooop i’m working my way out of the slump!three words to describe: heartbreaking, communication?? (sally rooney who), hot.giving it 4 stars bc it got pretty dark at points which is not always my thing in romance novels (and felt a little over the top at points) and also i struggle to read books written by millennials that sound like they were written by millennials! but overall enjoyed very much :)...more",Notes are private!,0,2,1,"May 15, 2023","May 16, 2023","Apr 11, 2023",,Hardcover,view (with text),/book/show/58235157-seven-days-in-june
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North and South,"Gaskell, Elizabeth",0140620192,9780140620191,0140620192,521        pp,4.15,"169,963",1855,"Jan 13, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Paperback,view,/book/show/156538.North_and_South
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Burning,"Oza, Janika",1538724243,9781538724248,1538724243,400        pp,4.14,"3,046","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2023",,Hardcover,view,/book/show/62315839-a-history-of-burning
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters of the Lost Nation,"Medina, Nick",0593546857,9780593546857,0593546857,352        pp,3.89,"5,430","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2023",,Hardcover,view,/book/show/61686006-sisters-of-the-lost-nation
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Funny You Should Ask,"Sussman, Elissa",0593357329,9780593357323,0593357329,352        pp,3.60,"119,847","Apr 12, 2022","Apr 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,my usual problem with rom-coms is that i never like the female main character and it’s actually kinda bad bc my expectations for the men are so low anmy usual problem with rom-coms is that i never like the female main character and it’s actually kinda bad bc my expectations for the men are so low and then so high for the women. i’m working on it i swear ...more,Notes are private!,0,2,1,"Apr 04, 2023","Apr 05, 2023","Apr 05, 2023",,Paperback,view (with text),/book/show/58065414-funny-you-should-ask
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tale for the Time Being,"Ozeki, Ruth*",0670026638,9780670026630,0670026638,432        pp,4.06,"120,634","Mar 11, 2013","Mar 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2023",,Hardcover,view,/book/show/15811545-a-tale-for-the-time-being
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salvage the Bones,"Ward, Jesmyn*",1608195228,9781608195220,1608195228,261        pp,3.96,"64,716",Aug 2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2023",,Hardcover,view,/book/show/10846336-salvage-the-bones
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,592","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"swear to god, this made me want to be a scientist. please go read it it’s really fucking cool.",Notes are private!,0,2,1,"Feb 28, 2023","Mar 05, 2023","Feb 28, 2023",,Hardcover,view (with text),/book/show/54493401-project-hail-mary
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,761","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2023",,Hardcover,view,/book/show/60194162-demon-copperhead
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Know About Love,"Alderton, Dolly",0062968785,9780062968784,0062968785,368        pp,4.03,"296,093","Feb 01, 2018","Feb 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,to be written about the way dolly writes farly…,Notes are private!,0,0,1,"Jan 18, 2024","Jan 23, 2024","Feb 18, 2023",,Hardcover,view (with text),/book/show/46041465-everything-i-know-about-love
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,438","Mar 01, 1980","Nov 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i genuinely can’t figure out if i liked this book or not. like i’m so confused?? marilynne robinson LOVES her metaphors though i can tell you that. evi genuinely can’t figure out if i liked this book or not. like i’m so confused?? marilynne robinson LOVES her metaphors though i can tell you that. everything was so ~eerie~ i don’t think i ever felt comfortable reading it. weird experience!!...more,Notes are private!,0,2,1,"Feb 15, 2023","Mar 14, 2023","Feb 15, 2023",,Paperback,view (with text),/book/show/11741.Housekeeping
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,,330        pp,3.82,"995,812","Feb 20, 2020","Jun 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i was stressed out of my MIND reading thisso good so fun i could not read the end fast enough,Notes are private!,0,3,1,"Jun 12, 2023","Jun 13, 2023","Feb 07, 2023",,Hardcover,view (with text),/book/show/51933429-the-guest-list
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",1250313074,9781250313072,1250313074,461        pp,4.03,"305,603","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Hardcover,view,/book/show/43263680-ninth-house
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Life        (Chief Inspector Armand Gamache, #1)","Penny, Louise*",0312948557,9780312948559,0312948557,293        pp,3.90,"249,024","Oct 03, 2005","May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Mass Market Paperback,view,/book/show/338691.Still_Life
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,227","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,about to force everyone in the immediate (and non-immediate tbh) vicinity to read this book. watch out. you’re next.,Notes are private!,0,2,1,"Apr 11, 2023","May 14, 2023","Jan 24, 2023",,Hardcover,view (with text),/book/show/27071490-homegoing
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,0143110438,462        pp,4.33,"543,329","Sep 06, 2016","Mar 26, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,my dad loves this book!! i love this book!!,Notes are private!,0,3,1,"Jan 22, 2023","Jan 29, 2023","Jan 16, 2023",,Paperback,view (with text),/book/show/34066798-a-gentleman-in-moscow
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Girl,"Flynn, Gillian*",,,,415        pp,4.13,"3,090,965","Dec 06, 2012","Apr 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"so genius so crazy so good.they’re both insane!! it’s such a good story!! i thought i knew how it was gonna end like three different times and i was wso genius so crazy so good.they’re both insane!! it’s such a good story!! i thought i knew how it was gonna end like three different times and i was wrong. a lot. i was like all the stupid people in the background! i believed all the things! crazy good writing, very fun read....more",Notes are private!,0,2,1,"Dec 30, 2022",Jan 2023,"Dec 30, 2022",,Paperback,view (with text),/book/show/19288043-gone-girl
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,,432        pp,4.29,"439,176","Sep 15, 2016","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2022",,Kindle Edition,view,/book/show/33413128-beartown
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,268","Mar 31, 2022","Apr 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 29, 2023",Jul 2023,"Dec 11, 2022",,Hardcover,view,/book/show/58065033-lessons-in-chemistry
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Roses, in the Mouth of a Lion","Rehman, Bushra*",1250834783,9781250834782,1250834783,288        pp,3.98,"3,266","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2022",,Hardcover,view,/book/show/59808046-roses-in-the-mouth-of-a-lion
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Binti        (Binti, #1)","Okorafor, Nnedi*",0765384469,9780765384461,0765384469,96        pp,3.87,"73,079","Sep 22, 2015","Sep 22, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"another english read! i’m giving this three stars right now because i haven’t quite wrapped my head around it but i will most likely come back and updanother english read! i’m giving this three stars right now because i haven’t quite wrapped my head around it but i will most likely come back and update it later once i’ve spent some time thinking. my main problem is that i want to know more!! and while i know that’s kind of the whole point of the book, that the story moves fast and you rush through the events almost robotically, i am so so curious about this world and i just feel like i didn’t get enough. it’s only 90 pages??it’s such an interesting take on inequality in higher education and the sacrifices people make when leaving home to pursue their dreams and i really enjoyed making those connections while reading. becky knows how to pick ‘em.edit: i actually like it less the more i think about it. the ending was super unrealistic and i feel like even tho it was supposed to be a happy-ish ending it felt all wrong. ...more",Notes are private!,0,2,1,"Nov 29, 2022","Nov 30, 2022","Nov 29, 2022",,Unknown Binding,view (with text),/book/show/25667918-binti
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Batuman, Elif",1594205612,9781594205613,1594205612,423        pp,3.67,"79,385","Mar 14, 2017","Mar 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2022",,Hardcover,view,/book/show/30962053-the-idiot
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brideshead Revisited,"Waugh, Evelyn",0316926345,9780316926348,0316926345,351        pp,4.00,"113,372",1945,"Sep 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2022",,Paperback,view,/book/show/30933.Brideshead_Revisited
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes of a Crocodile,Qiu Miaojin,168137076X,9781681370767,168137076X,242        pp,3.84,"5,238","May 11, 1994","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2022",,Paperback,view,/book/show/31395589-notes-of-a-crocodile
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,176","Feb 07, 2017","Feb 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"for the first third of this book i was super confused by the title, i even looked up what it was and i still didn’t get it, and then by the end of thefor the first third of this book i was super confused by the title, i even looked up what it was and i still didn’t get it, and then by the end of the book it was this beautiful and heartbreaking metaphor and connector for so many characters and it HURT. like all the intricacies of multiculturalism, immigration, familial expectations… ouch.the narration style is also just so blunt and honest and you’ll be getting hit with bullets and then she just moves on to the next chapter and you don’t even know what happened.i also really love the way this book centers around women and their stories, like yes obviously there are male characters and we see them too but there are so many beautiful moments between the female characters where i literally stopped and stared at the lines for an extra minute. “a woman’s lot is to suffer”?? so. heartbreaking. stop. yes i’ve seen this before in other books but it hits different in this one!!“when the women in the kitchen saw her, they embraced her. a woman she did not know rubbed her back gently.” i can’t.anyways this book is art go read it. yes it’s long no i don’t care....more",Notes are private!,0,2,1,"Nov 06, 2022","Dec 26, 2022","Nov 06, 2022",,Kindle Edition,view (with text),/book/show/34051011-pachinko
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,589","May 01, 1989",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2022",,Paperback,view,/book/show/28921.The_Remains_of_the_Day
