,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Chana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Pocket full of Rye,"Christie, Agatha",,,,191        pp,3.92,"45,077","Nov 09, 1953",1953,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Did we really receive enough clues ourselves to solve this mystery? Even the detective, following logical clues, could not keep up with Miss Marple. IDid we really receive enough clues ourselves to solve this mystery? Even the detective, following logical clues, could not keep up with Miss Marple. I didn't mind trailing the detective from clue and interview to clue and interview, but when Miss Marple shows up there is no point in trying to logic the thing anymore, she simply comes up with the right answer, which was not evident to the detective or me, and explains it all to us. As an armchair detective, I kind of resent Miss Marple....more",Notes are private!,0,3,1,"Dec 16, 2017","Dec 18, 2017","Dec 16, 2017",,Hardcover,view (with text),/book/show/35339995-a-pocket-full-of-rye
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Your Mother's Slow Cooker Cookbook,"Hensperger, Beth",1558322450,9781558322455,1558322450,520        pp,3.79,"5,792","Jan 01, 2004","Dec 21, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2017",,Paperback,view,/book/show/10416.Not_Your_Mother_s_Slow_Cooker_Cookbook
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Case of the General's Thumb,"Kurkov, Andrey",0099455250,9780099455257,0099455250,224        pp,3.33,616,2000,"Jan 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One guy is a cop trying to follow leads, another is a guy looking for a flat. Through a series of incomprehensible phone calls, obscure orders and secOne guy is a cop trying to follow leads, another is a guy looking for a flat. Through a series of incomprehensible phone calls, obscure orders and secret agent type travel arrangements we follow them both. There are many corpses, many more bottles of vodka, a hearse and an adopted tortoise. They are looking for a thumb and some money, Good luck! Same Russia, different shtick. ""It was all money, money, money today. Ideology was out."" I have a feeling it would have been much funnier if I was Ukrainian or Russian with the proper cultural understanding and if I had read it in the original language (Russian) that it was written in....more",Notes are private!,0,1,1,"Dec 13, 2017","Dec 16, 2017","Dec 13, 2017",,Paperback,view (with text),/book/show/522020.The_Case_of_the_General_s_Thumb
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lean Mean Thirteen        (Stephanie Plum, #13)","Evanovich, Janet*",0312349491,9780312349493,0312349491,310        pp,4.10,"97,475","Jun 19, 2007","Jun 19, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Stephanie Plum is getting herself into a mess of trouble as usual; buildings and stuffed beavers are exploding around her. Ranger (who is a particularStephanie Plum is getting herself into a mess of trouble as usual; buildings and stuffed beavers are exploding around her. Ranger (who is a particularly boring version of himself in this book) and Morelli are taking turns babysitting Stephanie who keeps leaving and setting more things on fire including a pot grow operation which results in people driving to the burgh from miles away to breathe in the air of Trenton N.J. ...more,Notes are private!,0,1,1,"Dec 11, 2017","Dec 13, 2017","Dec 11, 2017",,Hardcover,view (with text),/book/show/40317.Lean_Mean_Thirteen
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Column of Fire        (Kingsbridge, #3)","Follett, Ken*",052595497X,9780525954972,052595497X,916        pp,4.25,"107,643","Sep 12, 2017","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2017",,Hardcover,view,/book/show/33571713-a-column-of-fire
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before We Were Yours,"Wingate, Lisa*",0425284689,9780425284681,0425284689,342        pp,4.40,"606,868","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2017",,Hardcover,view,/book/show/32148570-before-we-were-yours
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleeping Beauties,"King, Stephen*",150116340X,9781501163401,150116340X,702        pp,3.73,"84,386","Sep 26, 2017","Sep 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2017",,Hardcover,view,/book/show/34466922-sleeping-beauties
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Water,"Hawkins, Paula*",0735211205,9780735211209,0735211205,386        pp,3.59,"388,690","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2017",,Hardcover,view,/book/show/33151805-into-the-water
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lying on the Couch,"Yalom, Irvin D.",0060928514,9780060928513,0060928514,384        pp,4.07,"20,503",1996,"Nov 10, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It paints a fairly disgusting picture of psychoanalysis and many of its practitioners with disagreements turning into schisms, jealousies, revenge, agIt paints a fairly disgusting picture of psychoanalysis and many of its practitioners with disagreements turning into schisms, jealousies, revenge, aggressive posturing, ambition, greed and unethical treatments and abuses of the patient/practitioner relationship. I guess you could say it puts a human face on both patients and practitioners. It also shows an incredible naivete on the part of practitioners; don't they research their clients beforehand? Maybe not in the 1990's when the book was published, but I'd imagine now that a potential client is researched before the practitioner takes them on. The main story is about a therapist who takes a client who has no good intentions towards him. She is trying to seduce him in order to destroy him. Another therapist is being conned. Both therapists have to help their clients and deal with the temptations set in their paths.The ending, although somewhat unrealistic, offered some redemption of both therapists and patients.There are some really good thoughts and insights in the book. Here is one that I thought very true:""Again and again, in his analytic work, he had noted his patients' extraordinary thirst for his attention--indeed, the need for an audience is a major unsung factor in prolonged interminal therapy. In work with his bereaved patients, he had often seen them fall into despair because they had lost their audience; their lives were no longer observed""...more",Notes are private!,0,4,1,"Dec 04, 2017","Dec 11, 2017","Dec 04, 2017",,Paperback,view (with text),/book/show/21030.Lying_on_the_Couch
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death at Whitechapel        (Kathryn Ardleigh, #6)","Paige, Robin",0425173410,9780425173411,0425173410,288        pp,3.89,"1,332","Feb 01, 2000","Feb 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Historical fiction around Jennie Churchhill, her deceased husband Randolph, her son Winston, and the Jack the Ripper murders.Jennie is being blackmailHistorical fiction around Jennie Churchhill, her deceased husband Randolph, her son Winston, and the Jack the Ripper murders.Jennie is being blackmailed with a picture of her late husband Randolph talking to Ripper murder victim Mary Kelley. She is paying up because she doesn't want anything to impede her son's future political career. But when she ends up in the house of a dead man she decides she needs help and goes to her friends Lord and Lady Charles and Kate Sheridan; they've been known to help solve mysteries before. I loved the quotes at the heads of the chapters such as: When murderers shut deeds close, this curse does seal them: If none discloses them , they themselves reveal them! Cyril Tourneur The Revenger's Tragedy 1607 Oh, how many torments lie in the small circle of a wedding ring! Colley Cibber The Double Gallant 1702 The efforts we make to escape from our destiny only serve to lead us into it Ralph Waldo Emerson Fate ...more",Notes are private!,0,0,1,"Dec 04, 2017","Dec 04, 2017","Dec 04, 2017",,Mass Market Paperback,view (with text),/book/show/556398.Death_at_Whitechapel
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel on the Corner of Bitter and Sweet,"Ford, Jamie*",0345505336,9780345505330,0345505336,290        pp,4.04,"300,068","Jan 27, 2009","Jan 27, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2017",,Hardcover,view,/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Save Karyn: One Shopaholic's Journey to Debt and Back,"Bosnak, Karyn*",0060558199,9780060558192,0060558199,441        pp,3.77,"2,256",2002,"Sep 02, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think the author is funny and charming. She got total strangers to pay off the majority of her credit card debt by putting up an amusing website andI think the author is funny and charming. She got total strangers to pay off the majority of her credit card debt by putting up an amusing website and asking them to help her. She became a phenomenon. She also received a lot of hate, as you might imagine. But she received a lot of kindness as well. Her sense of humor and her cat were motivation for a lot of people to help. ...more",Notes are private!,0,1,1,"Apr 17, 2021","Apr 25, 2021","Nov 27, 2017",,Paperback,view (with text),/book/show/546588.Save_Karyn
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rome Affair,"Caldwell, Laura",0778323099,9780778323099,0778323099,384        pp,3.47,286,"Jun 01, 2006","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2017",,Mass Market Paperback,view,/book/show/82657.The_Rome_Affair
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stealing Shadows        (Bishop/Special Crimes Unit, #1; Shadows, #1)","Hooper, Kay",0553575538,9780553575538,0553575538,356        pp,4.14,"13,206","Aug 29, 2000",Sep 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2017",,Mass Market Paperback,view,/book/show/625840.Stealing_Shadows
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alone        (Detective D.D. Warren, #1)","Gardner, Lisa*",0553584537,9780553584530,0553584537,451        pp,3.97,"67,492","Jan 01, 2004","Dec 27, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was pleased that it was well-written, had a good story line and was consistently interesting. Bobby is a sniper with the police and is first on the I was pleased that it was well-written, had a good story line and was consistently interesting. Bobby is a sniper with the police and is first on the scene to a domestic with a man holding a gun on his wife and child. Shots had already been reported fired in the house. When the man looks like he is about to pull the trigger Bobby shoots him. Repercussions and complications follow. Bobby has to face investigation and he becomes entangled in the life of the woman and child involved. Secrets and emotional baggage come into into it. The book is not a romance disguised as detective fiction, a plus in my opinion....more",Notes are private!,0,3,1,Dec 2019,"Dec 07, 2019","Nov 27, 2017",,Mass Market Paperback,view (with text),/book/show/32527.Alone
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zorro,"Allende, Isabel*",006078721X,9780060787219,006078721X,688        pp,3.79,"23,214","May 03, 2005","May 03, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was everything an adventure novel should be; full of good clean adventure, romance, history, and justice triumphing over evil in swashbuckling stylIt was everything an adventure novel should be; full of good clean adventure, romance, history, and justice triumphing over evil in swashbuckling style. You can't conquer evil in this world but once in awhile you can give it a good swift kick, deal it a defeat, which is what our Zorro does. So satisfying!El Zorro, you are my hero. ...more",Notes are private!,0,2,1,"Nov 27, 2017","Dec 02, 2017","Nov 27, 2017",,Paperback,view (with text),/book/show/24796.Zorro
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dog Man: An Uncommon Life on a Faraway Mountain,"Sherrill, Martha",1594201242,9781594201240,1594201242,237        pp,3.81,868,"May 19, 2008","Feb 28, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quite a fine book. Morie and Kitako marry shortly after Morie finishes his service in WWII, but they are very different people; she is a Tokyo girl, hQuite a fine book. Morie and Kitako marry shortly after Morie finishes his service in WWII, but they are very different people; she is a Tokyo girl, he is from the snow country. He brings his new bride first to Manchuria and then to the snow country. They live without electricity, hot water or any amenities. Babies start coming, food is scarce, Morie is drinks a lot and is gone on business a lot, and then he brings home a dog.Morie becomes obsessed with dogs, Akitas; raises, shows and breeds them. Kitako stays; raises the kids, helps with the dogs, cooks all the time. This is not written as an ideal story, there is a lot that happens that is sad and angry and very real life. But it is a really interesting story, beautiful in its way. I recommend it....more",Notes are private!,0,2,2,"Nov 25, 2017Nov 25, 2017","Nov 27, 2017Nov 27, 2017","Nov 25, 2017",,Hardcover,view (with text),/book/show/1581292.Dog_Man
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Mothers' Wisdom: Maternal Advice from the Queen of Sheba to Princess Diana,"Hoffman, Laurel B.",1559724552,9781559724555,1559724552,204        pp,3.00,3,May 1998,"Jan 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a book of famous people's memories of their mothers, and how their mothers were inspirational to them. Two of my favorites are Annie HendersonThis is a book of famous people's memories of their mothers, and how their mothers were inspirational to them. Two of my favorites are Annie Henderson, the grandmother of Maya Angelou and Janet Reno's mother Jane Reno. Many other lovely entries as well. ...more",Notes are private!,0,0,1,"Nov 22, 2017","Nov 27, 2017","Nov 22, 2017",,Hardcover,view (with text),/book/show/808006.The_Book_of_Mothers_Wisdom
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucrezia Borgia and the Mother of Poisons,"Gellis, Roberta",0765306611,9780765306616,0765306611,333        pp,3.37,345,"Sep 01, 2003","Sep 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found the book boring, although actually the history is interesting. The book is too wordy but says too little, it is tedious reading because it is I found the book boring, although actually the history is interesting. The book is too wordy but says too little, it is tedious reading because it is both convoluted in its schemes and confusing in its details. I did like the information about the clothing, our clothes are so boring in comparison, even the current Royal's clothing is simple and boring compared to what royalty wore in the 1500's. Also, Lucrezia Borgia was a complex woman from a background that I feel needs more exploring. The book simplified her and made her a righteous person which I am not so sure that she was. Next time I want to read about Lucrezia Borgia I think I will pick a history book. (It may be that I would have liked the book better if I felt well and my eyes were not bothering me, admittedly my concentration is impaired and the words are blurring on the page)...more",Notes are private!,0,0,1,"Nov 18, 2017","Nov 22, 2017","Nov 18, 2017",,Paperback,view (with text),/book/show/27934.Lucrezia_Borgia_and_the_Mother_of_Poisons
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonders and miracles: stories of the Lubavitcher Rebbe,"Ufaratzta, Maareches",,,,unknown,4.17,6,1993,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of the rare books that I have read multiple times and will probably read again. It is a compilation of Rebbe stories; I find these storiesThis is one of the rare books that I have read multiple times and will probably read again. It is a compilation of Rebbe stories; I find these stories inspirational and they remind me of the Rebbe's advice, often given, in times of worry, sickness and problems. Check your mezuzahs; their letters and words, their placement, are there any doorways forgotten etc. Check Tefillin. Think good and it will be good, expect to hear good news. Sometimes one needs reminding of; of one's beliefs, of one's responsibilities and of one's attitude. This book is an uplifting reminder....more",Notes are private!,0,4,1,"Nov 18, 2017","Nov 18, 2017","Nov 18, 2017",,,view (with text),/book/show/9525912-wonders-and-miracles
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of Magical Thinking,"Didion, Joan",1400078431,9781400078431,1400078431,227        pp,3.93,"242,887","Sep 01, 2005","Feb 13, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Recognizing my own bereavement derangement in reading of Joan Didion's bereavement derangement after the death of her husband of forty years was like Recognizing my own bereavement derangement in reading of Joan Didion's bereavement derangement after the death of her husband of forty years was like going down a list of symptoms; check, check, check, check. I understood it. I lost a son, not my husband. Losing my son did irreparable damage. I can't imagine what it would be like to lose my husband who is the person I rely on the most, the one I go to with all the thoughts, problems, troubles and struggles. We have been married for thirty-eight years. Do any of my children love me enough to care for me the way my husband does? I shake in fear at the idea of losing him. I'm so sorry for your loss Joan. I fear your loss and selfishly hope that I die first. Now reading that her daughter died after the completion of this book. Such crushing grief!...more",Notes are private!,0,4,1,"Nov 15, 2017","Nov 18, 2017","Nov 15, 2017",,Paperback,view (with text),/book/show/7815.The_Year_of_Magical_Thinking
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Before,"Delaney, J.P.*",0425285049,9780425285046,0425285049,341        pp,3.70,"155,895","Apr 04, 2017","Jan 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2017",,Hardcover,view,/book/show/28016509-the-girl-before
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mother, Mother","Zailckas, Koren*",0385347235,9780385347235,0385347235,366        pp,3.68,"6,873","Sep 17, 2013","Sep 17, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Narcissistic mother with three kids and an alcoholic husband. Her manipulations, her bad intentions, her pretend nice, her lies, her public face....ItNarcissistic mother with three kids and an alcoholic husband. Her manipulations, her bad intentions, her pretend nice, her lies, her public face....It's chilling....more",Notes are private!,0,1,1,"Nov 12, 2017","Nov 18, 2017","Nov 12, 2017",,Hardcover,view (with text),/book/show/17262187-mother-mother
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Warriors: A Nation of Parents Healing Autism Against All Odds,"McCarthy, Jenny",0525950699,9780525950691,0525950699,272        pp,3.82,"1,306","Sep 23, 2008","Sep 23, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought it was remarkable. Although my son has PWS, not autism per se, he has many of the same symptoms and has lately been deteriorating. The deterI thought it was remarkable. Although my son has PWS, not autism per se, he has many of the same symptoms and has lately been deteriorating. The deterioration may have been triggered by a hernia surgery or by drug overdose or even stroke, but here is the thing....nobody is looking into why. Mother Warrior (me) has been too complacent since he has gone to group home, but it is evident I had better get going and figure it out and fight for him because no one else is going to....more",Notes are private!,0,0,1,"Nov 11, 2017","Nov 11, 2017","Nov 11, 2017",,Hardcover,view (with text),/book/show/3119433-mother-warriors
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls,"Cline, Emma",081299860X,9780812998603,081299860X,355        pp,3.50,"216,834","Jun 14, 2016","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Hardcover,view,/book/show/26893819-the-girls
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before I Go to Sleep,"Watson, S.J.*",0062060554,9780062060556,0062060554,359        pp,3.90,"339,442","Oct 01, 2011","Jun 14, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Hardcover,view,/book/show/9736930-before-i-go-to-sleep
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,226,980","May 09, 2017","May 09, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wish I had a friend like Raymond in my life. Maybe we all wish we had a Raymond in our lives. Eleanor Oliphant is completely fine in a very large meI wish I had a friend like Raymond in my life. Maybe we all wish we had a Raymond in our lives. Eleanor Oliphant is completely fine in a very large measure due to her friend Raymond.Eleanor is a damaged character, a very lonely character. She is unfashionable, abrupt, Asperger-y, very socially awkward and off-putting. She goes to work, goes home, drinks vodka on weekends, and talks to her mother once a week. But who is Eleanor? Does anyone know Eleanor? Does Eleanor know Eleanor? Ultimately uplifting. ...more",Notes are private!,0,4,1,Apr 2020,"Apr 04, 2020","Nov 07, 2017",,Hardcover,view (with text),/book/show/31434883-eleanor-oliphant-is-completely-fine
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Interrupted","Kaysen, Susanna",0679746048,9780679746041,0679746048,169        pp,3.93,"244,113",1993,"Apr 19, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Paperback,view,/book/show/68783.Girl_Interrupted
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Kids,"Smith, Patti*",,,,304        pp,4.21,"280,498","Jan 19, 2010","Jan 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Hardcover,view,/book/show/341879.Just_Kids
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Westing Game,EllenRaskin,0142400815,9780142400814,0142400815,192        pp,4.00,"212,978","Jun 01, 1978","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Paperback,view,/book/show/6458933-the-westing-game
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Objects,"Flynn, Gillian*",,,,254        pp,4.02,"1,040,920","Sep 26, 2006","Jul 31, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Paperback,view,/book/show/18045891-sharp-objects
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bonfire,"Ritter, Krysten*",1786331020,9781786331021,1786331020,288        pp,3.54,"22,078","Nov 07, 2017","Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Hardcover,view,/book/show/33876540-bonfire
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Broken Bones        (D.I. Kim Stone, #7)","Marsons, Angela*",,,B074LBHRHQ,364        pp,4.40,"10,349","Nov 03, 2017","Nov 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Kindle Edition,view,/book/show/35940014-broken-bones
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teddy Roosevelt: American Rough Rider,"Garraty, John A.",1402741448,9781402741449,1402741448,176        pp,3.60,43,"Mar 01, 2007","Mar 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Paperback,view,/book/show/901069.Teddy_Roosevelt
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nobody Lives Forever,"Buchanan, Edna",1575661233,9781575661230,1575661233,399        pp,3.51,269,1990,"Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sexually obsessed cop in his early 50's and his live-in barely out of her teens girl-friend. Sounds hinky, but hey. But this girl, who is she? Good quSexually obsessed cop in his early 50's and his live-in barely out of her teens girl-friend. Sounds hinky, but hey. But this girl, who is she? Good question. It is the main question actually. No surprises, I've read this kind of story before. But I was humming Johnny Cash, Cocaine Blues, by the time I finished. ...more",Notes are private!,0,0,1,"Nov 06, 2017","Nov 11, 2017","Nov 06, 2017",,Paperback,view (with text),/book/show/607376.Nobody_Lives_Forever
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gathered Stones,"Starr-Glass, David",0873066650,9780873066655,0873066650,181        pp,4.00,3,Oct 1946,"Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A young man born into a Protestant home in Scotland finds himself drawn to Judaism. He tells us here how it happened, the path to his conversion and aA young man born into a Protestant home in Scotland finds himself drawn to Judaism. He tells us here how it happened, the path to his conversion and a little about his life after conversion.Being a convert to Judaism myself I found his story of particular interest, it was insightful....more",Notes are private!,0,0,1,"Nov 05, 2017","Dec 07, 2017","Nov 05, 2017",,Hardcover,view (with text),/book/show/3387021-gathered-stones
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,620","Aug 27, 2012","Jul 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very sweet book about a man of principle who comes across as an inflexible old curmudgeon. His beloved wife has passed away and his loneliness is teA very sweet book about a man of principle who comes across as an inflexible old curmudgeon. His beloved wife has passed away and his loneliness is terrible. He plans suicide and acts to carry it out but every time he is interrupted, often by his new neighbor. In a ballet of delightful circumstance the neighbors save Ove and Ove saves his neighbors. A fairy tale, an ""I wish it was really this way"" sort of story. I wish that older people were not isolated, made redundant, ignored. I wish that neighbors cared and made families to include the lonely who lived in their neighborhood. There is too much fear. What family invites an unknown lonely older man into their lives? We are conditioned to ""stranger danger"".https://newoldage.blogs.nytimes.com/2...Also gives a firm push in the direction of self-sufficiency; learning skills, being capable of fixing things rather than just throwing them out and buying new as we are encouraged to do by our increasingly disposable society. Do you know how to drive a stick shift? back up a trailer? stabilize a ladder? make home repairs? We make sure our children get a college education so they can make a good salary but do we teach them to make plumbing repairs, change a tire, repair appliances?...more",Notes are private!,0,1,1,Nov 2017,"Nov 05, 2017","Nov 01, 2017",,Hardcover,view (with text),/book/show/18774964-a-man-called-ove
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Having Our Say: The Delany Sisters' First 100 Years,"Delany, Sarah L.",0440220424,9780440220428,0440220424,320        pp,4.17,"14,042",1993,"Sep 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lovely voices; gracious, genteel, intelligent. These voices belong to Bessie and Sadie Delaney, two hard-working, well-raised, well-educated colored lLovely voices; gracious, genteel, intelligent. These voices belong to Bessie and Sadie Delaney, two hard-working, well-raised, well-educated colored ladies from the South. When they narrate their story they are over 100 years old. Their family story is remarkable and inspiring. Highly recommended....more",Notes are private!,0,0,1,"Oct 30, 2017","Oct 30, 2017","Oct 30, 2017",,Mass Market Paperback,view (with text),/book/show/792938.Having_Our_Say
