,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Hannah's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,833","Aug 13, 2020","Sep 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A story about a woman who gets to live her “other lives” that never came to fruition, but could have if she made other decisions. The idea of parallelA story about a woman who gets to live her “other lives” that never came to fruition, but could have if she made other decisions. The idea of parallel universes doesn’t sit right with me but regardless I loveddd the message!! A very feel-good read. “We can’t visit every place or meet every person or do every job, but most of what we would feel in life is still available… you don’t need to play every game to know what winning feels like… love and laughter and fear and pain are universal currencies”“She realized you could be as honest as possible in life, but people only see the truth if it is close enough to their reality”“When you stay too long in a place, you forget just how big an expanse the world is. You get no sense of the length of those latitudes and longitudes. Just as, she supposed, it is hard to have a sense of the vastness inside any one person”“You don’t have to understand life, you just have to live it”...more",Notes are private!,0,1,1,"Jun 30, 2023","Jul 05, 2023","Jun 30, 2023",,Hardcover,view (with text),/book/show/52578297-the-midnight-library
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence","Pollan, Michael*",0241294223,9780241294222,0241294223,480        pp,4.27,"75,310","May 15, 2018","May 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Hardcover,view,/book/show/36613747-how-to-change-your-mind
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,581","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Kindle Edition,view,/book/show/61771675-hello-beautiful
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Housemaid        (The Housemaid, #1)","McFadden, Freida*",,,B09TWSRMCB,338        pp,4.33,"1,064,680","Apr 26, 2022","Apr 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ooo this one was WEIRD. But also kinda predictable. Writing was okay, nothing stellar.",Notes are private!,0,2,1,"Jun 13, 2023","Jun 21, 2023","Jun 13, 2023",,Kindle Edition,view (with text),/book/show/60556912-the-housemaid
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mad Honey,"Picoult, Jodi*",1984818384,9781984818386,1984818384,464        pp,4.10,"387,880","Oct 04, 2022","Oct 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not my fave Jodi Picoult book (the bar is high), but loved the time jumping, writing, and bee facts. Made me want to have some honey.",Notes are private!,2,4,1,"Dec 20, 2023","Dec 26, 2023","Jun 13, 2023",,Hardcover,view (with text),/book/show/59912428-mad-honey
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is Your Brain on Food: An Indispensable Guide to the Surprising Foods that Fight Depression, Anxiety, PTSD, OCD, ADHD, and More","Naidoo, Uma*",0316536822,9780316536820,0316536822,384        pp,3.81,"4,698",unknown,"Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5! Quicker read than it looks as there is a recipe guide and a couple appendices at the end that will hopefully serve as a quick guide to me while g4.5! Quicker read than it looks as there is a recipe guide and a couple appendices at the end that will hopefully serve as a quick guide to me while grocery shopping. “Food as medicine” is a newer trend that I am close to at work, so it was cool to see the science behind it. Would recommend for anyone who likes food/health/cooking! The half point deduction is for the part where it said to reduce mayo consumption. ...more",Notes are private!,0,5,1,"Jul 26, 2023","Jul 31, 2023","Jun 13, 2023",,Hardcover,view (with text),/book/show/49088685-this-is-your-brain-on-food
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,925","Sep 03, 2020","Sep 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2023",,Kindle Edition,view,/book/show/46000520-the-thursday-murder-club
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Happiness,"Williams, Niall*",163557420X,9781635574203,163557420X,400        pp,4.22,"14,101","Sep 05, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2023",,Hardcover,view,/book/show/42972008-this-is-happiness
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",,,B0B7L29TB7,395        pp,4.02,"784,135","Apr 25, 2023","Apr 25, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a great beach read! A quick romance / friend-group story that I thought was predictable but still fun to follow. I had seen a lot of hype aroThis was a great beach read! A quick romance / friend-group story that I thought was predictable but still fun to follow. I had seen a lot of hype around this book and thought it was underwhelming. “All my life, when I thought of my future, that was what I pictured. Not a career, but the things I thought would come with it. Happiness. Love. Safety”...more",Notes are private!,0,4,1,"May 20, 2023","May 29, 2023","May 15, 2023",,Kindle Edition,view (with text),/book/show/61761938-happy-place
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0802158749,9780802158741,0802158749,128        pp,4.19,"153,355","Nov 05, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2023",,Hardcover,view,/book/show/58662236-small-things-like-these
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Know About Love,"Alderton, Dolly",0062968785,9780062968784,0062968785,368        pp,4.03,"296,083","Feb 01, 2018","Feb 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After a tumultuous relationship with this book (giving up halfway through then being influenced to restart by @erins rave s) I ended up liking iAfter a tumultuous relationship with this book (giving up halfway through then being influenced to restart by @erins rave s) I ended up liking it! Made me want to hug all of my friends <3I will say I think the recipes could have been omitted or put in a section at the end, and the emails could have been prefaced better. Some lengthy quotes-“You probably have access to an abundance of love already. This kind of love might not kiss you in the rain or propose marriage. But it will listen to you, inspire you, restore you. It will hold you when you cry, celebrate when you’re happy, and sing All Saints with you when you are drunk. You have so much to gain and learn from this kind of love. Carry it with you forever, keep it as close to you as you can. ““It is futile and knackering to try and make all your tiny choices representative of your moral compass then beat yourself up when this plan inevitably fails. Do as much good as you can. The weighty representation of the world cannot rest on every decision you make.”“Life is a wonderful, mesmerizing, magical, fun, silly thing. And humans are astounding. We all know we’re going to die, and yet we still live. We shout and curse and care when the full bin bag breaks, yet with every minute that passes we edge closer to the end. We marvel at a nectarine sunset over the M25 or the smell of a baby’s head or the efficiency of flat-pack furniture, even though we know that everyone we love will cease to exist one day. I don’t know how we do it.”...more",Notes are private!,1,3,1,"Aug 19, 2023","Nov 26, 2023","May 01, 2023",,Hardcover,view (with text),/book/show/46041465-everything-i-know-about-love
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Price We Pay: What Broke American Health Care--and How to Fix It,"Makary, Marty*",1635574110,9781635574111,1635574110,288        pp,4.47,"3,293",2019,"Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Hardcover,view,/book/show/42373033-the-price-we-pay
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,730","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This writing might be the best writing I ever did read. Also an amazing story. What more could you want? 10/10 will be reading more books from this auThis writing might be the best writing I ever did read. Also an amazing story. What more could you want? 10/10 will be reading more books from this author. ...more,Notes are private!,0,5,1,"Jul 06, 2023","Jul 26, 2023","May 01, 2023",,Hardcover,view (with text),/book/show/60194162-demon-copperhead
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things They Carried,"O’Brien, Tim",0767902890,9780767902892,0767902890,246        pp,4.14,"313,534","Mar 28, 1990","Dec 29, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Paperback,view,/book/show/133518.The_Things_They_Carried
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balkan Ghosts: A Journey Through History,"Kaplan, Robert D.",0312424930,9780312424930,0312424930,352        pp,3.92,"5,125","Apr 01, 1993","May 01, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not my kind of book! Found it hard to follow and wasn’t sure what point the author was trying to make. The redeeming factor was that it did have some Not my kind of book! Found it hard to follow and wasn’t sure what point the author was trying to make. The redeeming factor was that it did have some history of the region that I did not previously know. ...more,Notes are private!,0,2,1,May 2023,"May 20, 2023","May 01, 2023",,Paperback,view (with text),/book/show/33690.Balkan_Ghosts
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,232",Sep 2016,"Sep 13, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this! The way it was written was very fluid which I really enjoyed. “Isn’t that what everyone wants, just for a moment to be unencumbered?”“ThisLoved this! The way it was written was very fluid which I really enjoyed. “Isn’t that what everyone wants, just for a moment to be unencumbered?”“This was the pleasure of a long life: the way some things worked themselves out”...more",Notes are private!,0,3,1,"Apr 03, 2023",May 2023,"Apr 03, 2023",,Hardcover,view (with text),/book/show/28214365-commonwealth
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drunkard's Walk: How Randomness Rules Our Lives,"Mlodinow, Leonard",0375424040,9780375424045,0375424040,252        pp,3.95,"23,039","May 13, 2008","May 13, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2023",,Hardcover,view,/book/show/2272880.The_Drunkard_s_Walk
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honor,"Umrigar, Thrity",1643753304,9781643753300,1643753304,352        pp,4.37,"56,303","Jan 04, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2023",,Paperback,view,/book/show/60509275-honor
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Else's Shoes,"Moyes, Jojo*",1984879294,9781984879295,1984879294,438        pp,3.97,"173,193","Feb 02, 2023","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5! Slightly biased on this one because this author has also written The Giver of Stars and Me Before You which I thought had a lot more depth. Also 3.5! Slightly biased on this one because this author has also written The Giver of Stars and Me Before You which I thought had a lot more depth. Also thought it was a bit repetitive & predictable. “How many of the decisions you make each day are because you actually want to do something, and how many are to avoid the consequences of not doing it?”...more",Notes are private!,0,2,1,"Feb 11, 2023","Feb 21, 2023","Feb 11, 2023",,Hardcover,view (with text),/book/show/62971668-someone-else-s-shoes
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Ladder to the Sky,"Boyne, John*",1984823019,9781984823014,1984823019,362        pp,4.21,"34,445","Aug 09, 2018","Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Hardcover,view,/book/show/40400269-a-ladder-to-the-sky
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recursion,"Crouch, Blake*",1524759783,9781524759780,1524759783,326        pp,4.16,"234,576","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Hardcover,view,/book/show/42046112-recursion
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Along the Infinite Sea        (Schuyler Sisters, #3)","Williams, Beatriz*",0399171312,9780399171314,0399171312,464        pp,4.21,"21,932","Nov 03, 2015","Nov 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2023",,Hardcover,view,/book/show/24875387-along-the-infinite-sea
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Measure,"Erlick, Nikki",0063204207,9780063204201,0063204207,353        pp,4.00,"196,138","Jun 28, 2022","Jun 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5!! Loveddd this one. Will save most of my thoughts for book club but overall thought the premise was thought-provoking and the consequences were we4.5!! Loveddd this one. Will save most of my thoughts for book club but overall thought the premise was thought-provoking and the consequences were well thought out. Took half a point off because I thought some of the connections were rushed. “It is not the length of a life, but the depth of a life”“Once you know something, you forget what it was like not to know it”“I’m sorry, I thought it meant what I wanted it to mean”...more",Notes are private!,0,4,1,"Mar 17, 2023","Mar 20, 2023","Feb 01, 2023",,Hardcover,view (with text),/book/show/58884736-the-measure
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Ugly and Wonderful Things,"Greenwood, Bryn*",,,,432        pp,4.00,"164,675","Aug 09, 2016","Aug 09, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5/3 due to super weird premise,Notes are private!,0,1,1,Feb 2023,"Feb 05, 2023","Feb 01, 2023",,Hardcover,view (with text),/book/show/26114135-all-the-ugly-and-wonderful-things
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,108","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"LOVED! Favorite Taylor Jenkins Reid book so far. Evelyn was not the most likable character throughout but she owns it, which made me root for her. I eLOVED! Favorite Taylor Jenkins Reid book so far. Evelyn was not the most likable character throughout but she owns it, which made me root for her. I enjoyed the different types of love the book presented. “We should have reasons ~why~ we don’t want to give up. It shouldn’t just be ~that~ we don’t want to give up”“Sometimes reality comes crashing down on you. Other times reality simply waits, patiently, for you to run out of the energy it takes to deny it”“After he was gone, I had the devastating luxury of panic”...more",Notes are private!,0,8,1,"Jan 27, 2023","Jan 30, 2023","Jan 23, 2023",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch Elm,"French, Tana*",0735224633,9780735224636,,528        pp,3.57,"99,150","Oct 09, 2018","Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,ebook,view,/book/show/39720991-the-witch-elm
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleishman Is in Trouble,"Brodesser-Akner, Taffy",0525510877,9780525510871,0525510877,373        pp,3.64,"81,614","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2023",,Hardcover,view,/book/show/41880602-fleishman-is-in-trouble
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Palace Papers: Inside the House of Windsor - the Truth and the Turmoil,"Brown, Tina",0593138090,9780593138090,0593138090,571        pp,4.04,"18,240","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2023",,Hardcover,view,/book/show/59089872-the-palace-papers
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy in the Striped Pajamas,"Boyne, John*",,,,224        pp,4.16,"830,284",2006,"Sep 12, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Prequel to book club and also surprisingly my first time reading this. Absolutely heartbreaking. I love John Boyne’s writing and especially the voice Prequel to book club and also surprisingly my first time reading this. Absolutely heartbreaking. I love John Boyne’s writing and especially the voice he used for Bruno. ...more,Notes are private!,0,3,1,"Jan 03, 2023","Jan 04, 2023","Jan 03, 2023",,Hardcover,view (with text),/book/show/39999.The_Boy_in_the_Striped_Pajamas
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 2022,"Greer, Andrew Sean",0358664713,9780358664710,0358664713,352        pp,3.67,900,"Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Paperback,view,/book/show/60012501-the-best-american-short-stories-2022
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Group: How One Therapist and a Circle of Strangers Saved My Life,"Tate, Christie",,,B084GBBGHS,287        pp,3.81,"50,077","Oct 27, 2020","Oct 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2022",,Kindle Edition,view,/book/show/53922338-group
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evidence of the Affair,"Reid, Taylor Jenkins*",1542044510,9781542044516,B07GN867XT,88        pp,3.88,"150,707","Sep 20, 2018","Sep 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2022",,Kindle Edition,view,/book/show/41715227-evidence-of-the-affair
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of Experiments: Decision Making in a Data-Driven World,"Luca, Michael",0262043874,9780262043878,0262043874,211        pp,3.47,221,"Feb 07, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2022",,Hardcover,view,/book/show/51777468-the-power-of-experiments
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Broken Places        (The Boy in the Striped Pajamas, #2)","Boyne, John*",0593653068,9780593653067,0593653068,400        pp,4.50,"48,427","Nov 29, 2022","Nov 29, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5! Will start off by saying that reading (or watching) Boy in the Striped Pajamas adds a lot to this so highly recommend doing that. I found Gretel’4.5! Will start off by saying that reading (or watching) Boy in the Striped Pajamas adds a lot to this so highly recommend doing that. I found Gretel’s self reckoning throughout the book interesting, and how it seemed the person she found it hardest to admit the truth to was herself. Would still says Heart’s Invisible Furies is my favorite John Boyne book. Looking forward to book club!!“By doing nothing, you did everything. By taking no responsibility, you bear all responsibility.”...more",Notes are private!,0,3,1,"Jan 04, 2023","Jan 11, 2023","Dec 11, 2022",,Hardcover,view (with text),/book/show/61111301-all-the-broken-places
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pachinko Parlour,"Dusapin, Elisa Shua",1914198166,9781914198168,1914198166,171        pp,3.62,"6,341",Aug 2018,"Aug 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Interesting writing style but felt underdeveloped and a bit directionless. No two characters seemed to share a normal relationship (except maybe the mInteresting writing style but felt underdeveloped and a bit directionless. No two characters seemed to share a normal relationship (except maybe the main character and her bf). ...more,Notes are private!,0,2,1,"Jan 23, 2023","Jan 24, 2023","Dec 11, 2022",,Paperback,view (with text),/book/show/59825231-the-pachinko-parlour
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,168","Feb 07, 2017","Feb 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What a beautiful yet tragic story that follows a Korean family for several generations through Korea and mostly Japan during the war. Well written andWhat a beautiful yet tragic story that follows a Korean family for several generations through Korea and mostly Japan during the war. Well written and seamless transitions from one generation to the other. Highly recommend!“You want to see a very bad man? Make an ordinary man successful beyond his imagination. Let’s see how good he is when he can do whatever he wants.”...more,Notes are private!,0,4,1,"Sep 18, 2023","Oct 12, 2023","Dec 11, 2022",,Kindle Edition,view (with text),/book/show/34051011-pachinko
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Green Valley,"Sullivan, Mark T.*",1503955370,9781503955370,B07CGCTSNW,423        pp,4.49,"58,033","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absolutely amazing. Written by the same author as one of my favorites, Beneath A Scarlet Sky, this is a book tells another WWII story, but from the UkAbsolutely amazing. Written by the same author as one of my favorites, Beneath A Scarlet Sky, this is a book tells another WWII story, but from the Ukranian perspective. Themes of the hardship of choosing between two evils, survival, kindness of strangers, and the strength of family. Also highlighted the continued struggle postwar, which I have not read much about.Favorite book of the year and definitely up there for all time. “She told me once that she believed that life does not happen to you; it happens for you, and that your whole life is a blessed journey of discovery”...more",Notes are private!,0,1,1,"Dec 11, 2022","Dec 26, 2022","Dec 11, 2022",,Kindle Edition,view (with text),/book/show/55961582-the-last-green-valley
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Good People Here,"Flowers, Ashley*",0593496477,9780593496473,0593496477,312        pp,3.85,"220,246","Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2022",,Hardcover,view,/book/show/60142750-all-good-people-here
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Someday, Maybe","Nwabineli, Onyi*",1525899805,9781525899805,1525899805,342        pp,3.91,"12,415","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/59952176-someday-maybe
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War","Gladwell, Malcolm",0316296619,9780316296618,0316296619,256        pp,4.03,"51,719","Apr 27, 2021","Apr 27, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Love a Malcolm Gladwell read and this one definitely diverges from his usual topic. Centering around the role of bomber pilots in WWII, I found the quLove a Malcolm Gladwell read and this one definitely diverges from his usual topic. Centering around the role of bomber pilots in WWII, I found the questions he raised on wartime ethics very interesting. ...more",Notes are private!,0,2,1,Dec 2022,"Dec 04, 2022","Dec 04, 2022",,Hardcover,view (with text),/book/show/56668328-the-bomber-mafia
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,His & Hers,"Feeney, Alice*",1250266076,9781250266071,1250266076,304        pp,4.08,"133,635","Jul 28, 2020","Jul 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another quick read! Intriguing murder mystery with multiple suspects that quite literally kept me up last night. While I enjoyed the twists and turns,Another quick read! Intriguing murder mystery with multiple suspects that quite literally kept me up last night. While I enjoyed the twists and turns, I didn’t feel the ending gave much closure which I didn’t like. ...more",Notes are private!,0,0,1,"Nov 29, 2022",Dec 2022,"Nov 29, 2022",,Hardcover,view (with text),/book/show/45885495-his-hers
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spare,Prince Harry,0593593804,9780593593806,0593593804,410        pp,3.86,"354,076","Jan 10, 2023","Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lots of thoughts but overall enjoyed it!Content: overhyped in the sense of scandal (I didn’t necessarily learn anything new, with the exception of whaLots of thoughts but overall enjoyed it!Content: overhyped in the sense of scandal (I didn’t necessarily learn anything new, with the exception of what a “todger” is) but pleasantly surprised at the level of emotion and openness about mental health struggles. I’m confident that if anyone else’s job caused the level of emotional distress he faced, they’d be criticized for NOT leaving. Writing: torn on this as I found some of the stream of consciousness hard to follow but absolutely loved the British dry humor in the form of short sentences.Harry v. Institution: team Harry all the way, though I would like the couple to acknowledge the money aspect of their books/interviews/docuseries. As for the institution, by saying nothing, they said everything. “Respect and compassion aren’t gifts, they’re the least we owe each other”...more",Notes are private!,0,6,1,"Jan 17, 2023","Jan 17, 2023","Nov 24, 2022",,Hardcover,view (with text),/book/show/62296528-spare
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Apartment,"Foley, Lucy",0063003058,9780063003057,0063003058,360        pp,3.67,"516,253","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2022",,Hardcover,view,/book/show/58468990-the-paris-apartment
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family Game,"Steadman, Catherine*",0593158067,9780593158067,0593158067,319        pp,3.85,"65,582","Sep 29, 2022","Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very quick read (also very scary read!) and I didn’t see the twist at the end coming.,Notes are private!,0,0,1,"Nov 21, 2022","Nov 22, 2022","Nov 21, 2022",,Hardcover,view (with text),/book/show/60417443-the-family-game
