,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mathilde's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The No-Show,"O'Leary, Beth*",0593438442,9780593438442,0593438442,337        pp,3.81,"92,284","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2022",,Paperback,view,/book/show/58678549-the-no-show
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Today Tonight Tomorrow        (Rowan & Neil, #1)","Solomon, Rachel Lynn*",1534440240,9781534440241,1534440240,364        pp,4.08,"78,679","Jul 14, 2020","Jul 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very cute rivals to lovers high school story. Reminds me of my favorite (over hated) Netflix movie Candy Jar,Notes are private!,0,0,1,"Sep 20, 2022","Sep 20, 2022","Sep 16, 2022",,Hardcover,view (with text),/book/show/52766407-today-tonight-tomorrow
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"742,030","Sep 16, 1992","Sep 11, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2022",,Paperback,view,/book/show/29044.The_Secret_History
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,,0593440870,377        pp,4.14,"1,049,905","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Can't decide if I like this one or Beach Read more. The meta-ness of it all is excellent!Can't decide if I like this one or Beach Read more. The meta-ness of it all is excellent!...more,Notes are private!,0,2,1,"Aug 08, 2022","Aug 10, 2022","Aug 10, 2022",,Hardcover,view (with text),/book/show/58690308-book-lovers
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night at the Telegraph Club,"Lo, Malinda*",0525555250,9780525555254,0525555250,409        pp,4.23,"84,487","Jan 19, 2021","Jan 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful and sweet and sad at the same time. I love a good San Francisco story, and this one felt very real. It's also lovely to have queer stories rBeautiful and sweet and sad at the same time. I love a good San Francisco story, and this one felt very real. It's also lovely to have queer stories represented in historical fiction, and in the process learn more about how these communities formed in the 20th century. ...more",Notes are private!,0,1,1,"Aug 11, 2022",Sep 2022,"Jul 19, 2022",,Hardcover,view (with text),/book/show/35224992-last-night-at-the-telegraph-club
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Witness for the Dead        (The Cemeteries of Amalo, #1)","Addison, Katherine*",,,B08GJRR14T,240        pp,4.11,"9,472","Jun 22, 2021","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2022",,Kindle Edition,view,/book/show/41302953-the-witness-for-the-dead
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arab Fairy Tale Feasts: A Literary Cookbook,"Alrawi, Karim",1623719089,9781623719081,1623719089,146        pp,4.26,47,unknown,"Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2022",,Hardcover,view,/book/show/58774617-arab-fairy-tale-feasts
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Four        (Heartstopper, #4)","Oseman, Alice*",1338617567,9781338617566,1338617567,384        pp,4.61,"378,295","May 06, 2021","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 25, 2022","Apr 25, 2022","Apr 25, 2022",,Hardcover,view,/book/show/56060300-heartstopper
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Three        (Heartstopper, #3)","Oseman, Alice*",,,,384        pp,4.58,"430,866","Feb 06, 2020","Feb 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Apr 25, 2022not set","Apr 25, 2022not set","Apr 25, 2022",,Paperback,view,/book/show/43449920-heartstopper
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Two        (Heartstopper, #2)","Oseman, Alice*",1444951408,9781444951400,1444951408,320        pp,4.54,"487,457","Jul 11, 2019","Jul 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Apr 25, 2022not set","Apr 25, 2022not set","Apr 25, 2022",,Paperback,view,/book/show/43307358-heartstopper
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume One        (Heartstopper, #1)","Oseman, Alice*",152722533X,9781527225336,152722533X,288        pp,4.47,"718,509",Oct 2018,Oct 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 CUTE!!!! (I loved the Netflix Series so much - it was cool to see the original story),Notes are private!,0,2,1,"Apr 25, 2022","Apr 25, 2022","Apr 25, 2022",,Paperback,view (with text),/book/show/40495957-heartstopper
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Rory Thorne Destroyed the Multiverse,"Eason, K.*",0756415306,,B07MMKKF6W,416        pp,3.84,"5,438","Oct 08, 2019","Oct 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5In 2023, I read quite a few popular books that ended up mildly disappointing me (they would be in my 2 - 3.5 star ratings, while everyone online ra4.5In 2023, I read quite a few popular books that ended up mildly disappointing me (they would be in my 2 - 3.5 star ratings, while everyone online raved about them). So I'm really glad I started 2024 with a book that, despite having a GR average rating below 4 stars, delighted me! Shout out to Shayna for the recommendation. Given my appreciation for the ""I am your grandparent and I know more than you and I will tell you this fun whimsical story but also eat your vegetables!"" style of narration found in works by DWJ/Terry Pratchett/others (is there a term for this kind of tone?), it's no surprise that I got right on board with this book's narration. The story felt like it was being told by an old History professor. ""Factual"" but also imbibed with the professor's bias and various hot takes on history. Much like any professor, there were times when the narration dragged on a bit too long, but overall I quite enjoyed it. I also liked that the narrator seemed to have a solid understanding of the complexities of politics and the economy of war - which I feel like a lot of modern fantasy authors don't consider or incorporate well enough. One should be warned that the story is only very loosely inspired by Sleeping Beauty, and I daresay the title is perhaps a bit misleading as well (I'll be honest, I still don't understand it after finishing the book). Nonetheless, I thought the plot was compelling and the characters were excellent. In particular, the flaws and character development of one male character (love interest?) were so refreshing! I'm tired of perfect love interests at the moment.Looking forward to the sequel!...more",Notes are private!,0,2,1,"Jan 04, 2024","Jan 11, 2024","Apr 25, 2022",,Kindle Edition,view (with text),/book/show/45154546-how-rory-thorne-destroyed-the-multiverse
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babel,"Kuang, R.F.*",0063021420,9780063021426,0063021420,544        pp,4.20,"218,552","Aug 23, 2022","Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book as an opener to 2023, and I pretty much zoomed through it (which is impressive considering the first 300+ pages are... schoI really enjoyed this book as an opener to 2023, and I pretty much zoomed through it (which is impressive considering the first 300+ pages are... school?) I've always admired Oxbridge from afar* so I was bound to love the setting, and I found the historical tone in the writing to be very charming. Furthermore, I was impressed by how successfully Kuang paints early 19th-century England as a dystopia. It felt like I was reading a modern book about some hypothetical dysfunctional society, except the society wasn't hypothetical at all, and was instead just... history. It's certainly not an uplifting book, and there's a layer of bleakness to everything in it, but it works really well for the story.Kuang repeatedly discusses the horrors of imperialism and its side effects, and while I kind of agree with other s that she overstates the point, I wasn't bothered by it. Also, when it's a topic that's so often overshadowed in eurocentric history classes, I think there's some value in over-emphasis. This next part isn't really a spoiler but it talks about the end overall so I'll hide it: (view spoiler)[I wasn't sure how to feel about the very end. Everything Robin did felt right within the context of his own journey, but there was a weird layer of forced objectivity to the whole process - as if the author had come into the narrative to inform the readers that these actions weren't just the right choice for Robin, but in fact the objective ""Right"" choice for everyone. Maybe I'm just reading it wrong, but much of my confusion stems from the ""Necessity of Violence"" portion of the title. It inserts this opinion so blatantly and objectively that it undermines the reader's ability to interpret the text. To quote Emma's  ""it's a spoiler and feels even a bit condescending"". So, even though the Kuang does provide characters (like Victoire) with viewpoints differing from Robin's, she doesn't give them much credibility, and the reader feels forced to agree with Robin.  (hide spoiler)]Character-wise, I found Robin to be a very compelling narrator with his uncertainty and survivalist perspective. (spoiler... kinda?): (view spoiler)[Letty is a caricature for sure, but she's a realistic one and she absolutely made my skin crawl with some of her (still currently very present) attitudes. (hide spoiler)] Ramy was fun, but I feel like both he and Victoire were not given enough room to develop and it would have been nice to take some of the time dedicated to Letty and re-direct it to these two. *""afar"" as in Caroline Calloway's 2016 Cambridge may ball era. Also, after visiting Cambridge this summer, I can confirm that it is just as magical and gorgeous as I'd imagined, but also that I am very relieved that I did not receive my education there....more",Notes are private!,0,3,1,"Dec 31, 2022","Jan 07, 2023","Apr 20, 2022",,Hardcover,view (with text),/book/show/57945316-babel
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Hypothesis,"Hazelwood, Ali*",0593336828,9780593336823,0593336828,383        pp,4.15,"1,385,819","Sep 14, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lots of fun, and I enjoyed Olive's meta analysis of her own situation within the context of romance novels. ""There will be only one bed!""I think my opLots of fun, and I enjoyed Olive's meta analysis of her own situation within the context of romance novels. ""There will be only one bed!""I think my opinion of strict teachers has changed significantly over my university years, as I realized more and more that inflexible class policies and rigid deadlines tend to favor those already privileged and make it very difficult for people with mental illness or other disabilities to succeed. So I wasn't sold on Adam's whole ""I just push people to be better"" thing. BUT for the purposes of fun and narrative, I was able to ignore it. I was less able to ignore when Olive's friend made her sit on Adam's lap in a filled lecture hall. ick! college me would be seriously side-eyeing that. (view spoiler)[ One more thing is the whole assault plotline? which was a little brushed over.  Emma's   of the book addresses it better.  (hide spoiler)]...more",Notes are private!,0,0,1,"Apr 14, 2022","Apr 16, 2022","Apr 17, 2022",,Paperback,view (with text),/book/show/56732449-the-love-hypothesis
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0374602603,9780374602604,0374602603,356        pp,3.54,"388,552","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2022",,Hardcover,view,/book/show/56597885-beautiful-world-where-are-you
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Goblin Emperor        (The Goblin Emperor, #1)","Addison, Katherine*",076532699X,9780765326997,076532699X,446        pp,4.07,"46,210","Apr 01, 2014","Apr 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 with a possible revisit for a 5As Shayna says in her  ""Fantasy politics and found families - two of my favorite things."" - Samesies. If you li4 with a possible revisit for a 5As Shayna says in her  ""Fantasy politics and found families - two of my favorite things."" - Samesies. If you like these two things, I would seriously recommend this book. Although, be warned that the plot does move rather slowly, and it's more of a steady journey toward learning to be King than an action-packed adventure. I didn't really mind so much, since one of my favorite books ever, The King of Attolia, is similar (though for context even KoA has more action - HA!). I really wish there was a sequel. I'm very invested in the very minor and mildly hinted romance now :(One more thing: there are about 5 million names and it's very hard to remember who is who if you read the book slowly/inconsistently. So I'd recommend reading it fast? but with the slow plot it's hard to do that, so It's really a juggling game I suppose. ...more",Notes are private!,0,1,1,"Jun 06, 2022","Jun 24, 2022","Mar 22, 2022",,Hardcover,view (with text),/book/show/17910048-the-goblin-emperor
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Nobleman's Guide to Scandal and Shipwrecks        (Montague Siblings, #3)","Lee, Mackenzi*",0062916033,9780062916037,,592        pp,4.15,"10,182","Nov 16, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2022",,ebook,view,/book/show/52934919-the-nobleman-s-guide-to-scandal-and-shipwrecks
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infinite Detail,"Maughan, Tim*",0374175411,9780374175412,0374175411,372        pp,3.71,"2,329","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2022",,Paperback,view,/book/show/40121978-infinite-detail
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gallant,"Schwab, V.E.*",0062835777,9780062835772,0062835777,338        pp,3.72,"111,856","Mar 01, 2022","Mar 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5This one got me out of 1.5 month-long fanfiction addiction so for that I am incredibly grateful. It is, in many ways, the opposite of fanfiction in3.5This one got me out of 1.5 month-long fanfiction addiction so for that I am incredibly grateful. It is, in many ways, the opposite of fanfiction in that (1) it is not uplifting, (1a) it's creepy, (2) the tone is relatively formal, (3) there aren't many important inter-character relationships, and (4) the ending is rather open.. and unsatisfying. But, I think those things made it just what I needed! It really felt like a Real Book, and I loved the classic narratorial tone for ""orphan girl goes on adventure"". Also 10/10 for atmosphere and mystery. I was charmed by the house and I wanted to know what was up with the other house! Sidenote: My friend introduced me to the board game ""Betrayal"" while I was reading this, and since the game is about exploring a haunted house, it really fit the imagery. Also it was a fun game. I hope to play again sometime....more",Notes are private!,0,0,1,"Jul 18, 2023","Jul 24, 2023","Feb 10, 2022",,Hardcover,view (with text),/book/show/58064046-gallant
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Enclaves        (The Scholomance #3),"Novik, Naomi*",0593158369,9780593158364,0593158369,407        pp,4.14,"73,615","Sep 27, 2022","Sep 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've seen some degree of disappointment around this book, and I understand where it's coming from. The plot was less structured and none of the settinI've seen some degree of disappointment around this book, and I understand where it's coming from. The plot was less structured and none of the settings were as interesting as the Scholomance. Also, something that happens near the end is a little fudgy (especially going against the talks of Balance). That being said, I honestly just didn't care that much? I personally had a lot of fun reading this book, and I zoomed through it in 3 days. I have a lot of thoughts about it, so let's see how well I can wrap them up.One of my favorite parts of the series is El's narration style. There is A LOT of info dumping in this book (as I think there was in its predecessors), but I wasn't bothered by it because something in her narrative style makes it feel more like a conversation and less like a textbook (If that makes sense). (Wait I have a side ramble about the narration. One thing I found funny (? weird?) is that frequently El would come to these giant realizations in the middle of a really tense moment/conversation, but she'd make sure to talk through  this entire realization. So I'd be reading what felt like 3 pages of ""Oh goodness if A then B, and C and oh! so this is who X is and what it all means"" and the whole time my brain would be fascinated by the revelation but also like ""EL! How do you have time to think all these thoughts! someone scary just asked you a question and is waiting for you to respond!!"" The visual of El freezing to have these thoughts in the middle of a dangerous situation, was both hilarious and stressful. But maybe 3 pages of outlined thoughts equals 3 seconds of thinking time? I'm not sure why I noticed it so much in this book - I think in other books they do revelation->action->explanation-later, in that order. It just goes to show how readers' minds work and how there is so much situational context you hold at the back of your mind as you read through scenes.)Back to El herself. I understand that some people find her constant snarkiness grating, but I just love it. To me, she is the epitome of ""kind, not nice"" where she's just really mean to everyone while helping them, and it's hilarious. I also like that she is so (rightfully) angry at the carelessly privileged people around her, while simultaneously understanding that she can't blame them for wanting safe and comfortable lives for their families. On that note, I think there is a strong narrative around how people will do horrible exploitative things to protect themselves and their children and will continue to do so, so long as they see it as the easiest option (and they can ignore it). What impresses me though is that the book takes this cynically realistic view on humanity and spins it in a cautiously optimistic way: the idea that being good is a constant choice made again and again, but sometimes people will make that choice. El was definitely overpowered (and the balance argument does not really hold up IMO), however, I too sometimes wish some all-powerful being could freeze all the world and give everyone a good angry talking to, and shake some sense into us as a society. So I found it VERY satisfying when El could use her power to just yell at people. Overall, really enjoyed it. Wished there were more of all our favorite side characters (very little Orion, Aadhya, Liu etc.), but It was still a fun speedy read....more",Notes are private!,0,1,1,"Dec 20, 2022","Dec 22, 2022","Jan 26, 2022",,ebook,view (with text),/book/show/55858638-the-golden-enclaves
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Passing,"Larsen, Nella",,,,160        pp,3.93,"65,244",Apr 1929,Jan 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 12, 2022",,Paperback,view,/book/show/38116170-passing
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Blacktongue Thief        (Blacktongue, #1)","Buehlman, Christopher*",1250621194,9781250621191,1250621194,416        pp,4.23,"21,431","Mar 16, 2021","May 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 It's hard for me to fairly  this, a whole 5 months later but I'll try to remember my thoughtsIt had really great worldbuilding (I loved the 3.5 It's hard for me to fairly  this, a whole 5 months later but I'll try to remember my thoughtsIt had really great worldbuilding (I loved the bird tattoo - and in general magic tattoo lore) and I love a good snarky thief narrator. Also the power of being able to sense your luck is very interesting and cool, and it set up well for the rest of the series. I did struggle to get through this one though. I think I had trouble reaaaalllly clinging to any of the characters, and I found that as a narrator Kinch's crudeness didn't always appeal to me personally. I remember a moment while reading when I thought ""every time he meets a woman, he makes sure to tell us how attractive or unattractive she is"" and even if that wasn't true every time, it still sat wrong with me. Also personally wish Kinch had gotten to use his thieving more often! love some good thieving!...more",Notes are private!,0,1,1,"Apr 26, 2022","Jun 03, 2022","Jan 07, 2022",,Hardcover,view (with text),/book/show/55077697-the-blacktongue-thief
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Salt and Sorrows        (Sisters of the Salt, #1)","Craig, Erin A.*",1984831925,9781984831927,1984831925,403        pp,3.91,"90,423","Aug 06, 2019","Aug 06, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Forgot to  this! And I read it a whole year ago oops!Sadly I do not remember too much about my original opinions. I think it had good creepy-manForgot to  this! And I read it a whole year ago oops!Sadly I do not remember too much about my original opinions. I think it had good creepy-mansion-Rebecca vibes and a good ambiance, but I definitely had qualms and felt ""eh"" about the romance. ...more",Notes are private!,0,0,1,"Jan 03, 2022","Jan 25, 2022","Dec 11, 2021",,Hardcover,view (with text),/book/show/39679076-house-of-salt-and-sorrows
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"These Violent Delights        (These Violent Delights, #1)","Gong, Chloe*",1534457690,9781534457690,1534457690,449        pp,3.85,"143,680","Nov 17, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2021",,Hardcover,view,/book/show/50892212-these-violent-delights
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,233","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2021",,Hardcover,view,/book/show/54814676-crying-in-h-mart
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The View Was Exhausting,"Clements, Mikaella",1538734907,9781538734902,1538734907,336        pp,3.66,"7,295","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 (rounded up)Definitely on the less fluffy side of Romance novels, this book deals with the Fake Dating trope on a very technical level. In general3.5 (rounded up)Definitely on the less fluffy side of Romance novels, this book deals with the Fake Dating trope on a very technical level. In general, books about Media and public image that I’ve read (right now I’m also thinking about An Absolutely Remarkable Thing) all tend to remind me that (1) I do not want to be famous, and (2) it is very possible to craft a personal narrative and tune it that what the public wants.In this book in particular, it was cool to read about Win and Leo building their public romance (I think the narrative building is very interesting), but it’s also made me look at all celebrity relationships with the newfound knowledge that while they may be lovers/best friends, they may also… simply not be. Overall though, it was still a fun read - I do love a good power couple. ...more",Notes are private!,0,0,1,"Oct 17, 2021","Oct 26, 2021","Oct 17, 2021",,Hardcover,view (with text),/book/show/55898102-the-view-was-exhausting
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,157","Apr 05, 2005","Aug 31, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5I already feel like it’s been so long since I read this book, but it was for book club and I did discuss it so here are some things I do remember: 3.5I already feel like it’s been so long since I read this book, but it was for book club and I did discuss it so here are some things I do remember: - Ishiguro does a fantastic job building suspense - we know something ominous is at play, but we don’t quite know what for a while. - When we, the readers do realize, I feel like it’s slightly before the characters in the story which makes it somehow more upsetting. - There were definitely things the female narrator would say or think that, to me, made it evident it was written by a man. For example, I just don’t know about Ruth and Kathy’s friendship - it just felt a little unrealistic to me (but my mom disagrees). - (view spoiler)[ From a building-your-dystopia-realistically perspective, I was surprised to never hear about people trying to escape or run away - since throughout history there are always at least a few that do. But I suppose perhaps it was a stylistic choice to keep the story simple.  (hide spoiler)]- (view spoiler)[ Book club could not come to an agreement about whether Kathy and Tommy actually had loved each other the whole time, or whether their romance at the end of was just nostalgia. My take was that, I did I believe the author intended them to always been in love, but I wish he had done a more thorough job at showing it earlier.  (hide spoiler)] - Since I knew it was a sad book the whole time, I didn’t feel super emotional. That is until, the very last page when I cried a lot :(...more",Notes are private!,0,1,1,"Jul 05, 2021","Jul 06, 2021","Jul 05, 2021",,Paperback,view (with text),/book/show/6334.Never_Let_Me_Go
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Flatshare        (The Flatshare, #1)","O'Leary, Beth*",,,,unknown,4.01,"385,609","Apr 10, 2019",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I started this book, I felt suspiciously like I had been tricked into reading a normal fiction novel, with like, plot and non-superficial drama, When I started this book, I felt suspiciously like I had been tricked into reading a normal fiction novel, with like, plot and non-superficial drama, and complicated, messy emotions that I had not expected to encounter when opening what I thought would be another fluffy romance. But the power of procrastination is truly a wonder and I charged through the first half, eventually reaching the midpoint where the tropes came crashing in (much to my delight). Indeed, The Flat Share was a lot more serious than the last two romance novels I read (though having finished it, I think it still fits into the romance genre). All in all, I probably enjoyed it more than the last two books I'd read in the last week. There's definitely a degree of emotional payoff that you don't get when things stay totally light-hearted. ...more",Notes are private!,0,1,1,"Jun 28, 2021","Jun 29, 2021","Jul 05, 2021",,,view (with text),/book/show/57431943-the-flatshare
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed,"Green, John*",0525555218,9780525555216,0525555218,293        pp,4.37,"124,138","May 18, 2021","May 18, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Well it looks like for the first time in my five years on Goodreads I will not be making my reading challenge,Notes are private!,0,4,1,"Nov 15, 2021","Dec 21, 2021","Jun 24, 2021",,Hardcover,view (with text),/book/show/55145261-the-anthropocene-reviewed
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People We Meet on Vacation,"Henry, Emily*",1984806750,9781984806758,1984806750,364        pp,3.88,"1,131,675","May 11, 2021","May 11, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did it!!! After nearly three months, I finally read a real* book again!! Hooray! Aaaanyways, I feel like I barely know how to rate books anymore. MyI did it!!! After nearly three months, I finally read a real* book again!! Hooray! Aaaanyways, I feel like I barely know how to rate books anymore. My standards for romance especially have dropped ridiculously low: give me some mutual pining and a dash of drama and I'm basically good to go! This is probably why I speed read this book in a day (that and the fact I had a self-evaluation due today that I absolutely did not want to write). So it's hard to know what to give it, but I guess I'll settle for a 3.5 and perhaps re-evaluate later when I have recalibrated my reading standards. Overall, I found this book pretty entertaining and I enjoyed the format of telling their story through various vacations. The last quarter honestly felt a little anticlimactic, and it does include the trope of guy-has-secretly-been-in-enamored-this-whole-time (which is Romantic I guess but I wanna see more dynamics where the feelings are NOT originally there at all), but like I said, I was happy to keep reading (and keep not writing that self-eval). I definitely prefer Beach Read, but I'm very happy to be back on the book train for my reading challenge, so I'll take a win where I can get one!* (If we're being honest, it's not like I  wasn't  reading for the last few months: arguably I was reading more than ever. It's just that there are only so many stories you can read about the same two Parisian superheroes before realizing that no, Goodreads is not going to count this towards your reading goal, and yes, you would like to be able to talk about your love of reading to acquaintances and coworkers without staring blankly at them for a minute when they ask what you are currently reading and you have to scramble for an excuse for why you ""haven't read anything"" for the last few months.)...more",Notes are private!,0,1,1,"Jun 22, 2021","Jun 23, 2021","Jun 24, 2021",,Paperback,view (with text),/book/show/54985743-people-we-meet-on-vacation
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Concise History of the Haitian Revolution,"Popkin, Jeremy D.",1405198206,9781405198202,1405198206,216        pp,3.74,145,"Nov 28, 2011","Dec 27, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's what it says on the label, although the definition of ""concise"" really depends on the reader. For my purposes, it was very helpful and well explaIt's what it says on the label, although the definition of ""concise"" really depends on the reader. For my purposes, it was very helpful and well explained....more",Notes are private!,0,0,1,"Jun 17, 2021","Jun 27, 2021","Jun 24, 2021",,Hardcover,view (with text),/book/show/13060818-a-concise-history-of-the-haitian-revolution
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fifth Season        (The Broken Earth, #1)","Jemisin, N.K.*",,,B00H25FCSQ,355        pp,4.31,"268,443","Aug 04, 2015","Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 23, 2021",,Kindle Edition,view,/book/show/38213103-the-fifth-season
