,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Martyna (Książki na fali)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wszyscy tak jeżdżą,"Józefiak, Bartosz",8381917123,9788381917124,,392        pp,4.20,"1,475","Jun 28, 2023","Jun 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Akurat niedługo po stłuczce wyskoczył mi w Internecie ten nowy reportaż o wypadkach drogowych w Polsce. Uznałam to za nie przypadek. To reportaż z tegAkurat niedługo po stłuczce wyskoczył mi w Internecie ten nowy reportaż o wypadkach drogowych w Polsce. Uznałam to za nie przypadek. To reportaż z tego typu, gdzie autor między słowami ujawnia swoje zdanie (sam złapał się na tym, że jadąc przeprowadzić wywiad ze sprawcą wypadku i wyjeżdżając za późno z domu pomyślał, że „nadrobi w trasie”). Jest tu też o pieszych, rowerzystach, infrastrukturze miejskiej i wiejskiej, a także różnych przewozach: od osób, przez przesyłki, po jedzenie. Samochód nadal czeka na naprawę – i niestety refleksją z mojej stłuczki, jak i reportażu, jest to, że nawet samemu będąc uważnym, nie jest się w stanie kontrolować innych kierowców. Poza tym po przeczytaniu nie pozostaje mi nic innego jak przeprowadzić się do Jaworzna....more",Notes are private!,0,0,1,"Sep 07, 2023","Sep 20, 2023","Aug 31, 2023",,Hardcover,view (with text),/book/show/144738296-wszyscy-tak-je-d
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piersi i jajeczka,"Kawakami, Mieko",8383215290,9788383215297,,440        pp,3.86,"54,397","Jul 11, 2019","Sep 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Paperback,view,/book/show/184438517-piersi-i-jajeczka
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Idol w ogniu,"Usami, Rin",8367817524,9788367817523,,136        pp,3.26,"7,456","Sep 11, 2020","Sep 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Paperback,view,/book/show/195018317-idol-w-ogniu
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prawdziwa powieść,"Mizumura, Minae",8367034236,9788367034234,8367034236,744        pp,4.24,"1,262",2002,"Oct 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/141187726-prawdziwa-powie
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zapiski dla zabicia czasu,"Yoshida, Kenkō",8366147304,9788366147300,8366147304,184        pp,3.85,"2,327",1332,"Feb 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Hardcover,view,/book/show/50422161-zapiski-dla-zabicia-czasu
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Struktura iki,"Shuzo, Kuki",8365271648,9788365271648,8365271648,128        pp,3.42,183,1930,"Nov 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Hardcover,view,/book/show/37532009-struktura-iki
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Księga herbaty,"Okakura, Kakuzō",8365271494,9788365271495,8365271494,80        pp,3.86,"14,909",1906,"Apr 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Hardcover,view,/book/show/34661136-ksi-ga-herbaty
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iskry w mojej głowie,"McNicoll, Elle",8381503329,9788381503327,,208        pp,4.52,"7,685","Jun 04, 2020",Sep 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Po takich książkach wzbogacam się nawet nie tyle co czytelniczka, a człowiek. „Nie będę pozwalać ludziom, by używali mojej odmienności przeciwko mnie,Po takich książkach wzbogacam się nawet nie tyle co czytelniczka, a człowiek. „Nie będę pozwalać ludziom, by używali mojej odmienności przeciwko mnie, niczym kija, którym mogą mi grozić. Wyobrażam sobie, że wrzucam ten kij do rzeki. Patrzę, jak wpada do wody i porywa go nurt.”...more",Notes are private!,0,3,1,"Oct 02, 2023","Oct 06, 2023","Aug 01, 2023",,Paperback,view (with text),/book/show/62213915-iskry-w-mojej-g-owie
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Żniwo        (Żniwa śmierci, #3)","Shusterman, Neal*",838318798X,9788383187983,838318798X,672        pp,4.19,"126,617","Nov 05, 2019","Aug 09, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2,5⭐️Ostatni tom trylogii „Żniw śmierci”. Najdłużej go czytałam i najmniej się zaangażowałam - jak to zwykle bywa z ostatnimi częściami dystopii, fila2,5⭐️Ostatni tom trylogii „Żniw śmierci”. Najdłużej go czytałam i najmniej się zaangażowałam - jak to zwykle bywa z ostatnimi częściami dystopii, filarami są polityka i przewrót panującego dotychczas systemu do góry nogami. Cała trylogia - ciekawa, z pomysłem, z wachlarzem możliwości. I tak jak poprzednie oba tomy były dobre, ten ostatni taki średni, a samo zakończenie mogłoby być lepsze....more",Notes are private!,0,2,1,"Oct 15, 2023","Nov 27, 2023","Jul 26, 2023",,Hardcover,view (with text),/book/show/181437030-niwo
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Choroba idzie ze mną. O psychiatrii poza szpitalem,"Kiedrzynek, Anna",8367727525,9788367727525,8367727525,240        pp,4.16,345,"Jun 14, 2023","Jun 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To reportaż o życiu osób doświadczających chorób i zaburzeń psychicznych na sobie lub swoich bliskich – poza murami szpitali. Autorka oddaje głos różnTo reportaż o życiu osób doświadczających chorób i zaburzeń psychicznych na sobie lub swoich bliskich – poza murami szpitali. Autorka oddaje głos różnym osobom, jest w tle, jest empatyczna, sam reportaż jest uporządkowany – mogę śmiało polecić. ...more",Notes are private!,0,0,1,"Aug 24, 2023","Aug 29, 2023","Jul 16, 2023",,Paperback,view (with text),/book/show/131609527-choroba-idzie-ze-mn-o-psychiatrii-poza-szpitalem
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kameliowy Sklep Papierniczy,"Ogawa, Ito",8367034120,9788367034128,8367034120,248        pp,4.19,"5,129","Apr 21, 2016","Aug 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2023",,Paperback,view,/book/show/141191091-kameliowy-sklep-papierniczy
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne z Szumiących Wierzb        (Anne z Zielonych Szczytów, #4)","Montgomery, L.M.",8367510208,9788367510202,,368        pp,4.02,"97,937","Jun 28, 1936","Jan 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Hardcover,view,/book/show/66344513-anne-z-szumi-cych-wierzb
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne z Redmondu        (Anne z Zielonych Szczytów, #3)","Montgomery, L.M.",8367262778,9788367262774,,320        pp,4.27,"173,559","Nov 01, 1915","Aug 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Hardcover,view,/book/show/61200936-anne-z-redmondu
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne z Avonlea        (Anne z Zielonych Szczytów, #2)","Montgomery, L.M.",8367262131,9788367262132,8367262131,320        pp,4.22,"198,620","Jan 14, 1909","Jun 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Hardcover,view,/book/show/60641489-anne-z-avonlea
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne z Zielonych Szczytów        (Anne z Zielonych Szczytów, #1)","Montgomery, L.M.",8367022637,9788367022637,8367022637,384        pp,4.31,"978,716",1908,"Jan 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nowy przekład „Ani z Zielonego Wzgórza”, z doskonałym wstępem od tłumaczki. Bardzo popieram podjęcia wyzwania nowego, a jednocześnie wierniej oddanegoNowy przekład „Ani z Zielonego Wzgórza”, z doskonałym wstępem od tłumaczki. Bardzo popieram podjęcia wyzwania nowego, a jednocześnie wierniej oddanego oryginałowi tłumaczenia. Sama historia wybitna i wzruszająca. Jak ktoś nie czytał, albo chciałby sobie odświeżyć po latach to polecam – szczególnie w tym konkretnym wydaniu....more",Notes are private!,0,0,1,"Aug 03, 2023","Aug 14, 2023","Jul 11, 2023",,Hardcover,view (with text),/book/show/59916232-anne-z-zielonych-szczyt-w
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chiny w dziesięciu słowach,Yu Hua,8363778222,9788363778224,8363778222,302        pp,4.04,"7,222","Jan 01, 2011",2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To wyzwanie opowiedzieć o tak wielkim państwie jak Chiny w jedynie 10 słowach. A jednak, autorowi się udało – w ten ciekawy koncept luźnej, gawędziarsTo wyzwanie opowiedzieć o tak wielkim państwie jak Chiny w jedynie 10 słowach. A jednak, autorowi się udało – w ten ciekawy koncept luźnej, gawędziarskiej narracji wchodzą historia, kultura, polityka i wplecione w nie wątki autobiograficzne. To nie tylko książka o Chinach, to podróż przez życie autora, jednego z najbardziej znanych chińskich pisarzy. To podzielenie się swoimi obserwacjami o zmianach, jakie zachodziły w Chinach w ostatnich latach. To moje pierwsze literackie spotkanie z tym krajem – już mnie mniej przeraża swoim ogromem....more",Notes are private!,0,0,1,"Jul 08, 2023","Jul 26, 2023","Jul 08, 2023",,Paperback,view (with text),/book/show/23354316-chiny-w-dziesi-ciu-s-owach
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pokrzywa i kość,"Kingfisher, T.",8383301421,9788383301426,8383301421,352        pp,4.15,"74,783","Apr 26, 2022","May 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Czy mi się podobało? Bardzo! Za to jak się czułam w trakcie czytania dostaje od mnie komplet gwiazdek. To spojrzenie na fantastykę innym okiem, niż zwCzy mi się podobało? Bardzo! Za to jak się czułam w trakcie czytania dostaje od mnie komplet gwiazdek. To spojrzenie na fantastykę innym okiem, niż zwykle mam styczność – zamiast heroicznej, nieświadomej swojej ogromnej mocy nastolatki, mamy bohaterkę po 30, która wcale nie musi uratować świata. To taka mroczna baśń, z oryginalnymi postaciami - totalnie w moim klimacie. ...more",Notes are private!,0,1,1,"Jun 28, 2023","Jul 07, 2023","Jul 07, 2023",,Paperback,view (with text),/book/show/146626269-pokrzywa-i-ko
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chłopi,"Reymont, Władysław Stanisław",8375179132,9788375179132,8375179132,728        pp,3.37,"5,112",1909,"Jan 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nieźle, nie tego się spodziewałam! Język – na początku koszmarnie trudno było się przyzwyczaić. W obawie przed porzuceniem, włączyłam audio i w tej foNieźle, nie tego się spodziewałam! Język – na początku koszmarnie trudno było się przyzwyczaić. W obawie przed porzuceniem, włączyłam audio i w tej formie przyswajało się tę powieść zdecydowanie lepiej, a ja wsiąkłam w lipeckie uniwersum. Władysław S. Reymont wspaniale opisuje przyrodę, obyczaje, wiejskie życie, a jego postacie są… ludźmi. Ze wszystkimi ich przypadłościami. Zaczęło się od udręki, a skończyło na zauroczeniu. A zakończenie wiosny to jedno z najdoskonalszych zakończeń, jakie kiedykolwiek czytałam....more",Notes are private!,0,2,1,"Oct 10, 2023","Nov 28, 2023","Jul 06, 2023",,Hardcover,view (with text),/book/show/57111132-ch-opi
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ten, którego szukam","Bae, Suah",8367034171,9788367034173,,72        pp,3.44,"1,935",1998,"Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2023",,Paperback,view,/book/show/181252299-ten-kt-rego-szukam
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mężczyzna imieniem Ove,"Backman, Fredrik*",8367406710,9788367406710,8367406710,352        pp,4.38,"1,031,579","Aug 27, 2012","Dec 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Skończyłam ze szklanymi oczami,Notes are private!,0,1,1,"Jun 22, 2023","Jun 28, 2023","Jun 22, 2023",,Paperback,view (with text),/book/show/63143789-m-czyzna-imieniem-ove
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Story. 10 lat historii BTS,BTS,8367817265,9788367817264,,544        pp,4.66,"8,659","Jul 09, 2023","Jul 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Hardcover,view,/book/show/178625893-beyond-the-story-10-lat-historii-bts
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven,"Kawakami, Mieko",8383213484,9788383213484,,264        pp,3.81,"53,374","Sep 02, 2009","Jun 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2023",,Paperback,view,/book/show/125627198-heaven
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klub smutnych duchów. Znajdź swoją bratnią duszę,"Meddings, Lize",838318378X,9788383183787,838318378X,208        pp,4.01,"13,213","Jan 21, 2021",Mar 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Klub Smutnych Duchów 1, 2 & 3Oceniam w całości, bo wszystkie 3 tomy czytało się ekspresowo. Są to uroczo pocieszające komiksy o smutnych duchach - czyKlub Smutnych Duchów 1, 2 & 3Oceniam w całości, bo wszystkie 3 tomy czytało się ekspresowo. Są to uroczo pocieszające komiksy o smutnych duchach - czyli ludziach nieśmiałych, niezauważonych i takich, których emocje potrafią przytłoczyć. ...more",Notes are private!,0,3,1,"Oct 29, 2023","Oct 29, 2023","Jun 09, 2023",,Paperback,view (with text),/book/show/122992621-klub-smutnych-duch-w-znajd-swoj-bratni-dusz
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zatoka Francuza,"du Maurier, Daphne",,9788367513784,,320        pp,3.98,"20,267",Sep 1941,"May 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2023",,Paperback,view,/book/show/152179101-zatoka-francuza
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ptaki i inne opowiadania,"du Maurier, Daphne",8367512839,9788367512831,8367512839,304        pp,4.05,"12,236",1952,"Feb 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2023",,Hardcover,view,/book/show/75675350-ptaki-i-inne-opowiadania
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Legendy i Latte        (Legendy & Latte, #1)","Baldree, Travis*",8367323858,9788367323857,8367323858,336        pp,4.14,"184,547","Feb 22, 2022","Mar 22, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chyba nie mam zbyt wiele do powiedzenia o tej książce – była bardzo miałka. Historia orczycy z krwawą przeszłością, która postanawia zmienić swoje życChyba nie mam zbyt wiele do powiedzenia o tej książce – była bardzo miałka. Historia orczycy z krwawą przeszłością, która postanawia zmienić swoje życie i otworzyć kawiarnię. Co tu było więcej? No nic. Czytałam, że dla niektórych była to otulająca lektura, jak miękki koc i ciepła herbatka, dla mnie max letnia woda. Do zapomnienia....more",Notes are private!,0,2,1,"May 07, 2023","May 17, 2023","May 07, 2023",,Paperback,view (with text),/book/show/102191696-legendy-i-latte
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Muchomory w cukrze,"Bijan, Marta",8383213409,9788383213408,8383213409,280        pp,3.78,"8,187","May 17, 2023","May 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2023",,Paperback,view,/book/show/117703749-muchomory-w-cukrze
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wędrówka,"Paramaditha, Intan",8395921640,9788395921643,,528        pp,3.75,"1,060","Oct 16, 2017","Mar 22, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oj długo zajęło mi czytanie tej książki. Przyciągnął mnie koncept decydowania o wyborach bohaterki - nie wiem ile jest łącznie, ale przeszłam przez 3 Oj długo zajęło mi czytanie tej książki. Przyciągnął mnie koncept decydowania o wyborach bohaterki - nie wiem ile jest łącznie, ale przeszłam przez 3 ścieżki (Nowy Jork, miasto w Ameryce Południowej, którego nazwy nie pamiętam i Amsterdam). Główna bohaterka dostaje od diabła czerwone szpilki – symbol niekończącej się wędrówki. Na początku czytało się super, potem przestałam się angażować i ostatecznie wymęczyłam....more",Notes are private!,0,0,1,"May 11, 2023","Aug 31, 2023","Apr 19, 2023",,Paperback,view (with text),/book/show/123205377-w-dr-wka
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tove Jansson. Mama Muminków,"Westin, Boel",,9788363656478,,677        pp,3.80,802,2007,Nov 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2023",,ebook,view,/book/show/17280933-tove-jansson-mama-mumink-w
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sąsiednie kolory,"Małecki, Jakub",,9788382104981,,252        pp,3.62,"1,019","Apr 26, 2023","Apr 26, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jak nowa książka Jakuba Małeckiego? Świetna. Od przeczytania minęły 2 tygodnie - i wszystko po co sięgam po niej wydaje się niewystarczające. Jest takJak nowa książka Jakuba Małeckiego? Świetna. Od przeczytania minęły 2 tygodnie - i wszystko po co sięgam po niej wydaje się niewystarczające. Jest taka, jak lubię, bo nikt nie pisze jak Małecki, nadając prostemu życiu wielkich znaczeń. Podobnie jak w poprzednich książkach, przeplatają się tu życie i śmierć, przenikając się jak sąsiednie kolory. Jestem poruszona. ...more",Notes are private!,0,3,1,"Apr 13, 2023","Apr 21, 2023","Apr 13, 2023",,Paperback,view (with text),/book/show/123200653-s-siednie-kolory
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jutro, jutro i znów jutro","Zevin, Gabrielle*",8382028519,9788382028515,8382028519,512        pp,4.18,"844,909","Jul 05, 2022","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Po okładce, tytule i pobieżnym przeczytaniu opisu (umówmy się, wiedziałam, że to po prostu książka o grach) – wzięła mnie z zaskoczenia! Spodziewałam Po okładce, tytule i pobieżnym przeczytaniu opisu (umówmy się, wiedziałam, że to po prostu książka o grach) – wzięła mnie z zaskoczenia! Spodziewałam się lekkiej lektury na wyjazd, a to było strasznie smutne… Tak w skrócie, to historia dwójki bohaterów tworzących gry, których historię śledzimy od dzieciństwa do dorosłości.I tak jak nigdy nie byłam wkręcona w gry (no, może przez moment w Simsy), przedstawienie projektów gier zarówno fabularnie, jak i technicznie było super interesujące. Poza tym to coś z ciekawym pomysłem, świeżego i przede wszystkim dobrze opowiedzianego. Duże pozytywne zaskoczenie. ...more",Notes are private!,0,5,1,"May 22, 2023","May 30, 2023","Apr 09, 2023",,Paperback,view (with text),/book/show/122993384-jutro-jutro-i-zn-w-jutro
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Babel, czyli o konieczności przemocy","Kuang, R.F.*",8379648633,9788379648634,8379648633,763        pp,4.20,"218,322","Aug 23, 2022","Mar 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4,5⭐️Kawał dobrej książki, grubej, miałam wrażenie, że czytam ją już 100 lat, ale to była długa i przyjemna podróż.",Notes are private!,0,6,1,"Mar 22, 2023","Apr 13, 2023","Mar 22, 2023",,Paperback,view (with text),/book/show/63375577-babel-czyli-o-konieczno-ci-przemocy
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dzień nastania nocy        (Korzenie chaosu, #0)","Shannon, Samantha*",,9788382109689,,"1,280        pp",4.39,"28,648","Feb 28, 2023","Mar 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2023",,Hardcover,view,/book/show/122773486-dzie-nastania-nocy
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kosodom        (Żniwa śmierci, #2)","Shusterman, Neal*",8380754611,9788380754614,8380754611,592        pp,4.40,"177,854","Jan 09, 2018","May 09, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5⭐️Porzucona trylogia - książki nie doczekały się wspominanej w podziękowaniach ekranizacji, a 3 tom nawet nie został wydany w Polsce. Przez tegoroc3,5⭐️Porzucona trylogia - książki nie doczekały się wspominanej w podziękowaniach ekranizacji, a 3 tom nawet nie został wydany w Polsce. Przez tegoroczne wznowienie seria dostała jednak drugie życie, więc teraz jest chętnie czytana. Drugi tom podobał mi się mniej niż poprzedni, jednak na obu dobrze się bawiłam. W pierwszym tomie jest więcej przedstawienia świata, jego mechaniki, w drugim wchodzi więcej polityki i buntu dla systemu. To książki dla wszystkich potrzebujących czegoś, co ich wciągnie....more",Notes are private!,0,6,1,"Mar 09, 2023","Mar 19, 2023","Mar 09, 2023",,Paperback,view (with text),/book/show/39907776-kosodom
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fotograf utraconych wspomnień,"Hiiragi, Sanaka",8367555368,9788367555364,8367555368,176        pp,4.04,"4,405","Feb 06, 2019","Feb 22, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Podoba mi się japońskie spojrzenie na życie - historia jest krótka, niespieszna (ale nie nudna!), pozwalająca na refleksję i chwilę zatrzymania się. NPodoba mi się japońskie spojrzenie na życie - historia jest krótka, niespieszna (ale nie nudna!), pozwalająca na refleksję i chwilę zatrzymania się. Niezwykle nastrojowa i pełna nostalgii....more",Notes are private!,0,15,1,"Sep 25, 2023","Sep 30, 2023","Feb 26, 2023",,Paperback,view (with text),/book/show/75591222-fotograf-utraconych-wspomnie
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kosiarze        (Żniwa śmierci, #1)","Shusterman, Neal*",8380753143,9788380753143,8380753143,530        pp,4.33,"314,321","Nov 22, 2016","Sep 27, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Świetni! Bardzo wciągający. Umilały mi drogę do pracy i momentami nie mogłam się oderwać od czytania. Przypominają mi o momentach, kiedy czytałam dystŚwietni! Bardzo wciągający. Umilały mi drogę do pracy i momentami nie mogłam się oderwać od czytania. Przypominają mi o momentach, kiedy czytałam dystopie młodzieżowe – są w klimacie „Igrzysk Śmierci”, „Więźnia labiryntu”, czy „Niezgodnej”. Poza tym myślę, że byłaby z nich dobra ekranizacja!...more",Notes are private!,0,1,1,Mar 2023,"Mar 09, 2023","Feb 20, 2023",,Paperback,view (with text),/book/show/35393452-kosiarze
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Co lubią uczucia?,"Oziewicz, Tina",8381503108,9788381503105,8381503108,66        pp,4.65,110,Oct 2022,Oct 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kontynuacja książki „Co robią uczucia? (można je czytać niezależnie od siebie), skierowana z jednego strony do młodszych czytelników, ale tak naprawdęKontynuacja książki „Co robią uczucia? (można je czytać niezależnie od siebie), skierowana z jednego strony do młodszych czytelników, ale tak naprawdę można je czytać w każdym wieku. Obie wzruszające....more",Notes are private!,0,1,1,"Mar 08, 2023","Mar 09, 2023","Feb 19, 2023",,Hardcover,view (with text),/book/show/62430033-co-lubi-uczucia
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kroniki dziwnych bestii,Yan Ge,8367034082,9788367034081,8367034082,272        pp,3.81,"4,622","Aug 01, 2006","Feb 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2023",,Paperback,view,/book/show/86598129-kroniki-dziwnych-bestii
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sto lat samotności,"García Márquez, Gabriel",832872510X,9788328725102,832872510X,400        pp,4.11,"971,157",1967,"Nov 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2023",,Hardcover,view,/book/show/63269154-sto-lat-samotno-ci
