,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Maggie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Loved Tom Gordon,"King, Stephen*",1416524290,9781416524298,1416524290,264        pp,3.63,"162,260","Apr 06, 1999",2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm learning a lot about myself as a reader during this retro challenge, which is putting books in my hands I wouldn't have ordinarily found or chosenI'm learning a lot about myself as a reader during this retro challenge, which is putting books in my hands I wouldn't have ordinarily found or chosen based upon the jacket flap. I'm learning I like a lot of stylization—heightened prose or structure. Because of that, THE GIRL WHO LOVED TOM GORDON was a miss for me. It's King, so it's competent and clean, but it's also a quite straightforward adventure-horror through the woods. I might have liked it better as one of his short stories, but for me, truly, I think it needed more stylization of some sort. It's possible I'm now a jaded enough reader that a linear through-the-woods tale doesn't do it for me anymore.Also note: I tackled this book as part of my 2023 reading challenge to read books from this crowd-sourced list of recommended standalone novels published between 1985-2007: https://docs.google.com/spreadsheets/...I am a brittle and crotchety reader, so please don't take my opinions on these novels as universal....more",Notes are private!,0,119,1,"Jan 23, 2023","Jan 23, 2023","Jan 23, 2023",,Mass Market Paperback,view (with text),/book/show/11564.The_Girl_Who_Loved_Tom_Gordon
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slammerkin,"Donoghue, Emma*",0156007479,9780156007474,0156007479,410        pp,3.74,"16,557","Jun 07, 2001","May 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought Donoghue's ROOM was really well done, but this one's a DNF for me (I DNF many books, so please don't take it as a measure of quality or appeI thought Donoghue's ROOM was really well done, but this one's a DNF for me (I DNF many books, so please don't take it as a measure of quality or appeal). TW note: lots of violence against women in this oneAlso note: I tackled this book as part of my 2023 reading challenge to read books from this crowd-sourced list of recommended standalone novels published between 1985-2007: https://docs.google.com/spreadsheets/...I am a brittle and crotchety reader, so please don't take my opinions on these novels as universal....more",Notes are private!,0,77,1,"Jan 21, 2023","Jan 21, 2023","Jan 22, 2023",,Paperback,view (with text),/book/show/44543.Slammerkin
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thief of Always,"Barker, Clive*",0060177241,9780060177249,0060177241,225        pp,4.21,"33,643",Nov 1992,Nov 1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not realize this was a middle grade novel when I received the recommendation, and probably youthful library rat Maggie would have read this end I did not realize this was a middle grade novel when I received the recommendation, and probably youthful library rat Maggie would have read this end to end—she read EVERYTHING end to end—but this was not for Current Maggie and was a DNF. Note: I tackled this book as part of my 2023 reading challenge to read books from this crowd-sourced list of recommended standalone novels published between 1985-2007: https://docs.google.com/spreadsheets/...I am a brittle and crotchety reader, so please don't take my opinions on these novels as universal....more",Notes are private!,0,80,1,"Jan 22, 2023","Jan 22, 2023","Jan 22, 2023",,Hardcover,view (with text),/book/show/32638.The_Thief_of_Always
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsider,"King, Stephen*",1501180983,9781501180989,1501180983,561        pp,4.01,"308,430","May 22, 2018","May 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 12, 2022","Dec 14, 2022","Dec 12, 2022",,Hardcover,view,/book/show/36124936-the-outsider
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atonement,"McEwan, Ian*",038572179X,9780385721790,B00A2M6OLU,351        pp,3.94,"519,663","Sep 20, 2001",Mar 2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a thought exercise, a puzzle-in-narrative-form, I liked it very, very much. I see what you did, McEwan, and you did it very well.As a novel, I didnAs a thought exercise, a puzzle-in-narrative-form, I liked it very, very much. I see what you did, McEwan, and you did it very well.As a novel, I didn't like it very much at all.Your mileage may vary.(I did not see the film, but I assume it's more lush and romantic, as it surely must rely less on the clever trick of the prose-version and more on the narrated events, which are very overwrought and passionate when taken at face value)....more",Notes are private!,0,125,1,not set,"Dec 08, 2022","Dec 08, 2022",,Paperback,view (with text),/book/show/6867.Atonement
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lady's Handbook for Her Mysterious Illness,"Ramey, Sarah",0385534078,9780385534079,0385534078,432        pp,3.72,"2,250","Mar 17, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was recommended to me a long time ago and, today, tidying up my shelves, I rediscovered and read it. This memoir contains a story similar toThis book was recommended to me a long time ago and, today, tidying up my shelves, I rediscovered and read it. This memoir contains a story similar to mine (and my family's) in many ways. It's also a different way to tell the story I told (heavily nestled in metaphor) in the Dreamer Trilogy.I think those still in the early stages of the journey would find it very comforting to read....more",Notes are private!,0,143,1,"Nov 27, 2022","Nov 27, 2022","Nov 27, 2022",,Hardcover,view (with text),/book/show/33516728-the-lady-s-handbook-for-her-mysterious-illness
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sirens of Titan,"Vonnegut, Kurt, Jr.",,,,224        pp,4.15,"141,446",1959,"Sep 09, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 14, 2022","Jan 10, 2023","Nov 14, 2022",,Paperback,view,/book/show/4982.The_Sirens_of_Titan
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nutshell,"McEwan, Ian*",,,,208        pp,3.68,"52,927","Sep 01, 2016","Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like the original Hamlet, it's bitter, rageful, hopeful, hyperbolic, cunning, impotent, brief.(Also perhaps this is hypocritical of me to say, but deaLike the original Hamlet, it's bitter, rageful, hopeful, hyperbolic, cunning, impotent, brief.(Also perhaps this is hypocritical of me to say, but dear me, what a good book with such a bad cover)....more",Notes are private!,0,148,1,not set,"Oct 21, 2022","Oct 21, 2022",,Hardcover,view (with text),/book/show/30008702-nutshell
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People of the Book,"Brooks, Geraldine*",067001821X,,B002KAORZ2,372        pp,4.03,"145,864","Jan 01, 2008","Oct 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I DO like how interested Brooks is in humans.,Notes are private!,0,105,1,"Oct 17, 2022","Oct 20, 2022","Oct 20, 2022",,Hardcover,view (with text),/book/show/1379961.People_of_the_Book
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",0307592839,9780307592835,0307592839,274        pp,3.69,"226,754","Jun 08, 2010","Jun 08, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 28, 2022","Aug 28, 2022",,Hardcover,view,/book/show/7331435-a-visit-from-the-goon-squad
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brideshead Revisited,"Waugh, Evelyn",0316926345,9780316926348,0316926345,351        pp,4.00,"113,350",1945,"Sep 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I knew very little about this novel (published in 1945, absurdly well known, adapted to miniseries the year I was born) going in, and what I did thinkI knew very little about this novel (published in 1945, absurdly well known, adapted to miniseries the year I was born) going in, and what I did think I knew turned out to be wrong. It's funnier than I expected, which surprised me, and also more truthful than I expected, which pleases me. Mostly, I expected a class-based melodrama; instead, it is an often discomfiting portrait of a family, sometimes zoomed in to the most intimate and squirmy image, sometimes sprawled over a grueling and lengthy battlefield....more",Notes are private!,0,191,1,not set,"Aug 26, 2022","Aug 26, 2022",,Paperback,view (with text),/book/show/30933.Brideshead_Revisited
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Two Old Men and a Baby: Or, How Hendrik and Evert Get Themselves into a Jam        (Hendrik Groen, #0)","Groen, Hendrik",1538754568,9781538754566,1538754568,275        pp,3.51,"2,573","Jun 04, 2019","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jul 21, 2022not set","Jul 22, 2022",,Hardcover,view,/book/show/55648833-two-old-men-and-a-baby
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Miniaturist        (The Miniaturist, #1)","Burton, Jessie",0062306812,9780062306814,0062306812,400        pp,3.62,"143,108","Jul 03, 2014","Aug 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jul 19, 2022not set","Jul 22, 2022",,Hardcover,view,/book/show/18498569-the-miniaturist
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shining        (The Shining, #1)","King, Stephen*",0450040186,9780450040184,0450040186,497        pp,4.27,"1,488,609","Jan 28, 1977","Jul 01, 1980",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Years ago, I stayed at a brand new Vegas hotel for a conference. Brand. New. This shining black tower of decadence had been decorated only a few monthYears ago, I stayed at a brand new Vegas hotel for a conference. Brand. New. This shining black tower of decadence had been decorated only a few months before I got there. It had all the ambiance of a freshly vacuumed rental car. In time it would wear Vegas, or vice versa, but for now: it was the new, gormless kid on the block.So imagine my surprise when, on the last day of my stay, I was tormented all night long by something that turned on the jets in my hot tub, stomped heavily to and fro every time I turned the lights out, and, eventually, after I told the room audibly to ""cut it out, I've got an early flight,"" slammed a shaking blow into the headboard directly beside me to remind me who had seniority in this place. In the morning, I confessed to the front desk I'd had a bit of an exciting night, and not in the usual Vegas way. With a glance at the room number, the clerk said he bet that I had. Later, I found out the brand new hotel had only been a few weeks old when a man had jumped to his death from one of the rooms; the stylish glass balconies I'd enjoyed were an aftermarket part, designed to keep other tortured guests from following suit. Unclear if my room had been the unlucky suite. Unclear if my room was like that because the man had jumped, or if the man had jumped because my room was like that. So: that's The Shining. I'm sure I'm the last person in the world to have read the book (I haven't seen the film still, but now I will), but better late than never, right?Sucks to shine in a hotel hungry for it, I guess....more",Notes are private!,1,293,1,"May 05, 2022","May 05, 2022","May 06, 2022",,Paperback,view (with text),/book/show/11588.The_Shining
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Down and Out in Paris and London,"Orwell, George",015626224X,9780156262248,015626224X,213        pp,4.09,"87,877",1933,"Mar 15, 1972",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2022","May 04, 2022","May 04, 2022",,Paperback,view,/book/show/393199.Down_and_Out_in_Paris_and_London
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House in the Cerulean Sea        (The House in the Cerulean Sea, #1)","Klune, T.J.*",,,,394        pp,4.41,"626,834","Mar 16, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this book is for people whose hearts are not crusted with barnacles(my heart is crusted with barnacles),Notes are private!,0,584,1,"May 03, 2022","May 03, 2022","May 03, 2022",,Kindle Edition,view (with text),/book/show/45047384-the-house-in-the-cerulean-sea
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agatha of Little Neon,"Luchette, Claire*",0374265267,9780374265267,0374265267,273        pp,3.97,"4,893","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,May 2022,May 2022,"May 02, 2022",,Hardcover,view,/book/show/54785502-agatha-of-little-neon
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Push,"Audrain, Ashley*",1984881663,9781984881663,1984881663,307        pp,4.06,"337,225","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 02, 2022","May 02, 2022","May 02, 2022",,Hardcover,view,/book/show/52476830-the-push
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Grit,"Portis, Charles",,,B07MXBL7Y8,228        pp,4.17,"59,286","May 21, 1968","Nov 05, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This slender 1968 novel surprised me by being funny. Not outrageously funny, not slyly funny, but dead-pan-I'm-not-going-to-spell-it-out-for-you-funnyThis slender 1968 novel surprised me by being funny. Not outrageously funny, not slyly funny, but dead-pan-I'm-not-going-to-spell-it-out-for-you-funny. The subtly smirking dialog-heavy action made short work of an already short book. Mattie is a crotchety and impossible teen narrator, and there are few truly happy endings on the old open range, but I was still left ruefully smiling.True Grit is nearly three quarters of a century old, with all the caveats that come with that, but if you're a critical and considering reader, it's a fine way to spend an afternoon, loping in the company of the extremely memorable Mattie Ross....more",Notes are private!,0,127,1,"Apr 24, 2022","May 02, 2022","Apr 24, 2022",,Kindle Edition,view (with text),/book/show/43612456-true-grit
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,479","Apr 05, 2022","May 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A claustrophobic nautilus of a novel. The summary touts this as a time travel story but to me, it seemed less interested in time travel and more in a A claustrophobic nautilus of a novel. The summary touts this as a time travel story but to me, it seemed less interested in time travel and more in a novelist's wistful musings on the harrowing transformation from *a writer, quiet observer of the world*, to *a writer, performing being a writer*— on what it means for her identity and time to be consumed as well as her novels. I understand why the summary lingers on time travel; there is plenty of it in this book. But to me the book really boils down to one scene, one moment: Olive, the writer, has to excuse herself from the hotel restaurant, where she is trying to charge her meal to her room, in order to ask the front desk to remind her what her room number is in this particular hotel, this particular city. She can't remember, all times are one, all times are unreal. That is what this book is about....more",Notes are private!,2,780,1,"Apr 24, 2022","Apr 24, 2022","Apr 24, 2022",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,430","Jan 13, 2015","Jan 13, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here are some things you can expect to find in this book, which is solidly in the Mean Mommy Thriller Genre (a subcategory of the Lululemon Murder LadHere are some things you can expect to find in this book, which is solidly in the Mean Mommy Thriller Genre (a subcategory of the Lululemon Murder Ladies genre, which sometimes features Mean Mommies but not always):•trains•alcoholic beverages of all kinds, big ones, small ones, glass bottles, plastic•blunt trauma•sexy real estate agents•sexy nannies•sexy independently employed freelancer IT professionals*•sexy therapists•sexy therapy•babies (both tots and angels)**•unreliable narrators•unreliable therapists•reliable trains•puke*I'm not entirely clear how this works but I assume it is a Gross Pointe Blank but with laptops situation**according the John Mulaney Child Classification SystemA perfectly solid entry in the category and a good way to occupy oneself during a cross country plane ride....more",Notes are private!,0,221,1,"Apr 21, 2022","Apr 22, 2022","Apr 23, 2022",,Hardcover,view (with text),/book/show/22557272-the-girl-on-the-train
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bridge to the Sun: A Memoir of Love and War,"Terasaki, Gwen",,,B004GHNMGW,284        pp,4.00,343,"Dec 01, 1957",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gwen Terasaki's memoir about being the American wife of a Japanese diplomat during WWII is not a new book (there is even a '61 film featuring based upGwen Terasaki's memoir about being the American wife of a Japanese diplomat during WWII is not a new book (there is even a '61 film featuring based upon it), but it is new to me. I will be thinking about some of the images from this memoir for a very long time– small kindnesses and large horrors....more",Notes are private!,0,117,1,"Apr 20, 2022","Apr 22, 2022","Apr 22, 2022",,Kindle Edition,view (with text),/book/show/10855309-bridge-to-the-sun
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","Tomsky, Jacob*",0385535635,9780385535632,0385535635,247        pp,3.57,"22,242","Nov 20, 2012","Nov 20, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An outrageously good time. Tomsky can write circles around most novelists, this one included.A slick, caffeinated memoir of a philosophical hotelier tAn outrageously good time. Tomsky can write circles around most novelists, this one included.A slick, caffeinated memoir of a philosophical hotelier that doesn't stick the landing, but only for the usual human reason memoir endings sometimes don't work: the author is still living the story inside and doesn't yet know the ultimate meaning of the most recent events. It's why I do not intend to write my own memoir until I am dead, a fool-proof plan....more",Notes are private!,0,119,1,"Mar 24, 2022","Mar 25, 2022","Mar 25, 2022",,Hardcover,view (with text),/book/show/13331184-heads-in-beds
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In.,"McPhail, Will",0358345545,9780358345541,0358345545,267        pp,4.37,"4,981","May 13, 2021","Jun 08, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm incoherent with my love for this graphic novel. I bought it based upon the prologue alone—I thought, if the rest of the book is even half this speI'm incoherent with my love for this graphic novel. I bought it based upon the prologue alone—I thought, if the rest of the book is even half this specific, wry, and surprisingly observed, I'm in. It's better.Written and illustrated by Will McPhail, whose cartoons often appear in The New Yorker, IN is about a young, intelligent man who wants to feel, but can't. His journey to letting emotional truth in is laugh-out-loud funny, eye-burningly sad, and strikingly true. And the art—THE ART, THE ALLCAPS ART. McPhail's use of gesture is unbelievably precise, describing the sorts of people we recognize with just a single shoulder slouch, spread open palm, twist of the hips, narrowing of the eyes. Do I have time to talk about metaphor? No. No. I will let you admire it for yourself when you buy it. IN is less a graphic novel and more a sweet, brutal poem about facing the world head on. Instant favorites shelf 5ever....more",Notes are private!,1,242,1,not set,"Feb 27, 2022","Feb 25, 2022",,Hardcover,view (with text),/book/show/53968432-in
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Leaf a Hallelujah,"Okri, Ben",1800241623,9781800241626,1800241623,96        pp,3.97,178,unknown,"Nov 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Feb 07, 2022","Feb 09, 2022",,Hardcover,view,/book/show/57136987-every-leaf-a-hallelujah
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solimar: The Sword of the Monarchs,"Ryan, Pam Muñoz",1484728351,9781484728352,1484728351,272        pp,3.90,"1,280","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Feb 06, 2022","Feb 09, 2022",,Hardcover,view,/book/show/26031273-solimar
