,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,elle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gathering Darkness        (Falling Kingdoms, #3)","Rhodes, Morgan*",1101623209,9781101623206,,416        pp,4.22,"27,596","Dec 09, 2014","Dec 09, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2017","Sep 27, 2017","Sep 20, 2023",,Paperback,view,/book/show/17342700-gathering-darkness
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Falling Kingdoms        (Falling Kingdoms, #1)","Rhodes, Morgan*",1595145842,9781595145840,1595145842,412        pp,3.78,"60,745","Dec 11, 2012","Dec 11, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2017","Sep 24, 2017","Sep 20, 2023",,Hardcover,view,/book/show/12954620-falling-kingdoms
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Miller and The Turn of the Screw,"James, Henry",014119975X,9780141199757,014119975X,214        pp,3.49,"2,166",1878,"Sep 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2019","Dec 30, 2019","Sep 19, 2023",,Paperback,view,/book/show/15924989-daisy-miller-and-the-turn-of-the-screw
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Portrait of a Lady,"James, Henry",0141199121,9780141199122,0141199121,688        pp,3.79,"80,529","Jan 01, 1881","Dec 06, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2019","Dec 30, 2019","Sep 19, 2023",,Paperback,view,/book/show/15994544-the-portrait-of-a-lady
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of Darkness,"Conrad, Joseph",0141199784,9780141199788,0141199784,122        pp,3.43,"513,065",1899,"Sep 27, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 28, 2019","Nov 29, 2019","Sep 19, 2023",,Paperback,view,/book/show/15994596-heart-of-darkness
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Man,"Wells, H.G.",0141389516,9780141389516,0141389516,160        pp,3.64,"193,569","Feb 02, 1897","Nov 29, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 06, 2019","Aug 11, 2019","Sep 19, 2023",,Paperback,view,/book/show/15994491-the-invisible-man
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gulliver's Travels,"Swift, Jonathan",0141198982,9780141198989,0141198982,339        pp,3.58,"273,991",1726,Apr 2012,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2023",,Paperback,view,/book/show/13633873-gulliver-s-travels
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room with a View,"Forster, E.M.",0141199822,9780141199825,0141199822,237        pp,3.90,"183,942",1908,"Sep 27, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2017","Sep 21, 2017","Sep 19, 2023",,Paperback,view,/book/show/15994573-a-room-with-a-view
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tale of Two Cities,"Dickens, Charles",0141199709,9780141199702,0141199709,468        pp,3.87,"947,178","Nov 26, 1859","Apr 26, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2023",,Paperback,view,/book/show/13974857-a-tale-of-two-cities
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oliver Twist,"Dickens, Charles",0141198885,9780141198880,0141198885,531        pp,3.88,"388,702",1838,"Apr 26, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2023",,Paperback,view,/book/show/14800190-oliver-twist
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Christmas Carol,"Dickens, Charles",0141389478,9780141389479,0141389478,94        pp,4.08,"841,536","Dec 17, 1843","Nov 29, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2023",,Paperback,view,/book/show/15994514-a-christmas-carol
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond Good and Evil,"Nietzsche, Friedrich",014044923X,9780140449235,014044923X,240        pp,4.03,"95,732",1886,"Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 20, 2018","Dec 23, 2018","Sep 19, 2023",,Paperback,view,/book/show/12321.Beyond_Good_and_Evil
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orientalism,"Said, Edward W.",0141187425,9780141187426,0141187425,432        pp,4.11,"25,319",1978,Apr 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 15, 2018","Dec 17, 2018","Sep 19, 2023",,Paperback,view,/book/show/53237269-orientalism
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",068482499X,9780684824994,068482499X,211        pp,4.02,"151,143",1964,"May 29, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 15, 2019","Mar 17, 2019","Sep 19, 2023",,Paperback,view,/book/show/46169.A_Moveable_Feast
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Republic,Plato,0140449140,9780140449143,0140449140,416        pp,3.96,"204,413",-375,"Feb 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2019,"Mar 10, 2019","Sep 19, 2023",,Paperback,view,/book/show/30289.The_Republic
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nicomachean Ethics,Aristotle,0140449493,9780140449495,0140449493,329        pp,3.99,"49,631",-350,"Mar 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 29, 2019","Apr 05, 2019","Sep 19, 2023",,Paperback,view,/book/show/19068.The_Nicomachean_Ethics
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outline,"Cusk, Rachel",0571346766,9780571346769,0571346766,249        pp,3.68,"52,270","Sep 14, 2014","May 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 15, 2018","Oct 15, 2018","Sep 19, 2023",,Paperback,view,/book/show/40176913-outline
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vocation Lectures: Science as a Vocation/Politics as a Vocation,"Weber, Max",0872206653,9780872206656,0872206653,176        pp,3.92,"1,781",1919,"Mar 15, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 20, 2019","Feb 10, 2019","Sep 19, 2023",,Paperback,view,/book/show/316333.The_Vocation_Lectures
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Metamorphosis & Other Stories,"Kafka, Franz",0805210571,9780805210576,0805210571,320        pp,4.09,"19,436",1915,"Nov 14, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 11, 2019","Jul 11, 2019","Sep 19, 2023",,Paperback,view,/book/show/54344974-the-metamorphosis-other-stories
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day in the Life of Ivan Denisovich,"Solzhenitsyn, Aleksandr",0141184744,9780141184746,0141184744,144        pp,3.98,"114,384","Nov 01, 1962","Nov 28, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 08, 2019","Feb 10, 2019","Sep 19, 2023",,Paperback,view,/book/show/852538.One_Day_in_the_Life_of_Ivan_Denisovich
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Either/Or: A Fragment of Life,"Kierkegaard, Søren",,,,633        pp,4.17,"9,077","Feb 20, 1843","Dec 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Dec 2019,"Dec 19, 2019","Sep 19, 2023",,Paperback,view,/book/show/24970.Either_Or
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swing Time,"Smith, Zadie",0241144159,9780241144152,0241144159,453        pp,3.56,"72,883","Nov 15, 2016","Nov 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 15, 2018","Jun 20, 2018","Sep 19, 2023",,Hardcover,view,/book/show/28390369-swing-time
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time's Arrow,"Amis, Martin",0679735720,9780679735724,0679735720,165        pp,3.76,"16,288","Sep 26, 1991",Oct 1992,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 09, 2019","Jan 11, 2019","Sep 19, 2023",,Paperback,view,/book/show/23031.Time_s_Arrow
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Basic Political Writings,"Rousseau, Jean-Jacques",0872200477,9780872200470,0872200477,227        pp,3.87,"5,415",1755,"Nov 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 15, 2018","Dec 16, 2018","Sep 19, 2023",,Paperback,view,/book/show/27785.The_Basic_Political_Writings
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leviathan,"Hobbes, Thomas",0140431950,9780140431957,B00SXDDJ40,736        pp,3.71,"47,511",1651,"Nov 19, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2018","Dec 23, 2018","Sep 19, 2023",,Paperback,view,/book/show/91953.Leviathan
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second Treatise of Government,"Locke, John",0915144867,9780915144860,0915144867,124        pp,3.78,"22,102",Dec 1689,Jun 1980,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 11, 2018","Sep 12, 2018","Sep 19, 2023",,Paperback,view,/book/show/448836.Second_Treatise_of_Government
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard Times,"Dickens, Charles",0141199563,9780141199566,0141199563,356        pp,3.54,"68,420",1854,"Jul 26, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 23, 2019","Aug 25, 2019","Sep 19, 2023",,Paperback,view,/book/show/15778981-hard-times
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Innocence,"Wharton, Edith",159308143X,9781593081430,159308143X,293        pp,3.97,"174,506",Oct 1920,"Aug 26, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 19, 2019","Sep 24, 2019","Sep 19, 2023",,Paperback,view,/book/show/53835.The_Age_of_Innocence
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Number the Stars,"Lowry, Lois*",0812492978,9780812492972,0812492978,137        pp,4.19,"567,895","Apr 24, 1989","Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2023",,Paperback,view,/book/show/9905182-number-the-stars
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Heir        (The Selection, #4)","Cass, Kiera*",,,B00MFYCZ2U,342        pp,3.64,"355,333","May 05, 2015","May 05, 2015",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,brat of the century meets worst plot ever,Notes are private!,0,9,1,"Mar 09, 2017","Mar 09, 2017","Sep 19, 2023",,Kindle Edition,view (with text),/book/show/22918050-the-heir
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Illuminations: Essays and Reflections,"Benjamin, Walter",0805202412,9780805202410,0805202412,278        pp,4.30,"11,697",1955,"Jan 13, 1969",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 19, 2019","Jan 31, 2019","Sep 19, 2023",,Paperback,view,/book/show/2725.Illuminations
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Their Eyes Were Watching God,"Hurston, Zora Neale",0061120065,9780061120060,0061120065,238        pp,3.98,"347,216",1937,"May 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2019","May 19, 2019","Sep 19, 2023",,Paperback,view,/book/show/37415.Their_Eyes_Were_Watching_God
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Till We Have Faces,"Lewis, C.S.",,,,314        pp,4.19,"70,095",1956,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,greek mythology retellings <3,Notes are private!,0,1,1,"Dec 19, 2019","Dec 19, 2019","Sep 19, 2023",,Paperback,view (with text),/book/show/8544115-till-we-have-faces
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sofia Petrovna,"Chukovskaya, Lydia",0002717417,9780002717410,0002717417,128        pp,4.03,"2,367",1965,1989,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 06, 2019","Sep 06, 2019","Sep 19, 2023",,Paperback,view,/book/show/1737026.Sofia_Petrovna
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crying of Lot 49,"Pynchon, Thomas",006091307X,9780060913076,006091307X,152        pp,3.69,"86,793",1966,"Nov 07, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,cute lil post christmas depression read for class obviously,Notes are private!,0,0,1,"Dec 26, 2019","Dec 26, 2019","Sep 18, 2023",,Paperback,view (with text),/book/show/2794.The_Crying_of_Lot_49
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightwood,"Barnes, Djuna",0571322867,9780571322862,0571322867,156        pp,3.61,"12,857",1936,2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,james joyce and thomas pynchon's love childjames joyce and thomas pynchon's love child...more,Notes are private!,0,0,1,"Jan 10, 2020","Jan 12, 2020","Sep 18, 2023",,Paperback,view (with text),/book/show/25320279-nightwood
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trial,"Kafka, Franz",0805209999,9780805209990,0805209999,276        pp,3.96,"325,673","Apr 26, 1925","May 25, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,best kafka (other than his letters),Notes are private!,0,1,1,"Jan 06, 2020","Jan 08, 2020","Sep 18, 2023",,Paperback,view (with text),/book/show/17692.The_Trial
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Portrait of the Artist as a Young Man,"Joyce, James",0199536449,9780199536443,0199536449,289        pp,3.64,"151,905","Dec 29, 1916","Jan 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 03, 2020","Jan 04, 2020","Sep 18, 2023",,Paperback,view,/book/show/3222255-a-portrait-of-the-artist-as-a-young-man
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Screw,"James, Henry",0141441356,9780141441351,0141441356,134        pp,3.39,"156,016",1898,"Sep 27, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 12, 2020","May 19, 2020","Sep 18, 2023",,Paperback,view,/book/show/10882679-the-turn-of-the-screw
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Well of Loneliness,"Hall, Radclyffe",014119183X,9780141191836,014119183X,496        pp,3.74,"16,906",1928,"Mar 31, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 18, 2019","Jan 22, 2019","Sep 18, 2023",,Paperback,view,/book/show/24874088-the-well-of-loneliness
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Drummer Girl,"le Carré, John",0143119745,9780143119746,0143119745,560        pp,3.99,"14,932",1983,"Jun 28, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,the writing in this was insane. would have enjoyed it more if i wasn't reading it for class though (maybe i'll reread it in a few years)the writing in this was insane. would have enjoyed it more if i wasn't reading it for class though (maybe i'll reread it in a few years)...more,Notes are private!,0,4,1,"Dec 10, 2019","Dec 27, 2019","Sep 18, 2023",,Paperback,view (with text),/book/show/10042271-the-little-drummer-girl
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evelina,"Burney, Frances",0141198869,9780141198866,0141198869,500        pp,3.69,"17,370",1778,May 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 04, 2019","Mar 20, 2019","Sep 18, 2023",,Paperback,view,/book/show/14800188-evelina
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atonement,"McEwan, Ian*",038572179X,9780385721790,B00A2M6OLU,351        pp,3.94,"519,716","Sep 20, 2001",Mar 2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"when i was 11, my teacher told my dad that i was testing at exceptional reading levels and i should read more challenging literature. so my dad told mwhen i was 11, my teacher told my dad that i was testing at exceptional reading levels and i should read more challenging literature. so my dad told me to read anything off his shelf and this was the book i chose.rereading this at 19 makes so much more sense....more",Notes are private!,0,5,1,"Dec 24, 2019","Dec 27, 2019","Sep 18, 2023",,Paperback,view (with text),/book/show/6867.Atonement
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Club,"Palahniuk, Chuck*",0393355942,9780393355949,0393355942,224        pp,4.19,"591,729","Aug 17, 1996","May 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2019","Jan 30, 2019","Sep 18, 2023",,Paperback,view,/book/show/36236124-fight-club
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unexpected Everything,"Matson, Morgan*",1481404547,9781481404549,1481404547,519        pp,3.99,"40,164","May 03, 2016","May 03, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"morgan matson obviously owns summer (obviously), but this wasn't anything special. pales in comparison to since you've been gone and second chance summorgan matson obviously owns summer (obviously), but this wasn't anything special. pales in comparison to since you've been gone and second chance summer, unfortunately....more",Notes are private!,0,0,1,"Jun 25, 2017","Jun 25, 2017","Sep 18, 2023",,Hardcover,view (with text),/book/show/17838528-the-unexpected-everything
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Bright Places,"Niven, Jennifer*",0385755880,9780385755887,0385755880,378        pp,4.13,"564,557","Jan 06, 2015","Jan 06, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,john green put through a shitty christmas hallmark special filter,Notes are private!,0,1,1,"Apr 28, 2017","Apr 28, 2017","Sep 18, 2023",,Hardcover,view (with text),/book/show/18460392-all-the-bright-places
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everything, Everything","Yoon, Nicola*",0553496646,9780553496642,0553496646,312        pp,3.98,"620,701","Sep 01, 2015","Sep 01, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"sometimes (this time) i feel like authors think ""wow how do i end the story?"" and then just smash some stuff down on the keyboard and go like ok that sometimes (this time) i feel like authors think ""wow how do i end the story?"" and then just smash some stuff down on the keyboard and go like ok that seems fine! but it's not fine is it? because it's just bad.the ending really took me out because like why did i spend so long reading this book thenand i bought this in hardcover as well....more",Notes are private!,0,0,1,"Mar 14, 2017","Mar 14, 2017","Sep 18, 2023",,Hardcover,view (with text),/book/show/18692431-everything-everything
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Give You the Sun,"Nelson, Jandy*",0803734964,9780803734968,0803734964,371        pp,4.16,"335,713","Sep 16, 2014","Sep 16, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“meeting your soul mate is like walking into a house you've been in before - you will recognize the furniture, the pictures on the wall, the b“meeting your soul mate is like walking into a house you've been in before - you will recognize the furniture, the pictures on the wall, the books on the shelves, the contents of drawers: you could find your way around in the dark if you had to.”some things just remind me that it is such a wonderful and happy thing to be alive. maybe it's because i read this on my 18th birthday, but this book just made me so ridiculously happy to be here, eighteen years later, despite everything. this had absolutely no elements of magical realism or fantasy, but it felt even more magical than it would have if it had been one. jandy nelson's writing is unique in the way that it's lyrical and poetic but not too much. it felt electrically charged because i could feel every word permeating my skin. it was just so genuine and heartwarming and grounded and just made my heart hurt and ache and expand in the best way. what a magical way to start my adult years. hopefully, the rest of them will feel the same way i felt while i read this book. if not: take a deep breath. feel the soles of my feet touching the ground, listen to the sound of my heartbeat. find solace and appreciation in the quiet days that feel meaningless, during long nights that feel especially lonely. it’s going to be okay....more",Notes are private!,1,49,1,"Apr 20, 2018","Apr 20, 2018","Sep 18, 2023",,Hardcover,view (with text),/book/show/20820994-i-ll-give-you-the-sun
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The One        (The Selection, #3)","Cass, Kiera*",0062060007,9780062060006,0062060007,368        pp,4.15,"686,437","May 06, 2014","May 05, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,“break my heart. break it a thousand times if you like. it was only ever yours to break anyway.”still bland but the quote above!?!?!?! oh “break my heart. break it a thousand times if you like. it was only ever yours to break anyway.”still bland but the quote above!?!?!?! oh my god ?!?!?!?!?! the angst!?!??!?!?! a broken clock is right twice a day....more,Notes are private!,1,6,1,"Mar 09, 2017","Mar 09, 2017","Sep 18, 2023",,Paperback,view (with text),/book/show/22934411-the-one
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Elite        (The Selection, #2)","Cass, Kiera*",0062059963,9780062059963,0062059963,336        pp,3.95,"770,960","Apr 23, 2013","Apr 23, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,soldiering on because i bought the entire series but it's looking bleaksoldiering on because i bought the entire series but it's looking bleak...more,Notes are private!,0,2,1,"Mar 07, 2017","Mar 07, 2017","Sep 18, 2023",,Hardcover,view (with text),/book/show/16248068-the-elite
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Selection        (The Selection, #1)","Cass, Kiera*",0062059939,9780062059932,B00BG7DY04,336        pp,4.08,"1,553,055","Apr 24, 2012","Apr 24, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this is so wildly bland (the names are just wildly bizarre though).,Notes are private!,0,2,1,"Mar 06, 2017","Mar 06, 2017","Sep 18, 2023",,Hardcover,view (with text),/book/show/10507293-the-selection
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rebel Belle        (Rebel Belle, #1)","Hawkins, Rachel*",0399256938,9780399256936,0399256938,345        pp,3.81,"41,675","Apr 08, 2014","Apr 08, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i hate useless love triangles. it's the twilight effect, and the only reason why i liked twilight is not because of the book but because of robert pati hate useless love triangles. it's the twilight effect, and the only reason why i liked twilight is not because of the book but because of robert pattinson.i know that everyone and their moms love this book but this simply was not the case for me. like i get it. harper isn't like the other girls. but do you have to tell me on every page? ...more",Notes are private!,0,0,1,"Mar 03, 2017","Mar 03, 2017","Sep 18, 2023",,Hardcover,view (with text),/book/show/8475505-rebel-belle
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Since You've Been Gone,"Matson, Morgan*",1442435003,9781442435001,1442435003,449        pp,4.08,"113,160","May 06, 2014","May 06, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this is how every young adult romance should be written. morgan matson is simply the blueprint. this was light, summery, and just put a big smile on mthis is how every young adult romance should be written. morgan matson is simply the blueprint. this was light, summery, and just put a big smile on my face after i finished. while second chance summer is still my favorite from her (i don't think any contemporary YA romance can beat that book, actually), this one just made me so happy.like i read this on the beach while stealing sips from my mom's cocktail so maybe that has a tiny bit to do with why i loved it. but actual concrete reasons include: the characters, how it wasn't cringey at all, and i just love how this is a romance novel but friendship comes first. that's something we never see in contemporary romances and !!!! just !!!!!!!!!!!...more",Notes are private!,0,6,1,"Jul 05, 2017","Jul 05, 2017","Sep 18, 2023",,Hardcover,view (with text),/book/show/18189606-since-you-ve-been-gone
