,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Дмитрий's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Понаехавшая,"Abgaryan, Narine",5170747780,9785170747788,5170747780,256        pp,3.74,879,2011,2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Забавные истории о жизни в Москве начала 90-х, проза не эмигрантская, а очень даже русская, судя по обилию мата. Не книга даже, а сборник историй для Забавные истории о жизни в Москве начала 90-х, проза не эмигрантская, а очень даже русская, судя по обилию мата. Не книга даже, а сборник историй для блога со вставками цитат для твиттера. Слушается легко, местами весело, но последняя треть книги кажется forced, как будто автор спохватилась, что ничего толком и не сказала, и решила добавить пару грустных историй. ...more",Notes are private!,0,4,1,"Apr 10, 2021","Apr 12, 2021","Apr 11, 2021",,Hardcover,view (with text),/book/show/12989156
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Говорящий сверток,"Durrell, Gerald",5080002360,9785080002366,5080002360,192        pp,4.35,819,"Apr 28, 1975",1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,Hardcover,view,/book/show/5650302
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wasted Morning,"Adameșteanu, Gabriela",0810126370,9780810126374,0810126370,400        pp,4.07,811,1983,"May 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2021",,Hardcover,view,/book/show/12954941-wasted-morning
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Жало белого города        (Трилогия Белого города, #1)","García Sáenz de Urturi, Eva",504113698X,9785041136987,504113698X,512        pp,4.28,"29,190","Apr 12, 2016",Dec 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2021",,Hardcover,view,/book/show/56083790
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Making Sense: The Glamorous Story of English Grammar,"Crystal, David",1782832300,9781782832300,B01JMBNDN8,302        pp,4.01,337,2004,"Jan 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2021",,Kindle Edition,view,/book/show/33655527-making-sense
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Москва 2042,"Voinovich, Vladimir",5699433988,9785699433988,5699433988,480        pp,3.93,"1,814",1987,2010,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Еле дочитал.,Notes are private!,0,4,1,"Feb 28, 2021","Apr 11, 2021","Feb 28, 2021",,Paperback,view (with text),/book/show/34674654-2042
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Sorghum,Mo Yan,0140168540,9780140168549,0140168540,359        pp,3.79,"7,743",May 1987,"Apr 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2021",,Paperback,view,/book/show/894154.Red_Sorghum
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fire Upon the Deep,"Vinge, Vernor",0812515285,9780812515282,0812515285,613        pp,4.14,"61,201",1992,"Feb 15, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2021",,Mass Market Paperback,view,/book/show/77711.A_Fire_Upon_the_Deep
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Меловой Человек,"Tudor, C.J.*",,9786171243316,6171243310,288        pp,3.71,"105,531",2018,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2021",,Hardcover,view,/book/show/40444983
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lexicon,"Barry, Max*",1594205388,9781594205385,1594205388,390        pp,3.91,"37,251","Jun 18, 2013","Jun 18, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Неплохой сюжет, очень живо, но книга, которая повествует о могуществе слов, написана как-то простенько и сухо.",Notes are private!,0,3,1,"Jan 24, 2022","Jan 30, 2022","Feb 25, 2021",,Hardcover,view (with text),/book/show/16158596-lexicon
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,940","Jun 30, 2020","Jun 30, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Неплохой роман, последние несколько глав читаются на одном дыхании. Мне понравилась аллюзия на ""The Yellow Wallpaper"" - образ Каталины просто воплощенНеплохой роман, последние несколько глав читаются на одном дыхании. Мне понравилась аллюзия на ""The Yellow Wallpaper"" - образ Каталины просто воплощение героини из рассказа. Да и все упоминания сказок, которые в итоге автор переворачивает с ног на голову в своем повествовании, тоже хороши. Сам сюжет не таит ничего нового, слушать было интересно, но немного монотонно, да и начало слишком затянуто....more",Notes are private!,0,8,1,"Feb 15, 2021","Mar 15, 2021","Feb 15, 2021",,Hardcover,view (with text),/book/show/53152636-mexican-gothic
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The snake,"Dagerman, Stig; Thompson",0704302411,9780704302419,0704302411,243        pp,3.63,506,1945,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2021",,Paperback,view,/book/show/1495835.The_snake
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch's Heart,"Gornichec, Genevieve*",059309994X,9780593099940,059309994X,359        pp,4.05,"49,718","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2021",,Hardcover,view,/book/show/53438195-the-witch-s-heart
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Possessed: Adventures With Russian Books and the People Who Read Them,"Batuman, Elif",0374532184,9780374532185,0374532184,296        pp,3.71,"5,518","Feb 16, 2010","Feb 16, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2021",,Paperback,view,/book/show/6763627-the-possessed
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adversary: A True Story of Monstrous Deception,"Carrère, Emmanuel",0312420609,9780312420604,0312420609,208        pp,3.99,"29,594","Jan 31, 2000","Jan 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2021",,Paperback,view,/book/show/340243.The_Adversary
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Владычица озера        (The Witcher, #5)","Sapkowski, Andrzej",5237042376,9785237042375,5237042376,512        pp,4.10,"82,098",1999,1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Я что-то не совсем понял, а что в итоге-то? Цири пойдет искать Грааль?Опять слишком много новых персонажей, возможно, их истории стоило собрать в отдеЯ что-то не совсем понял, а что в итоге-то? Цири пойдет искать Грааль?Опять слишком много новых персонажей, возможно, их истории стоило собрать в отдельный сборник, а последнюю книгу посвятить (наконец-то) главным персонажам. ...more",Notes are private!,0,5,1,"Feb 10, 2021","Feb 28, 2021","Feb 10, 2021",,Hardcover,view (with text),/book/show/4761126
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,B07VBBWN2N,378        pp,3.82,"995,800","Feb 20, 2020","Mar 19, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Уже на 100 странице я знал, кто окажется убийцей. Все plot twists и reveals кажутся чересчур уж удобными, случайными, и потому неправдоподобными и приУже на 100 странице я знал, кто окажется убийцей. Все plot twists и reveals кажутся чересчур уж удобными, случайными, и потому неправдоподобными и притянутыми за уши. Слушать всё равно интересно из-за классного каста....more",Notes are private!,0,7,1,"Feb 08, 2021","Feb 15, 2021","Feb 08, 2021",,Kindle Edition,view (with text),/book/show/49656902-the-guest-list
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lake,"Bradbury, Ray",,,,12        pp,4.16,296,"Jan 01, 1944",1944,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Красивая и поэтичная, немного сентиментальная и символичная история о детстве, жизни и смерти.",Notes are private!,0,5,1,"Feb 07, 2021","Feb 08, 2021","Feb 07, 2021",,ebook,view (with text),/book/show/18068093-the-lake
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Башня ласточки        (The Witcher, #4)","Sapkowski, Andrzej",5237012159,,5237012159,480        pp,4.22,"99,403",1997,1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Автор остался верен себе - латынь, долгие разговоры о политике и долге... но всё же это работает, даже иногда приветствуется, чтобы перевести дух. НадАвтор остался верен себе - латынь, долгие разговоры о политике и долге... но всё же это работает, даже иногда приветствуется, чтобы перевести дух. Надеюсь, финал не подведет....more",Notes are private!,0,2,1,"Feb 05, 2021","Feb 10, 2021","Feb 05, 2021",,Hardcover,view (with text),/book/show/6102341
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bobok,"Dostoevsky, Fyodor",,,B01GKGE51M,20        pp,3.54,"3,052",1873,"Jun 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2021",,Kindle Edition,view,/book/show/30639384-bobok
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The October Country,"Bradbury, Ray",0380973871,9780380973873,0380973871,334        pp,4.12,"18,787",1955,"Sep 07, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Очень неровный сборник, читая первые несколько рассказов, невольно подумал, может, мне вовсе и не нравится Рэй Брэдбери? Но несколько рассказов в сборОчень неровный сборник, читая первые несколько рассказов, невольно подумал, может, мне вовсе и не нравится Рэй Брэдбери? Но несколько рассказов в сборнике оказались на высоте. The Lake - первый рассказ, который автор писал, не пытаясь подражать другим писателям, The Emissary - в истории из страшного только последнее предложение, но тот саспенс, который автор нагнетает в течение всего рассказа превращает это предложение в бомбу, Touched with fire - странная, забавная, кровавая история, которая показывает, что любви и доброте нет места в сердцах многих людей, The Small Assassin - абсурдная история, в которой молодожены убеждены, что их новорожденный ребенок собирается их убить, Jack-in-the-Box - невероятно странная история о сыне Бога, который живет в замкнутом пространстве с матерью, потому что его отца убили животные за стенами их дома (столько отсылок религии, читать и анализировать), The Scythe - о кровавой жатве как профессии, There was an Old Woman - о женщине, которая отказалась умирать даже после смерти. Пожалуй, из этих историй получился бы сборник на все 10 звезд.P.S. Чтец (David Aaron Baker) просто потрясающий....more",Notes are private!,0,5,1,Feb 2021,"Feb 08, 2021","Feb 01, 2021",,Hardcover,view (with text),/book/show/93251.The_October_Country
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Крещение огнем        (The Witcher, #3)","Sapkowski, Andrzej",5150004022,,,480        pp,4.26,"117,819",1996,1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Эта книга мне понравилась больше предыдущей. Здесь, как мне показалось, происходит еще меньше событий, чем в ""Часе презрения"", но у автора отлично полЭта книга мне понравилась больше предыдущей. Здесь, как мне показалось, происходит еще меньше событий, чем в ""Часе презрения"", но у автора отлично получается создать убедительные образы большинства персонажей, с которыми мы встречаемся на страницах книги (а их немало!) Правда, такое обилие персонажей, исторических экскурсов, уроков генеалогии, генетики и вампирологии иногда утомляет, но по большей части читается интересно благодаря таланту автора (и переводчика).(view spoiler)[Финал истории печальный (даже Мильву автору удалось превратить в героиню, которой можно сочувствовать) и воодушевляющий (ирония судьбы, что при посвящении в рыцари Мэва нарекает его Геральтом Ривским). (hide spoiler)]Следующая книга в серии длиннее первых трех, интересно, из-за разглагольствований и политического трепа или наконец начнется экшен?...more",Notes are private!,0,2,1,"Jan 29, 2021","Feb 05, 2021","Jan 29, 2021",,Hardcover,view (with text),/book/show/4761231
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luster,"Leilani, Raven*",0374194327,9780374194321,0374194327,227        pp,3.53,"98,752","Aug 04, 2020","Aug 04, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"отстраненный и беспристрастный рассказ о женщине, которая переспала со всеми в офисе, потом нашла женатого мужика и поселилась в его доме, когда ее выотстраненный и беспристрастный рассказ о женщине, которая переспала со всеми в офисе, потом нашла женатого мужика и поселилась в его доме, когда ее выгнали с работы. Очень часто в современных романах герои не выказывают никаких эмоций - новый тренд какой-то? ...more",Notes are private!,0,4,1,"Jan 28, 2021","Jan 30, 2021","Jan 28, 2021",,Hardcover,view (with text),/book/show/51541496-luster
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galileo,"Brecht, Bertolt",0802130593,9780802130594,0802130593,155        pp,3.67,"16,525",1943,"Jan 11, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2021",,Paperback,view,/book/show/64410.Galileo
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El pájaro verde,"Valera, Juan",,,,154        pp,3.43,54,Nov 1901,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Простая история для чтения на испанском. Сказочный сюжет, изложенный довольно простым языком, читается довольно легко даже с уровнем A2-B1.",Notes are private!,0,2,1,"Jan 18, 2021","Jan 24, 2021","Jan 24, 2021",,ebook,view (with text),/book/show/40001706-el-p-jaro-verde
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Час презрения        (The Witcher, #2)","Sapkowski, Andrzej",5697001851,,,464        pp,4.16,"142,592",1995,1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Первая часть книги (Йен и Цири едут на шабаш) очень нудная, но после мятежа события вроде начинают развиваться побыстрее. Не завидую тем, кому приходиПервая часть книги (Йен и Цири едут на шабаш) очень нудная, но после мятежа события вроде начинают развиваться побыстрее. Не завидую тем, кому приходилось ждать следующей книги - столько вопросов осталось после прочтения. Мне казалось, что книга о Ведьмаке, но, видимо, это не так. Две книги подряд он находится на периферии повествования. ...more",Notes are private!,0,4,1,"Jan 23, 2021","Jan 29, 2021","Jan 23, 2021",,Hardcover,view (with text),/book/show/4760949
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Good Indians,"Jones, Stephen Graham*",1982136456,9781982136451,1982136456,305        pp,3.71,"80,548","Jul 14, 2020","Jul 14, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Очень странный хоррор-роман. Довольно высокопарный (природа мстит за нарушение традиций и неуважение к предкам) и чересчур абсурдный.,Notes are private!,0,5,1,"Jan 23, 2021","Jan 27, 2021","Jan 23, 2021",,Hardcover,view (with text),/book/show/52180399-the-only-good-indians
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lumìe di Sicilia,"Pirandello, Luigi",8835374499,9788835374497,B084ZBLLSQ,31        pp,3.43,108,1910,"Feb 18, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Один из первых рассказов, прочитанных мною на итальянском. Мне очень нравится стиль Луиджи Пиранделло, и последние несколько рассказов, которые я прочОдин из первых рассказов, прочитанных мною на итальянском. Мне очень нравится стиль Луиджи Пиранделло, и последние несколько рассказов, которые я прочитал (Ritorno иLa Verità), полны такой тоски и грусти, и иногда кажется, что написаны они русским автором. Этот рассказ, пожалуй, самый печальный. Очень интересно узнать, как сложилась жизнь девушки (надеюсь, как у Сибилы Вэйн)....more",Notes are private!,0,3,1,"Jan 21, 2021","Jan 21, 2021","Jan 21, 2021",,Kindle Edition,view (with text),/book/show/54337707-lum-e-di-sicilia
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Кровь эльфов        (The Witcher, #1)","Sapkowski, Andrzej",5237012345,,,480        pp,4.10,"206,197",1994,1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Не самое сильное начало для саги, приключений маловато, всё больше разговоры, рассказы, иногда кажется, что читаешь учебник по истории или политическоНе самое сильное начало для саги, приключений маловато, всё больше разговоры, рассказы, иногда кажется, что читаешь учебник по истории или политической географии. Было интересно прочитать о том, как развивались отношения Цири и Йэннифэр, но все шутки, видимо, остались в предыдущем сборнике. (Хотя письмо Йен Ведьмаку с обращением ""Мой дорогой друг"" мне показалось забавным).Сам мир предстает как живой, главный конфликт очень интересен, надо читать дальше. ...more",Notes are private!,0,4,1,"Jan 15, 2021","Jan 23, 2021","Jan 15, 2021",,Hardcover,view (with text),/book/show/4761087
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behind the Curtains,"Martín Gaite, Carmen",0231068883,9780231068888,0231068883,279        pp,3.68,"3,581",1957,"Oct 15, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2021",,Hardcover,view,/book/show/152650.Behind_the_Curtains
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,660","Sep 24, 2019","Sep 24, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Начало на все 5 звезд, но потом что-то не заладилось. После смерти отца всё в книге пошло наперекосяк. Не верится, что царек недвижимости Сирил не остНачало на все 5 звезд, но потом что-то не заладилось. После смерти отца всё в книге пошло наперекосяк. Не верится, что царек недвижимости Сирил не оставил распоряжений на случай смерти (учитывая, что его лучший друг - крутой адвокат, а здоровье у Сирила так себе) и оставил детей не только сиротами, но и бездомными. Не верится, когда автор пытается сделать из их мать святую, когда мы знаем, что она просто убогая. А еще не верится, что через каждые две страницы герои стареют лет на 15, при этом нисколько не меняясь. Не Dutch house, а Puppet show какое-то. Но написано красиво и плавно, а Том Хэнкс читает на отлично....more",Notes are private!,0,6,1,"Jan 10, 2021","Jan 15, 2021","Jan 10, 2021",,Hardcover,view (with text),/book/show/44318414-the-dutch-house
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Геральдический туман,"Лесков, Николай Семёнович",,,B00LJ0RWB0,26        pp,3.00,2,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Лесков в своем стиле пишет о происхождении дворянских фамилий и потешается над человеческой непоследовательностью в вопросах статуса.,Notes are private!,0,2,1,"Jan 06, 2021","Jan 06, 2021","Jan 06, 2021",,Kindle Edition,view (with text),/book/show/42461944
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will and Testament,"Hjorth, Vigdis",,9781788733106,178873310X,336        pp,3.90,"16,041",2016,"Sep 10, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Жесть какая-то,Notes are private!,0,2,1,Jan 2021,"Jan 09, 2021","Jan 01, 2021",,Paperback,view (with text),/book/show/44003688-will-and-testament
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",1984856022,9781984856029,1984856022,410        pp,4.54,"18,700","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2021",,Hardcover,view,/book/show/55290026-a-swim-in-a-pond-in-the-rain
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mystery of Mrs. Christie,"Benedict, Marie*",1492682721,9781492682721,1492682721,272        pp,3.73,"40,385","Dec 29, 2020","Dec 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2020",,Hardcover,view,/book/show/54221749-the-mystery-of-mrs-christie
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Our Yesterdays,"Ginzburg, Natalia",1559700262,9781559700269,1559700262,300        pp,3.99,"3,358",1952,"Oct 18, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2020",,Paperback,view,/book/show/71165.All_Our_Yesterdays
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Virtues,"Ginzburg, Natalia",1559700289,9781559700283,1559700289,110        pp,4.10,"7,542",1962,"Oct 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2020",,Paperback,view,/book/show/71155.The_Little_Virtues
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пармская обитель,Stendhal,538908683X,9785389086838,538908683X,576        pp,3.80,"18,172",Mar 1839,2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Такое интересное начало (не зря им вдохновился Толстой при описании войны в ""Войне и Мире""), но дальше очень-очень скучно. Концовка неожиданно жестокаТакое интересное начало (не зря им вдохновился Толстой при описании войны в ""Войне и Мире""), но дальше очень-очень скучно. Концовка неожиданно жестокая, словно ушат холодной воды. ...more",Notes are private!,0,4,1,"Dec 29, 2020","Jan 06, 2021","Dec 29, 2020",,Hardcover,view (with text),/book/show/35388917
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Darius the Great Is Not Okay        (Darius the Great, #1)","Khorram, Adib*",,,,320        pp,4.25,"33,036","Aug 28, 2018","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2020",,Kindle Edition,view,/book/show/39083865-darius-the-great-is-not-okay
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Florios of Sicily,"Auci, Stefania",0062931679,9780062931672,0062931679,304        pp,3.97,"14,180","May 06, 2019","Apr 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2020",,Hardcover,view,/book/show/49950447-the-florios-of-sicily
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oxygen,"Naspini, Sacha",160945667X,9781609456672,B0CK55TM5R,208        pp,3.76,446,Sep 2019,"May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2020",,Kindle Edition,view,/book/show/55405374-oxygen
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brotherhood,"Mbougar Sarr, Mohamed",1609456734,9781609456733,B0CKTZG1PK,233        pp,4.06,419,"Dec 23, 2014","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2020",,Kindle Edition,view,/book/show/55411344-brotherhood
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",0618101365,9780618101368,0618101365,198        pp,4.17,"193,357","Apr 20, 1999","Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Interpreter of Maladies - самый интересный рассказ из сборника.,Notes are private!,0,3,1,"Dec 27, 2020",Jan 2021,"Dec 27, 2020",,Hardcover,view (with text),/book/show/5439.Interpreter_of_Maladies
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Звезда Соломона,"Kuprin, Aleksandr",,,B00KHRY0NE,114        pp,3.99,200,1917,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Любопытная повесть о дьявольском везении. Особенно мне понравилась первая половина - так атмосферно и готично, в лучших традициях новелл о сверхъестесЛюбопытная повесть о дьявольском везении. Особенно мне понравилась первая половина - так атмосферно и готично, в лучших традициях новелл о сверхъестественном. ...more",Notes are private!,0,2,1,"Dec 26, 2020","Dec 29, 2020","Dec 26, 2020",,Kindle Edition,view (with text),/book/show/23871447
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Жидкое солнце,"Kuprin, Aleksandr",,,B00LJ0RS3M,75        pp,3.43,14,unknown,"Jul 03, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Похоже на Жюля Верна и научно-фантастические романы Артура Конана Дойла.,Notes are private!,0,1,1,"Dec 26, 2020","Dec 26, 2020","Dec 26, 2020",,Kindle Edition,view (with text),/book/show/30933932
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Bad Man,"July, Miranda*",1442380691,9781442380691,,unknown,3.64,"28,665","Jan 13, 2015","Jan 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2020",,Audiobook,view,/book/show/22609074-the-first-bad-man
