,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bookmarks Magazine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Colossus: Hoover Dam and the Making of the American Century,"Hiltzik, Michael A.",1416532161,9781416532163,1416532161,496        pp,3.88,"1,025","May 20, 2010","Jun 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fittingly, noted the San Francisco Chronicle, the history of Hoover Dam is ""just as roiling and dirty as the silt-laden Colorado."" Critics felt that wFittingly, noted the San Francisco Chronicle, the history of Hoover Dam is ""just as roiling and dirty as the silt-laden Colorado."" Critics felt that what could have been a dry, technical story of the creation of the dam became, in Hiltzik's hands, a fascinating social, political, and labor history. Although Hiltzik spares readers few engineering details, he also looks closely at key political compromises and issues and captures the colorful personalities of the main players. He also offers new insight into the tragic worker deaths. A few ers commented that the book doesn't live up to the promise of its subtitle; that quibble notwithstanding, Hoover Dam is a standout popular history. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7889380-colossus
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Passage        (The Passage, #1)","Cronin, Justin*",0345504968,9780345504968,0345504968,784        pp,4.04,"211,985","Jun 08, 2010","Jun 08, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What's not to like? was the general consensus among ers, who found Cronin's massive tome excessively entertaining. In a startling departure fromWhat's not to like? was the general consensus among ers, who found Cronin's massive tome excessively entertaining. In a startling departure from his earlier work, Cronin has crafted an apocalyptic thrill ride filled with fantastic action sequences and brilliant characterizations. And the writing is memorable as well; the Onion AV Club noted that, ""[w]hole sections of The Passage could be plucked out of the book and inserted into a Best New Horror anthology."" Ultimately, The Passage is certain to keep readers enthralled and excited for the next installment--an amazing feat, considering the novel's length. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,4,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/6690798-the-passage
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Oath        (Nathaniel Cade, #1)","Farnsworth, Christopher*",0399156356,9780399156359,0399156356,390        pp,3.93,"8,548","May 18, 2010","May 18, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Since the undead seem to be turning up in every conceivable medium (TV, books, film) and genre (Pride and Prejudice and Zombies or Abraham Lincoln: VaSince the undead seem to be turning up in every conceivable medium (TV, books, film) and genre (Pride and Prejudice and Zombies or Abraham Lincoln: Vampire Hunter, anyone?), critics were not exactly surprised to see a novel about ""the President's vampire."" But overall they felt that Farnsworth handles his material with flair. A common compliment and complaint was that the book reads like a screenplay, which is no surprise, given Farnsworth's background. But even those critics who griped about the occasional movie clich...more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/6662410-blood-oath
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shallows: What the Internet is Doing to Our Brains,"Carr, Nicholas*",0393072223,9780393072228,0393072223,276        pp,3.89,"29,972","Jun 07, 2010","Jun 07, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the major issues dividing the critics was whether Carr's claim that the Internet has shortchanged our brain power is, essentially, correct. ManOne of the major issues dividing the critics was whether Carr's claim that the Internet has shortchanged our brain power is, essentially, correct. Many bought into his argument about the neurological effects of the Internet, but the more expert among them (Jonah Lehrer, for one) cited scientific evidence that such technologies actually benefit the mind. Still, as Lehrer, in the New York Times Book Review, points out, Carr is no Luddite, and he fully recognizes the usefulness of the Internet. Other criticism was more trivial, such as the value of Carr's historical and cultural digressions--from Plato to HAL. In the end, Carr offers a thought-provoking investigation into our relationship with technology--even if he offers no easy answers. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/6966823-the-shallows
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strip,"Perry, Thomas*",0151015228,9780151015221,0151015228,344        pp,3.79,"3,123",2010,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Many critics commented that the plethora of characters and subplots might have undermined Strip's power, but they all agreed that Perry's talent in weMany critics commented that the plethora of characters and subplots might have undermined Strip's power, but they all agreed that Perry's talent in weaving together seemingly loose strands makes the book an unqualified success. The intriguing, action-oriented characters--each with his or her own agenda--captivated ers, some of whom ended up rooting for even the bad guys. ""The wonderful characters keep on coming,"" noted the New York Times Book Review. Although they start off as ""familiar types ... once Perry lets them loose, they refuse to go back in the box."" The action is packed, and the denouement is a small masterpiece. What more could readers want? This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7024516-strip
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Cold the River,"Koryta, Michael*",0316053635,9780316053631,0316053635,503        pp,3.56,"7,530",2010,"Jun 09, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Up to now, Michael Koryta has quite successfully produced crime fiction. So a supernatural thriller might strike some as a bit off the beaten path (acUp to now, Michael Koryta has quite successfully produced crime fiction. So a supernatural thriller might strike some as a bit off the beaten path (according to Koryta, the book was originally a novella that transformed itself into a longish novel, and he leaves room at the end for a reprise). So Cold the River is game in the attempt: critics make the inevitable comparisons to Stephen King (particularly The Shining, since much of Koryta's novel takes place in a creepy Indiana resort hotel), which can only be good news for the author. Still, the book's pacing is uneven, and Koryta ""never makes the leap from curiosity to gripping page-turner"" (Onion AV Club). But keep an eye on the author, whose two novels set for next year will continue to trace the arc of a promising young writer. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7047432-so-cold-the-river
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Did You Get This Number: Essays,"Crosley, Sloane*",1594487596,9781594487590,1594487596,274        pp,3.52,"12,832","Jun 15, 2010","Jun 15, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No doubt about it, Crosley is funny. A Thurber Award finalist, Crosley earned her stripes as a comic writer and a keen observer of the sometimes absurNo doubt about it, Crosley is funny. A Thurber Award finalist, Crosley earned her stripes as a comic writer and a keen observer of the sometimes absurd in life in her debut collection, I Was Told There'd Be Cake (an HBO series based on the essays may be in the works). Despite a few overlong pieces and an occasional dud, Crosley avoids the sophomore slump in her new collection, offering wry--and often downright hilarious--takes on all kinds of experiences. What about Crosley's writing continues to appeal to a wide audience, despite the seemingly narrow scope of her adventures? ""Crosley is a kind of anti-adult, refusing to buckle down,"" notes the Boston Globe, ""refusing to accept the way of the world, refusing to stop her bold mockery, from which she herself is not exempt."" This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7091863-how-did-you-get-this-number
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Faithful Place        (Dublin Murder Squad, #3)","French, Tana*",0670021873,9780670021871,0670021873,400        pp,3.99,"120,862","Jul 13, 2010","Jul 13, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As in her previous crime novels, French explores love, loss, and the powerful sway of memory in modern-day Dublin. Critics diverged, however, on aspecAs in her previous crime novels, French explores love, loss, and the powerful sway of memory in modern-day Dublin. Critics diverged, however, on aspects of Faithful Place. A few thought it French's best to date, with its deft portrayal of sibling rivalry, class conflicts, memories of romance and violence, and, not least of all, her sharp portrait of the ""new Ireland."" Others, however, commented that Faithful Place was more a psychological and emotional thriller than a detective story. But all praised the novel's deep characterizations and unpredictable twists and turns--and look forward to French's next offering. After all, notes the New York Times Book Review, ""Tana French's mysteries are like big old trees: the deeper their roots, the more luxurious the foliage they wave in your face."" This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7093952-faithful-place
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Under Heaven        (Under Heaven, #1)","Kay, Guy Gavriel*",0451463307,9780451463302,0451463307,573        pp,4.17,"15,502","Apr 27, 2010","Apr 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a lush and expansive world Kay has created here, wrote the critic from the SF Review. Indeed, most critics were quite in awe of Under Heaven, an What a lush and expansive world Kay has created here, wrote the critic from the SF Review. Indeed, most critics were quite in awe of Under Heaven, an ambitious undertaking that proved almost impossible to put down. With its unparalleled character development and marvelous storyline, Kay's latest is sure to appeal to lovers of historical fiction and fantasy fiction, as well as to readers who never thought they'd pick up a fantasy novel. There were a few quibbles: one er felt that secondary characters were occasionally lost in the crowd. Well, that's just part of life in the world of thick, world-building fiction. Under Heaven is a strong entry in that category. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7113498-under-heaven
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucy,"Gonzales, Laurence*",0307272605,9780307272607,0307272605,320        pp,3.50,"2,451","Jul 13, 2010","Jul 13, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some of the characters in Lucy view the genetically engineered protagonist as likable, interesting, and genuinely ""human."" Others view her as a soulleSome of the characters in Lucy view the genetically engineered protagonist as likable, interesting, and genuinely ""human."" Others view her as a soulless hybrid. Critics were similarly divided on Gonzales' novel, though they generally recommended it. Every  cited the book's resemblance to Frankenstein and the works of Michael Crichton, and a few even felt that Gonzales was ready to occupy the late science fiction author's empty niche in the ecology of contemporary letters. The New York Times, however, in the minority, saw Lucy as a cheap and implausible imitation of these evolutionary predecessors. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7248772-lucy
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kraken,"Miéville, China*",034549749X,9780345497499,034549749X,509        pp,3.62,"26,797",2010,"Jun 29, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hailed as ""a truly delirious ride"" by SF Reviews.net, MiHailed as ""a truly delirious ride"" by SF Reviews.net, Mi...more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/6931246-kraken
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eastern Stars: How Baseball Changed the Dominican Town of San Pedro de Macoris,"Kurlansky, Mark",1594487502,9781594487507,1594487502,288        pp,3.17,406,2010,"Apr 15, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Named after San Pedro's home team, Estrellas Orientales, The Eastern Stars hit a home run with some critics and struck out with others. Kurlansky tackNamed after San Pedro's home team, Estrellas Orientales, The Eastern Stars hit a home run with some critics and struck out with others. Kurlansky tackles his subject capably, explaining key baseball terms and concepts for readers unfamiliar with the game, but he doesn't write with the passion and determined focus of a sportswriter. Critics who panned The Eastern Stars cited Kurlansky's failure to humanize his story as well as a few holes in his own understanding of the game. However, as the study of a troubled, economically depressed community, Kurlansky's book fares better. Based on solid research and framed in simple, forthright prose, his reflections on history, culture, religion, and racial relations--oh, and baseball--charmed critics who didn't necessarily have their hearts set on a baseball book. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7527695-the-eastern-stars
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zoo Story: Life in the Garden of Captives,"French, Thomas",1401323464,9781401323462,1401323464,288        pp,3.99,"3,143","Jul 06, 2010","Jul 06, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"French knows the Lowry Park Zoo story better than anyone else, and his writing on the subject is engaging and instructive, particularly when he descriFrench knows the Lowry Park Zoo story better than anyone else, and his writing on the subject is engaging and instructive, particularly when he describes the behind-the-scenes politics that determines what 175 million Americans see every year on their visits. French adroitly mixes the sordid details of Lowry Park with a ""big-picture"" approach, avoiding the finger-pointing and polemic that so often accompanies discussions of zoos. The most difficult thing about reading Zoo Story is coming to terms with some hard truths about wildlife conservation--for example, are possible solutions worse than the problem? ""All zoos, even the most enlightened,"" French points out, ""are built upon an idea both beguiling and repellent--the notion that we seek out the wildness of the world and behold its beauty, but that we must first contain that wildness."" This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7556318-zoo-story
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Short Second Life of Bree Tanner        (The Twilight Saga, #3.5)","Meyer, Stephenie",031612558X,9780316125581,031612558X,178        pp,3.51,"222,093","Jun 01, 2009","Jun 05, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even diehard fans of the Twilight Saga may wish to skip this one. Although Meyer adds some nice touches--the narrator is herself a vampire, for examplEven diehard fans of the Twilight Saga may wish to skip this one. Although Meyer adds some nice touches--the narrator is herself a vampire, for example--critics had few positive things to say about Bree's life story. ""Intelligent and gifted, Bella, Jacob and Edward are intrinsically glamorous to readers,"" Salon notes. ""But Bree is PVT (poor vampire trash) and she knows it."" While Bree could have been interesting, she's less than the ""wild, amoral, bloodthirsty teen protagonist"" (Guardian) critics hoped to see; clunky prose and dialogue don't help. Still, the Washington Post speaks for many readers: ""The satisfaction of Twilight novels cannot be measured by such terms as ...more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7937462-the-short-second-life-of-bree-tanner
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Globish: How the English Language Became the World's Language,"McCrum, Robert",0393062554,9780393062557,0393062554,331        pp,3.27,610,"May 01, 2010","May 24, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reviewers were charmed by Globish in much the same manner as McCrum is charmed by English. They found his book expansive yet incisive, erudite yet accReviewers were charmed by Globish in much the same manner as McCrum is charmed by English. They found his book expansive yet incisive, erudite yet accessible, powerful yet disarmingly cheerful, if somewhat uneven when charting the history of English through the centuries. But few critics actually accepted the book's putative argument: that English is becoming Globish and that Globish will be the language of the world. Many ers noted that McCrum's definition of ""Globish"" is flexible at best, and a few seemed exasperated by McCrum's failure to examine critically the consequences of a dominant global tongue. Read Globish for its ruminations, facts, and anecdotes--but not for its conclusions. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7954209-globish
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brilliant: The Evolution of Artificial Light,"Brox, Jane",0547055277,9780547055275,0547055277,360        pp,3.76,536,unknown,"Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brox's intriguing blend of science, cultural analysis, and social history drew diverse reactions from critics. While the Boston Globe and the WashingtBrox's intriguing blend of science, cultural analysis, and social history drew diverse reactions from critics. While the Boston Globe and the Washington Post would have preferred a tightened focus on technology, others applauded her ability to illuminate the relationships between and interdependence of culture, politics, economics, and science. Brox may not be an authority on such matters, but whatever she lacks in expertise, she makes up in enthusiasm and rigorous research. Her elegant writing, engaging characterizations, succinct technical explanations, and vivid evocations of a darkened nighttime world that no longer exists compensate for a meandering narrative and some debatable conclusions. Readers may never look at their bedside lamps in the same way again. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/8147489-brilliant
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spies of the Balkans        (Night Soldiers, #11)","Furst, Alan",1400066034,9781400066032,1400066034,268        pp,3.92,"6,114","Jun 15, 2010","Jun 15, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Spies of the Balkans is a cut above the usual espionage fare; it excels in plot, character, and atmosphere--an unusual combination for the genre. ZannSpies of the Balkans is a cut above the usual espionage fare; it excels in plot, character, and atmosphere--an unusual combination for the genre. Zannis, a younger prototype of characters seen in Furst's previous novels, especially captivated critics, as did the author's ""Furstland,"" ""a twilight realm of people on the run--refugees, Jews, leftists and others out of political favor"" (Denver Post). Richly researched, the novel offers a compelling portrait of wartime, with few clich...more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7440139-spies-of-the-balkans
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deep Creek,"Hand, Dana*",0547237480,9780547237480,0547237480,320        pp,3.82,"1,127","Jan 01, 2010","Feb 10, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fascinating account that's equally effective as mystery, Western history and character study (Las Vegas Review-Journal), this gripping, complex noveA fascinating account that's equally effective as mystery, Western history and character study (Las Vegas Review-Journal), this gripping, complex novel captivated the critics with its moving story, engaging characters, and stark, evocative writing. Building a novel around actual events can be tricky, but these first-time novelists carry it off with aplomb, seamlessly interweaving fact and fiction to fill in the historical gaps. Howarth and Matthews paint a vivid, visceral portrait of the Old West, bringing to life America's enduring struggles with diversity and racial tension. The Oregonian alone voiced complaints, including an objection to liberties taken with real-life characters. Nonetheless, most critics agreed that ""fans of Northwest history, Westerns and mysteries will find much to like in this tale"" (Seattle Times). This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/6688453-deep-creek
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lovers,"Vida, Vendela",0060828390,9780060828394,0060828390,240        pp,3.22,"1,850",2010,"Jun 22, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vida's loosely arranged trilogy on ""women in crisis"" ends, perhaps aptly, with The Lovers, about an older, vulnerable woman coming to grips with her hVida's loosely arranged trilogy on ""women in crisis"" ends, perhaps aptly, with The Lovers, about an older, vulnerable woman coming to grips with her husband's death and her strained relationship with her children. Most ers cited Yvonne as a compelling, moving protagonist dealing with grief, betrayal, and life's ups and downs and praised Vida's spare, cinematic storytelling. The Onion AV Club provided the only major dissent, claiming that in its attempt at profundity, the novel instead delves into ambiguity and aimlessness. Most readers, however, will find much to enjoy in this subtle and haunting work. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/6920816-the-lovers
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Peanut,"Ross, Adam*",030727070X,9780307270702,030727070X,335        pp,3.25,"5,420","Jan 01, 2010","Jun 22, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite an extensive, prepublication marketing blitz, critics were largely unimpressed with Ross's debut novel. Most cited a convoluted plot and, worsDespite an extensive, prepublication marketing blitz, critics were largely unimpressed with Ross's debut novel. Most cited a convoluted plot and, worst of all, inadequate research. ""Adam Ross, it's clear, doesn't know the first thing about murder investigations,"" noted Entertainment Weekly. A few were simply put off by the three men and their excessively dark views on marriage. Despite these critiques, several ers believed the author shows great promise, with the New York Times likening Ross to a ""sorcerer with words."" Although Mr. Peanut displays too many flaws to recommend, it will be interesting to see how the author's career evolves. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/6893663-mr-peanut
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walks with Men,"Beattie, Ann",1439168695,9781439168691,1439168695,111        pp,2.73,"1,805",2010,"Jun 08, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A hybrid of the minimalist style she pioneered forty years ago and the more evocative stories she has produced more recently, Beattie's new novella drA hybrid of the minimalist style she pioneered forty years ago and the more evocative stories she has produced more recently, Beattie's new novella drew mixed s. Detractors panned the detached, camera-like record of events, claiming that the lack of depth rendered her characters passive and prevented readers from empathizing with them. On the other hand, the Miami Herald praised Beattie for ""kick[ing] away all the scaffolding of psychobabble and pathography and let[ting] the story tell itself."" Admirers also praised her sharp sense of humor and ""amazing gift for presenting a complete story in out-of-sequence fragments"" (Miami Herald). Walks With Men, though flawed, will entice readers with its haunting tribute to the naivete of youth. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Paperback,view (with text),/book/show/7881147-walks-with-men
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Particular Sadness of Lemon Cake,"Bender, Aimee*",0385501129,9780385501125,0385501129,292        pp,3.24,"65,983","Jun 01, 2010","Jun 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Surprisingly, only a couple of critics mentioned that The Particular Sadness of Lemon Cake is a derivative of Like Water for Chocolate, though Bender Surprisingly, only a couple of critics mentioned that The Particular Sadness of Lemon Cake is a derivative of Like Water for Chocolate, though Bender reverses Laura Esquivel's premise. But even those who noted the similarity praised Bender's original take on love, sorrow, and relationships and her surreal, sumptuous writing, particularly in her descriptions of food (only one critic faulted some awkward prose). Still, the novel garnered mixed s. Some critics disliked Rose's brother's characterization and the novel's lack of emotional tension, despite its plot. And many felt that the second half of the novel lacked direction and failed to take the fairy-tale elements to a deeper level. Readers willing to suspend their disbelief, however, will find much to enjoy here. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7048800-the-particular-sadness-of-lemon-cake
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nobodies Album,"Parkhurst, Carolyn*",0385527691,9780385527699,0385527691,320        pp,3.63,"3,111","Jan 01, 2010","Jun 15, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Carolyn Parkhurst is well known for her original storylines, and The Nobodies Album, with its quirky plot, frequent inclusion of novel excerpts, and lCarolyn Parkhurst is well known for her original storylines, and The Nobodies Album, with its quirky plot, frequent inclusion of novel excerpts, and literary self-allusions, continues that tradition. As a murder mystery, The Nobodies Album may not appeal to conventional suspense readers. But as a family drama, Parkhurst's novel offers a compelling look at the effects of grief and the healing power of redemption. Although a few ers criticized the multiple coincidences and literary chicanery, most heralded Parkhurst's latest as worthy read, one deserving of a large, appreciative audience. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7099280-the-nobodies-album
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thousand Autumns of Jacob de Zoet,"Mitchell, David",1400065453,9781400065455,1400065453,479        pp,4.02,"64,197","May 13, 2010","Jun 29, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite some complaints of theatrical plot twists, unwieldy exposition, and weak characters, most critics enjoyed Mitchell's latest novel, a fairly coDespite some complaints of theatrical plot twists, unwieldy exposition, and weak characters, most critics enjoyed Mitchell's latest novel, a fairly conventional page-turner that represents quite a detour from his earlier adventures in style and form. Once the action-packed plot hits its stride, Mitchell's sizzling prose and keen eye for detail plunge readers into the fascinating world of feudal Japan. However, The Thousand Autumns of Jacob De Zoet surpasses the typical historical thriller through its vivid, incisive explorations of the tensions between East and West--hegemony versus freedom; conformity versus independence; religion and superstition versus science--illuminating the best and worst of both cultures. Hailed as ""a first-rate historical novel"" (Cleveland Plain Dealer), this classic, old-fashioned adventure tale will appeal to readers of all inclinations. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7141642-the-thousand-autumns-of-jacob-de-zoet
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Work Song        (Morrie Morgan #2),"Doig, Ivan",1594487626,9781594487620,1594487626,288        pp,3.85,"3,737","Jan 01, 2010","Jun 29, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every once in a while, critics are so divided on their opinion of a novel as to leave readers scratching their heads in bewilderment. Witness Work SonEvery once in a while, critics are so divided on their opinion of a novel as to leave readers scratching their heads in bewilderment. Witness Work Song. Sure, its plot is a little thin, and it's ""history lite."" Yet most critics praise Doig, a veteran writer of the West, for his ability to weave a story out of the familiar Montana countryside--or his panoramic, loving portrayal of those landscapes--and they explain Doig's hold on readers as the result of an avuncular blend of history and nostalgia. On the other hand, respected literary critic Jonathan Yardley has written thousands of s, few of them--by his own admission--so scathing and pointedly negative as his response to Work Song. One wonders at the gulf between ""subtly thought-provoking"" (Los Angeles Times) and ""world-class dud"" (Washington Post). This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7167918-work-song
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",0307592839,9780307592835,0307592839,274        pp,3.69,"226,781","Jun 08, 2010","Jun 08, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Critics loved Egan's newest novel, describing it as ""audacious"" and ""extraordinary"" (Philadelphia Inquirer). In the hands of a less-gifted writer, EgaCritics loved Egan's newest novel, describing it as ""audacious"" and ""extraordinary"" (Philadelphia Inquirer). In the hands of a less-gifted writer, Egans's time-hopping narrative, unorthodox format, and motley cast of characters might have failed spectacularly. But it works here, primarily because each person shines within his or her individual chapter that offers a distinct voice and a fascinating backstory. A few ers mentioned the uneven nature of the chapters and the different stylistic experiments within them. Yet, hailed as ""a frequently dazzling piece of layer-cake metafiction"" (Entertainment Weekly), A Visit from the Goon Squad is a gutsy novel that succeeds on all levels. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Aug 22, 2010",,Hardcover,view (with text),/book/show/7331435-a-visit-from-the-goon-squad
