,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lisa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fraternity: Stories,"Nugent, Benjamin*",0374158606,9780374158606,0374158606,145        pp,3.56,574,"Jul 07, 2020","Jul 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Short stories revolving around—you got it—a set of fraternity brothers (and some sorority sisters) at UMass. It wasn't as one-note as that sounds, andShort stories revolving around—you got it—a set of fraternity brothers (and some sorority sisters) at UMass. It wasn't as one-note as that sounds, and there's some good offbeat POVs and more than a few surprises, but people's enjoyment of this one will probably have a lot to do with how much they can tolerate the setting/milieu. I liked it well enough, but it didn't knock me out....more",Notes are private!,0,0,1,"Oct 03, 2020","Oct 04, 2020","Oct 04, 2020",,Hardcover,view (with text),/book/show/51542098-fraternity
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Registry of My Passage upon the Earth: Stories,"Mason, Daniel*",0316477613,9780316477611,B07XCSQL99,226        pp,3.71,"1,402","May 05, 2020","May 05, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just loved this collection—it had a very cabinet-of-curiosities feel, and the author's curiosity was palpable. The stories were mostly set in the 19I just loved this collection—it had a very cabinet-of-curiosities feel, and the author's curiosity was palpable. The stories were mostly set in the 19th century, with a couple before and after, and one contemporary piece that had enough echoes of the past not to feel out of place—all of them about some aspect of science, medicine, psychology. I'm sad to see it didn't get more attention, though maybe the subject matter is especially offbeat these days, when close first-person contemporary short stories really dominate the market. It reminded me a bit of Karen Russell's Orange World, where you could see a trail of breadcrumbs in each story to her ""what if?"" idea, and her enthusiasm for it. Fans of Andrea Barrett, I think you'd like this....more",Notes are private!,0,1,1,"Sep 29, 2020","Oct 03, 2020","Sep 29, 2020",,Kindle Edition,view (with text),/book/show/49148828-a-registry-of-my-passage-upon-the-earth
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daddy,"Cline, Emma",,,B085XK84N4,288        pp,3.31,"10,221","Jun 29, 2021","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a good collection if you're in the mood for stories of people misbehaving, testing boundaries, and making poor choices, with (predictably) badThis is a good collection if you're in the mood for stories of people misbehaving, testing boundaries, and making poor choices, with (predictably) bad results. For all that it takes on some engagingly uncomfortable stories, it feels pretty conventional—but very well done, and it goes down like a box of guilty bon-bons....more",Notes are private!,0,0,1,"Sep 26, 2020","Oct 07, 2020","Sep 25, 2020",,Kindle Edition,view (with text),/book/show/53741231-daddy
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Creative Types and Other Stories,"Bissell, Tom",1524749168,9781524749163,B0841P3N56,224        pp,3.36,320,"Mar 23, 2021","Oct 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one was kinda grim. I don't mean to penalize the book for doing what it was trying to do, which was—in my eyes, at least—exploring different variThis one was kinda grim. I don't mean to penalize the book for doing what it was trying to do, which was—in my eyes, at least—exploring different varieties of discomfort. There are 100 names for love, or whatever, so why shouldn't a collection of stories look at all the ways you can want to leave the room, look away, yank someone out of a spiraling situation, or just flinch? From aggressively provocative new spouses to now-grown high school bullies to an awkward threesome to literal torture, Bissell knows how to set a scene to make a reader uncomfortable. And I was, throughout. The writing is good, the scenarios are imaginative, and often the stories' payoffs are interesting—I didn't put the book down, which speaks to all of the above. But man, I definitely thought about it a few times—this is not a collection that cuts the reader any slack....more",Notes are private!,0,1,1,"Sep 23, 2020","Sep 25, 2020","Sep 24, 2020",,Kindle Edition,view (with text),/book/show/54830430-creative-types-and-other-stories
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Likes,"Bynum, Sarah Shun-lien",0374191948,9780374191948,0374191948,240        pp,3.64,754,"Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These are lovely, well plotted and well told human-scale stories, all of them with little kernels of hard truths at their centers to be discovered. PaThese are lovely, well plotted and well told human-scale stories, all of them with little kernels of hard truths at their centers to be discovered. Pacing varies, but not a true dud in the bunch....more",Notes are private!,0,3,1,"Sep 21, 2020","Sep 23, 2020","Sep 22, 2020",,Hardcover,view (with text),/book/show/50403506-likes
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If I Had Two Wings,"Kenan, Randall",1324005467,9781324005469,1324005467,224        pp,3.85,838,"Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kenan cheerfully inflicts a variety of visitations on his characters, from rock stars to Howard Hughes, the ability to perform miracles, old flames, aKenan cheerfully inflicts a variety of visitations on his characters, from rock stars to Howard Hughes, the ability to perform miracles, old flames, and the ghosts of escaped slaves and boar hogs. His characters are bemused by these happenings but never quite lose their equanimity—a byproduct of faith, maybe, or a grounding in home, both of which most of them have to some extent or another, and the story titles echo spirituals and folk songs. Kenan's fictional town of Tims Creek, NC, reminds me of Edward P. Jones's familiarity with Washington, DC, though without Jones's grit or urgency. This is an agreeable, kindly collection with a little otherworldliness dogging it; the writing and dialogue are lovely and go down easy. I was very sorry to hear he died in September—he's someone I would have gladly read more of as he kept writing, and I'll probably go back and check out his earlier work....more",Notes are private!,0,3,1,"Sep 19, 2020","Sep 21, 2020","Sep 19, 2020",,Hardcover,view (with text),/book/show/53122429-if-i-had-two-wings
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mannequin and Wife,"Fawkes, Jen*",0807173916,9780807173916,0807173916,210        pp,4.50,42,"Sep 02, 2020","Sep 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very good debut collection—dark and offbeat, skewing heavily toward contemporary explorations of myths, fairy tales, and sideshows, and their real-lifVery good debut collection—dark and offbeat, skewing heavily toward contemporary explorations of myths, fairy tales, and sideshows, and their real-life counterparts: parental abuse, neglect, and estrangement; illness; violence. But for all that, this doesn't feel oppressive—Fawkes's characters all have a weird hopeful streak, whether a happy ending is theirs for the taking or, more commonly, not. There's an impulse toward the quirky that sometimes intrudes on otherwise solid yarn-spinning, but still it's an interesting and worthwhile collection overall....more",Notes are private!,0,2,1,"Sep 16, 2020","Sep 19, 2020","Sep 19, 2020",,Paperback,view (with text),/book/show/53232667-mannequin-and-wife
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fairly Honourable Defeat,"Murdoch, Iris",0141186178,9780141186177,0141186178,432        pp,3.95,"2,292",1970,"Mar 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my third Murdoch of the summer—one of her later books, and one that feels like it's synthesized a lot of her themes. There's a large cast of cThis is my third Murdoch of the summer—one of her later books, and one that feels like it's synthesized a lot of her themes. There's a large cast of characters, including a Hilda and Rupert, a bourgeois, slightly smug middle-aged couple; their spoiled Oxford dropout son Peter; the husband's sweet and insecure younger brother Simon and his slightly aloof partner Axel; Morgan, Hilda's extremely neurotic sister just back from the States and her completely hapless ex-husband Tallis; Tallis's bitter, nasty elderly father; Leonard and Julius, a manipulative, vaguely evil-but-charismatic academic who toys with everyone. Literally—he refers to himself often as a ""puppet master,"" and the whole book centers around his attempts to break up the couples and manipulate everyone's lives, with varying degrees of success. There's a lot of philosophy, as with all Murdoch's work, but in this case it serves as more of an underpinning to the storyline and less of a series of thinky interludes—there's a satan and a Christ character, lots of Shakespearean machinations and crossed signals and some intensely evocative (and very deliberately doled out) settings. I wouldn't exactly call it a feel-good novel, since bad things happen to decent people and the worst characters emerge to go on with their lives, but there's a tiny (two or three sentences, blink and you've missed it) reveal toward the end that completely changes the reader's understanding of one of the central characters. It's also notable for her portrayal of the central gay couple as the most sympathetic and stable (and, in a way, decent) of the lot, coming only three years after the decriminalization of homosexual relations in Britain. Maybe not notable for Murdoch, but I imagine it was a breath of good air for a lot of folks reading it in 1970. Anyway, this was a super entertaining, if often dark, read—a lot of intrigue, some twisty explorations of good and evil, and and as a side note, an interesting testimony to the ephemerality of words on paper....more",Notes are private!,0,2,1,"Aug 12, 2020","Aug 26, 2020","Aug 12, 2020",,Paperback,view (with text),/book/show/11234.A_Fairly_Honourable_Defeat
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Warmth of Other Suns: The Epic Story of America's Great Migration,"Wilkerson, Isabel*",,,B003EY7JGM,793        pp,4.46,"101,625","Sep 07, 2010","Sep 07, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finally had my second library hold come through so I could finish the last 50 pages, and I'm glad I held out. This is a really remarkable piece of jouFinally had my second library hold come through so I could finish the last 50 pages, and I'm glad I held out. This is a really remarkable piece of journalism and writing. Aside from the enormous breadth of the story Wilkerson is telling—about the deep injustices of the Jim Crow South, this enormous migration of people north and west, the circumstances they had to adjust to once they got where they were going, and the steady but slow progress of the civil rights movement in the 1960s and 1970s, all playing out together—she humanizes these big histories by telling the detailed stories of three individuals who migrated from the South in different decades. The fact that she pulled off such a multilayered account so well, with a pitch-perfect rhythm swinging between micro and macro—and that she communicated the horror of the situations folks were escaping without being melodramatic—impressed the hell out of this writer. It's a balancing act of journalism and it feels seamless. And I learned a lot about a sweeping piece of American history....more",Notes are private!,0,0,1,"Jul 28, 2020","Sep 26, 2020","Jul 28, 2020",,Kindle Edition,view (with text),/book/show/20435697-the-warmth-of-other-suns
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Baddest Bitch in the Room: A Memoir,"Chang, Sophia",1646220102,9781646220106,B083LB1CTW,319        pp,4.01,849,"Sep 26, 2019","Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This ended up being less about the hidden corners of the music industry and more of a woman-coming-into-her-own memoir. But the setting and players weThis ended up being less about the hidden corners of the music industry and more of a woman-coming-into-her-own memoir. But the setting and players were still fun and offbeat—Chang managed members of the Wu-Tang clan and other hip-hop stars, and was very immersed in that world as well as being partnered for many years with a Buddhist monk, who's the father of her two kids—and I really liked her candor about sex, money, friendship, and professional power....more",Notes are private!,0,1,1,"Jul 14, 2020","Jul 21, 2020","Jul 14, 2020",,Kindle Edition,view (with text),/book/show/50521932-the-baddest-bitch-in-the-room
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bowl: Vegetarian Recipes for Ramen, Pho, Bibimbap, Dumplings, and Other One-Dish Meals","Volger, Lukas*",,,B01C6N61G0,261        pp,3.82,429,"Mar 08, 2016","Mar 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 11, 2020","Jul 27, 2020","Jul 11, 2020",,Kindle Edition,view,/book/show/29448242-bowl
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell,"Murdoch, Iris",,,,352        pp,3.92,"9,006",1958,"Aug 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this very much—such a good balance of plot and detail, with some non-trite ruminations on character, religion, sexuality, and power imbalancI enjoyed this very much—such a good balance of plot and detail, with some non-trite ruminations on character, religion, sexuality, and power imbalances (I was going to just say relationships, but let's call 'em as Murdoch saw 'em). The whole effect was very propulsive, and the setting kept me Googling photos of English country houses, which is never a bad thing. Good fun without being silly at all....more",Notes are private!,0,2,1,"Jul 06, 2020","Jul 14, 2020","Jul 06, 2020",,Paperback,view (with text),/book/show/253952.The_Bell
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alexander Hamilton,"Chernow, Ron",,,B000QJLQZI,818        pp,4.22,"180,995","Apr 26, 2004","Mar 29, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yeah, not the time for this one. Maybe later.",Notes are private!,0,0,0,not set,not set,"Jul 05, 2020",,Kindle Edition,view (with text),/book/show/5647399-alexander-hamilton
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Influenza: The Story of the Deadliest Pandemic in History,"Barry, John M.",0143036491,9780143036494,0143036491,546        pp,3.98,"40,332","Feb 09, 2004","Oct 04, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I (finally) finished this one after many stops and starts. My slow reading was about library holds that showed up and book club books up for discussioI (finally) finished this one after many stops and starts. My slow reading was about library holds that showed up and book club books up for discussion, and no detriment to this very interesting panoramic picture of the pandemic that encompassed the history of immunology, virology, and medical education, as well as wartime politics and some great portraits of the scientists and doctors involved. Barry's style was a bit much—he never met a rhetorical repetition he didn't like—but it was worth putting up with for the story and info. And honestly it's not the worst thing to hear a historian's voice underneath the facts, as long as he's accurate—and I get the feeling Barry's research was very thorough. His afterword, which he wrote in I think 2018, is downright chilling—he essentially says that the biggest challenge to the next great pandemic will be governmental cooperation and the honest dissemination of accurate information. Granted, Trump was president when he wrote that so he may have had a better idea of possible scenarios than he would have in, say, 2015. But I imagine if he saw it coming with that kind of accuracy, so did a lot of medical folks, scientists, and policy people. And THAT is scary....more",Notes are private!,0,0,1,"Jun 26, 2020","Sep 12, 2020","Jun 26, 2020",,Paperback,view (with text),/book/show/29036.The_Great_Influenza
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,SPQR: A History of Ancient Rome,"Beard, Mary",,,B0108U7IHO,607        pp,4.05,"63,784","Oct 19, 2015","Nov 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2020",,Kindle Edition,view,/book/show/25806629-spqr
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heroes: The Greek Myths Reimagined        (Stephen Fry's Great Mythology, #2)","Fry, Stephen",1797204556,,B084H2HSGZ,540        pp,4.32,"45,590","Nov 01, 2018","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2020",,Kindle Edition,view,/book/show/51170326-heroes
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lot,"Washington, Bryan",,,0525533680,222        pp,3.76,"9,578","Mar 19, 2019","Mar 17, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a vivid and affecting window onto a place and population I wasn't well acquainted with before. While I read fiction for many reasons, one of This was a vivid and affecting window onto a place and population I wasn't well acquainted with before. While I read fiction for many reasons, one of them is to visit lives unlike my own—when it's done well it's like traveling, eye-opening and engaging. Washington's writing swings from rough to smooth, bluff to sweet (but never maudlin, no matter how harsh a picture he's painting), with a great dose of compassion floating beneath the surface at all times. Very good work—unpredictable, satisfying, kind....more",Notes are private!,0,2,1,"Jun 15, 2020","Jun 19, 2020","Jun 16, 2020",,Paperback,view (with text),/book/show/48984796-lot
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City We Became        (Great Cities, #1)","Jemisin, N.K.*",031650985X,9780316509855,,464        pp,3.87,"69,341","Mar 24, 2020","Mar 24, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DNF. By all accounts this should have been up my alley—NYC-centric, a vaguely punk vibe, good vs. evil—but the lack of character development and nonstDNF. By all accounts this should have been up my alley—NYC-centric, a vaguely punk vibe, good vs. evil—but the lack of character development and nonstop manic pacing just didn't work for me. Very cool idea, though....more",Notes are private!,0,0,1,"Jun 10, 2020","Jun 14, 2020","Jun 10, 2020",,ebook,view (with text),/book/show/52882897-the-city-we-became
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crafting Dissent: Handicraft as Protest from the American Revolution to the Pussyhats,"Mandell, Hinda",,,B07Y16VLRP,349        pp,4.46,13,unknown,"Oct 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2020",,Kindle Edition,view,/book/show/48652581-crafting-dissent
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Net,"Murdoch, Iris",0140014454,9780140014457,0140014454,252        pp,3.77,"15,062",1954,"Oct 27, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this so much more the second time around. And I use the word enjoyed, rather than liked, on purpose—it was a thoroughly fun read and I did lI enjoyed this so much more the second time around. And I use the word enjoyed, rather than liked, on purpose—it was a thoroughly fun read and I did like it, but I'm also fascinated by Murdoch's talents for: plotting (especially set pieces), description, evoking characters (I won't say character development because most of them don't develop anywhere, but she certainly can set them up), and one of the best dog/human relationships I've read in a while. You could say that's actually the central love story, since Murdoch's human affairs aren't particularly touching—think Shakespeare's characters all running around in the woods hooking up with the wrong people (thanks, Iris Murdoch Fan Girls Book Club, for that image). And the nominal sex is awful. But everything else is pretty wonderful, and it's interesting to see how Murdoch pieces all together. The ending is more uplifting than I remembered, too, and sweeter in general. Though speaking of pacing, one thing that I get a kick out of is the way she interjects these little philosophical treatises into the narrative. It reminds me, if Ms. Murdoch will beg my pardon, of the way middling erotica is set up: you have the story line, and then the doorbell rings and it's the plumber, which sets the scene so everyone can have sex, and then they're done and the rest of the story goes ahead until there's another bit set up for the express purpose of more sex—or in Murdoch's case, more philosophical discussion—etc. It's quite charming....more",Notes are private!,0,2,1,"May 26, 2020","Jun 09, 2020","May 26, 2020",,Paperback,view (with text),/book/show/11324.Under_the_Net
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women in Black,"St. John, Madeleine",,,B07TFB429F,224        pp,3.56,"11,012","Dec 01, 1993","Feb 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I went in thinking this was going to be a bunch of women being catty to each other, and/or a funny-but-mournful study of how oppressive women's lives I went in thinking this was going to be a bunch of women being catty to each other, and/or a funny-but-mournful study of how oppressive women's lives were—kind of a mid-century Aussie Dawn Powell. But it was actually none of that. Rather, it was sweet and funny and quite charming, lightweight but not dumb. And just the thing to read after four fairly serious nonfiction books in a row. This was unexpected (I can't even remember where I got the recommendation) and fun....more",Notes are private!,0,0,1,"May 21, 2020","May 26, 2020","May 21, 2020",,Kindle Edition,view (with text),/book/show/50048599-the-women-in-black
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Keep the Dead Close: A Murder at Harvard and a Half Century of Silence,"Cooper, Becky*",1538746840,9781538746844,,464        pp,3.74,"12,041","Nov 10, 2020","Nov 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very meta true crime/memoir—the crime being the 50-year-old murder of a young Harvard archeology student, and the meta part the author's nuanced intA very meta true crime/memoir—the crime being the 50-year-old murder of a young Harvard archeology student, and the meta part the author's nuanced interrogation of her own motives, assumptions, and context for pursuing the case. As Cooper digs deeper into the murdered girl's story she turns up any number of loose ends, dead ends, and a large cast of tangential characters whose stories become intertwined with hers. I'm dancing around the story itself because it is, at bottom, a crime story that has a resolution... or does it? And I wouldn't want to spoil that for anyone. But it's the many ripples and reverberations set off by the murder that make up the substance of Cooper's story, and keep it weird and slightly off-kilter. This is a bit of an unclassifiable book, which is something I liked very much....more",Notes are private!,0,1,1,"May 15, 2020","May 21, 2020","May 15, 2020",,ebook,view (with text),/book/show/53310539-we-keep-the-dead-close
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Having and Being Had,"Biss, Eula",0525537457,9780525537458,0525537457,324        pp,3.84,"5,211","Sep 01, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting and engaging exploration of Biss's relationship to capitalism and its many incarnations: money, possessions, class, leisure, value, art, iInteresting and engaging exploration of Biss's relationship to capitalism and its many incarnations: money, possessions, class, leisure, value, art, investment, and work. It cycles, in short chapters, from personal reflections to broader inquiries through other writings and literature. It's a neat approach, and while her experience might not be yours—though it's very much like mine in a lot of ways, which made the book particularly relevant for me—there's enough of a wide-angle take that stays rooted in lived life, pop culture, and what it is to be an adult in a world where you're expected to know the worth of things, but need to figure out how to assess that as you go. Good stuff. ...more",Notes are private!,0,9,1,"May 09, 2020","May 15, 2020","May 09, 2020",,Hardcover,view (with text),/book/show/51151745-having-and-being-had
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stakes Is High: Life After the American Dream,"Smith, Mychal Denzel",,,B07PTY1CCY,192        pp,4.37,743,"Sep 15, 2020","Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good call to arms and critique of the state of the nation. It's not pretty, but Smith's wide-lens view is smart and lays out the root of AmericA very good call to arms and critique of the state of the nation. It's not pretty, but Smith's wide-lens view is smart and lays out the root of American problems succinctly, shining a hard light on endemic racism, toxic masculinity, capitalism, the justice system, politics, and the longstanding delusion labeled the American dream. There are no easy answers or binary rhetoric, which makes this a good book to read right now. How we got to this place—or the place we were at when Smith wrote the book, which is just short of this even harsher point in time—is not easily answerable, but it is understandable, and he does a good job of making the case for a broad and deep revolution. ...more",Notes are private!,0,2,1,"May 04, 2020","May 09, 2020","May 04, 2020",,Kindle Edition,view (with text),/book/show/52394491-stakes-is-high
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Then: How the Simulmatics Corporation Invented the Future,"Lepore, Jill",1631496107,9781631496103,1631496107,432        pp,3.72,"2,343","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This traces the rise and fall of Simulmatics Corp., a fascinating slice of political, sociological, and computational history that I had never heard oThis traces the rise and fall of Simulmatics Corp., a fascinating slice of political, sociological, and computational history that I had never heard of. Which is interesting because I know a few things about all three sectors, but this data science startup, launched in the 1950s and bankrupt by the end of the '60s, was a new piece of the puzzle for me. And it really is, literally a piece of a lot of bigger things—algorithms, advertising, the big elections of the 1960s, efforts to quantify the Vietnam War and race riots, and the genealogy of big data and Cambridge Analytica, among other aspects. Very, very interesting and engaging. ...more",Notes are private!,0,4,1,"Apr 20, 2020","May 03, 2020","Apr 20, 2020",,Hardcover,view (with text),/book/show/50489327-if-then
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Song for a New Day,"Pinsker, Sarah*",1984802593,,B07L7TLT9G,384        pp,3.97,"4,333","Sep 10, 2019","Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this, though it felt a bit more YA than I had expected. The storyline was a good one—corporatized music as a symptom of post-pandemic ills, I enjoyed this, though it felt a bit more YA than I had expected. The storyline was a good one—corporatized music as a symptom of post-pandemic ills, and those of an alienated, segmented society in general. But what captivated me most was how Pinsker, who wrote this well in advance of the onslaught of Covid-19 (it was expanded from a story in her 2019 collection Sooner or Later Everything Falls Into the Sea, and was published in September 2019), got so many of the social isolation details scarily right. She spins that out into an exploration of what happens when public gatherings are banned, music is channeled into mega-retail AI channels, and live music is forced underground. It's a great premise, superimposing the rise of giant corporate entities with American fear, and how a desire to stay safe can become stifling legislation—very punk rock. But what may have felt more like an allegory when Pinsker wrote it is a sharp what-if right now. Things are going to be different post-Covid, and this outcome is a bit more plausible than it was six months ago. So that was an interesting overlay to an entertaining dystopian novel... creepy, for sure, but also uplifting in the end, which is certainly welcome....more",Notes are private!,0,0,1,"Apr 16, 2020","Apr 25, 2020","Apr 17, 2020",,Kindle Edition,view (with text),/book/show/43401925-a-song-for-a-new-day
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Dalloway,"Woolf, Virginia",,,,296        pp,3.79,"306,485","May 14, 1925",1925,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well wow, that was pretty wonderful. Calling something a tour de force sounds so pretentious, but Woolf was breaking new ground then and it still feelWell wow, that was pretty wonderful. Calling something a tour de force sounds so pretentious, but Woolf was breaking new ground then and it still feels fresh and surprising with every sentence. I love how she accomplishes that POV that swoops and darts, alighting on first one person and place and time and then another, and making it all work narratively. It's both extremely cinematic and also just impossible to imagine as an actual film—I know it's been done, though I've never seen it. And that wonderful weight given to things, objects, without giving them agency—just existence and primacy. ""Admirable butlers, tawny chow dogs, halls laid in black and white lozenges with white blinds blowing.""The setting resonates too, in these strange social distancing days—not London, but the fact that the characters have just emerged, somewhat shell-shocked, from a World War and a pandemic. They've changed from their ordeal, and at the same time the world has changed out from under them. They are working hard to preserve their respective status quos, yet under the surface they’re stunned, appreciative but disoriented, slightly breathless. And there but for the grace of 100 years go we, I think.I'm kind of surprised I haven't read it before this, but maybe that's reasonable in context:When one was young, said Peter, one was too much excited to know people. Now that one was old, fifty-two to be precise (Sally was fifty-five, in body, she said, but her heart was like a girl's of twenty); now that one was mature then, said Peter, one could watch, one could understand, and one did not lose the power of feeling, he said....more",Notes are private!,0,0,1,"Mar 30, 2020","Apr 05, 2020","Mar 30, 2020",,Hardcover,view (with text),/book/show/52813076-mrs-dalloway
