,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Liza's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Gutsy Women: Favorite Stories of Courage and Resilience,"Clinton, Hillary Rodham",1508299226,9781508299226,1508299226,15        pp,4.13,"5,027","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2019",,Audio CD,view,/book/show/53086148-the-book-of-gutsy-women
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,סינית אני מדברת אליך,"Liebrecht, Savyon",9650702245,9789650702243,9650702245,154        pp,4.60,10,"Jan 01, 1992",1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 09, 2019",not set,"Oct 30, 2019",,Paperback,view,/book/show/18740818
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,סוס אחד נכנס לבר,"Grossman, David",,,,198        pp,3.52,"14,466",Aug 2014,"Aug 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2019",,Paperback,view,/book/show/23009795
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,נערות למופת,"Blau, Sarah",,,,251        pp,3.48,29,"Jan 01, 2012",Feb 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2019",not set,"Oct 30, 2019",,Paperback,view,/book/show/13595843
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,המורה דרורה לא מפלצת,"Levi, Yannets",,,,231        pp,3.79,14,"Mar 01, 2014",Mar 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2019",,Paperback,view,/book/show/21923405
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,הספד לאגרנט,"Levi, Yannets",,,,unknown,4.50,4,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2019",,,view,/book/show/43543247
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,האיש משם,"Ben-Ner, Yitzhak",,9789651325496,,155        pp,4.23,13,1967,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2019",,Paperback,view,/book/show/50009284
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,גבר אישה ציפור,"Cohen, Iris Eliya",,,,315        pp,3.45,22,unknown,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2019",,Paperback,view,/book/show/40802500
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doctor Sleep        (The Shining, #2)","King, Stephen*",1476727651,9781476727653,1476727651,531        pp,4.13,"261,739","Sep 24, 2013","Sep 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 29, 2019",,Hardcover,view,/book/show/16130549-doctor-sleep
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Choice: Embrace the Possible,"Eger, Edith*",1501130781,9781501130786,1501130781,289        pp,4.58,"99,813","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 24, 2019",not set,"Oct 24, 2019",,Hardcover,view,/book/show/30753738-the-choice
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,בחזרה מעמק רפאים,"Be'er, Haim",,,,339        pp,3.46,28,unknown,Mar 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 11, 2020",not set,"Oct 23, 2019",,,view,/book/show/39672076
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,חימו מלך ירושלים,"Kaniuk, Yoram",,,,175        pp,3.69,26,1966,1966,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2019",,Paperback,view,/book/show/18298206
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,סיפורי זעם,"Aleichem, Sholom",,,,225        pp,4.29,7,unknown,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2019",,Hardcover,view,/book/show/33989521
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trick Mirror: Reflections on Self-Delusion,"Tolentino, Jia*",0525510540,9780525510543,0525510540,303        pp,4.05,"70,919","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2019",not set,"Oct 23, 2019",,Hardcover,view,/book/show/43126457-trick-mirror
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dr. Strange Beard        (Winston Brothers, #5)","Reid, Penny*",,,B076MD9FTF,398        pp,4.07,"19,713","Jul 30, 2018","Jul 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2019",,Kindle Edition,view,/book/show/30315676-dr-strange-beard
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Filthy Rich,"Patterson, James*",178089547X,9781780895475,178089547X,400        pp,3.38,"9,432","Oct 10, 2016","Oct 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2020",not set,"Oct 23, 2019",,Hardcover,view,/book/show/28501552-filthy-rich
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beard with Me        (Winston Brothers, #6)","Reid, Penny*",,,B07KCTZ1HS,352        pp,4.31,"14,151","Sep 16, 2019","Sep 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2019",,Kindle Edition,view,/book/show/36268443-beard-with-me
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mosquito: A Human History of Our Deadliest Predator,"Winegard, Timothy C.*",0735235791,9780735235793,0735235791,496        pp,3.64,"3,663","Aug 06, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2019",,Hardcover,view,/book/show/42983957-the-mosquito
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,כתובת אש,"Neeman, Yael",,,,145        pp,3.78,27,2013,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 23, 2019",not set,"Oct 21, 2019",,Paperback,view,/book/show/18690149
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,בדרך אל החתולים,"Kenaz, Yehoshua",9651307773,9789651307775,9651307773,280        pp,3.97,60,1973,1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2019",,Paperback,view,/book/show/2556799._
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"אתם, שחיים יפה כל כך","Peer, Michal",,9789655560480,,286        pp,3.00,1,unknown,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2019",,ebook,view,/book/show/40515873
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,תפוחים מן המדבר,"Liebrecht, Savyon",,,,174        pp,3.90,137,1986,1986,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"זהו ספרה הראשון של סביון ליברכט שקראתי, ספר של סיפורים קצרים, שבגדול הוא לא הז׳נר האהוב עליי. ז׳נר שלדעתי קשה להצליח בו אפילו לסופרים מעולים.הסיפורים זהו ספרה הראשון של סביון ליברכט שקראתי, ספר של סיפורים קצרים, שבגדול הוא לא הז׳נר האהוב עליי. ז׳נר שלדעתי קשה להצליח בו אפילו לסופרים מעולים.הסיפורים כוללים מערכות יחסים מתוסבכות, בין קרובי משפחה, אהובים, עבר והווה. הסיפור הראשון הוא סיפורה של נירה, רופאה שנתקלת באהובה לשעבר. השני הוא סיפורה של חיה, פעילה במפלגה הקומינסטית וניצולת שואה שמתנגדת לדת, שבנה אמנון, כבמעין דווקא, חזר בתשובה, וכעת הוא חולה והרב אוסר עליו ללכת לרופא. לאחר מכן ישנו סיפור על סבתא ונכדתה ומערכת יחסים מעורערת, עם חוסר שליטה של סבתא שרוצה שהכל יהיה בשליטתה. סיפורים נוספים כוללים ערבים ויהודים. אישה צעירה שרוצה לבנות חדר נוסף על גג ביתה, ומייצרת סוג של מערכת יחסים בינה לבין הפועלים הערבים, משהו שבין אדונית ונתינים, ובין חברות. וישנו סיפורו של חייל מילואים פעיל שמאל, שסייע בעבר לבנות דו קיום, וכעת מבקר בכפר ובביתו של חברו הטוב לחפש מסתננים.סך הכל, הסיפורים כתובים היטב. הבעייה המרכזית היא שהם כולם נקטעים באחת. אין להם סיום, אפילו אם יש להם קצת פואנטה. ולי זה הוריד מאוד מהספר, ברמה שאיני יכולה בלב שלם להמליץ עליו.סיכום סופי, כ-2.5 כוכבים מעוגלים למטה ל-2 כוכבים....more",Notes are private!,0,2,1,"Oct 21, 2019","Oct 21, 2019","Oct 21, 2019",,,view (with text),/book/show/18740809
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Boy Made of Blocks,"Stuart, Keith*",,9780751563290,0751563293,unknown,4.29,"15,757","Sep 01, 2016",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a highly rated book about an autistic boy, and his father. And how they get connected through Minecraft. That is basically it, you know prettyThis is a highly rated book about an autistic boy, and his father. And how they get connected through Minecraft. That is basically it, you know pretty much the whole story. The description says ""A Boy Made of Blocks is a funny, heartwarming story of family and love inspired by the author's own experiences with his son, the perfect latest obsession for fans of The Rosie Project, David Nicholls and Jojo Moyes."". I have to say that it was ok, but it wasn't funny almost at all, while The Rosie Project by Graeme Simsion is really funny. In this story the dad is a mortgage consultant, who is really frustrated about the job that he hates, and is even more frustrated with his son, Sam, with whom he cannot interact. He left the house, and now his wife Jody and his son live on their own, even though he spends a lot of time in the house. The dad is quite self centered at the beginning, and open over time, especially when the magic called Minecraft comes into the picture.Sam starts as somewhat functional autistic 8 year old. He hits other children, and children at school torment him. With Minecraft he can show his skill, brilliancy and good measure. 3 stars. Overall nice book....more",Notes are private!,0,6,1,"Oct 20, 2019","Oct 20, 2019","Oct 20, 2019",,ebook,view (with text),/book/show/36487851-a-boy-made-of-blocks
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,אישה בשמלה ירוקה,"Levi-Yaron, Maya",,,,230        pp,3.00,4,unknown,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2019",,Paperback,view,/book/show/34090637
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,תקלה בקצה הגלקסיה,"Keret, Etgar*",9655666972,9789655666977,9655666972,160        pp,4.03,"3,957","Apr 13, 2018",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2019",,Paperback,view,/book/show/40092637
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,אשת הקמיקזה,"Megged, Eyal",,,,166        pp,3.00,5,unknown,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2019",,Hardcover,view,/book/show/30048486
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,אסתר של הסיגריות,"וקסמן, יוסי",,9789655645804,,248        pp,3.75,4,unknown,Jul 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2019",,Paperback,view,/book/show/40979688
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Infinite Game,"Sinek, Simon*",073521350X,9780735213500,073521350X,251        pp,4.17,"23,637","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2019",,Hardcover,view,/book/show/38390751-the-infinite-game
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body: A Guide for Occupants,"Bryson, Bill",0385539304,9780385539302,0385539304,450        pp,4.32,"82,633","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2019",not set,"Oct 16, 2019",,Hardcover,view,/book/show/43582376-the-body
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Police,"Ogawa, Yōko",0375715339,9780375715334,0375715339,291        pp,3.73,"88,680","Jan 26, 1994","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 16, 2019",,Paperback,view,/book/show/51159492-the-memory-police
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ימי האהבה,"מעוז, דריה",,,,336        pp,3.00,3,unknown,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2019",,Paperback,view,/book/show/43119043
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,חוכמת הבייגלה,"Heitner, Ilan",,,,158        pp,3.54,338,"Jan 01, 1998",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2019",,,view,/book/show/9402250
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,הילד האחרון של המאה,"Berdugo, Sami",,,,310        pp,3.43,7,unknown,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2019",,,view,/book/show/13175212
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,הסוף הראשון והסוף השני,"גזית, אורן",,,,240        pp,4.00,4,unknown,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2019",,Paperback,view,/book/show/45989016
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest Book,"Blake, Sarah*",,,B07HF382WK,484        pp,3.62,"28,728","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Kindle Edition,view,/book/show/41138424-the-guest-book
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I'll Be Your Blue Sky        (Love Walked In, #3)","Santos, Marisa de los*",0062431935,9780062431936,0062431935,320        pp,4.08,"15,991","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Hardcover,view,/book/show/35084165-i-ll-be-your-blue-sky
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,הכל אודות חביבה,"פריד, ירון",,,,208        pp,4.00,18,unknown,May 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2020,not set,"Oct 14, 2019",,Paperback,view,/book/show/40153372
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,בגוף אני מבינה,"Grossman, David",,,,250        pp,3.65,669,2002,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Paperback,view,/book/show/37916110
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,אח שלי איוב,"Zarhin, Shemi",,,,427        pp,3.23,35,unknown,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Paperback,view,/book/show/35382226
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,MONEY Master the Game: 7 Simple Steps to Financial Freedom,"Robbins, Tony",1476757801,9781476757803,1476757801,688        pp,3.98,"22,970",2014,"Nov 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Hardcover,view,/book/show/23014006-money-master-the-game
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inland,"Obreht, Téa*",0449807053,9780449807057,0449807053,14        pp,3.43,"12,996","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Audio CD,view,/book/show/43062975-inland
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Key,"Ware, Ruth*",1501188771,9781501188770,1501188771,337        pp,3.92,"279,526","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Hardcover,view,/book/show/42080142-the-turn-of-the-key
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crosstalk,"Willis, Connie",0345540689,9780345540683,,480        pp,3.56,"12,478","Sep 20, 2016","Sep 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,ebook,view,/book/show/25430248-crosstalk
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,דירה עם כניסה בחצר וסיפורים אחרים,"Kenaz, Yehoshua",965132046X,9789651320460,,211        pp,3.55,22,2008,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Paperback,view,/book/show/6478817
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,האם אתם נמצאים במקום שבו אתם צריכים להיות,"Zippor, Asaf",,9789655669213,,336        pp,3.36,11,2019,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Paperback,view,/book/show/46166679
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,הזיפים של לזרוס,"Moyal, Limor*",,,,373        pp,4.30,50,Jun 2016,Jun 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Paperback,view,/book/show/30345226
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,שנת המתנות,"Abramovitz, Yuval",,,,270        pp,3.35,49,unknown,Jan 2019,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"מאוד רציתי לקרוא את הספר הזה, שנראה כמו הדבר הגדול האחרון בישראל. המסר בספר אמור להיות חיובי, צריך לפנק את עצמנו, לשים את עצמנו במרכז לפעמים, לקנות לעמאוד רציתי לקרוא את הספר הזה, שנראה כמו הדבר הגדול האחרון בישראל. המסר בספר אמור להיות חיובי, צריך לפנק את עצמנו, לשים את עצמנו במרכז לפעמים, לקנות לעצמנו מתנות ולאפשר לעצמנו. ״לא הכסף מונע ממני לפנק את עצמי. בעצם, חשבתי כשישבתי מול המחברת הפתוחה, מעולם לא הענקתי לעצמי מתנות כי מעולם לא שמתי את עצמי במרכז"".הבעייה המרכזית, היא שהמספרת, מיכל, היא בחורה מעצבנת ושיפוטית, שמרוכזת בעצמה מא׳ ועד ת׳. היא היתה מרוכזת בעצמה כשבעלה עזב אותה, היא היתה מרוכזת בעצמה גם לפני, והיא סופר מרוכזת בעצמה גם אחרי, כשהיא לכאורה לומדת לתת לעצמה.מעבר לכך ישנם משפטים הזויים שהיא כותבת באמצע הספר, שלא עזרו להתרשם ממנת המשכל או מההשכלה של הגברת. לדוגמא:לצנוח צניחה חופשית זה קצת כמו התאבדות (ב-ר-ו-ר!)כל הגברים השוויום תפוסים. רק נשים שוותהוא אמר שזה הדבר הכי טוב, אז אולי אני הדבר הכי טוב בחזקת שתיים (חמודה, מקום שני, לא חזקת שתיים?!)שיפוטיות היתה התכונה המרכזית שלה. היא מעוניינת בחברים חדשים, אך יש לה רשימת דרישות מפה להונולולו. היא שופטת אנשים ש״סימני קריאה במקום סימני שאלה כאלה שנותנים לחיים לנהל אותם במקום שהם ינהלו את החיים״, כאשר היא כולה מלאה בסימני קריאה. היא מנסה לתת עצות לחיים לקורא, כאשר נראה שהיא בעצמה אין לה אחיזה או הבנה טובה של החיים.בנוסף, הסופר לא עשה תחקיר מי יודע מה על נשים לדעתי, ו/או בחר להתעלם מחוסר הגיון בריא. דוגמא אחת היא יונתן שהתדרדר להירואין, וכמובן נגמל והפך להיות בריא ומוצלח, אפשרי, אבל לא דרגת אמינות גבוהה. או בוטוקס, שכידוע עובר מיידית ובזריקה אחת בלבד (או שלא, חמש דקות באינטרנט היו מגלות לו את זה).אניווי, הכוונה טובה, הביצוע לדעתי ממש לא. תחלמו, תתנו לעצמכם מתנות, תלכו להגשים את החלומות שלכם. אם אתם מחליטים לקרוא את הספר הזה, תיקחו רק את הרעיון המרכזי. 2 כוכבים....more",Notes are private!,0,2,1,"Oct 18, 2019","Oct 18, 2019","Oct 14, 2019",,,view (with text),/book/show/43373436
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sorcery of Thorns        (Sorcery of Thorns, #1)","Rogerson, Margaret*",1481497618,9781481497619,1481497618,456        pp,4.06,"136,848","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Hardcover,view,/book/show/42201395-sorcery-of-thorns
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,חומר טוב,"Geffen, Yehonatan",,,,264        pp,3.59,32,2001,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Paperback,view,/book/show/21404068
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,חיבוק,"Grossman, David",,,,32        pp,4.11,610,2010,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Hardcover,view,/book/show/26206318
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,יונתן בלש ממש,"Grossman, David",,,,unknown,4.71,7,"Jan 01, 2012",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"זהו סיפור חביב על יונתן, ילד שדברים נעלמים לפתע מהבית שלו. דברים נעלמים ליונתן, יום אחד נעלמו הנעליים ואחר כך - הכוס הירוקה עם הציור של הקיפוד. כשנעל זהו סיפור חביב על יונתן, ילד שדברים נעלמים לפתע מהבית שלו. דברים נעלמים ליונתן, יום אחד נעלמו הנעליים ואחר כך - הכוס הירוקה עם הציור של הקיפוד. כשנעלם גם דובי - ידידיה זה כבר התחיל להיות מוזר. אחר כך נעלמים גם משקפים לאביו, צעיף לאימו. יונתן הופך לבלש קטן ומנסה לגלות לאן נעלמו הדברים ומי לקח אותם. סיפור קצר מאוד וחביב מאוד, חמוד לילדים קטנים.3 כוכבים....more",Notes are private!,0,2,1,"Oct 17, 2019","Oct 17, 2019","Oct 14, 2019",,Hardcover,view (with text),/book/show/22826078
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Smile of the Lamb,"Grossman, David",031242096X,9780312420963,031242096X,336        pp,3.58,265,1983,"Aug 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Paperback,view,/book/show/60365.The_Smile_of_the_Lamb
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,הראיון האחרון,"Nevo, Eshkol",,,,349        pp,3.97,"1,067",Aug 2018,Aug 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Paperback,view,/book/show/41744913
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,504","Apr 03, 2018","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2019",,Paperback,view,/book/show/40180098-the-overstory
