,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kathy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Can Be Happy No Matter What: Five Principles for Keeping Life in Perspective,"Carlson, Richard",1577311647,9781577311645,B001GXP7U8,178        pp,4.13,"1,875",1992,"Sep 29, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is another book I read earlier this year and didn't get around to ing. It is the kind of book that I generally wouldn't think to pick up anThis is another book I read earlier this year and didn't get around to ing. It is the kind of book that I generally wouldn't think to pick up and read and I feared it might be a little corny or simplistic or something. It was a quick read, though, and while I didn't agree with every word there was enough good that I got out of it that I was really glad I read it and may read it again sometime to refresh those ideas. I can no longer remember what I may have disagreed with, but I do know it helped me in a positive way while reading it and it really did make me feel happier and change my thinking about certain things. I'll quote part of a blog post I wrote after reading it that describes some of the ways it helped me.I'm reading a book for book club called ""You Can Be Happy No Matter What."" One thing it talked about in there that finally clicked for me was the subject of living in the present. I guess I never totally understood what people meant by ""being present,"" but I'm kind of getting it now. It doesn't mean forgetting the past or ignoring the future, but now I see it as just realizing that the only thing I can control right now is the present. I can't change the past. I can't do much about the future other than the effect from choices I make right now, in the present. I definitely have a tendency to overanalyze and overthink things, but I realized that often it doesn't do me any good at all, and can paralyze me from doing anything. Dwelling on past mistakes, bad habits, guilt, and so on does so much harm. I'm not talking about serious things, just the guilt of not being a better mom, not doing everything I should be, those kind of things. I can't change anything I have done or failed to do in the past, so my new motto is ""What is the best thing I can do right now?"" Somehow that simple question has helped me so much. With painting Josh's room, for example, I refused to let myself think about the past, all the times that painting projects have gotten stalled and taken me forever to finish, or to think too much about the future, as in ""this is going to be hard, I'll have to do all that prep work and clean up and I'll get tired and sore"" or things like that. I just took it one step at a time. Right now I'm going to find the paint and my supplies in the garage. Right now I'm going to wash the walls. Right now I'm going to do the taping. And so on.This also helped me with Gabe's track meet. I was just going to drop him off and pick him up when it was done, but when we got there he was uneasy about everything. It wasn't a normal track meet. There were a lot more people than usual. He wasn't sure how to sign up for his race. Even though we had driven about a half hour to get there, he wanted to just go home since this wasn't a required meet. My first reaction might have just been to take him home and not bother with it. My question, ""What's the best thing I can do right now?"" helped me decide to talk to his coaches about what he needed to do and decide to stay with him for the meet. His race wasn't for over an hour, but I sat in the bleachers and watched that mass of humanity out there stretching, warming up with funny exercises, running, jumping, flying through the air using pole vaults, and I thought about all the energy and motivation of those kids and how great that they all chose to be there doing something so healthy and positive. I enjoyed the cool breeze and spring weather. Instead of thinking about what else I could be doing or feeling restless, I knew that this was the best thing I could be doing. I was ""being present"" and just enjoying the moment in a relaxed way. Everything turned out fine and Gabe did well in his event, the 1500 meter race. I know my reactions were a lot different than they would have been if I hadn't been focused on just making that space in time the best that it could be.So there you go. Any book that has a positive effect on me like that is definitely a good thing!...more",Notes are private!,0,7,1,not set,Mar 2011,"Mar 10, 2011",,Kindle Edition,view (with text),/book/show/8443785-you-can-be-happy-no-matter-what
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intuitive Eating: A Revolutionary Program That Works,"Tribole, Evelyn",0312321236,9780312321239,0312321236,284        pp,4.24,"18,198","May 01, 1995","Sep 11, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I came across a mention of this book on a blog and thought it sounded interesting. It's about losing the diet mentality and having a healthy relationsI came across a mention of this book on a blog and thought it sounded interesting. It's about losing the diet mentality and having a healthy relationship with food and our bodies. The book is geared toward chronic dieters, which I am not. I don't think I've ever seriously dieted. Sometimes I'll focus on smaller portions or eating healthier, but I'm not about denying myself foods or counting calories. If I'm hungry I eat. Even though it's not written with me in mind so much, I got some useful and interesting things out of it. While reading it I was more aware of my eating habits and learned interesting things about myself that I hadn't realized. I noticed it's not hard for me to wait until I'm hungry to eat unless I am stressed out. Then I just want to eat. I realized if I take smaller amounts and really think about if I'm satisfied before getting more, I usually am and don't need more. I learned that I have a tendency to want to eat food just because it's available and yummy, whether I'm hungry or not, like at a buffet. I don't like letting food go to waste and tend to clean my plate. I liked the author's comment that it's not going to waste, it's going to waist. The book helped me shake off some of those behaviors, at least while reading it. Since I finished it over a month ago, I've become somewhat less conscious again. The authors' ideas are basically that we should give ourselves permission to eat whenever and whatever we want, but we need to be conscious about it. Think about if we are hungry, if the food is really what would be most satisfying to us right then, and so on. And then, even if the answers are no, we can eat it anyway if we choose, but it makes us more aware of why we are eating and prevents us from getting into a deprivation mentality where we then turn to eventual splurging and overeating to compensate. We should also stop eating when we are satisfied, rather than just mindlessly eating because there is still food there. It also covers having a realistic expectation of our bodies and learning to accept and appreciate them for what they do. The ideas made a lot of sense to me and it seems like a healthy, balanced approach to eating....more",Notes are private!,0,6,1,not set,"Jan 23, 2011","Mar 10, 2011",,Paperback,view (with text),/book/show/235869.Intuitive_Eating
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Chosen        (Reuven Malther, #1)","Potok, Chaim",0449213447,9780449213445,0449213447,304        pp,4.07,"93,397",1966,"Apr 12, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2011",,Mass Market Paperback,view,/book/show/187181.The_Chosen
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of Green Gables        (Anne of Green Gables, #1)","Montgomery, L.M.",0451528824,9780451528827,0451528824,320        pp,4.31,"978,771",1908,"May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2011",,Mass Market Paperback,view,/book/show/8127.Anne_of_Green_Gables
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Day the World Came to Town: 9/11 in Gander, Newfoundland","DeFede, Jim",,,,256        pp,4.24,"52,618","Sep 03, 2002","Aug 14, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed reading this heartwarming book. Here's a little blurb from the summary: ""When thirty-eight jetliners bound for the United States I thoroughly enjoyed reading this heartwarming book. Here's a little blurb from the summary: ""When thirty-eight jetliners bound for the United States were forced to land in Gander, Newfoundland, on September 11, 2001, due to the closing of United States airspace, the citizens of this small community were called upon to come to the aid of more than six thousand displaced travelers."" I loved reading about how the people of this small community and how the passengers reacted to such an extreme and unusual circumstance and how they really went above and beyond. I still strongly remember how I felt on 9/11 when I learned about the attacks, the gradual dawning of understanding of the magnitude of what had happened, the shock, the fear, the anger. At the time I read all the newspaper articles I could and watched a lot of TV coverage, just trying to understand. Then a few months ago when it hit the 10-year anniversary I watched some of the television programs about it. I am always fascinated by the stories of people, what their first hint was that something was wrong, how they realized what had happened, how they reacted.I actually found this book when I did a search for books about Newfoundland. My parents leave in February to serve a 2-year mission there and I hope to visit them during that time. I wanted to learn more about the area and people and this book was a good choice. The people were amazing. They jumped right in to take care of all these stranded passengers in any way they could. They set up shelters in churches and schools and many offered up their homes. They brought in all the towels, sheets, clothes, toiletries, etc that they could round up. The passengers did not have access to their checked luggage. They offered comfort and support, rides around town, and friendship. They cooked for them and watched over them in the shelters. One store offered up anything they had for free to those in need including tents, sleeping bags, toys, etc. The local pharmacist spent hours and hours on the phone working out prescriptions for passengers who needed them. The local vet and animal lovers diligently cared for the animals from the flight, which were not allowed to be released from a hangar at the airport. An employee at a school that had set up a shelter worked to find kosher meals for three Orthodox Jews that hadn't been eating. She also arranged to convert the kitchen to kosher, including acquiring new pots, pans, utensils, etc, so they could cook there. So many stories of people going above and beyond! It was really touching.It was also interesting to hear the different stories of how people learned what had happened and reacted to it. Imagine being on a flight to the U.S. and then being told that due to an emergency in the United States all air space had been closed. One passenger describes hearing that and how the man in front of her said that he had never heard of the United States closing all its air space. He kept repeating, ""Never."" They couldn't imagine what it meant, what could have happened. It told of the pilots piecing together what had happened and the fear that there could be another terrorist on their plane. One couple had a son who was a firefighter in New York and the fear and uncertainty they felt the whole time as they waited for word on him. I was tearing up through probably the majority of this book just from the intensity of all the feelings, the fear, the sadness, the enormity of the situation, and also because of the touching kindness of the people. The residents offered up all they had with such generosity and kindness and the passengers handled a difficult and confusing time in an admirable way. It's a part of the 9/11 stories that is always so inspiring, people coming together and finding strength and hope in the midst of the horror and fear. ...more",Notes are private!,0,1,1,not set,"Jan 02, 2011","Jan 03, 2011",,Paperback,view (with text),/book/show/148775.The_Day_the_World_Came_to_Town
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prayer of Jabez:  Breaking Through to the Blessed Life,"Wilkinson, Bruce H.",1576737330,9781576737330,1576737330,93        pp,3.97,"86,802","Apr 24, 2000","Apr 24, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received this little book for Christmas from a friend. It's a quick and easy read. It's based on a couple verses in the Bible (1 Chronicles 4:9-10) I received this little book for Christmas from a friend. It's a quick and easy read. It's based on a couple verses in the Bible (1 Chronicles 4:9-10) about a man named Jabez and a prayer he gave. He uses the New King James Version and the verses go like this: 9 Now Jabez was more honorable than his brothers, and his mother called his name Jabez,saying, “Because I bore him in pain.” 10 And Jabez called on the God of Israel saying, “Oh, that You would bless me indeed, and enlarge my territory, that Your hand would be with me, and that You would keep me from evil, that I may not cause pain!” So God granted him what he requested.He goes on to break down the prayer into four parts and talk about each part and how to apply it in our lives. He had some good thoughts and insights. Sometimes I felt like he reached too far and assumed too much, but it was a nice message overall. Some things that stand out to me are the idea of praying for more responsibilities, more opportunities to grow, more ways to help people, and recognizing that we can only do those things with his help. If we are not depending on God very much in our lives, maybe we are keeping things too safe. Maybe we need to stretch ourselves to the point that we need his help. He will provide opportunities for growth and also the help that we need to achieve that. It is kind of a scary thought to step out into doing things that are too hard for us to do alone, but I can see the wisdom in that.I also liked his thoughts on praying to keep us away from evil. I hadn't thought about it, but generally I would pray to be strong in the face of temptations and to withstand evil, but I hadn't really thought about praying to just keep evil and temptation far away from me so I don't even have to deal with it. Sounds nice. So while I didn't agree with every word, I did find some things that inspired me and got me thinking. ...more",Notes are private!,0,6,1,not set,"Dec 27, 2010","Dec 29, 2010",,Hardcover,view (with text),/book/show/103610.The_Prayer_of_Jabez
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House Rules,"Picoult, Jodi*",0743296435,9780743296434,B0048ELDQ4,532        pp,4.04,"174,644","Mar 02, 2010","Mar 02, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this book had an interesting idea behind it. A young man with Asperger's Syndrome, who has an obsession with forensic science, ends up beingI thought this book had an interesting idea behind it. A young man with Asperger's Syndrome, who has an obsession with forensic science, ends up being charged with murder and put on trial. His difficulties in communication and relating to others complicate the situation and leads to a lot of misunderstandings and problems. It started out pretty good and once the real plot hit it was hard to put down. I figured out what had happened pretty quickly, what we were supposed to think happened, what different characters thought happened, and what really happened. I don't know if that means I'm really smart or if it was just too transparent, ha ha. It's much more satisfying to be surprised and fooled at the end, like I was in The Thirteenth Tale, or maybe at least to not figure it out so soon. It made the rest of the book seem a little long and frustrating because I got tired of nobody else figuring it out, and all it would have taken were a few more questions that any normal human being would have asked. Then, finally, when we get the solution, bam, the book is over with no aftermath. That being said, it was entertaining and kept me interested, if not slightly frustrated and dissatisfied at the end. I will note that the language was a bit harsh at times. On another note, I think the author took every characteristic and story she had heard or researched about Asperger's Syndrome and put it in this one kid and amped it up a little for the purposes of the story. He was definitely more impaired than other cases of Asperger's I have personal experience with (my son) or those I have known of or read about, but then it is all part of a spectrum and it is good to represent that side of it, too, I think, although I might be more inclined to call his condition high-functioning autism.So overall, I'm kind of in the middle. I had some issues with it, but also liked things about it. I have a feeling it will be one of those mildly entertaining but quickly forgotten books....more",Notes are private!,0,0,1,"Dec 29, 2010","Dec 30, 2010","Dec 29, 2010",,Hardcover,view (with text),/book/show/6614960-house-rules
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Persepolis,"Satrapi, Marjane",0375714839,9780375714832,0375714839,341        pp,4.39,"181,333",2003,"Oct 30, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second book I picked up from the library that was a female author writing a memoir in graphic novel form. The first, which I just edThis is the second book I picked up from the library that was a female author writing a memoir in graphic novel form. The first, which I just ed, was French Milk, and I really didn't like that at all. This one was a totally different story. It was written about the author's experiences growing up in Iran and dealing with the wars and cultural revolution, a complete shift in her early way of life. She is close to the same age as me, so that made it interesting to think about how different our lives were because of where we were born. As a teenager her parents sent her to live in Austria to escape the danger and repression. She faced many challenges in Austria as well and eventually returned to Iran. She had felt out of place as an Iranian in Austria, and then returning to Iran she felt out of place again. Eventually she moved to France and stayed there. This book took me much longer to read than any other graphic novel I've read because it was quite a bit longer, but also very detailed. I learned so much and was really fascinated by it. It was hard to put down. The author is very intelligent and insightful. I didn't always agree with her choices and philosophy, but I could see how she was a product of her family and country. She was so strong and interesting. History, politics, and current events are weak points for me, but reading this in a graphic novel format and hearing it from a personal, female viewpoint really made it accessible to me and helped me gain a much greater understanding of the history and political situation of Iran. ...more",Notes are private!,0,0,1,not set,"Nov 20, 2010","Nov 30, 2010",,Paperback,view (with text),/book/show/991197.The_Complete_Persepolis
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,French Milk,"Knisley, Lucy*",0978942752,9780978942755,0978942752,179        pp,3.33,"8,254","Sep 05, 2007","Sep 05, 2007",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can't remember where I heard of this book or why I requested it, but one day I had this and another book waiting for me to pick up at the library. BI can't remember where I heard of this book or why I requested it, but one day I had this and another book waiting for me to pick up at the library. Both were written by females and were memoirs in graphic novel form. This one was written by a young woman who went to spend a month in France with her mom. She tells about her experiences with the food and culture and her relationship with her mom, etc. I took a lot of French classes, spent a short time in France once, and am very interested in it, so this sounded really good. Right at the beginning I started to wonder about the author, who was about 22 I think, when she said she started smoking so she would fit in at the outdoor cafes where everyone smokes. Wow. You would think by that age you would know better than to pick up such a stinky, unhealthy habit just to fit in for a month in France. I found that I just couldn't connect with her, not just because of that. Some of the language was harsh. I feel like I have to be careful with the graphic novels because my 11-year-old son is drawn to them. Basically they're cartoons. I really didn't want him seeing this and picking it up. The author also included photographs in the pages and somehow that really drew me out of the world of the drawings. It was interesting to see what the people she wrote about really looked like, but I felt jarred seeing the photographs among the drawings. I didn't realize how I become sort of absorbed in the cartoon world until the photographs would jerk me out of it. I understand the idea behind putting the photos in, but I personally didn't like it. Maybe if they had all been together at the end or something. So even though it wouldn't have taken very long to finish, I just found I didn't care at all and gave up not even halfway through. I returned this one to the library ASAP. I don't know if it's fair to rate a book that I didn't finish, but I really didn't like it and didn't want to finish it, so what better reason is there to get 1 star?...more",Notes are private!,0,0,1,not set,"Nov 06, 2010","Nov 30, 2010",,Paperback,view (with text),/book/show/1574310.French_Milk
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power Of Less: The Fine Art of Limiting Yourself to the Essential,"Babauta, Leo",1401309704,9781401309701,1401309704,170        pp,3.72,"10,092",2008,"Jan 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I used to read Leo's blog, Zen Habits, so most of this book was familiar. He writes about time management, productivity, organization, prioritizing, sI used to read Leo's blog, Zen Habits, so most of this book was familiar. He writes about time management, productivity, organization, prioritizing, simplifying, single tasking, focusing, etc. Even though there was nothing really new or extremely original here, it does help to remind myself of some of these ideas. The book was short, straightforward, and easy to read through quickly. I did pull out my notebook and answer questions about what my values are, what my goals are, what I love, what's important to me, and so on, so he got me thinking. He recommends setting just one big goal at a time, something that will take 6 months to a year, and then breaking that down into subgoals that take about a month, then weekly goals. Every day you choose the three most important tasks to accomplish that day and one of these should be leading toward that weekly goal, thus ultimately toward your ""One Goal.""One of Leo's big things is to encourage us to feel more accountable by talking about our goal as much as possible so people will check up on our progress. So in that spirit, I will share that my One Goal (yes, it's always capitalized for some reason) is to completely clean, organize, and paint my house in the next year, to get it in the kind of shape it would need to be in to sell, even though we have no plans to sell. I broke that down into my monthly goals. Each room in the house gets a month for me to deep clean, declutter, and paint. Then there are leftover months to focus on things like outdoors, organizing the garage, repairs, and closets. For the first month I chose getting control of the clothes by completely catching up all laundry and ironing and also weeding through all our clothes to donate what we don't wear anymore or what doesn't fit, etc. Then, of course, all through the year I'll have to continue to maintain the rooms I finish and keep up with the laundry and cleaning.I plan to really start on Monday, November 1 and I'm going to give it 14 months, until the end of 2011, to finish. It does help to have a big plan broken down into little steps. If I really do this, meaning Leo has managed to give me the motivation and tools to make this work, then I will definitely come back to this  at the end of next year and change my rating to 5 stars!...more",Notes are private!,0,0,1,"Oct 28, 2010","Oct 29, 2010","Oct 30, 2010",,Hardcover,view (with text),/book/show/3467088-the-power-of-less
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercury,"Larson, Hope",1416935851,9781416935858,1416935851,234        pp,3.48,"5,132","Jan 05, 2010","Apr 06, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My parents are going to serve a mission in Nova Scotia next year, so I thought it would be fun to read a story set there and learn a little more aboutMy parents are going to serve a mission in Nova Scotia next year, so I thought it would be fun to read a story set there and learn a little more about that area. I found this graphic novel and really enjoyed it. It tells an interesting story and it's fun to just soak in the pictures and get the story they tell. I liked how it jumped between past and present and how they tied together. It gave a little history and feel for Nova Scotia in both time periods and the instant gratification of a graphic novel is nice, especially right now because I've been sick, so reading anything requiring too much concentration of my fuzzy brain is out right now....more",Notes are private!,0,0,1,"Oct 28, 2010","Oct 29, 2010","Oct 30, 2010",,Hardcover,view (with text),/book/show/6634538-mercury
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Ántonia        (Great Plains Trilogy, #3)","Cather, Willa",0679741879,9780679741879,0679741879,288        pp,3.83,"137,875",Sep 1918,"Mar 15, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was recommended to me by my parents, who recently read it together. The writing was beautiful. The characters were interesting and memorable. I lThis was recommended to me by my parents, who recently read it together. The writing was beautiful. The characters were interesting and memorable. I liked all the side stories with the background of some of the characters, who came from various places around the world. I really connected emotionally with it. It is not unusual for me to tear up and cry a little while reading books, but one part had me sobbing out loud, which is quite a rare thing for a book to do to me, but as a whole it certainly wasn't a sad or depressing book. It took me to a different place and time and made me feel like I was living there, which is always a fun experience, especially since the Nebraska described doesn't really exist anymore. I thoroughly enjoyed it and can see myself reading this one again in the future....more",Notes are private!,0,0,1,"Oct 26, 2010",Dec 2010,"Oct 26, 2010",,Paperback,view (with text),/book/show/829165.My_ntonia
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mockingjay        (The Hunger Games, #3)","Collins, Suzanne",0439023513,9780439023511,0439023513,390        pp,4.09,"3,226,618","Aug 24, 2010","Aug 24, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I closed this last book of the Hunger Games trilogy the other night (way too late in the night) feeling very satisfied. I went into it without too manI closed this last book of the Hunger Games trilogy the other night (way too late in the night) feeling very satisfied. I went into it without too many expectations or predictions, just ready to let the story play itself out. I think Suzanne Collins has shown herself to be a really good storyteller. The writing itself is pretty straightforward. It’s not particularly poetic or beautifully written, but it’s not distractingly bad or annoying either. It just tells the story and I think that’s her strength. She created a really different and interesting world with flawed but likable and memorable characters and she weaved it all together really well. The part I was most interested in was the characters and their relationships, how they reacted to things that happened to them, how they grew and changed. It was interesting to see the way different characters reacted to horrible and extreme events and the choices they made. I also thought the love triangle was well done. After the first two books I really didn’t know for sure how it would go, though I had suspicions. I could see it going either way, though. During this last book it became obvious to me pretty early where her heart was and it made sense to me. I’m kind of a sucker for romance I guess and I was happy with that aspect of it. I love that with all three books I never knew what to expect, but I learned that I could trust them to be interesting with a lot of surprises and excitement and I was not disappointed. I like going into books knowing as little as possible about them. If you haven’t read it yet, I’m going to mention a couple plot points, but nothing that would really be a spoiler, just general ideas. This is your warning if you don’t even want that, though. If you have read it and want to discuss more specifics than I’m giving here, I’d love to talk more details with you through e-mail or whatever! This is definitely a book that leaves you wanting to talk about it. There were a few things that bothered me. Katniss, the main character, was way too quick to jump to the idea of suicide or murder of friends as a protection from a possibly difficult future such as torture or imprisonment. It just seemed way too hasty and ridiculous. There was a lot of violence and death, some of it quite upsetting, although in the context of war it makes sense. It’s amazing, really, that with the subject matter of these books that I liked them as much as I did. I also felt quite satisfied with the way things were wrapped up, not too sunshiny and unrealistic, but not depressing and hopeless either. I have so often been disappointed by series that started out well and then fell flat. It is nice to find one that I remained happy with throughout. I also think that a trilogy was just the right length for this story. I suspect I will be going back to re-read these sometime in the future....more",Notes are private!,0,0,1,"Sep 30, 2010","Oct 08, 2010","Sep 30, 2010",,Hardcover,view (with text),/book/show/7260188-mockingjay
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prayers for Sale,"Dallas, Sandra",0312385188,9780312385187,0312385188,305        pp,3.86,"18,460","Apr 14, 1997","Apr 14, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm right in the middle of the fence on this one. It wasn't great, but wasn't bad. I didn't love it, but didn't hate it. It was certainly no page-turnI'm right in the middle of the fence on this one. It wasn't great, but wasn't bad. I didn't love it, but didn't hate it. It was certainly no page-turner, but not exactly boring. It was pleasant enough. I chuckled here and there and shed a few tears, but overall it never really grabbed me and made me love it. I guess my only comment is that I hope when I am 86 years old I have the strength and stamina of the main character, Hennie. She was hiking, doing strenuous housekeeping, throwing dinner parties, staying up all night on one occasion, and so on. A main theme of the book is that her daughter is worried about her living alone and wants her to come live with her, but I can't imagine what her daughter is worried about. That was one tough cookie. I kept having to remind myself how old she really was....more",Notes are private!,0,0,1,"Sep 10, 2010","Sep 22, 2010","Sep 10, 2010",,Hardcover,view (with text),/book/show/4618898-prayers-for-sale
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thirteenth Tale,"Setterfield, Diane*",0743298020,9780743298025,0743298020,406        pp,3.98,"313,080","Sep 12, 2006","Sep 12, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes I am so random about what I choose to read after finishing a book. It might be just what comes across my path at that time. I have books I'vSometimes I am so random about what I choose to read after finishing a book. It might be just what comes across my path at that time. I have books I've been meaning to read for years that I still haven't gotten around to, but I decided I should at least try harder to read books that have been recommended to me. I'm going to stop getting recommendations if I keep ignoring them! So that's how I came to this book. It was recommended to me by my cousin, Lori, and I thoroughly enjoyed it. It definitely picks up the mood of books like Jane Eyre and Wuthering Heights and celebrates a love of books and words. It made me wish I had grown up in an old bookshop, or could at least work there! The writing was really good and the story was interesting and hard to step away from. We've had some rainy and cold weather while I've been reading it and even got some thunder and lightning the other night. I highly recommend that setting while reading this! The ending was one of those where I think, ""Ahhh, now I have to go back and read the book again and see how I missed that"" and wish I had been smart enough to figure it out.Just a couple of complaints. There was one section describing the actions of a couple of disturbingly heartless people. I felt like what they did was spelled out a little bit too much. I think it would have been nice if the author had taken her cue more from those old books she obviously loves so much and implied things a little bit more in that section, leaving those with the maturity to understand knowing what had happened without giving too many details. I think that part would hold me back from recommending it to a teenager where otherwise I probably would. Then at the end there were just a couple of minor things that kind of bugged me, but not enough to ruin the book, which overall was so well done and a pleasure to read. There were many passages I loved, but here is one to give an example.People disappear when they die. Their voice, their laughter, the warmth of their breath. Their flesh. Eventually their bones. All living memory of them ceases. This is both dreadful and natural. Yet for some there is an exception to this annihilation. For in the books they write they continue to exist. We can rediscover them. Their humor, their tone of voice, their moods. Through the written word they can anger you or make you happy. They can comfort you. They can perplex you. They can alter you. All this, even though they are dead. Like flies in amber, like corpses frozen in ice, that which according to the laws of nature should pass away is, by the miracle of ink on paper, preserved. It is a kind of magic....more",Notes are private!,0,0,1,"Oct 21, 2010","Oct 25, 2010","Sep 10, 2010",,Hardcover,view (with text),/book/show/40440.The_Thirteenth_Tale
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,719",Aug 2005,"Sep 23, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a really hard one for me to rate or . There were quite a few parts that were really dark, disturbing, demented, and disgusting—stufThis book is a really hard one for me to rate or . There were quite a few parts that were really dark, disturbing, demented, and disgusting—stuff that I’m sure happens in real life, but not the kind of thing I would choose to read and expose myself to if I had known what I was getting into. I just knew that it was quite popular, had received high ratings, and had topped some lists of favorites that I had seen around. I started it kind of warily, knowing that if it turned out to be too violent or disturbing I would quit, but for awhile it wasn’t at all. It set up an interesting mystery and characters I wanted to know more about. I was already really into it when things turned on me, but at that point it was hard for me to give up on the story, so I just sort of endured through the awful stuff and mostly really enjoyed the rest of it. It was a good mystery. The answers weren’t obvious, but I kind of guessed or figured out a lot of things before they were revealed, which was satisfying. It was also interesting reading a book set in Sweden since I can't think of any other book I've read set there.The characters were really interesting to me, especially the title character, Lisbeth. She was “strange,” as she is described many times, but I picked up really early on that she probably had Asperger Syndrome and became more and more sure of it. That was kind of interesting because I just finished “The London Eye Mystery” recently where the main character was a boy with Asperger’s solving a mystery, and then there is “The Curious Incident of the Dog in the Night-time” with that idea as well. So I was interested in her personality. She was obviously shaped by a very difficult childhood and had many flaws, but I couldn’t help but be somewhat sympathetic to her even while totally not understanding or agreeing with many of her choices. I was also interested in Blomkvist, the other main character, who I also rather liked despite some real shortcomings. The characters (not just those two) seemed consistent and real and I felt like the relationships and interactions seemed realistic with who these people were. Overall, other than having to face a repulsive side of humanity, I really did enjoy the book. It held my interest, even in the parts about financial journalism and business, which is quite an accomplishment. It gave me a lot to think about and entertained me at times. I would probably rate it highly, but because of the language and extremely disturbing aspects I don’t feel I could outright recommend it, so I’m just going to forego putting a rating this one. ...more",Notes are private!,0,0,1,"Aug 26, 2010","Sep 09, 2010","Aug 26, 2010",,Hardcover,view (with text),/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
