,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Under,"Johnson, Daisy*",191070234X,9781910702345,191070234X,264        pp,3.52,"13,958","Jul 12, 2018","Jan 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/36396289-everything-under
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Flowers of Alice Hart,"Ringland, Holly",1460754336,9781460754337,1460754336,400        pp,4.10,"31,964",Mar 2018,"Mar 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/35424630-the-lost-flowers-of-alice-hart
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Angela Carter,"Gordon, Edmund",0701187557,9780701187552,0701187557,544        pp,4.29,433,"Mar 01, 2017","Jan 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/28501482-the-invention-of-angela-carter
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Howl’s Moving Castle        (Howl’s Moving Castle, #1)","Jones, Diana Wynne",006441034X,9780064410342,006441034X,329        pp,4.29,"356,514",Apr 1986,"Aug 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Mass Market Paperback,view,/book/show/6294.Howl_s_Moving_Castle
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buried Giant,"Ishiguro, Kazuo*",030727103X,9780307271037,030727103X,317        pp,3.57,"105,202","Mar 03, 2015",Mar 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/22522805-the-buried-giant
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,551","May 06, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2023",not set,"Oct 23, 2023",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anthology of Classical Myth,"Trzaskoma, Stephen M.",0872207218,9780872207219,0872207218,576        pp,4.11,275,"Nov 22, 2004","Dec 20, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/468585.Anthology_of_Classical_Myth
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magic Toyshop,"Carter, Angela",1844085236,9781844085231,1844085236,224        pp,3.80,"12,280",1967,"May 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/6381453-the-magic-toyshop
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perks of Being a Wallflower,"Chbosky, Stephen",,,,213        pp,4.23,"1,793,618","Feb 01, 1999",Feb 1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/22628.The_Perks_of_Being_a_Wallflower
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Starts with Us        (It Ends with Us, #2)","Hoover, Colleen*",1668001225,9781668001226,1668001225,323        pp,3.87,"1,436,699","Oct 18, 2022","Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 26, 2023","Dec 15, 2023","Oct 18, 2023",,Paperback,view,/book/show/60393672-it-starts-with-us
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,947","Aug 02, 2016","Aug 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Nov 2023,"Nov 20, 2023","Oct 18, 2023",,Kindle Edition,view,/book/show/27362503-it-ends-with-us
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rooftoppers: 10th Anniversary Edition,"Rundell, Katherine",1526624796,,B0881SBZSD,337        pp,4.07,"14,864","Mar 07, 2013","May 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2023",,Kindle Edition,view,/book/show/53616193-rooftoppers
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hot and Bothered: What No One Tells You About Menopause and How to Feel Like Yourself Again,"Dunn, Jancee*",0593542568,9780593542569,0593542568,304        pp,4.16,"1,166",unknown,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2023",,Hardcover,view,/book/show/61897976-hot-and-bothered
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teenage Wasteland,"Tyler, Anne*",059331395X,,B08H19LY7X,20        pp,3.35,151,unknown,"Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Kindle Edition,view,/book/show/55378629-teenage-wasteland
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tin Can Tree,"Tyler, Anne*",0449911896,9780449911891,0449911896,264        pp,3.57,"3,309",1965,"Aug 27, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/31182.The_Tin_Can_Tree
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Morning Ever Comes,"Tyler, Anne*",0449911780,9780449911785,0449911780,256        pp,3.55,"4,287",1964,"Aug 27, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/112321.If_Morning_Ever_Comes
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Slipping-Down Life,"Tyler, Anne*",0345478959,9780345478955,0345478959,192        pp,3.59,"4,470",1969,"May 04, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/40021.A_Slipping_Down_Life
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Earthly Possessions,"Tyler, Anne*",0449911810,9780449911815,0449911810,202        pp,3.73,"4,543",1977,"Aug 27, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2023","Oct 31, 2023","Sep 28, 2023",,Paperback,view,/book/show/112325.Earthly_Possessions
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clock Winder,"Tyler, Anne*",0449911799,9780449911792,0449911799,312        pp,3.72,"4,786",1972,"Aug 27, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/112323.The_Clock_Winder
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morgan's Passing,"Tyler, Anne*",0449911721,9780449911723,0449911721,346        pp,3.76,"5,018",1980,"Aug 27, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/31177.Morgan_s_Passing
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celestial Navigation,"Tyler, Anne*",0449911802,9780449911808,0449911802,288        pp,3.75,"5,071",1974,"Aug 27, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/31180.Celestial_Navigation
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Searching for Caleb,"Tyler, Anne*",0449911748,9780449911747,0449911748,328        pp,3.89,"6,353",1975,"Aug 27, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/233904.Searching_for_Caleb
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Noah's Compass,"Tyler, Anne*",0307272400,9780307272409,0307272400,277        pp,3.37,"13,306",2009,"Jan 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Hardcover,view,/book/show/6261277-noah-s-compass
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Patchwork Planet,"Tyler, Anne*",080411918X,9780804119184,080411918X,320        pp,3.80,"14,457","Apr 14, 1998","May 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/40020.A_Patchwork_Planet
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ladder of Years,"Tyler, Anne*",0804113475,9780804113472,0804113475,406        pp,3.73,"17,817",1995,"Mar 30, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 28, 2023","Oct 21, 2023","Sep 28, 2023",,Mass Market Paperback,view,/book/show/202948.Ladder_of_Years
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amateur Marriage,"Tyler, Anne*",0345472454,9780345472458,0345472454,352        pp,3.67,"18,190","Jan 06, 2004","Jan 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Mass Market Paperback,view,/book/show/15764.The_Amateur_Marriage
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Back When We Were Grownups,"Tyler, Anne*",0345477243,9780345477248,0345477243,336        pp,3.55,"21,017","May 01, 2001","Oct 26, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Mass Market Paperback,view,/book/show/31178.Back_When_We_Were_Grownups
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Digging to America,"Tyler, Anne*",0307263940,9780307263940,0307263940,277        pp,3.58,"22,439","May 02, 2006","May 02, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Hardcover,view,/book/show/698.Digging_to_America
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vinegar Girl,"Tyler, Anne*",0804141266,9780804141260,0804141266,237        pp,3.39,"37,883",Jun 2016,"Jun 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Hardcover,view,/book/show/27070127-vinegar-girl
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Redhead by the Side of the Road,"Tyler, Anne*",0525658416,9780525658412,0525658416,178        pp,3.61,"45,527","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Hardcover,view,/book/show/46014983-redhead-by-the-side-of-the-road
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Poem for Every Autumn Day,"Esiri, Allie*",1529045223,9781529045222,1529045223,270        pp,3.69,448,"Aug 20, 2020","Aug 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Paperback,view,/book/show/54975371-a-poem-for-every-autumn-day
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One for Sorrow        (The Magpie Society, #1)","Sugg, Zoe",0241402344,9780241402344,0241402344,329        pp,3.72,"9,442","Oct 29, 2020","Oct 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Hardcover,view,/book/show/50999508-one-for-sorrow
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Girl's Guide to Murder        (A Good Girl's Guide to Murder, #1)","Jackson, Holly*",1405293187,9781405293181,1405293187,433        pp,4.33,"1,044,312","May 02, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Paperback,view,/book/show/40916679-a-good-girl-s-guide-to-murder
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow & Rose,"Martin, Emily Winfield",0553538209,9780553538205,B01N7V2HM0,213        pp,4.03,"7,524","Oct 10, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Kindle Edition,view,/book/show/33972789-snow-rose
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Graveyard Book,"Gaiman, Neil*",0060530928,9780060530921,0060530928,312        pp,4.16,"538,754","Sep 30, 2008","Sep 30, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,LOVED IT!,Notes are private!,0,1,1,"Dec 05, 2023",Feb 2024,"Sep 24, 2023",,Hardcover,view (with text),/book/show/2213661.The_Graveyard_Book
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Romantics,"Poston, Ashley*",0593336488,9780593336489,0593336488,368        pp,3.94,"151,111","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Paperback,view,/book/show/58885776-the-dead-romantics
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,094","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Hardcover,view,/book/show/57109107-the-lincoln-highway
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,0143110438,462        pp,4.33,"543,398","Sep 06, 2016","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Paperback,view,/book/show/34066798-a-gentleman-in-moscow
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1635575567,9781635575569,1635575567,419        pp,4.20,"2,491,750","May 05, 2015","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/50659467-a-court-of-thorns-and-roses
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,,294        pp,3.98,"181,638","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/36692478-there-there
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Call Me Home: A Memoir,"Auder, Alexandra",0593299957,9780593299951,0593299957,336        pp,3.87,973,"May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/61827496-don-t-call-me-home
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motherless Child,"Strout, Elizabeth*",,,,9        pp,3.97,33,unknown,"Aug 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,,view,/book/show/53958215-motherless-child
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burgess Boys,"Strout, Elizabeth*",1400067685,9781400067688,1400067685,320        pp,3.62,"64,790","Mar 26, 2013","Mar 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/15823461-the-burgess-boys
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anything Is Possible        (Amgash, #2)","Strout, Elizabeth*",0812989406,9780812989403,0812989406,254        pp,3.78,"66,301","Apr 27, 2017","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/32080126-anything-is-possible
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh William!        (Amgash, #3)","Strout, Elizabeth*",0812989430,9780812989434,0812989430,240        pp,3.86,"80,126","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/56294820-oh-william
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Name Is Lucy Barton        (Amgash, #1)","Strout, Elizabeth*",1400067693,9781400067695,1400067693,193        pp,3.58,"161,443","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/25893709-my-name-is-lucy-barton
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive, Again        (Olive Kitteridge, #2)","Strout, Elizabeth*",0812996542,9780812996548,0812996542,289        pp,4.11,"97,090","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/43984883-olive-again
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",0593446062,9780593446065,0593446062,291        pp,3.92,"64,816","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/60657583-lucy-by-the-sea
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spool of Blue Thread,"Tyler, Anne*",0385683421,9780385683425,0385683421,358        pp,3.44,"94,614","Feb 10, 2015","Feb 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 21, 2023","Sep 02, 2023","Jul 21, 2023",,Hardcover,view,/book/show/22501028-a-spool-of-blue-thread
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seed Keeper,"Wilson, Diane",1571311378,9781571311375,1571311378,372        pp,4.31,"15,028","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2023",,Paperback,view,/book/show/52639051-the-seed-keeper
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Firekeeper’s Daughter,"Boulley, Angeline*",,,,496        pp,4.34,"154,718","Mar 16, 2021","Mar 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jan 2024,"Mar 23, 2024","Jul 05, 2023",,Hardcover,view,/book/show/52346471-firekeeper-s-daughter
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woody Guthrie,"Klein, Joe",0385333854,9780385333856,0385333854,528        pp,4.34,"1,369",1980,"Feb 09, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2023",,Paperback,view,/book/show/100213.Woody_Guthrie
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Biz,"Nović, Sara*",0593241509,9780593241509,0593241509,386        pp,4.09,"64,536","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2023",,Hardcover,view,/book/show/58395049-true-biz
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,"Nepo, Mark",1573241172,0645241001173,1573241172,436        pp,4.21,"9,880","May 31, 1999","May 31, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 19, 2022","Jun 19, 2023","Jun 19, 2023",,Paperback,view,/book/show/7581.The_Book_of_Awakening
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"541,271","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,487,062","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Hardcover,view,/book/show/40597810-daisy-jones-the-six
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,733","Mar 31, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Hardcover,view,/book/show/58065033-lessons-in-chemistry
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Indigenous Peoples' History of the United States        (ReVisioning American History, #3)","Dunbar-Ortiz, Roxanne",080700040X,9780807000403,080700040X,320        pp,4.37,"16,709","Sep 16, 2014","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2023",,Hardcover,view,/book/show/20588662-an-indigenous-peoples-history-of-the-united-states
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Sang to the Buffalo,"Nerburn, Kent*",1608680150,9781608680153,1608680150,408        pp,4.54,"1,590","Oct 01, 2013","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2023",,Paperback,view,/book/show/17707906-the-girl-who-sang-to-the-buffalo
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How It Always Is,"Frankel, Laurie*",,,,338        pp,4.28,"189,898","Jan 04, 2017",Jun 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Kindle Edition,view,/book/show/40409102-this-is-how-it-always-is
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,783","Nov 23, 2021","Nov 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Hardcover,view,/book/show/56922687-these-precious-days
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dictionary of Lost Words,"Williams, Pip",1925972593,9781925972597,1925972593,384        pp,4.03,"141,159","Mar 31, 2020","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/49354511-the-dictionary-of-lost-words
