,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Charlene's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Around the World in Eighty Days,"Verne, Jules",014044906X,9780140449068,014044906X,252        pp,3.94,"247,786","Nov 06, 1872","May 04, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 02, 2022","Feb 03, 2022","Feb 02, 2022",,Paperback,view,/book/show/54479.Around_the_World_in_Eighty_Days
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Thing He Told Me,"Dave, Laura*",,,,320        pp,3.84,"941,123","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Feb 03, 2022","Feb 10, 2022","Jan 29, 2022",,Hardcover,view,/book/show/54981009-the-last-thing-he-told-me
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fireman,"Hill, Joe*",006220064X,9780062200648,006220064X,768        pp,3.91,"60,175","May 17, 2016","Jan 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Long book, but once I started I couldn't put it down. I love these books where mankind has ""done itself in"" with whatever plague/virus/spore carried dLong book, but once I started I couldn't put it down. I love these books where mankind has ""done itself in"" with whatever plague/virus/spore carried disease has reared its ugly head. ...more",Notes are private!,0,5,1,"Jan 26, 2022","Jan 28, 2022","Jan 26, 2022",,Paperback,view (with text),/book/show/29875363-the-fireman
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Killing Kind,"Casey, Jane*",0008477922,9780008477929,0008477922,480        pp,3.90,"5,096","May 27, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Hardcover,view,/book/show/56754296-the-killing-kind
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Pain: The Secret History of the Sackler Dynasty,"Keefe, Patrick Radden",,,B08ND91K6G,625        pp,4.54,"102,980","Apr 13, 2021","Apr 13, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 28, 2022","Jun 23, 2022","Jan 26, 2022",,Kindle Edition,view,/book/show/56343711-empire-of-pain
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Too Close,"Daniels, Natalie",006291748X,9780062917485,006291748X,313        pp,3.82,"4,271","Nov 24, 2018","Jul 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Paperback,view,/book/show/42654410-too-close
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Systems Red        (The Murderbot Diaries, #1)","Wells, Martha*",,,,144        pp,4.15,"235,915","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A nice change from all the other books I usually read and hopefully helping to end a really long period of not wanting to read anything! One of my favA nice change from all the other books I usually read and hopefully helping to end a really long period of not wanting to read anything! One of my favorite Goodreads ers gave this a less than stellar  saying it was weak on character development and plot depth. This just makes me want to see what’s waiting in the second book in this series to see if there’s something more to it. With recent advances in robots and AI, this could be the precursor to what lies ahead!...more",Notes are private!,0,3,1,"Apr 04, 2022","Apr 04, 2022","Jan 22, 2022",,ebook,view (with text),/book/show/32758901-all-systems-red
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truth Be Told,"Barber, Kathleen*",1529042402,9781529042405,B07YSS2M1R,280        pp,3.64,"16,413","Aug 01, 2017","Dec 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2022",,Kindle Edition,view,/book/show/49080443-truth-be-told
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Crash,"Stephenson, Neal*",,,,559        pp,4.02,"280,042",Jun 1992,Jun 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2022",,Kindle Edition,view,/book/show/40651883-snow-crash
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Flicker in the Dark,"Willingham, Stacy*",1250803829,9781250803825,1250803829,357        pp,4.00,"390,151","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2022",,Hardcover,view,/book/show/57693172-a-flicker-in-the-dark
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our First Civil War: Patriots and Loyalists in the American Revolution,"Brands, H.W.",0385546513,9780385546515,0385546513,496        pp,3.92,939,"Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2021",,Hardcover,view,/book/show/57049135-our-first-civil-war
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","Larson, Erik*",,,B07TRVW6VX,546        pp,4.30,"115,967","Feb 25, 2020","Feb 25, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 20, 2021","Jan 05, 2022","Nov 17, 2021",,Kindle Edition,view,/book/show/51187948-the-splendid-and-the-vile
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Ships,"Haynes, Natalie*",0063065398,9780063065390,0063065398,368        pp,4.08,"68,776","May 02, 2019","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 14, 2021",,Hardcover,view,/book/show/53487148-a-thousand-ships
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Not Who You Think I Am,"Rickstad, Eric*",1094000337,9781094000336,1094000337,229        pp,3.54,"4,152","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2021",,Hardcover,view,/book/show/49192398-i-am-not-who-you-think-i-am
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Starless Crown        (Moon Fall, #1)","Rollins, James*",1250766729,9781250766724,B08GZXJHPK,560        pp,3.79,"8,642","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 31, 2021",,Kindle Edition,view,/book/show/55579064-the-starless-crown
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",1250069807,9781250069801,1250069807,520        pp,3.59,"294,061","Jul 26, 2016","Jul 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Paperback,view,/book/show/30319078-truly-madly-guilty
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Before Dark,"Sager, Riley*",1524745197,9781524745196,1524745197,416        pp,4.07,"193,993","Jun 30, 2020","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Paperback,view,/book/show/56187473-home-before-dark
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keeper of Lost Things,"Hogan, Ruth*",0062473557,9780062473554,0062473557,288        pp,3.80,"149,730","Feb 21, 2017","Nov 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2021",,Paperback,view,/book/show/34217557-the-keeper-of-lost-things
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"11th Hour        (Women's Murder Club, #11)","Patterson, James*",1846057914,9781846057915,B009QWHKOC,416        pp,4.09,"48,319","May 07, 2012","May 07, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 26, 2022","Dec 19, 2022","Aug 08, 2021",,Hardcover,view,/book/show/11872242-11th-hour
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Good Turn        (Cormac Reilly, #3)","McTiernan, Dervla*",,9798200696345,B094LBQJX3,410        pp,4.22,"14,914","Feb 24, 2020","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2021",,Paperback,view,/book/show/58356969-the-good-turn
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"10th Anniversary        (Women's Murder Club, #10)","Patterson, James*",0316036269,9780316036269,0316036269,395        pp,4.12,"52,039","May 02, 2011","May 02, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As usual, multiple story lines going on, all neatly tied together in the end. Detective Boxer does get married in this one and works her magic solvingAs usual, multiple story lines going on, all neatly tied together in the end. Detective Boxer does get married in this one and works her magic solving cases with her more than thorough investigative skills and, of course, the help of the other members of the Women's Murder Club....more",Notes are private!,0,7,1,Aug 2021,"Aug 08, 2021","Jul 31, 2021",,Hardcover,view (with text),/book/show/9436746-10th-anniversary
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We,"Zamyatin, Yevgeny",0063068443,9780063068445,0063068443,304        pp,3.89,"97,215",1924,"Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2021",,Paperback,view,/book/show/56304450-we
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sprouting Wings: The True Story of James Herman Banning, the First African American Pilot to Fly Across the United States","Jaggar, Louisa",1984847635,9781984847638,1984847635,48        pp,4.12,178,"Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2021",,Library Binding,view,/book/show/55599494-sprouting-wings
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half Lives: The Unlikely History of Radium,"Santos, Lucy Jane*",1785786075,9781785786075,1785786075,320        pp,3.69,264,"Jul 02, 2020","Jul 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2021",,Hardcover,view,/book/show/53344258-half-lives
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Running Man,"Bachman, Richard",0451230620,9780451230621,,317        pp,3.90,"133,146",May 1982,Nov 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2021",,Mass Market Paperback,view,/book/show/58541758-the-running-man
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,226,941","May 09, 2017","May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2021",,Hardcover,view,/book/show/31434883-eleanor-oliphant-is-completely-fine
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Creak on the Stairs        (Forbidden Iceland, #1)","Ægisdóttir, Eva Björg*",1913193055,,B081QYF69F,315        pp,3.92,"5,880","Apr 24, 2018","Mar 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 08, 2021",,Kindle Edition,view,/book/show/49015634-the-creak-on-the-stairs
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Life in Full: Work, Family, and Our Future","Nooyi, Indra*",059319179X,9780593191798,059319179X,320        pp,4.24,"7,800","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2021",,Hardcover,view,/book/show/57499853-my-life-in-full
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger in the Mirror,"Constantine, Liv*",,,,336        pp,3.73,"27,840","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2021",,Hardcover,view,/book/show/54798460-the-stranger-in-the-mirror
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,468","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2021",,Hardcover,view,/book/show/54493401-project-hail-mary
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Woman They Could Not Silence: One Woman, Her Incredible Fight for Freedom, and the Men Who Tried to Make Her Disappear","Moore, Kate*",1492696722,9781492696728,1492696722,560        pp,4.30,"27,419","Jun 22, 2021","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2021",,Hardcover,view,/book/show/56132724-the-woman-they-could-not-silence
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exiles,"Kline, Christina Baker*",0062356348,9780062356345,0062356348,370        pp,4.15,"55,096","Aug 25, 2020","Aug 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 06, 2021","Jul 15, 2021","May 23, 2021",,Hardcover,view,/book/show/49397137-the-exiles
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Man,"Perry, Thomas*",0802125867,9780802125866,0802125867,352        pp,4.13,"10,841","Jan 03, 2017","Jan 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2021",,Hardcover,view,/book/show/30316148-the-old-man
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of the Mountains,"Guterson, David",1400032652,9781400032655,1400032652,279        pp,3.67,"7,567",1999,"Jul 08, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2021",,Paperback,view,/book/show/50993.East_of_the_Mountains
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Edge of Collapse        (Edge of Collapse, #1)","Stone, Kyla*",1945410469,9781945410468,B07Y3XS2KY,318        pp,4.18,"22,895","Jan 31, 2020","Jan 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2021",,Kindle Edition,view,/book/show/50872082-edge-of-collapse
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West with Giraffes,"Rutledge, Lynda*",1542023351,9781542023351,B088FF4S7Q,381        pp,4.37,"128,546","Feb 01, 2021","Feb 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2021",,Kindle Edition,view,/book/show/56449476-west-with-giraffes
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Forget,"Bussi, Michel",,,B085FZDSP9,443        pp,3.95,"3,038",2014,"Aug 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2021",,Paperback,view,/book/show/54218010-never-forget
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strange Journey of Alice Pendelbury,"Levy, Marc*",1542090563,9781542090568,B07FSMWL5N,278        pp,4.01,"25,555","May 04, 2011","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2021",,Kindle Edition,view,/book/show/41038946-the-strange-journey-of-alice-pendelbury
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Apothecary,"Penner, Sarah *",0778311015,9780778311010,0778311015,301        pp,3.75,"369,343","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2021",,Hardcover,view,/book/show/53288434-the-lost-apothecary
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,11/22/63,"King, Stephen*",1451627289,9781451627282,1451627289,849        pp,4.33,"540,597","Nov 08, 2011","Nov 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 13, 2021","Jun 22, 2021","Apr 12, 2021",,Hardcover,view,/book/show/10644930-11-22-63
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of the Easy,"Sepetys, Ruta*",039925692X,9780399256929,039925692X,348        pp,4.04,"63,809","Feb 12, 2013","Feb 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Hardcover,view,/book/show/11178225-out-of-the-easy
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Etta,"Sletten, Deanna Lynn*",1941212360,9781941212363,B07DK6FMT7,352        pp,4.47,"1,761","Sep 04, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 21, 2023","Apr 12, 2023","Apr 11, 2021",,Kindle Edition,view,/book/show/40409256-miss-etta
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quiet in Her Bones,"Singh, Nalini*",0593099109,9780593099100,0593099109,374        pp,3.62,"7,667","Feb 23, 2021","Feb 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2021",,Hardcover,view,/book/show/55655042-quiet-in-her-bones
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unexampled Courage: The Blinding of Sgt. Isaac Woodard and the Awakening of President Harry S. Truman and Judge J. Waties Waring,"Gergel, Richard",0374107890,9780374107895,0374107890,336        pp,4.43,611,"Jan 22, 2019","Jan 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2021",,Hardcover,view,/book/show/40121995-unexampled-courage
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost and Found Bookshop        (Bella Vista Chronicles, #3)","Wiggs, Susan*",006291409X,9780062914095,006291409X,368        pp,3.92,"36,697","Jul 06, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2021",,Hardcover,view,/book/show/48613318-the-lost-and-found-bookshop
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passenger,"Boschwitz, Ulrich Alexander",1250317142,9781250317148,1250317142,266        pp,3.96,"8,662",1939,"Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2021",,Hardcover,view,/book/show/49672276-the-passenger
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We Thought We Knew You: A Terrifying True Story of Secrets, Betrayal, Deception, and Murder","Phelps, M. William*",1496728815,9781496728814,1496728815,336        pp,4.13,"2,688","Dec 29, 2020","Dec 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2021",,Hardcover,view,/book/show/53239913-we-thought-we-knew-you
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mythos: The Greek Myths Reimagined        (Stephen Fry's Great Mythology, #1)","Fry, Stephen",,,B07SLLYGF6,466        pp,4.26,"125,501","Nov 02, 2017","Aug 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2021",,Kindle Edition,view,/book/show/46228086-mythos
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In Her Tracks        (Tracy Crosswhite, #8)","Dugoni, Robert*",1542008360,9781542008365,B087Q1QNTL,394        pp,4.53,"28,401","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2021",,Kindle Edition,view,/book/show/53702797-in-her-tracks
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 9th Judgment        (Women's Murder Club,  #9)","Patterson, James*",,,,369        pp,4.14,"54,148","May 07, 2010","Apr 26, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another good book in this series. This time it looks like a serial killer is loose on the streets of San Francisco and a cat burglar nicknamed ""Hello Another good book in this series. This time it looks like a serial killer is loose on the streets of San Francisco and a cat burglar nicknamed ""Hello Kitty"" is visiting the houses of the rich and famous. Nice tie-in between the criminals. Not sure about that ending, but enough of a cliff hanger to get me to read #10 to see what happens next for Detective Lindsay Boxer. A 3.5 star but just couldn't round up to 4 this time....more",Notes are private!,0,4,1,"Mar 23, 2021","Mar 25, 2021","Mar 12, 2021",,Kindle Edition,view (with text),/book/show/8148539-the-9th-judgment
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pianos and Flowers: Brief Encounters of the Romantic Kind,"McCall Smith, Alexander*",1788853253,9781788853255,B07X8SY3HT,192        pp,3.67,"1,307","Nov 07, 2019","Nov 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2021",,Kindle Edition,view,/book/show/52856568-pianos-and-flowers
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Duke and I        (Bridgertons, #1)","Quinn, Julia*",0380800829,9780380800827,0380800829,384        pp,3.81,"500,557","Jan 05, 2000","Jun 27, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After watching the Netflix series “Bridgerton”, I knew I wanted to read the book to see how the series differed from the book. An easy skim/read whichAfter watching the Netflix series “Bridgerton”, I knew I wanted to read the book to see how the series differed from the book. An easy skim/read which did not disappoint....more",Notes are private!,0,7,1,"Mar 11, 2021","Mar 12, 2021","Mar 11, 2021",,Mass Market Paperback,view (with text),/book/show/110391.The_Duke_and_I
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A View of the Harbour,"Taylor, Elizabeth",0349010307,9780349010304,0349010307,320        pp,3.88,"1,664",1947,"May 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2021",,Paperback,view,/book/show/39926789-a-view-of-the-harbour
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Stars Go Dark,"McLain, Paula*",0593237897,9780593237892,0593237897,370        pp,3.85,"55,887","Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2021",,Hardcover,view,/book/show/54895727-when-the-stars-go-dark
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woman Last Seen in Her Thirties,"Pagán, Camille*",1503933040,9781503933040,B073TTB3LJ,238        pp,3.80,"13,677","Feb 27, 2018","Feb 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2021",,Kindle Edition,view,/book/show/36117615-woman-last-seen-in-her-thirties
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nance: Trials of the First Slave Freed by Abraham Lincoln: A True Story of Mrs. Nance Legins-Costley,"Adams, Carl M.",0989971015,9780989971010,0989971015,104        pp,4.43,14,unknown,"Jun 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2021",,Hardcover,view,/book/show/31396043-nance
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of the Myth: From the Frontier to the Border Wall in the Mind of America,"Grandin, Greg*",1250179823,9781250179821,1250179823,369        pp,4.30,"2,594","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2021",,Hardcover,view,/book/show/36743029-the-end-of-the-myth
