,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,kelly powers's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,192","Jul 05, 2022","Jul 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(see: 3.5) this  might change! i just finished it and have too many thoughts. the beginning was so amazing. but the back portion felt different,(see: 3.5) this  might change! i just finished it and have too many thoughts. the beginning was so amazing. but the back portion felt different, like throwing all kinds of trauma at the characters to see what stuck. i love marx - definitely not a NPC! but found it hard to not be irritated the other mains, esp sadie. tbd...more",Notes are private!,1,2,1,"Feb 13, 2023","Feb 24, 2023","Jan 18, 2023",,Hardcover,view (with text),/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,294        pp,4.05,"960,025",Jan 1963,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2023",,Paperback,view,/book/show/6514.The_Bell_Jar
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Devil in America: Notes in Praise of Black Performance,"Abdurraqib, Hanif",1984801198,9781984801197,1984801198,301        pp,4.61,"7,908","Mar 30, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2023",,Hardcover,view,/book/show/49247757-a-little-devil-in-america
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Very Secret Society of Irregular Witches,"Mandanna, Sangu*",,,B09MH8K8W2,334        pp,4.12,"158,498","Aug 23, 2022","Aug 23, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(see 3.5) this was actually super cute it snuck up on me — felt a lil bummed i wouldn’t go back to nowhere house,Notes are private!,0,1,1,"Jan 28, 2023","Feb 02, 2023","Jan 16, 2023",,Kindle Edition,view (with text),/book/show/58912891-the-very-secret-society-of-irregular-witches
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,032","Jan 28, 1813","Oct 10, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"third copy, fourth read. still so lovely. no notes",Notes are private!,0,1,1,"Jan 15, 2023","Jan 27, 2023","Jan 15, 2023",,Paperback,view (with text),/book/show/1885.Pride_and_Prejudice
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before I Go to Sleep,"Watson, S.J.*",0062060554,9780062060556,0062060554,359        pp,3.90,"339,443","Oct 01, 2011","Jun 14, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/9736930-before-i-go-to-sleep
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,348","Sep 16, 1987","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2023",,Paperback,view,/book/show/6149.Beloved
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bluest Eye,"Morrison, Toni",,,B000TWUTYQ,208        pp,4.11,"252,647","Jun 01, 1970","Jul 24, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"race, class, the definition of beauty, self-hatred — the writing here is beautiful, though extremely heavy.",Notes are private!,0,0,1,"Jan 12, 2023","Jan 15, 2023","Jan 12, 2023",,Kindle Edition,view (with text),/book/show/6551700-the-bluest-eye
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,351","Aug 02, 2016","Aug 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this was actually pretty heartbreaking, with an overall positive ending. it’s painfully obvious where it’s going most of the time — but the connectionthis was actually pretty heartbreaking, with an overall positive ending. it’s painfully obvious where it’s going most of the time — but the connection to the author’s life did make it pretty powerful. (see: 2.5)...more",Notes are private!,0,1,1,"Jan 09, 2023","Jan 12, 2023","Jan 09, 2023",,Kindle Edition,view (with text),/book/show/27362503-it-ends-with-us
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1635575567,9781635575569,1635575567,419        pp,4.20,"2,490,570","May 05, 2015","Jun 02, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"she lost me for a bit, but i will say the ending pulled me back in at a fast pace. don’t think it sucked me in quite as much as others who eat up thisshe lost me for a bit, but i will say the ending pulled me back in at a fast pace. don’t think it sucked me in quite as much as others who eat up this series! but tbd…...more",Notes are private!,3,0,1,"Sep 23, 2023","Oct 03, 2023","Dec 31, 2022",,Paperback,view (with text),/book/show/50659467-a-court-of-thorns-and-roses
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,302","Sep 12, 2017","Sep 12, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"fast-paced, good writing, a touch predictable but kept me glued. (3.5 if goodreads would let me!)",Notes are private!,0,0,1,"Dec 28, 2022","Dec 31, 2022","Dec 28, 2022",,Hardcover,view (with text),/book/show/34273236-little-fires-everywhere
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Firestarter,"King, Stephen*",0881037257,9780881037258,0881037257,unknown,3.91,"228,804","Sep 29, 1980","Aug 01, 1981",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"interesting. quick read, as king does, but not horror by any means. definitely written in 1980",Notes are private!,0,0,1,"Dec 07, 2022","Dec 23, 2022","Dec 07, 2022",,School & Library Binding,view (with text),/book/show/1567986.Firestarter
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Word Pretty,"Gabbert, Elisa*",1939568269,9781939568267,1939568269,184        pp,4.01,569,"Nov 15, 2018","Nov 15, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"imagine: 3.5 -- i loved some of these essays, especially when discussing writing or dreaming, but others did drag a bit. lovely book though, happy it imagine: 3.5 -- i loved some of these essays, especially when discussing writing or dreaming, but others did drag a bit. lovely book though, happy it was recommended to me. ...more",Notes are private!,0,0,1,Nov 2022,Dec 2022,"Dec 07, 2022",,Paperback,view (with text),/book/show/41397373-the-word-pretty
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Vivek Oji,"Emezi, Akwaeke*",0525541608,9780525541608,0525541608,248        pp,4.13,"58,960","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"intense book, powerful story. i kinda wish it could have been more about vivek's joy and less depressing... but such is the complex story. great writiintense book, powerful story. i kinda wish it could have been more about vivek's joy and less depressing... but such is the complex story. great writing, great window into another culture, glad i picked this one up. ...more",Notes are private!,0,1,1,Nov 2022,Nov 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/48595550-the-death-of-vivek-oji
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,867","Jul 31, 2003","May 18, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057"" -- oh and he plans to solv""Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057"" -- oh and he plans to solve the murder of a neighborhood dog. lol super cute story, loved it. ...more",Notes are private!,0,0,1,Nov 2022,Nov 2022,"Dec 07, 2022",,Paperback,view (with text),/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Album,"Didion, Joan",0374532079,9780374532079,0374532079,224        pp,4.06,"39,037",1979,"Nov 10, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"drown me in some of her sentences. i chose ""read"" but really how could you be finished with the white albumdrown me in some of her sentences. i chose ""read"" but really how could you be finished with the white album...more",Notes are private!,0,0,1,Sep 2022,Nov 2022,"Dec 07, 2022",,Paperback,view (with text),/book/show/421.The_White_Album
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America","Macy, Beth*",0316523178,9780316523172,0316523178,384        pp,4.08,"40,138","Aug 07, 2018","Aug 07, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"absolutely impeccable reporting here. wow. such an important story that everyone should be required to read, regardless of study. (hulu series also amabsolutely impeccable reporting here. wow. such an important story that everyone should be required to read, regardless of study. (hulu series also amazing)...more",Notes are private!,0,0,1,Oct 2022,Oct 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/37486540-dopesick
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orchid Thief,"Orlean, Susan*",044900371X,9780449003718,044900371X,300        pp,3.67,"19,680",1998,"Jan 04, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**the writing** — wow i never needed to know this much about orchid/plant culture in FL, but this was an amazing deep-dive. makes me hope to one day f**the writing** — wow i never needed to know this much about orchid/plant culture in FL, but this was an amazing deep-dive. makes me hope to one day follow my own reporting with a great book. snaps...more",Notes are private!,0,0,1,Jul 2022,Aug 2022,"Dec 07, 2022",,Paperback,view (with text),/book/show/228345.The_Orchid_Thief
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deepest Well: Healing the Long-Term Effects of Childhood Adversity,"Harris, Nadine Burke",0544828704,9780544828704,0544828704,272        pp,4.45,"9,118","Jan 23, 2018","Jan 23, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jul 2022,Aug 2022,"Dec 07, 2022",,Hardcover,view,/book/show/33413909-the-deepest-well
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Kicked the Hornet’s Nest        (Millennium, #3)","Larsson, Stieg",030726999X,9780307269997,B007NB94GA,566        pp,4.24,"735,099",May 2007,"May 23, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"it's the (checks notes) third and final book. still good, still soaked up the whole story super quickly. it's the (checks notes) third and final book. still good, still soaked up the whole story super quickly. ...more",Notes are private!,0,0,1,Jul 2022,Jul 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wolf in White Van,"Darnielle, John*",0374292086,9780374292089,0374292086,211        pp,3.72,"24,676","Sep 16, 2014","Sep 16, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SEAN how dare you make Trace Italian impossible to win!! what's the point; why make the game; why answer moves in letters each day? grr. interesting bSEAN how dare you make Trace Italian impossible to win!! what's the point; why make the game; why answer moves in letters each day? grr. interesting book, interesting construction, story unfolds backwards. ...more",Notes are private!,0,0,1,Jun 2022,Jun 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/20575425-wolf-in-white-van
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Absolute Darling,"Tallent, Gabriel*",0735211175,9780735211179,0735211175,417        pp,3.61,"49,831","Apr 29, 2017","Aug 29, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"christ. this book. it is so heavy. heavy in subject matter, heavy in vivid description. a powerful story and lead character in Turtle Alveston... but christ. this book. it is so heavy. heavy in subject matter, heavy in vivid description. a powerful story and lead character in Turtle Alveston... but a word of caution should be given (sexual assault, abuse)....more",Notes are private!,0,0,1,Jun 2022,Jun 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/33572350-my-absolute-darling
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tattooist of Auschwitz        (The Tattooist of Auschwitz, #1)","Morris, Heather*",006287067X,9780062870674,006287067X,272        pp,4.30,"932,278","Jan 11, 2018","Sep 04, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"maybe a hot take: i did not care for this story. this is not the canvas for a love story, and certainly not for ""historical fiction."" not for me. maybe a hot take: i did not care for this story. this is not the canvas for a love story, and certainly not for ""historical fiction."" not for me. ...more",Notes are private!,0,0,1,Apr 2022,Apr 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/38359036-the-tattooist-of-auschwitz
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stand,"King, Stephen*",,,,"1,152        pp",4.35,"760,548",1990,"May 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"obv this is perfect reading for the middle of a real pandemic :__). king's self-described masterpiece did not disappoint — and i can't believe he almoobv this is perfect reading for the middle of a real pandemic :__). king's self-described masterpiece did not disappoint — and i can't believe he almost didn't finish it / bring it all together. some parts may be twisted, but this epic story of a United States QUICKLY crippled by a virus (minus the characters you'll follow) is something else. good v. evil, apocalyptic fantasy....more",Notes are private!,0,0,1,Apr 2022,Apr 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/149267.The_Stand
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Played with Fire        (Millennium, #2)","Larsson, Stieg",0307269981,9780307269980,0307269981,503        pp,4.25,"923,143",2006,"Jul 28, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"oy. this book was possibly better than No.1 (Dragon Tattoo) — although certain parts are heavy/disturbing with their violence — so overall i recommendoy. this book was possibly better than No.1 (Dragon Tattoo) — although certain parts are heavy/disturbing with their violence — so overall i recommend it for the easy, quick-paced crime fiction if you read the first and enjoyed. i definitely did start to care about the characters. quickly picked up No.3...more",Notes are private!,0,0,1,Mar 2022,Mar 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/5060378-the-girl-who-played-with-fire
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Britt-Marie Was Here,"Backman, Fredrik*",1501142534,9781501142536,1501142534,324        pp,4.09,"163,656","Oct 03, 2014","May 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"hehe. cute book! cute story! love an underdog, love soccer and love Backman's work. hehe. cute book! cute story! love an underdog, love soccer and love Backman's work. ...more",Notes are private!,0,0,1,Feb 2022,Feb 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/27406704-britt-marie-was-here
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whereabouts,"Lahiri, Jhumpa",0593318315,9780593318317,0593318315,157        pp,3.77,"29,421","Aug 30, 2018","Apr 27, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"unnamed city, unnamed ""him,"" unnamed main character: we follow this narrator intimately throughout what seems like an Italian town. this was an intereunnamed city, unnamed ""him,"" unnamed main character: we follow this narrator intimately throughout what seems like an Italian town. this was an interesting exploration into loneliness (sometimes preferred), grief and everyday life. great writing but i feel like i want more story, personally. ...more",Notes are private!,0,0,1,Jan 2022,Jan 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/53438824-whereabouts
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,133","Apr 20, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"loved this book. captures the complex relationship a mother and daughter can have, alongside the different shapes that love can come in. touching, perloved this book. captures the complex relationship a mother and daughter can have, alongside the different shapes that love can come in. touching, personal, understandably somber. (also prompted a great interest in korean cooking personally)...more",Notes are private!,0,0,1,Jan 2022,Jan 2022,"Dec 07, 2022",,Hardcover,view (with text),/book/show/54814676-crying-in-h-mart
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonglow: A Novel,"Chabon, Michael",006303655X,9780063036550,006303655X,480        pp,3.80,"33,497","Nov 22, 2016","Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i just loved this *almost* memoir — great writing delivers a thoughtful story about an interesting life. need to reach for more from Chabon.,Notes are private!,0,1,1,May 2022,May 2022,"Dec 07, 2022",,Paperback,view (with text),/book/show/50622436-moonglow
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gerald's Game,"King, Stephen*",0831727527,9780831727529,0831727527,332        pp,3.57,"162,528",1992,"Jan 01, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"king uses real life to scare here, no paranormal needed. just a heavy read tho",Notes are private!,0,1,1,not set,not set,"Aug 29, 2021",,Hardcover,view (with text),/book/show/32692.Gerald_s_Game
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0804172447,9780804172448,0804172447,336        pp,4.07,"517,934","Aug 26, 2014","Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2021",,Paperback,view,/book/show/23995368-station-eleven
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,019","May 09, 2017","May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2021",,Hardcover,view,/book/show/31434883-eleanor-oliphant-is-completely-fine
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Poets Society,"Kleinbaum, N.H.",0553282980,9780553282986,0553282980,166        pp,4.18,"111,396",1988,"Aug 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2021",,Paperback,view,/book/show/67238.Dead_Poets_Society
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter,"Crouch, Blake*",1101904224,9781101904220,1101904224,352        pp,4.13,"499,913","Jul 26, 2016","Jul 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/27833670-dark-matter
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Manson, Mark*",,,,212        pp,3.89,"1,117,413",2016,"Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grand Design,"Hawking, Stephen",0553805371,9780553805376,0553805371,199        pp,4.06,"73,704","Sep 07, 2010","Sep 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/8520362-the-grand-design
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Eyre,"Brontë, Charlotte",0142437204,9780142437209,0142437204,532        pp,4.15,"2,094,507","Oct 16, 1847","Feb 04, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/10210.Jane_Eyre
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hating Game,"Thorne, Sally*",,,,387        pp,3.90,"713,565","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,ebook,view,/book/show/25883848-the-hating-game
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thinking, Fast and Slow","Kahneman, Daniel",0374275637,9780374275631,0374275637,499        pp,4.18,"498,233","Oct 25, 2011","Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/11468377-thinking-fast-and-slow
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Time,"Hawking, Stephen",0553380168,9780553380163,,226        pp,4.21,"432,031",Sep 1988,Sep 1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/3869.A_Brief_History_of_Time
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bird Box        (Bird Box, #1)","Malerman, Josh*",,,,262        pp,4.04,"188,968","Mar 27, 2014","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/18498558-bird-box
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,0375831002,592        pp,4.39,"2,557,397","Sep 01, 2005","Mar 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Kindle Edition,view,/book/show/19063.The_Book_Thief
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Dirt,"Cummins, Jeanine*",,,,459        pp,4.37,"571,512","Jan 21, 2020","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/45046527-american-dirt
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,724","Apr 25, 2019","Jan 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*chefs kiss* -- loved this book. challenges your assumptions as a reader, doesn't let you rest. plan to read again soon.*chefs kiss* -- loved this book. challenges your assumptions as a reader, doesn't let you rest. plan to read again soon....more",Notes are private!,0,0,1,Mar 2021,Apr 2021,"Jul 31, 2021",,Hardcover,view (with text),/book/show/49127718-anxious-people
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Alaska,"Green, John*",,9781435249158,1435249151,221        pp,3.97,"1,599,095","Mar 03, 2005","Dec 28, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/99561.Looking_for_Alaska
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beach Read,"Henry, Emily*",1984806734,9781984806734,1984806734,400        pp,4.01,"1,105,275","May 19, 2020","May 19, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“BEACH READ” takes place in michigan ahhh — anyway cute story, a little corny but i s’pose that should be embraced. little sad little silly and a litt“BEACH READ” takes place in michigan ahhh — anyway cute story, a little corny but i s’pose that should be embraced. little sad little silly and a little heart warming....more",Notes are private!,2,1,1,"Jan 04, 2023","Jan 09, 2023","Jul 31, 2021",,Paperback,view (with text),/book/show/52867387-beach-read
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crazy Rich Asians        (Crazy Rich Asians, #1)","Kwan, Kevin*",0385536976,9780385536974,0385536976,403        pp,3.90,"490,004","Jun 11, 2013","Jun 11, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Hardcover,view,/book/show/16085481-crazy-rich-asians
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Devil Wears Prada        (The Devil Wears Prada, #1)","Weisberger, Lauren",0307275558,9780307275554,0307275558,384        pp,3.80,"889,093","Apr 15, 2003","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/5139.The_Devil_Wears_Prada
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Firm,"Grisham, John*",0582418275,9780582418271,0582418275,76        pp,4.06,"624,434",Feb 1991,"Feb 15, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2021",,Paperback,view,/book/show/5358.The_Firm
