,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Gail's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Love: A Memoir of Love and Loss,"Bloom, Amy",0593243943,9780593243947,0593243943,240        pp,4.27,"21,199","Mar 08, 2022","Mar 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was so achingly beautiful—one of those hard but heartfelt memoirs detailing the good, the bad, the ugly of everyday life interrupted by disease. This was so achingly beautiful—one of those hard but heartfelt memoirs detailing the good, the bad, the ugly of everyday life interrupted by disease. If you read (and appreciated) Paul Kalanithi's When Breath Becomes Air or Nina Riggs' The Bright Hour, then I promise you will be just as moved by this love letter Amy Bloom wrote as a tribute to her husband that works double time as a testament to his final days living with Alzheimer's. This book is also a fascinating behind-the-curtains look at what it takes to end one's life in an assisted manner (a decision that is VERY difficult to carry out in the states, hence the reason Amy and her husband, Brian, jump through all the hoops—and SO MUCH PAPERWORK—to travel to Switzerland, where Brian chose to end his life with the help of the Swiss non-profit Dignitas). Finally, Amy's description here of what Alzheimer's does to the brain was so powerful and succinct (and poetic, really) that I wanted to record it in this  so I would remember it:""Those neurons, the brain's soldiers, march for years, from the time we're born, through the byways of the brain, setting actions into motion, rolling away boulders of all kinds, and then, with Alzheimer's, they're blocked by trees down at one end of the road, dangling wires at another. Over the years, the brain's soldiers—this well-trained and reliable army, which has done so much, on so many different terrains, gone high and low, swum, climbed, strolled, and marched to all the different destinations of the mind—begin to falter, long before outsiders can see the troubles. Eventually (five years on for some, three for others, ten for some), the obstacles cannot be overcome. Messages cannot be received. The soldiers cannot break through to new ground. Retreat is the only possible path and you'd be a fool to try to lure someone out, amid the heavy artillery. Alzheimer's for me is 1914, and a good day with Brian now is that famous Christmas truce, which was quite short and quite beautiful (German boys caroling to the English, calling out, ""Merry Christmas, Englishmen"" as they climbed out of the trenches; tobacco shared, souvenirs exchanged, rations shared, and prisoners swapped) and never repeated. Retreat makes sense, and it is agony for me and, I think, not much of anything now for Brian.""...more",Notes are private!,0,3,1,"Dec 16, 2022","Dec 22, 2022","Dec 16, 2022",,Hardcover,view (with text),/book/show/58065372-in-love
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The School for Good Mothers,"Chan, Jessamine*",,,,336        pp,3.54,"105,734","Jan 04, 2022","Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"dis·com·fit /diˈskəmfət/verb | make (someone) feel uneasy or embarrassed.""she was noticeably discomfited by the tone and scope of Jessamine Chan's Thedis·com·fit /diˈskəmfət/verb | make (someone) feel uneasy or embarrassed.""she was noticeably discomfited by the tone and scope of Jessamine Chan's The School for Good Mothers""Holy hell, this book. The entire time I was reading it, I felt there was a trickle of ice water streaming down my back, it made me so uncomfortable. (Don't get me started on Emmanuelle and that ... blue goo?)What the author has accomplished with this read deserves praise, surely ... I'm just not sure I'm someone who wants to give it to her. (I'll leave that honor to Barack instead.) Lukewarm feelings aside, I am actually glad my friend Kari picked this buzzy 2022 release as our book club selection for January, because I have a feeling all of us women—many of whom are mothers—will have plenttttyyyyyyy to say about it....more",Notes are private!,0,4,1,"Dec 19, 2022","Dec 27, 2022","Dec 16, 2022",,Hardcover,view (with text),/book/show/57846320-the-school-for-good-mothers
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay True,"Hsu, Hua*",0385547773,9780385547772,0385547773,208        pp,4.04,"27,008","Sep 27, 2022","Sep 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a polarizing read this was for me! The first half of it, I had a hard time stomaching the author. His memories of his teenage years, followed by What a polarizing read this was for me! The first half of it, I had a hard time stomaching the author. His memories of his teenage years, followed by his years at Stanford, went overboard in highlighting just how much of an insufferable, pretentious person he was. (It drove me nuts every time he talked about his ‘zine — oh gosh, SO MUCH NERD TALK ABOUT ‘ZINES IN THIS BOOK!)BUT THEN … he loses his friend Ken in this super tragic way. And then he writes so poignantly about the confusion and fall out of this loss that I almost found myself liking this book. Key word being almost. For me, this was a 3-star read and my feelings about it are in line with those shared in this   from fellow reader Luce, whose following opinion I also happen to share: “I’m sure this memoir will resonate with a lot of readers but sadly I found its portrayal of friendship somewhat of a let-down.”...more",Notes are private!,0,24,1,"Dec 31, 2022","Jan 05, 2023","Dec 16, 2022",,Hardcover,view (with text),/book/show/59900070-stay-true
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Best Christmas Pageant Ever        (The Herdmans, #1)","Robinson, Barbara",0064402754,9780064402750,0064402754,128        pp,4.22,"56,355",1972,"Apr 12, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a classic for a reason. I remember a copy of it sitting on my shelf as a kid (this exact one, specifically) and just the sight of it takeThis book is a classic for a reason. I remember a copy of it sitting on my shelf as a kid (this exact one, specifically) and just the sight of it takes me back to Christmases of my childhood.Naturally, I had to check it out from the library and read it to my son. Within the first chapter, we were chuckling as I reintroduced myself (and him for the first time) to the Herdman clan. This is one of those children's books that, when you read it in 2022, you can't help but cringe a bit at some of the dialogue (it was the '70s...kids fat shaming one another was par for the course) but overall, the message here is on point and the book is just as funny to read today as it was back then.When we got to the final pages—with the Wise Men presenting the ham and Imogen weeping over ""Silent Night""—I couldn't help but feel a little choked up myself....more",Notes are private!,0,1,1,"Dec 10, 2022","Dec 23, 2022","Dec 16, 2022",,Mass Market Paperback,view (with text),/book/show/239810.The_Best_Christmas_Pageant_Ever
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Me at the Lake,"Fortune, Carley*",0593438558,9780593438558,0593438558,320        pp,3.71,"199,396","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was a literary escape to the lakefront of Canada (as well as the nooks and crannies of Toronto). I didn't love Fern and Will like I did PercThis book was a literary escape to the lakefront of Canada (as well as the nooks and crannies of Toronto). I didn't love Fern and Will like I did Percy and Sam (from Fortune's debut), but I still rooted for them in finding their HEA (even though I'm STILL mad at Will for ditching Fern TWICE with no explanation. NOT COOL, WILL.)Also, I'll join the chorus of folks on here who really enjoyed Fern's ex, Jamie. I felt like, every time he was on the page, he stole the scene—and now I want to hear him sing Alanis for me, karaoke style. ...more",Notes are private!,0,4,1,"May 09, 2023","May 14, 2023","Dec 12, 2022",,Paperback,view (with text),/book/show/61848564-meet-me-at-the-lake
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Sisters,"Asghar, Fatimah",0593133463,9780593133460,0593133463,352        pp,3.94,"5,164","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2022",,Hardcover,view,/book/show/60279775-when-we-were-sisters
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light We Carry: Overcoming in Uncertain Times,"Obama, Michelle*",0593237463,9780593237465,0593237463,319        pp,4.27,"79,081","Nov 15, 2022","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How much do we love the relatability of this phenomenal FLOTUS? (Answer: So much!)It’s this aspect of Michelle Obama—along with her ability to inspireHow much do we love the relatability of this phenomenal FLOTUS? (Answer: So much!)It’s this aspect of Michelle Obama—along with her ability to inspire and motivate—that brings fans (myself included) coming back for more of her storytelling. And stories are what she shares in this book, which reads like a self-help manual, Commencement speech, and diary, rolled into one. My favorite chapters were the ones she devoted to her marriage, her mother, and her dearest friends. A few anecdotes I want to remember: On coming of age Our hurts become our fears, our fears become our limits.On friendshipWhat mattered is that we just kept showing up: in closeness, in commitment, in compromise, and even, in fatigue. The best way to BE a friend …is to revel in their uniqueness. To appreciate each person for what they bring, receiving them simply as themselves.Life has shown me that strong friendships are most often the result of strong intentions. Your table needs to be deliberately built, deliberately populated, and deliberately attended to.On marriageIf you choose to try to make a life with another person, you will live by that choice. You will find yourself having to choose again and again to remain, rather than run. It helps if you enter into a committed relationship prepared to work, ready to be humbled, and willing to accept—and even enjoy—living in that in-between space, bouncing between the poles of beautiful and horrible, sometimes in the span of a single conversation, sometimes over the course of years. And inside of that choice, and those years, you’ll almost certainly come to see there is no such thing as a 50-50 balance. Instead, it’ll be like beads on an abacus, sliding back and forth, the math rarely tidy, the equation never quite solved. When it [marriage] does work? It can feel like an actual honest to god miracle. Which is what love is after all. That’s the whole point. Any long-term partnership, really, is an act of stubborn faith.Finally, I had to laugh when I realized that the last celebrity-penned book I’d listened to prior to Michelle’s had been Prince Harry’s. My mind IMMEDIATELY traveled back to the last time I was proverbially “sandwiched” between these two, courtesy of a designer friend with a talent for Photoshop!...more",Notes are private!,0,5,1,"Feb 06, 2023","Feb 09, 2023","Dec 12, 2022",,Hardcover,view (with text),/book/show/61355265-the-light-we-carry
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Yet: Poems,"Baer, Kate*",0063115557,9780063115552,0063115557,112        pp,3.98,"5,693","Nov 10, 2022","Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kate's poetry is just *so* moving. The way she can capture a mood, a feeling, the meaning of woman/motherhood in just a handful of lines ...that is a Kate's poetry is just *so* moving. The way she can capture a mood, a feeling, the meaning of woman/motherhood in just a handful of lines ...that is a true talent. I will admit I appreciated these poems a smidge (and I mean a millimeter of an inch) less than her first collection. I think it's because there was more of a mystery to some—and to solve that mystery would require understanding the source of the melancholy Kate brings to the page. Overall, I just found that fewer of the poems from And Yet left me feeling warm/fuzzy/uplifted/understood and more left me curious as to what she wasn't telling her readers.My brain is like a sieve with poetry (I can never remember poems I love!) but here's one from this collection I don't want to forget because it rings so true to where I'm at this particular stage of my own life:Still MarriedThe children are getting older andI don't know how we ever managed with the dark nights and heavy car-seats and babies nursing at my bleedingbreast. Nothing is easier and yethere we are making pancakeswith the radio on....more",Notes are private!,0,4,1,"Dec 06, 2022","Dec 11, 2022","Dec 06, 2022",,Paperback,view (with text),/book/show/60409981-and-yet
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bodyguard,"Center, Katherine*",1250219396,9781250219398,1250219396,309        pp,3.99,"233,749","Jul 19, 2022","Jul 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe because I’ve been reading some SUPER heavy reads this month, but I chugged this delightful rom-com down like I was desperate for the literary eqMaybe because I’ve been reading some SUPER heavy reads this month, but I chugged this delightful rom-com down like I was desperate for the literary equivalent of a tall glass of sugary sweet tea on a hot summer's day. I LOVED the subtle ways Katherine Center broke the fourth wall in telling Hannah’s story (a technique that felt like a nod to “Fleabag” and maybe even Elizabeth Strout’s Lucy Barton). I LOVED that, in picturing Jack, Drew, and Hank Stapleton, I EASILY envisioned Liam, Chris, and Luke Hemsworth as this trio of mighty fine fictional brothers. (A fact I did not mind … not one bit!)Most of all I LOVED that, in a sea of literary rom-coms that insist on making the protagonist some form of manic pixie dream girl, Katherine Center gave Hannah JUST the right amount of quirk, balancing out her character by placing a strong head on her shoulders (which she uses ever so effectively to flip Jack in my favorite scene of the book! Oh wait…I take that back, my favorite scene is DEFINITELY the nightgown scene!)My Libby app informs me I read this book in 7 hours, most of which were consecutive because I was THAT sucked in to this fun (and funny!) story. I now want the film adaptation ASAP, PLEASE. Also, if this book were in fact the ‘90s rom-com that it reads like, then Sandra Bullock would ABSOLUTELY play Hannah. No questions asked....more",Notes are private!,0,26,1,"Feb 17, 2023","Feb 19, 2023","Dec 05, 2022",,Hardcover,view (with text),/book/show/58724801-the-bodyguard
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Santa Suit,"Andrews, Mary Kay*",1250279313,9781250279316,1250279313,224        pp,3.81,"49,784","Sep 28, 2021","Sep 28, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My friend Amber nailed it with her  of this novella as ""cheesy, predictable, but adorably romantic."" I was easily swept up in the story (which iMy friend Amber nailed it with her  of this novella as ""cheesy, predictable, but adorably romantic."" I was easily swept up in the story (which is one part Hallmark Xmas movie, one part ""The Holiday"" thanks to a requisite cute ""old man"" character) and was delighted with the twist at the end. If you're looking for a short read to get you in the holiday spirit, this one gets the job done! [Funny enough, I picked this book up right after finishing Allison Winn Scotch's The Rewind. What are the chances of choosing back-to-back reads with the male love interest BOTH named Ezra?!]...more",Notes are private!,0,3,1,"Dec 02, 2022","Dec 06, 2022","Dec 02, 2022",,Hardcover,view (with text),/book/show/56693416-the-santa-suit
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"River of the Gods: Genius, Courage and Betrayal in the Search for the Source of the Nile","Millard, Candice",052552407X,9780525524076,052552407X,349        pp,3.84,"13,475","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2022",,Hardcover,view,/book/show/58777696-river-of-the-gods
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Escape Artist: The Man Who Broke Out of Auschwitz to Warn the World,"Freedland, Jonathan",0063112337,9780063112339,0063112337,416        pp,4.38,"18,006","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2022",,Hardcover,view,/book/show/60194141-the-escape-artist
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Agent Josephine: American Beauty, French Hero, British Spy","Lewis, Damien",154170066X,9781541700666,154170066X,496        pp,3.79,"1,866","Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2022",,Hardcover,view,/book/show/58141198-agent-josephine
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same Time Next Summer,"Monaghan, Annabel*",059354496X,9780593544969,059354496X,320        pp,3.79,"77,743","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the definition of a beach read (literally, 80 percent of its setting takes place along the beaches of Long Island), and a quintessential summeThis is the definition of a beach read (literally, 80 percent of its setting takes place along the beaches of Long Island), and a quintessential summer romance. I really enjoy Annabel Monaghan's writing and, two books in, foresee myself reading whatever she'll write next (which, from the sound of it in the author Q&A at the end of this, will be another romance featuring ... a skateboarder? Let's see!) ...more",Notes are private!,0,5,1,"May 31, 2023","Jun 09, 2023","Nov 22, 2022",,Paperback,view (with text),/book/show/62562931-same-time-next-summer
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Games and Rituals,"Heiny, Katherine",,,,unknown,3.84,"3,064","Apr 18, 2023",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2022",,Hardcover,view,/book/show/59521827-games-and-rituals
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enchantment: Awakening Wonder in an Anxious Age,"May, Katherine",0593329996,9780593329993,0593329996,212        pp,3.64,"8,229","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2022",,Hardcover,view,/book/show/61355268-enchantment
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Number One Is Walking: My Life in the Movies and Other Diversions,"Martin, Steve*",1250815290,9781250815293,1250815290,256        pp,3.71,"3,008","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2022",,Hardcover,view,/book/show/59808205-number-one-is-walking
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scattered Showers,"Rowell, Rainbow*",1250855411,9781250855411,1250855411,282        pp,3.96,"9,914","Nov 08, 2022","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Hardcover,view,/book/show/60560037-scattered-showers
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding the Magic in Middle School: Tapping Into the Power and Potential of the Middle School Years,"Balme, Chris",,,B0B7NL49Q2,unknown,4.20,137,unknown,"Jul 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Kindle Edition,view,/book/show/61990179-finding-the-magic-in-middle-school
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Surrender: 40 Songs, One Story",Bono,0525521046,9780525521044,0525521046,564        pp,4.20,"17,599","Nov 01, 2022","Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I think of my most played albums in my CD collection (still enshrined in a couple of good ‘ol CaseLogic binders!), I think of my “Best Of” U2 albWhen I think of my most played albums in my CD collection (still enshrined in a couple of good ‘ol CaseLogic binders!), I think of my “Best Of” U2 albums. In tribute to those albums, here’s a “Best of” list of what I enjoyed most about Surrender:Bono’s Backstory: The way he writes about the death of his mother, Iris, at 14 and his complicated love for his father, Bob. Broke my heart multiple times. U2’s Origin Story: I’ve been a casual U2 fan for years, but I never knew the band formed in Larry Mullen’s kitchen when the foursome were young teens. What a fateful meeting that was!Bono’s Love for Ali Hewson: Good GRIEF does this man love his wife! They met at 12, married at 21, and have been together 40 years. Surrender is his love letter to her and it’s a hell of a good one.Art Meeting Life Experience: I loved learning about the trips Bono took in his 20s that shaped his songwriting for The Joshua Tree (ie, his trip to El Salvador in ’86 and the resulting “Bullet the Blue Sky” and Ethiopia inspiring “Where The Streets Have No Name”)Live Aid Memories: Bono writing about his bad haircut for this famed concert and how much (but how little) help it provided Africa.Bono Getting In The Way of the Band: Bono takes the fault for the many ways his ego and quest to “break the mold” of U2’s sound led to some less than stellar results (Pop being one example). Bono as a Parent: I adored Bono’s writing about his kids, even as he acknowledged his guilt of not being as present in their lives as he should have been. “Your children take you back to being children” is a line to remember …. as is “We begin by looking out for our children and, in time, if we are so blessed, we find they are looking out for us.” Bono and Michael Hutchence: Bono writes about the halcyon years (“a 90s carnival”) when he and Ali spent so much time with Michael Hutchence (of INXS) and his girlfriend, Helena Christensen. To have been a fly on the wall for one of their vacations! I was saddened to read about Bono’s frustrations at Hutchence’s drug use and his grief over his death. I had no idea how close those two were. Bono and Debt Relief: It was enlightening to read about Bono’s work—especially with US officials—to persuade the world to erase the debts of poor countries, particularly in Africa. I was too busy being a self-absorbed high school senior to remember Jubilee 2000, so this was an informative behind-the-scenes look into his humanitarian efforts. Bono on Mortality: Being 40 myself, and worrying about my aging parents, this scene hit me like a truck. In his words: “I was crossing the 40th birthday threshold, the halfway mark of a good life, and for the first time noticing my mortality and those of the people I loved, like Michael Hutchence, like my dad.” Bono put his feelings into a song, “Kite” (from my favorite U2 album, All That You Can’t Leave Behind). Knowing what I do now, I’ll never listen to it the same again. The Apple Partnership: A fascinating peek behind the curtains into Bono’s close relationship with Steve Jobs, the development of the black U2 iPod, and Bono’s regret over pressing Tim Cook to put Songs of Innocence on the iPhone 6. An experimental mistake he owns.Bono’s Voice: Bono’s dad loved to tell him “You’re a baritone who wants to be a tenor.” After his dad (a singer himself) passed in 2001, Bono writes about his voice changing. “I feel like he gave this gift to me in passing … I’m a tenor now.” Bono on Religion: Bono writes often about his Christian faith but divulges he’s never found a church he could call a home. “It’s more likely that church is not a place but a practice, and the practice becomes a place.” I relate to this sentiment.U2 as Family: I got teary-eyed at Bono’s parting thoughts about his bandmates—the “beloved brothers” he’s worked beside for more than 40(!) years. “These fellow travelers, who had no idea when we first met what kind of road we’d be taking…thank you for giving me a great life, thank you for letting me be in your band…”Bonus Content:— This audiobook has the best sound design of any I’ve read. My admiration went beyond the song snippets Bono performs to all the immersive sound elements in between. A treat to listen to, start to finish.— Bono is a musician who writes like a musician. But just as often he writes like an artist, poet, spiritualist, humanitarian, and punny wordsmith, rolled into one. Hard to describe what I mean until you listen to his musings in Surrender. A unique soul, this one. — Bono’s real name is Paul David Hewson. “Bono” was bestowed upon him by his childhood BFF, Guggi. It comes from the Latin word, Bonavox, or “good voice”. — Bono does impressions in the book…not all of them great. (Bono, please, no more Bill Clinton!) I love the guy, so whenever he’d break into one, it felt like my corny dad embarrassing me as I listened. Ha!...more",Notes are private!,0,29,1,"Nov 10, 2022","Jan 09, 2023","Nov 10, 2022",,Hardcover,view (with text),/book/show/61065813-surrender
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Likely Club,"Friedland, Elyssa*",059319974X,9780593199749,059319974X,368        pp,3.33,"8,405","Sep 06, 2022","Sep 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(Landed between 3.5 and 4 stars on this one)This is one of those works of women's fiction that's catnip for ladies of a certain age—primarily those wh(Landed between 3.5 and 4 stars on this one)This is one of those works of women's fiction that's catnip for ladies of a certain age—primarily those who, like the characters of this book, spent a chunk of the '90s roaming the halls of their high school. I loved how steeped this book was in nostalgia from that era. (I'd forgotten Hard Candy nail polish until I came across it in these pages!) Something I cared less for? How this story leaned too hard on hitching its characters' fates to their senior superlatives.If you're looking for a book that plays up high school reunions as a plot device while also exploring a host of women's issues (from the myth of 'having it all' to aging to divorce to parenting and second chance romance), then you might want to pick this one up, too. [Minor quibbles: Assuming this book gets another printing, I would ask the publisher to (1)  some of the dates of items included in the 1997 time capsule (""Armageddon"" didn't come out until 1998 and the Da Vinci Code wasn't published until 2003!) Also, maybe think of another hideaway location for this quartet to hang out that isn't owned by (ewwww) Elon Musk.]...more",Notes are private!,0,0,1,"Nov 09, 2022","Nov 20, 2022","Nov 09, 2022",,Paperback,view (with text),/book/show/60149529-the-most-likely-club
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weekday Vegetarians: 100 Recipes and a Real-Life Plan for Eating Less Meat: A Cookbook,"Rosenstrach, Jenny",0593138740,9780593138748,0593138740,256        pp,3.99,815,unknown,"Aug 31, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I checked this out from the library, and unfortunately the only copy they had available was an e-book. And a cookbook as an ebook? Well, that's just aI checked this out from the library, and unfortunately the only copy they had available was an e-book. And a cookbook as an ebook? Well, that's just a recipe (ba dum dum) for disaster!Seriously, SUPER slow load times with this one...I managed to read through it despite the technical glitches, focused as I was on finding new (yummy!) vegetarian recipes to feed my family. I LOVE Jenny Rosenstrach and own her first cookbook, and I can say I will now be purchasing this one as well. I wish she had allowed more substitutions for folks who are gluten-free, but there are enough appetizing dishes overall to serve my family that I want a copy for myself. Highly recommend if you (like us) are looking to eat less meat (for any number of reasons, be it health, environmental, or to save some moola!) Would make a great Xmas gift this holiday season ......more",Notes are private!,0,0,1,"Nov 09, 2022","Nov 21, 2022","Nov 09, 2022",,Hardcover,view (with text),/book/show/56212890-the-weekday-vegetarians
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Romantics,"Poston, Ashley*",0593336488,9780593336489,0593336488,368        pp,3.94,"151,073","Jun 28, 2022","Jun 28, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This unusual rom-com was cute. Maybe a little too cute for me. (Case in point: The mayor of the protagonist’s hometown is a dog and she refers to her This unusual rom-com was cute. Maybe a little too cute for me. (Case in point: The mayor of the protagonist’s hometown is a dog and she refers to her coffee as “zoom zoom juice”.) Rather than serving as a reflection of Ashley Poston’s writing (because plenty of GoodReads ers loved this book, as did Good Morning America, which made it their July ’22 book club pick), I’ll just say I’m noticing as of late when I'm about 10 years too old for a rom-com plot. Said plot typically involves a manic pixie female wanting to climb her love interest “like a tree.” (Multiple times this tree-climbing business is mentioned in this book. MULTIPLE TIMES.)So yeah, to quote Roger Murtaugh, maybe my opinion of this book has more to do with how I feel like “I’m getting too old for this shit.”For this reason, and because of a totally unbelievable plot element (and I’m not talking about the ghosts here…the ghosts I was on board with, but a man being obsessed with romance novels? Pfffttt!), this charming story about a romance author just didn’t work its magic on me....more",Notes are private!,0,7,1,"Mar 11, 2023","Mar 20, 2023","Nov 08, 2022",,Paperback,view (with text),/book/show/58885776-the-dead-romantics
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rewind,"Scotch, Allison Winn*",0593546539,9780593546536,0593546539,368        pp,3.23,"13,687","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to love this one more than I did, but I think the fact ALL the action between the main characters (Ezra and Frankie) has to take place in oneI wanted to love this one more than I did, but I think the fact ALL the action between the main characters (Ezra and Frankie) has to take place in one night (New Year's Eve 1999) made for a lot of rehashing of the same thoughts and past histories from these two. Multiple times I found myself thinking, ""Wait, didn't I read basically these same sentences in the chapter or two before?""I did, however, enjoy slipping back into an era I remember well—one where cell phones were far less ubiquitous than they are now and the fear of Y2K (ha!) loomed large on the horizon. In a bit of serendipity, the fact U2's ""With or Without You"" has a place of honor in these pages (as I simultaneously read Bono's new memoir and have that song—a personal favorite!—top of mind) was almost enough to bump this up to a 4-star read for me.[Minor pet peeve: A few chapters into this story, I noticed the author had her MCs doing a LOT of stuff with their hands—flapping, gesturing, pointing, waving. It became SUCH a distraction once I picked up on it. Ever notice little quirks like that in books that you wish the editors would have caught?!]...more",Notes are private!,0,2,1,"Nov 21, 2022","Nov 28, 2022","Nov 03, 2022",,Paperback,view (with text),/book/show/60372440-the-rewind
