,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,piperitapitta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un dettaglio minore,"Shibli, Adania",8834606167,9788834606162,8834606167,144        pp,4.19,"18,582","Jun 19, 2017","Apr 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"L'incidente [image]Una storia che inizia nell'estate del 1949 con l'uccisione di un gruppo di beduini nel deserto del Negev da parte di alcuni soldatiL'incidente [image]Una storia che inizia nell'estate del 1949 con l'uccisione di un gruppo di beduini nel deserto del Negev da parte di alcuni soldati israeliani e da quella, successiva, di una ragazza araba, unica superstite del gruppo, che viene prima catturata, poi violentata e infine uccisa a sua volta.A circa metà libro, la storia si sposta nel presente, quando una giovane donna palestinese della città di Ramallah, inizia a indagare sul fatto del 1949 colpita dalla lettura di un articolo di giornale in cui nota che la data di morte della ragazza coincide con quella, successiva di venticinque anni, della sua nascita.L'autrice è bravissima, soprattuto in questa seconda parte, a restituire non solo la complessa condizione geografica degli spostamenti da un luogo all’altro della regione, dettata dalla suddivisione di Israele, Cisgiordania e Striscia di Gaza in aree A, B e C, attraverso la descrizione di dettagli, minori e maggiori, che ne condizionano l’esistenza quotidiana attraverso privazioni e limitazioni, ma anche, soprattutto, grazie a una scrittura che sembra piana ma è invece inesorabile nell’incedere, a insinuare un’ansia e una tensione che sono crescenti e non si esauriscono affatto con la fine della storia.«In un certo senso, la cosa eccezionale di quest'assassinio, che rappresenta l'atto finale di uno stupro di gruppo, è che ha avuto luogo una mattina che avrebbe coinciso, esattamente venticinque anni dopo, con la mattina in cui sono nata, e questo è tutto. Inoltre, non si può escludere del tutto una possibile connessione tra i due eventi, o l'esistenza di un collegamento misterioso, come quello che a volte lega gli individui alle piante, ad esempio, come quando si strappa una pianta dalle radici, e si pensa di essersi sbarazzati di essa una volt aper tutte, ma la stessa pianta ricresce esattamente nello stesso punto, venticinque anni dopo. Tuttavia, nello stesso tempo, mi rendo conto che il mio interesse per questo incidente, basato su un dettaglio minore come la data in cui si è verificato, è un segno che finirò ancora una volta per oltrepassare qualche limite.»...more",Notes are private!,2,20,1,"Oct 21, 2023","Oct 23, 2023","Oct 23, 2023",,Paperback,view (with text),/book/show/57694441-un-dettaglio-minore
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stella Maris,"McCarthy, Cormac",880625958X,9788806259587,880625958X,194        pp,3.88,"16,973","Dec 06, 2022","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,4,1,1,"Oct 16, 2023","Oct 25, 2023","Oct 16, 2023",,Hardcover,view,/book/show/198699569-stella-maris
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,10 miti su Israele,"Pappé, Ilan",,9791280195166,B09NR7CBM6,285        pp,4.39,"3,190","May 02, 2017","Apr 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,"Oct 12, 2023","Nov 15, 2023","Oct 12, 2023",,Paperback,view,/book/show/60874949-10-miti-su-israele
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storie dal Wisconsin,"Butler, Nickolas*",8894833941,9788894833942,8894833941,144        pp,3.69,13,unknown,"May 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 08, 2023","Oct 18, 2023","Oct 08, 2023",,Paperback,view,/book/show/143401478-storie-dal-wisconsin
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La dimensione oscura,"Fernández, Nona",8895492498,9788895492490,8895492498,216        pp,4.20,"3,403","Nov 01, 2016",Apr 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Sep 30, 2023","Oct 19, 2023","Sep 30, 2023",,Paperback,view,/book/show/39977980-la-dimensione-oscura
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bussola,"Énard, Mathias",,,B01IHYDN0Y,430        pp,3.78,"2,495","Aug 19, 2015","Sep 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Sep 20, 2023","Oct 13, 2023","Sep 20, 2023",,Kindle Edition,view,/book/show/31844917-bussola
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gloria,"Bulawayo, NoViolet",,,B0C43JGC8G,452        pp,3.71,"4,785","Mar 08, 2022","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2023",,Kindle Edition,view,/book/show/146529579-gloria
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L’ultima cosa bella sulla faccia della terra,"Bible, Michael*",,,B0CH3T3WYX,135        pp,3.67,"2,185","Dec 15, 2020","Sep 05, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Onestamente non credo di potergli dare più di tre stelle, tre stelle abbondanti, perché l’incedere iniziale è magnifico - mi ha fatto pensare a quellaOnestamente non credo di potergli dare più di tre stelle, tre stelle abbondanti, perché l’incedere iniziale è magnifico - mi ha fatto pensare a quella meraviglia che è La versione della cameriera - con quella prima persona plurale che mi accorgo mi colpisce e piace tutte le volte che la incontro, ma quando la narrazione si sposta e cambia il protagonista (e con loro la scrittura) mi è sembrato tutto più acerbo, appena accennato, incapace di mantenere promesse e profondità.Ma ci penso, eh, magari lo rileggo con minori aspettative in attesa di leggere altro di suo....more",Notes are private!,2,53,1,"Sep 08, 2023","Sep 09, 2023","Sep 09, 2023",,Kindle Edition,view (with text),/book/show/198373239-l-ultima-cosa-bella-sulla-faccia-della-terra
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Comandante,"De Angelis, Edoardo",,,B0BS45WT58,153        pp,4.04,154,unknown,"Jan 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"”[…] ordino a tutto il convoglio di allargarsi sì per lasciar passare questo pazzo che mi parla la lingua dei pazzi e di suonare le sirene sì mentre p”[…] ordino a tutto il convoglio di allargarsi sì per lasciar passare questo pazzo che mi parla la lingua dei pazzi e di suonare le sirene sì mentre passa per salutarlo sì perché oggi sono pazzo anch’io sì è la guerra è sospesa sì e il suo sommergibile è sacro, sì.Cease fire.[image]Si narra della storia del sottomarino Cappellini e del suo Comandante Salvatore Todaro che durante la Seconda Guerra Mondiale trasse in salvo l’equipaggio di un mercantile belga (ancora neutrale, ma che trasportava pezzi di ricambio per le navi inglesi) che aveva appena affondato, ma si legge in controluce il dovere che dovrebbe spingere (obbligare) gli uomini di mare a soccorrere i naufraghi, qualunque siano le loro nazionalità, le motivazioni o le intenzioni che li hanno spinti a solcarlo.Bello davvero, e colpisce come i sentimenti che allora spinsero quest’uomo, convintamente in guerra, a veder ridimensionato il suo gesto e a interpretarlo con il senno di oggi.Che si trattasse del film di Edoardo De Angelis con Pierfrancesco Favino (che ha aperto la Mostra del Cinema di Venezia) l’ho scoperto solo in questi giorni e dopo aver scelto di leggerlo grazie a un bel commento qui su Goodreads.Anche quattro stelle e mezza.[edit] Piccola integrazione alle poche righe scritte ieri, che però mi sembra necessaria per chi vorrà leggere questo testo, per dire che la storia viene narrata dando voce in ogni capitolo a un personaggio diverso, alcuni dei quali si esprimono in dialetto - veneziano, sardo, siciliano, napoletano - che a me è parso in ogni caso non pregiudicare la comprensione del testo anche laddove qualche inevitabile difficoltà l’ho incontrata, e che per certi versi potrebbe, per quanto ricavato (e non viceversa, sembrerebbe) dal film omonimo, sembrare teatrale.Infine, in prefazione Sandro Veronesi racconta com’è nato il progetto #Corpi, che ha coinvolto altri scrittori e intellettuali, volto a tutelare e a salvare i naufraghi del Mediterraneo. ...more",Notes are private!,0,15,1,"Sep 03, 2023","Sep 03, 2023","Sep 03, 2023",,Kindle Edition,view (with text),/book/show/85486481-comandante
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sparire qui. Un viaggio nel cuore degli Stati Uniti attraverso incontri, pagine di letteratura e sogni americani","Micaldi, Marta Ciccolari",8831812432,9788831812436,B0CD9R2WB7,377        pp,3.80,227,unknown,"Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 30, 2023","Sep 21, 2023","Aug 30, 2023",,Kindle Edition,view,/book/show/195470308-sparire-qui-un-viaggio-nel-cuore-degli-stati-uniti-attraverso-incontri
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yoga,"Carrère, Emmanuel",8845984443,9788845984440,B0957PBPBN,312        pp,3.87,"9,795","Aug 27, 2020","May 24, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Aug 27, 2023","Sep 18, 2023","Aug 29, 2023",,Kindle Edition,view,/book/show/58145378-yoga
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il passeggero,"McCarthy, Cormac",8858442229,9788858442227,B0C1G8DW8J,385        pp,3.59,"28,963","Oct 25, 2022","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 27, 2023","Sep 10, 2023","Aug 27, 2023",,Hardcover,view,/book/show/125970507-il-passeggero
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jesus' Son,"Johnson, Denis",,,B07KRS3DYZ,93        pp,4.12,"36,610",1992,"Nov 27, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tre e mezza, perché non in tutti i racconti ho trovato la stessa capacità di illuminare gli ultimi, i derelitti, i figli di dio, che ho trovato in altTre e mezza, perché non in tutti i racconti ho trovato la stessa capacità di illuminare gli ultimi, i derelitti, i figli di dio, che ho trovato in altri....more",Notes are private!,0,19,1,"Aug 25, 2023","Aug 28, 2023","Aug 26, 2023",,Kindle Edition,view (with text),/book/show/43328357-jesus-son
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mia Antonia,"Cather, Willa",886192834X,9788861928343,886192834X,229        pp,3.83,"137,877",Sep 1918,"Apr 28, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,4,14,1,"Aug 23, 2023","Aug 25, 2023","Aug 23, 2023",,Paperback,view,/book/show/25913809-la-mia-antonia
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vite mie,"Selvetella, Yari",8835720834,9788835720836,B0BDZDX8P6,280        pp,3.08,62,unknown,"Oct 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Aug 21, 2023","Aug 24, 2023","Aug 21, 2023",,Kindle Edition,view,/book/show/62840272-vite-mie
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'incredibile viaggio delle piante,"Mancuso, Stefano",8858133323,9788858133323,8858133323,144        pp,4.16,"2,033","Nov 15, 2018","Nov 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,not set,"Aug 19, 2023",,Hardcover,view,/book/show/42840001-l-incredibile-viaggio-delle-piante
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un nuovo mondo,"Kingsolver, Barbara",8893420597,9788893420594,8893420597,416        pp,3.64,"65,042","Oct 16, 2018","Jun 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"L’altra WillaPatrizia ricordati sempre: sopra le trecentocinquanta pagine solo i classici, mai (mai, mai) concederle a un autore che non conosci, nemmL’altra WillaPatrizia ricordati sempre: sopra le trecentocinquanta pagine solo i classici, mai (mai, mai) concederle a un autore che non conosci, nemmeno se ha vinto il Pulitzer (mica con questo, ci mancherebbe, deroghe, casomai, solo in caso di premio assegnato).Due storie che si sviluppano intorno al possesso di una stessa casa in stile vittoriano nel New Jersey nella cittadina utopica di Vineland in due epoche diverse: quella del capitano Landis che la fondò (fine dell’Ottocento), e quella contemporanea alle primarie del 2016 che videro il trionfo di Pel di Carota e preannunciarono la sua vittoria alle Presidenziali USA.Due storie a modo loro interessanti (quella di Landis di più, soprattutto per la presenza della naturalista Mary Treat, del suo carteggio con Darwin e della sua relazione - questa inventata - con Tatcher Greenwood, nuovo insegnante di scienze nella scuola di Vineland, marito di Rose, figlia di Aurelia, vedova e madre anche della giovanissima e indomabile Polly, proprietaria della casa protagonista del romanzo nella quale vivono tutti insieme), ma penalizzate entrambe dalla lunghezza a volte eccessiva e dal tentativo di rendere umoristica la scrittura* e il personaggio di Willa Knox (giornalista disoccupata erede e proprietaria della casa che ormai cade a pezzi, con marito insegnante precario di origine greca, figlia ambientalista con dread, figlio ragazzo padre laureato rampante (ad Harvard, o a Stanford o a Yale?) con importante debito universitario, suocero a carico che ascolta le radio dei suprematisti bianchi e guarda molto probabilmente FoxNews lamentandosi e inveendo di tutto e con tutti e cane non deambulante che avrebbe preferito restare al Sud; insomma, immigrazione, ecologismo, sistema assistenziale, Obamacare e microcredito, welfare e wellcare, discriminazione razziale, famiglia disfunzionale e chi più ne ha più ne metta, ma con quel pizzico di ironia che non guasta mai - e che invece secondo me qui guasta parecchio, perché più che ironia è umorismo spicciolo).Pregi, come dicevo, la storia ambientata all’epoca del processo del secolo (di cui non dirò nulla, se non volete leggerlo cercate online mettendo come parole chiave Vineland-Landis-trial), molte descrizioni naturalistiche e botaniche (che incredibilmente hanno fatto scopa con la lettura contemporanea casuale e accidentale de L’incredibile viaggio delle piante di Stefano Mancuso) e alcune riflessioni sul finale, tra madre e figlia, su pianeta risparmio energetico emergenza climatica ed ecologia - che sanno un po’ tanto di chiacchiere a tesi un po’ didascaliche, ma che testimoniano l’impegno e le conoscenze di Barbara Kingsolver, che oltre a essere romanziera è anche laureata in biologia (e di questa competenza ne dà ottima e piacevole testimonianza di là, nel milleottocento e passa).Altro pregio, quello di citare Willa Cather: poche righe e io corro a leggere “La mia Antonia”: poche righe e sono già nel far west. Poche righe e…tre e mezza, via.Vabbè, ha vinto il Pulitzer, dicevo, ex aequo con Trust di Hernan Diaz, ma non con questo. Vedremo, leggeremo, diremo.*sembra che Kingsolver qui abbia voluto ispirarsi alla scrittura di George Eliot, ma non avendola mai letta posso solo dire che un mio pensiero ricorrente, anche se dettato più dall’altra parte della storia, che non da questa, è stato che di Jane Austen ce n’è una sola....more",Notes are private!,0,7,1,"Aug 18, 2023","Aug 21, 2023","Aug 18, 2023",,Paperback,view (with text),/book/show/53815922-un-nuovo-mondo
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lehman Trilogy,"Massini, Stefano",8806216333,9788806216337,8806216333,334        pp,4.25,"1,482","Sep 02, 2013","Mar 18, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,...e mezza.E il rammarico di non averlo visto rappresentato a teatro.,Notes are private!,2,14,1,"Aug 15, 2023","Aug 17, 2023","Aug 15, 2023",,Paperback,view (with text),/book/show/21522733-lehman-trilogy
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tre,"Mishani, D.A.*",8833571440,9788833571447,8833571440,256        pp,3.76,"3,437",2018,"Mar 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 14, 2023","Aug 14, 2023","Aug 15, 2023",,Paperback,view,/book/show/52082792-tre
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tre ciotole. Rituali per un anno di crisi,"Murgia, Michela",8804774894,9788804774891,B0C4CWJWZL,137        pp,3.59,"3,862","May 16, 2023","May 16, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ave MickyPer quel poco che l’ho conosciuta e seguita credo ci siano in questi racconti, tutti legati o concatenati fra loro, e in cui è presente in maAve MickyPer quel poco che l’ho conosciuta e seguita credo ci siano in questi racconti, tutti legati o concatenati fra loro, e in cui è presente in maniera più centrale o anche solo accennata il cancro, tutti i temi cari a Michela Murgia, il centro della sua saggistica e l’obiettivo della sua lotta intellettuale e politica: il patriarcato, la violenza contro le donne, l’aborto, la maternità in tutte le sue forme e la genitorialità, la sorellanza, il body shaming e i disturbi dell’alimentazione, la malattia e il virus (quello là, quello che ci ha stravolti la vita è che ci siamo già dimenticati), l’eutanasia, la famiglia queer e quella tradizionale, le relazioni di amicizia, di amore, di sesso. Persino la musica k pop e le ossessioni social. Sembra un fritto misto, ma non lo è, io l’ho percepito come un qualcosa molto più sfumato, molto vicino alla realtà che viviamo tutti i giorni.Sono stata a lungo prevenuta nei confronti di Murgia (la lettura di Ave Mary a suo tempo mi aveva innervosita parecchio perché mi era sembrato un saggio scritto a tesi e quindi non equidistante) e molti dei suoi atteggiamenti pubblici non li ho condivisi né apprezzati, ma le ho sempre riconosciuto impegno e passione, e intelligenza, soprattutto.Non è stato per un tentativo di riconciliazione, dunque, se ho deciso di leggerla, dopo la sua morte e dopo aver apprezzato i contenuti dell’intervista concessa tre mesi fa ad Aldo Cazzullo con la quale annunciava ai lettori (e a tutti) il suo cancro al quarto stadio, ma per curiosità. Ecco, all’inizio ho faticato, e proprio quello sembrava essere il suo racconto più autobiografico è stato quello con cui, soprattutto per la scrittura, che mi respingeva, ho faticato di più a entrare in sintonia ma che, al tempo stesso, è stato quello che ha aperto una breccia in quella che forse era stata la mia resistenza.Non posso dire che siano dei capolavori, alcuni mi sono piaciuti di più, altri meno, altri ancora mi hanno lasciato perplessa, ma in quasi tutti ho all’improvviso visto un bagliore, un qualcosa che li ha illuminati fino a lasciarmi un sorriso, una sensazione di benessere o anche di malinconia, oppure una punta di tristezza priva di disperazione, di quelle che riescono a lasciare un accenno di sorriso o di serenità d’animo.“Finché morte” e “Cambio di stagione”, forse, quelli che ho preferito.Tre stelle e mezzo....more",Notes are private!,0,33,1,"Aug 12, 2023","Aug 14, 2023","Aug 14, 2023",,Paperback,view (with text),/book/show/149099467-tre-ciotole-rituali-per-un-anno-di-crisi
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ingegneri di anime,"Westerman, Frank",8870916200,9788870916201,8870916200,364        pp,4.04,512,2002,"Feb 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 09, 2023",not set,"Aug 10, 2023",,Paperback,view,/book/show/49334100-ingegneri-di-anime
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il fratello buono,"Offutt, Chris*",8833891461,9788833891460,8833891461,416        pp,3.84,500,1997,"Sep 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Aug 09, 2023","Aug 13, 2023","Aug 09, 2023",,Paperback,view,/book/show/55220265-il-fratello-buono
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solo vera è l'estate,"Pecoraro, Francesco",,9788868338671,,208        pp,3.55,118,unknown,"Mar 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La scuola comunista[image] Sembra quasi che Francesco Pecoraro abbia voluto raffigurare il rovescio della medaglia, trent’anni dopo, di quella scuola La scuola comunista[image] Sembra quasi che Francesco Pecoraro abbia voluto raffigurare il rovescio della medaglia, trent’anni dopo, di quella scuola cattolica (il Mamiani, qui, il San Leone Magno, di là) da cui uscì tutto il male che nessuno si aspettava e che Edoardo Albinati ha raccontato e provato a condensare (!) nel suo romanzo più famoso: La scuola cattolica, appunto. La scuola comunista, dunque, uno dei licei più famosi di Roma, dei più politicizzati (ma anche il Giulio Cesare, ma anche il Tasso - anche ques'ultimo detto proprio il Tasso, il nome scompare), quello da cui tre ragazzi e una ragazza trentenni, sono fuoriusciti pieni di ideali e belle speranze e che nell'estate 2001 si confrontano con il G8 e i fatti di Genova, con il loro quieto vivere, con l’assenza di aspirazioni o di comprensione (si può davvero comprendere?) del proprio scopo nella vita.Non ci riesce, però, a mio avviso, ed è un peccato perché sia La vita in tempo di pace che Lo Stradone sono, a mio avviso, fra le migliori cose espresse in quest'ultimo decennio dalla letteratura italiana, così come lo sguardo di Pecoraro su Roma e sulla sua architettura (che non è solo quella urbana, ma anche individuale e sociale) è sempre un punto di vista laterale, trasversale, utile per osservare nello specchio il nostro rovescio, la parte di noi meno in vista, l’evoluzione (o forse sarebbe meglio dire l’involuzione) della nostra società. Sembra, però, più un blocco di appunti che un romanzo vero e proprio, questo Solo vera è l'estate , quasi che Pecoraro abbia voluto privarsi (e privarci) delle lunghe digressioni alle quali ci aveva abituati, costringendo la sua scrittura in un arco narrativo che se gli è congeniale nei racconti non gli è congeniale, forse, in un romanzo più compatto, meno aperto ad accogliere tutte le sue speculazioni collaterali e derivanti dal nucleo centrale della storia. Il leifmotiv della bestemmia, poi, ripetuta oltre ogni ragionevole necessità narrativa, credo che me lo abbia reso più fastidioso e ostile di quanto non sarebbe stato altrimenti.Tre e mezza, via....more",Notes are private!,0,12,1,"Aug 06, 2023","Aug 08, 2023","Aug 06, 2023",,Paperback,view (with text),/book/show/123242946-solo-vera-l-estate
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dove non mi hai portata: Mia madre, un caso di cronaca","Calandrone, Maria Grazia",8858440862,9788858440865,,256        pp,3.91,"1,629","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Vengo a prenderti, adesso che ho il doppio dei tuoi anni e ti guardo, da una vita che forse hai immaginato per me. Adesso vengo a prenderti e ti port“Vengo a prenderti, adesso che ho il doppio dei tuoi anni e ti guardo, da una vita che forse hai immaginato per me. Adesso vengo a prenderti e ti porto via. Lucia, dammi la mano”Difficilmente due cose mi sono sembrate essere più in sintonia di quanto lo siano questo libro e il podcast in nove puntate in cui la stessa autrice intreccia il racconto della sua storia alla lettura di stralci della sua opera.Si completano e si compenetrano, l'uno esaltando l'altra, ed è per questo che userò, a lettura ultimata - una lettura in cui alla carezza delle parole scabre, scabre ma poetiche che Maria Grazia Calandrone usa per parlare di sua madre Lucia e per riappropriarsene, si contrappone una storia durissima, fatta di miseria e violenza, una storia che rappresenta, nella sua essenza, la storia vissuta da tante donne e da tanti bambini per un tempo che ancora oggi, volgendo lo sguardo al passato, sembra essere stata tanto dolorosa quanto assurda e orrendamente lunga - le parole che avevo usato per consiglairne l'ascolto ai miei amici su Facebook.[image]Della storia di Maria Grazia Calandrone, non avendo letto i suoi libri, sapevo pochissimo: del precedente romanzo, Splendi come vita, mi era rimasta la sola informazione che parlava della madre adottiva, di quest'ultimo, Dove non mi hai portata (nella cinquina dello Strega), che parlava della madre biologica. Poi con l'avvicinarsi della premiazione, e dai post di alcuni amici, ho capito che la storia che riguarda entrambe le madri, e Maria Grazia Calandrone in primis, era molto più complessa e drammatica, perché il suo abbandono a Villa Borghese ha preceduto di poche ore il suicidio dei suoi genitori biologici (che annegarono nel Tevere) diventando, come specifica il sottotitolo del secondo dei due libri, un fatto di cronaca. Infine, a ridosso dell'assegnazione del Premio Strega a Come d'aria di Ada d'Adamo, mi è capitato di leggere un post di Bianca Pitzorno*, autrice che non seguo e che non ho mai letto, che ha avuto il potere di accendere il mio interesse (quando ancora mi chiedevo se avessi voglia di leggere Calandrone, di cui lo stile lirico al quale molti facevano riferimento un pochino mi preoccupava) e spingermi ad ascoltare le sue parole prima ancora di decidere se leggerle.E ho fatto bene, benissimo, perché avere il privilegio di ascoltare dal racconto verbale della stessa autrice la sua storia, unita a brani della sua opera, che è tanto straziante e dolorosa quanto importante e coinvolgente, e comprendere come attraverso il processo di conoscenza e assimilazione prima, narrazione e verbalizzazione dopo, una storia privata - che attraversa un'epoca e descrive i cambiamenti sociali che sono appena dietro alle nostre spalle, accompagnando l'ascoltatore (e il lettore) nel passaggio dell'epoca dell'adulterio e dell'abbandono del tetto coniugale, del delitto di onore e dei figli illegittimi, fino a quella del diritto al divorzio e quello dei figli nati fuori dal matrimonio di vedere riconosciuta la proprio identità e dignità di individui al pari di quella degli altri figli - come possa una storia privata, dicevo, diventare universale...beh, questo è appunto un privilegio, ed è il miracolo che a sua volta opera la letteratura quando trasforma una materia viva, incandescente, in parole vibranti, vive a loro volta, ma letterarie.Quella che racconta è una storia di miseria e di disperazione, di prevaricazione e abbandono, certo, dove i primi a essere abbandonati dalla società civile furono proprio Lucia e Giuseppe, fuggiti da un piccolo paese del Molise agli inizi degli anni Sessanta e arrivati a Milano nella speranza di riuscire ad avere una possibilità di futuro.E poi l'abbandono di Maria Grazia, a Roma, a soli otto mesi, che nel suo essere abbandonata, però, fu invece affidata alla carità di tutti noi (e adottata dalla famiglia del sindacalista Giacomo Calandrone e da sua moglie Consuelo): il luogo in cui non mi hai portata, allora, è una storia sì di abbandono, ma anche di salvezza: quella che Lucia e Giuseppe hanno voluto offrire alla loro bambina, considerata dalla morale dell'epoca figlia del peccato. Era il giugno del 1965 quando venne trovata, io nascevo in autunno.Mia madre, un caso di cronaca (bellissimo, lo consiglio davvero), si può ascoltare su RaiPlay Sound.[image]*E così il Premio Strega è stato vinto da un altro libro. Che ho letto, ma che mi ha lasciato piena di dubbi. Leggere con calma per poter giudicare prima i dodici finalisti e poi rileggere e riflettere su la 'cinquina' è molto difficile, richiede molto tempo che non tutti i giurati hanno. Io anni fa facevo parte dei giurati e, tra la difficoltà di leggere tutto e le pressioni, spesso spudorate, da parte degli editori, mi sono trovata spesso in grande difficoltà, finché tre anni fa ho dato le dimissioni. Quest'anno però non avevo dubbi: tra i concorrenti il libro più bello, quello che trasformava -trasforma- il racconto di un fatto privato in un ragionamento universale, era ed è DOVE NON MI HAI PORTATA di Maria Grazia Calandrone. Potete anche leggerne gratuitamente una sorta di riassunto letto dall'autrice in un podcast: Mia madre, un fatto di cronaca, su RaiPlaySound. Ve lo suggerisco, sapendo di fare cosa utile....more",Notes are private!,0,45,1,"Jul 30, 2023","Aug 04, 2023","Jul 31, 2023",,ebook,view (with text),/book/show/63046975-dove-non-mi-hai-portata
