,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bandit's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glassworks,"Wolfgang-Smith, Olivia*",,,,368        pp,3.44,634,"May 16, 2023",2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, look at that. Looks like I’m the first person to properly (extensively)  it. Ok then…A serious literary novel through and through, GlassworkOh, look at that. Looks like I’m the first person to properly (extensively)  it. Ok then…A serious literary novel through and through, Glassworks follows four generations of the same family connected by blood and circumstance. A heavy multi-generational drama featuring a variegated cast of characters. Not of who are particularly happy. But complex, and that’s what one most likely wants in serious literary fiction.Most auspicious debut, this novel features some first class writing and it makes the story and its characters come alive in the most vivid ways. But then again, it’s heavy and not just in its page count/volume/weight, but in the way spending close to 400 pages with a bunch of profoundly unhappy and not overwhelmingly likeable characters can be.Besides we only et so much time with each. The novel spans four generations, so just as you get into one story, it ends and propels you forward in time. And sure, the old characters get revisited still directly and indirectly, through flashbacks and memories and side appearances, but it isn’t quite the same.And while the characters’ fallibility is rendered exceptionally, the sheer volume of it eventually weighs the novel down. Mind you, I don’t mind sad or tragic stories, but something about this novel was ever so slightly…oppressing. Just one devastation after another as all these people are scrabbling through life that doesn’t seem to offer much. All these private quiet devastations. And the stubborn determination to go on anyway. I suppose there’s something admirable about that. But also profoundly Sisyphean. At any rate, a very well written novel. Moving, poignant, depressing. Not the sort fo thing to easily recommend, but worthy. Thanks Netgalley....more",Notes are private!,0,5,1,"Jan 24, 2023","Jan 25, 2023","Jan 26, 2023",,Kindle Edition,view (with text),/book/show/57944679-glassworks
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lady Killer, Volume 1        (Lady Killer, #1)","Jones, Joëlle",,,B012GXPM7E,136        pp,3.97,"7,083","Sep 15, 2015","Sep 15, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, this was an unexpected delight. A most charmingly peculiar blend of mid-century aesthetics and gender norms and a contract killer story. Like twWell, this was an unexpected delight. A most charmingly peculiar blend of mid-century aesthetics and gender norms and a contract killer story. Like two very different American dreams colliding/crashing into one perfectly coifed, wildly violent and bloody narrative.Josie has it all. Well, all that a woman in the 50s might wish for. And then she has a career on the side as an assassin. Not a hired gun, mind you, Josie has a potent aversion to guns. But kill she will, in creative ways, using both her feminine wiles and her innate cleverness and adaptability. But there are always men…men to kill, men in charge – the lines blur; all those horrid, manipulative, controlling, ugly men. And soon enough Josie finds her back again the wall for daring to have principles and standards. Good thing she’s got plenty of fight in her. Watch out, this lady is a killer. Oodles of fun, gorgeously drawn. Awesome retro vibes with perfectly modern (or should one say timeless?) lethalness. Recommended....more",Notes are private!,0,3,1,"Jan 25, 2023","Jan 25, 2023","Jan 26, 2023",,Kindle Edition,view (with text),/book/show/26543263-lady-killer-volume-1
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secret Path,"Downie, Gord",,,B01M65BICA,96        pp,4.35,"2,167","Oct 18, 2016","Oct 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn’t familiar with Gord Downie’s work and picked up this book solely based on Jeff Lemire’s name. Now Lemire’s work I know well and love, as both I wasn’t familiar with Gord Downie’s work and picked up this book solely based on Jeff Lemire’s name. Now Lemire’s work I know well and love, as both writer and artist. In this slim volume, he’s employed as only the latter. The inimitable craggy features and large expressive eyes are all Lemire. But turns out, it isn’t just a book. More of a properly illustrated expanded booklet that a CD might come with. And what I originally thought were poems are actually songs. Which makes perfect sense, because their musicality was noticeable and notable upon reading.The book is structured in a way that it actually doesn’t need words to its art or art to its word, which is to say both aspects of it are self-contained, but in tandem they work perfectly, telling a sad and poignant tale of a young indigenous boy who died fleeing one of those horrible reeducational schools that Canada used to have.It’s nice that Canada is finally reckoning with its ugly past. Just recently the country made the news for a significant payout to the indigenous families who were victims of their oppression. This book contributes to the awareness and recognition, which is always good. It does it in such a gut-wrenching, heart-rending fashion that it sticks in your memory like a good song album. Which, of course, it is. Recommended.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,1,1,"Jan 22, 2023","Jan 22, 2023","Jan 26, 2023",,Kindle Edition,view (with text),/book/show/32734295-secret-path
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frank’s Wing: Poems,"Mooney, Jacob Mcarthur",1770417192,9781770417199,1770417192,96        pp,4.38,8,unknown,"Apr 11, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh nice, I’m pleased to be the first to  this book. I’m a huge fan of originality. So then…And now for something completely different…But first,Oh nice, I’m pleased to be the first to  this book. I’m a huge fan of originality. So then…And now for something completely different…But first, are you familiar with the words ekphrastic? I wasn’t. It’s Greek. Originally meant to mean describing something in great vivid detail, but lately turning into describing works of art. Ta-da, now you know.So then ekphrastic poetry is poetry about art. But this volume features only art unseen and imagined. Which conceptually I love.Stylistically, well, it’s modern poetry, it inevitably leaves something to be desired for a classicist. But for modern poetry, it’s quite good, and it nice to see that it serves an elevated and original purpose as opposed to navel-gazing overshares that most poets seem to go for these days.All in all, a very interesting read. Thanks Netgalley....more",Notes are private!,0,2,1,"Jan 23, 2023","Jan 23, 2023","Jan 24, 2023",,Paperback,view (with text),/book/show/64995149-frank-s-wing
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Killadelphia, Vol. 3: Home is Where the Hatred Is","Barnes, Rodney",,,B09KMCC486,187        pp,3.87,224,"Dec 28, 2021","Dec 22, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I actually didn’t remember much about this series outside of the fact that the first two books were entertaining enough. So why not read more.I’m not I actually didn’t remember much about this series outside of the fact that the first two books were entertaining enough. So why not read more.I’m not a vampire fan, but in graphic form one can make all sorts of exceptions because of a very different sort of time commitment. And so book three was pretty fun, especially once I began remembering the plot of the earlier volumes.Because I’m not a vampire fan, some of it is rather silly. The entire concept of bloodthirsty Founding Fathers duking it out for power is rather silly. Which, I suppose, is the main premise. But…but…the writing itself is quite good and the art is very, very good. So it ended up plenty entertaining all-in-all. And I’m going to read book four to see what’s next, soon....more",Notes are private!,0,2,1,"Jan 22, 2023","Jan 22, 2023","Jan 24, 2023",,Kindle Edition,view (with text),/book/show/60098774-killadelphia-vol-3
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House at Phantom Park,"Masterton, Graham",1801104018,,B09L2QWKYQ,326        pp,3.39,"1,961","Oct 13, 2022","Oct 13, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just when you thought you’ve read every possible twist and take on the haunted (insert building type here), there’s this. From the genre’s grandmasterJust when you thought you’ve read every possible twist and take on the haunted (insert building type here), there’s this. From the genre’s grandmaster himself. You’d be right to expect a lot. You’ll be disappointed not to get it.Masterton by now can probably write a decent scary story in his sleep having been at it for so long, but this is definitely not one of his strongest efforts. In fact, this has that distinct “for the paycheck” flavor.It has all the Masterton’s specials: entertaining writing, a fun backstory featuring different cultures. In fact, the latter is his signature, and he always does that right. But the rest is so bland.Bland characters, bland action, too dragged out and slow like it’s pay-per-word, the book simply fails to engage. The execution buries the idea here. Which is doubly shame for readers who know just how good Masterton can be.It reads quickly enough but leaves a lot to be desired. Certainly shouldn’t be anyone’s first introduction to the author. Thanks Netgalley....more",Notes are private!,0,2,1,not set,not set,"Jan 23, 2023",,Kindle Edition,view (with text),/book/show/59582255-the-house-at-phantom-park
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Knave of Secrets,"Livingston, Alex*",,,B09TWF1X6Q,364        pp,3.40,127,"Jun 07, 2022","Jun 07, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t go in expecting much here. In fact, had a sinking suspicion I wasn’t going to like it. Too much fantasy. Not enough mitigating factors.Magic,I didn’t go in expecting much here. In fact, had a sinking suspicion I wasn’t going to like it. Too much fantasy. Not enough mitigating factors.Magic, sure, that’s nice. That always attracts my attention. But this is the wrong kind of magic, the enchantment kind. Besides, all anyone ever uses it for is card tricks.So then, cards tricks, ok, that’s fun. No, not this kind either. The difference is…well, it’s the difference between watching an expert magician do card tricks and watching some people play cards.And I know some actually go for that sort of thing, but to me watching people play cards is about as entertaining as watching them play golf which is to say not at all.So just imagine how much fun it was reading a 400-page book where people do nothing but play cards.So many people too. Enough to require its own supplemental who’s who. Just a mess of people with silly names. Try remembering who’s who. The only thing tougher than that would be caring who’s who.Busy, busy, busy, without having much to say. Certainly not enough meat on these bones for 400 pages.All in all, a convoluted not particularly adventurous adventure, overdone and elaborate in all the wrong ways. The writing itself is actually decent but the sum total leaves a lot, so much, to be desired. Thanks Netgalley....more",Notes are private!,0,2,1,"Jan 22, 2023","Jan 23, 2023","Jan 23, 2023",,Kindle Edition,view (with text),/book/show/61236786-the-knave-of-secrets
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Butcher's Apron        (Ian Quinn, #2)","McKenzie, Grant*",,,,336        pp,4.37,685,"Sep 13, 2016","Oct 15, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read book one a week ago, liked it well enough to check out book two. What can I say? McKenzie is a likable author who writes likeable characters. SI read book one a week ago, liked it well enough to check out book two. What can I say? McKenzie is a likable author who writes likeable characters. Sometimes that’s enough, especially if you’re in the mood for some relatively mindless wham bam sort of thriller.This time his protagonist, Ian, a child minder turned kickass when occasions calls…hears the call of occasion again. And to think, it’s only been a few months since his last ass-kicking adventure. But this doesn’t have to be realistic, just high octane and bombastic. And so once again, Ian is thrown into the doodoo pool. This time it’s his past rearing its ugly something again.Not only did Ian have a dad who stepped out for smokes and vanished, but he also had an older sister who vanished, albeit without any cigarettes involved since she was only a child at the time.Now, Ian gets a sudden inheritance of a butcher shop and with it, some sins of the fathers/grandfathers to sort out. Action mode activated. Go, Ian, go.Oh, this time, there’s some romance thrown in too. And to be fair, the way McKenzie writes some female characters leaves a lot to be desired. But, presumably, all this awesome babelicious bodacious babes are par for the course with these sorts of books. There is some range there, so...At any rate, it’s fun, entertaining, reads quickly. Can’t ask for more from a random kindle freebie. Well, you can, but it would be greedy....more",Notes are private!,0,1,1,"Jan 23, 2023","Jan 23, 2023","Jan 23, 2023",,Kindle Edition,view (with text),/book/show/42482026-the-butcher-s-apron
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Best of Our Past, the Worst of Our Future","Nogle, Christi*",178758805X,9781787588059,B0B4TYMGQ7,233        pp,3.84,69,unknown,"Feb 21, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not the best, not the worst. Much like most of Flame Tree Press selections lately.Mostly this collection didn’t work for me, except for the few final Not the best, not the worst. Much like most of Flame Tree Press selections lately.Mostly this collection didn’t work for me, except for the few final tales. And I’m not blaming the book in this instance. It’s likely more due to the basic author/reader chemistry failure. Specifically, I actually think there is talent here, can see it in the individual sentences. But the sum total of them doesn’t quite come together right. It’s one of those forest and trees things.The trees are solid, but the forest laves a lot to be desired.The vague moodiness of it all, the overall style of narrative that frequently leaned dense and/or dreamy, the nightmarish magic realism (is that a genre?) of it all largely didn’t appeal to me. User mileage may vary. Thanks Netgalley....more",Notes are private!,0,5,0,not set,not set,"Jan 21, 2023",,Kindle Edition,view (with text),/book/show/61337750-the-best-of-our-past-the-worst-of-our-future
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fervor,"Katsu, Alma*",,,B09B8NJS8C,319        pp,3.63,"4,161","Apr 26, 2022","Apr 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed Katsu’s take on the Donner party, so I figured I’d read more of her work. This one, however, was a very different book. By design. ThI really enjoyed Katsu’s take on the Donner party, so I figured I’d read more of her work. This one, however, was a very different book. By design. The author discusses it extensively in her afterword. Which is fine. Different is good. But this book didn’t strike me as an improvement upon its exceptional predecessor.The genre remains, this is still very much a work of historical fiction with horrific elements interwoven throughout. The bulk of the novel takes place during WWII in the US and highlights American-Japanese relationship at the time. Specifically, what was done to Japanese people in America during those years. Dispossession. Discrimination. Internment camps.People may not rise to the occasion when love’s involved, but give someone a reason to hate and they’ll do their worst, every single time.So, seeing some modern parallels, the author wrote this novel. It is devastating, starkly bleak, frightening…but it is also overdone. Seems like when personal emotions get involved, things like this occur. Preachiness, heavy-handedness. You can’t argue with the novel’s message, but the transmission might leave something to be desired.Katsu can write. Of that, there is no question. She knows exactly how to write best-selling page turning sort of fiction. This book’s no exception. But it’s overinflated in content and overweighted by good intentions. The novel would be served very nicely by letting the terrors it describes speak for itself. And for the readers to draw their own conclusions. A more subtle approach perhaps. Something.Either way, it’s a perfectly good read. But likely not the author’s best work. Reads relatively quickly despite the size. Thanks Netgalley....more",Notes are private!,0,4,1,"Jan 18, 2023","Jan 20, 2023","Jan 21, 2023",,Kindle Edition,view (with text),/book/show/58789795-the-fervor
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Theater,"Tidbeck, Karin*",,,B088QNB5H1,183        pp,3.75,"2,165","Feb 16, 2021","Feb 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Much like some theatre out there, this was very, very strange. I barely got through the first chapter, thinking, no, no, this is way too fantasy for mMuch like some theatre out there, this was very, very strange. I barely got through the first chapter, thinking, no, no, this is way too fantasy for me. But then, I plowed on, because I’m a completist, and in this instance, the perseverance was rewarded.Yes, the book staunchly remained very fantasy-like, but it got stranger in the right way, darker, weirder, and…infinitely more interesting and compelling.Traversing worlds and outer boundaries of reality, this novel ended up reading very much like a fairy tale for adults. Which I can appreciate.The novel features charismatic young leads though it is by no means a kids’ book. It also has an unrepentant villain, engaging side characters, and a mind-boggling performance troop. It’s fun, sure, but mostly it’s just so wildly inventive. So perfectly original. So awesomely imaginative.The author says in her afterword that the book took a long time to write, but it reads exceptionally quickly, even for its length. Maybe 140 minutes top. And, ultimately, well worth it. Enough to round up the rating, actually. Fantasy and way out there, but a solidly entertaining singularly creative book....more",Notes are private!,0,4,1,"Jan 17, 2023","Jan 17, 2023","Jan 21, 2023",,Kindle Edition,view (with text),/book/show/55428334-the-memory-theater
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fear In Her Eyes        (Ian Quinn, #1)","McKenzie, Grant*",0992001617,9780992001612,B00KUHHPI8,268        pp,4.21,"1,118","Jun 07, 2014","Jun 06, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve read McKenzie before, so I pretty much knew what to expect, and this book was very much on brand. I needed a change of pace after Anita Desai’s sI’ve read McKenzie before, so I pretty much knew what to expect, and this book was very much on brand. I needed a change of pace after Anita Desai’s sleepy blandness, and this wham-bam thriller certainly did the job.Ian Quinn, this book’s protagonist, is a very average sort of dude, whose life has been all but destroyed by losing his young daughter to a drunk driver and his wife to the subsequent sadness. But Ian’s a noble dude, he spends his time helping other kids, specifically ones from complicated/terrible circumstances by working with an organization that supervises parental visits in custodial debates.And then Ian gets a mysterious message from a man who killed his daughter. And he kicks into an actionhero gear immediately. It’s a transformation worthy of an action flick montage. Because who needs proper character development and build up when you got action. I did tell you it was a wham-bam.So Ian turns Batman/Judge Dredd and proceeds to solve the entire conspiracy through plenty of brawling, high octane chases, and ball-kicking (oh yeah, this revenge-papa fights dirty). It’s all rather ludicrous the way action movies are and just as mindless, but it is objectively entertaining in that low-brow beach read sort of way. Sometimes that’s perfectly okay.Action thriller fans will love this one.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,0,1,"Jan 16, 2023","Jan 16, 2023","Jan 17, 2023",,Kindle Edition,view (with text),/book/show/24097849-the-fear-in-her-eyes
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Artist of Disappearance: A Novella,"Desai, Anita",,,B005LVR6LE,176        pp,3.38,"1,592","Dec 06, 2011","Dec 06, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My third and last novella read by Desai; likely my last read by Desai in general. Most of the things said in my  of Translator, Translated applyMy third and last novella read by Desai; likely my last read by Desai in general. Most of the things said in my  of Translator, Translated apply.This one wasn’t so overtly overstylized, but plot-wise it was the murkiest of the three, switching too much between too undistinguished and unengaging of characters.Desai’s writing is too dense, too overdone to enjoy, and her plots get lost in it, like (appropriately enough for a story about logging) trees in a forest. Reads quickly but doesn’t offer much. Pass....more",Notes are private!,0,0,1,"Jan 16, 2023","Jan 16, 2023","Jan 17, 2023",,Kindle Edition,view (with text),/book/show/25986114-the-artist-of-disappearance
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Translator Translated,"Desai, Anita",0547677898,9780547677897,,176        pp,3.55,55,"Jan 01, 2011","Dec 06, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My second novella by Desai–since novellas are such a good way to try new authors–and I am not impressed. I’m the opposite of impressed. The first one My second novella by Desai–since novellas are such a good way to try new authors–and I am not impressed. I’m the opposite of impressed. The first one was just ok, but the sheer put upon pretension of this one is a turn off. It seems that Desai writes a very particular brand of literature, the one that’s very busy sitting on its high pedestal and proclaiming itself to be high literature. Every sentence is overwrought and overwritten and often half-a-paragraph long, precisely overstylized with em dashes and parenthesis and exhaustively crafted. And yet, the sum total leaves a lot to be desired.This is essentially a story of a translator who oversteps her job descriptions boundaries, meaning well but falling short. Because of how overdone it is, the story ends up too dense and too distant at the same time. There’s nary a line of dialogue, mostly exhaustive overthinking by the protagonist. There’s even, in another precociously stylistic turn, a narrative switch from third to first person that seems to serve no purpose but to show off.All in all, it’s rather inexplicable because Desai seems like a genuinely gifted author trying much, much too much to impress, perhaps all too aware that her storytelling skills leave a lot to be desired. The brow is high, belabored, its aspect underwhelms. Pass....more",Notes are private!,0,0,1,"Jan 16, 2023","Jan 16, 2023","Jan 17, 2023",,ebook,view (with text),/book/show/16303431-translator-translated
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out There,"Folk, Kate*",,,B098PWP7FV,256        pp,4.13,"4,693","Mar 29, 2022","Mar 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every so often this formulaic, commercial, predictable world we read in serves up a marvel like this. A collection of stories so wild…so perfectly outEvery so often this formulaic, commercial, predictable world we read in serves up a marvel like this. A collection of stories so wild…so perfectly out there. Straight up from some awesome intersection of literature, speculative fiction, magic realism, fantasy, and science fiction.I’ve read all these comparisons to other authors which is a lame and lazy way to advertise, and the thing is Kate Folk doesn’t need it–she is very comfortably doing her own thing and that thing is great.Folk’s own blend of irreality, of normal situations and lives infused with the strange. It’s so much fun. And that last story (the one that takes up the final fifth of the book) alone is pure magic and the star of the show. It’s clever, hilarious, and poignant, and (okay, this one comparison really was kind of on the money) it does read like a Black Mirror episode, a good one, one on par with San Junipero.So I loved these short stories for how original, smart, quirky, interesting, bizarre they were. It probably won’t sing for everyone, but for those who do hear its funhouse tune, it’ll be pure magic. Recommended. Thanks Netgalley.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,6,1,"Jan 14, 2023","Jan 15, 2023","Jan 17, 2023",,Kindle Edition,view (with text),/book/show/60052687-out-there
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Southern Cross Vol. 2: Romulus,"Cloonan, Becky",,,B01N14CFAW,156        pp,3.41,394,"Apr 18, 2017","May 17, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ok, I did say I wanted to see where this goes. Apparently, it goes to Titan, which makes sense, and then stays there with some weak Titanesque? TitaniOk, I did say I wanted to see where this goes. Apparently, it goes to Titan, which makes sense, and then stays there with some weak Titanesque? Titanic? Titanish? Intrigue. Warring factions, oodles of violence, one fun tough old lady. But ultimately, more of the same not-that-interesting mess that book one offered.The author also makes a bold choice to switch narrators from book one to book two and I’m not sure that did it any favors. Not to mention the added trippy element.The thing is horror and science fiction usually mix well, at least cinematically. And this book definitely tried: it got all the ingredients, threw them in the blender, hit the buttons. It just didn’t come out quite right. The story doesn't grab your attention. The art doesn't help.And then it just ended. Because, apparently, I’m not the only one wo thought the book didn’t work. No more Southern Cross and nothing to miss. Titan, you weird giant moon, you deserve more....more",Notes are private!,0,1,1,"Jan 14, 2023","Jan 14, 2023","Jan 15, 2023",,Kindle Edition,view (with text),/book/show/35703582-southern-cross-vol-2
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Southern Cross, Volume One","Cloonan, Becky",,,B01A7MW86E,155        pp,3.57,"1,352","Oct 20, 2015","Jan 13, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, this was disappointing. Exciting sounded but disappointing. The story sounded all too familiar with a tough-as-nails (read perpetually scowling)Well, this was disappointing. Exciting sounded but disappointing. The story sounded all too familiar with a tough-as-nails (read perpetually scowling) female protagonist, Alex, getting on a spaceship to Titan to find out what happened to her (good) twin sister. The good twin had come to Titan for an administrative gig and wound up dead. Sure, paperwork can be a murder, but Alex suspects foul play. The suspicion that’s all the more reinforced the more time she spends on the Southern Cross.See? It does sound intriguing, but then you read it and it’s all a bunch of clichés and a just-serviceable and rather crude art. So not like the way this artist does faces with their weird slightly oversized eyes. Nothing special in either writing or art department, and yet, for some reason, I’m going to read book two just to see where it goes. Stay tuned....more",Notes are private!,0,3,1,"Jan 14, 2023","Jan 14, 2023","Jan 15, 2023",,Kindle Edition,view (with text),/book/show/28529954-southern-cross-volume-one
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ragman,"Faherty, J.G.*",1787587460,9781787587465,B0B4T76JBP,299        pp,3.85,75,unknown,"Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you ever forget that the editor behind Flame Tress Press used to do Leisure Publishing, there are books like this to remind you. Straight-up old scIf you ever forget that the editor behind Flame Tress Press used to do Leisure Publishing, there are books like this to remind you. Straight-up old school schlocky creature feature, a literary equivalent of a B movie with nothing especially literary about it. But fun.Because creature features are fun, by nature. And mummies are always good for some laughs. Although of course the ones in here are meant to terrify.Then again, how does one terrify if their name is reduced to ragman? Seriously.Ragman is basically a by-the-book police procedural with an Ancient Egyptian flavor. It’s got one of those sins of the fathers things going on, a major vengeance driven plot with two cops, one current and one former, trying to figure out what’s going on, while also trying to reconcile their own personal (kinda funny to readers but tragic to them) relationship.The book is decent and solid in a way that comfortably knows itself and never tries to be more, with plenty of action. Watch these intrepid cops repeatedly shoot their guns at the seven-foot-tall mummy despite bullets having zero effect on it. Over and over and over again. Yahoo.Anyway, serviceable for a mindless sort of fun with mummies. Reads quickly enough. Thanks Netgalley....more",Notes are private!,0,2,1,not set,"Jan 12, 2023","Jan 14, 2023",,Kindle Edition,view (with text),/book/show/61337747-ragman
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil's Advisor,"Abdul, Brad*",1787588475,9781787588479,B0B4TG8CNL,241        pp,3.58,72,unknown,"Feb 21, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read the other s on GR prior to picking up the book, so I had my expectations adjusted (lowered) accordingly. And it helped. Still though, theI read the other s on GR prior to picking up the book, so I had my expectations adjusted (lowered) accordingly. And it helped. Still though, the publishers had a lot of gall in comparing this to Good Omens. This is about as far from Good Omens as Flame Tree Press is from top five.In fact, lately the quality of the books they’ve been putting out has been leaving a lot to be desired.In this case, they didn’t even manage to provide a proper ARC for Netgalley readers. The copy was rife with giant letters proclaiming a version of FOR YOUR EYES ONLY. As if it’s some great treasure to be protected at all costs. And yes, that sort of thing really does detract from reading enjoyment.The rest of it is essentially a tale of bureaucracy in Hell with strong undertones of sympathy for the devil. Moreover, the author ambitiously goes as far as to rewrite the entire history of the world as we know it, featuring an all female and partially queer star cast because he’s woke like that or knows what sells in today’s market. The basic plot involves a career businessman who lives, eats, and sh*ts work, getting recruited by Lucy Fair (get it? get it?) to improve Hell’s numbers and efficiency.The Lucy Fair joke is about as funny as it gets in this falsely-advertised-as-comedy production.There are some power struggles, some decently imaginative world building, some romance. It reads quickly enough and entertains…mildly, but nothing special. Nothing special at all. Thanks Negalley....more",Notes are private!,0,4,1,not set,not set,"Jan 14, 2023",,Kindle Edition,view (with text),/book/show/61337752-the-devil-s-advisor
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue in Green,"V., Ram",153431900X,,B08DQ73R8L,144        pp,3.90,906,Nov 2020,"Oct 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Writing about music is tricky. Jazz, about the trickiest of all music, particularly so. I’ve recently tried and it’s a challenge. But then Ram V. comeWriting about music is tricky. Jazz, about the trickiest of all music, particularly so. I’ve recently tried and it’s a challenge. But then Ram V. comes along and makes it look easy. Of course, comparisons to Ram V. are probably typically a losing game–he’s just that good of a writer. The more I read of him the more I am impressed.Almost too lyrical and literary for the comic book format, which is especially showcased here in this supernatural-tinged tale of regrets, family legacies, and music set to the saddest most melancholy chord progression, the despondency of a saxophone dying in the night.The art certainly helps, especially the striking watercolors here. Almost too murky and blurry at first, but then, once you get used to it, you’ll notice it comes into focus at all the right times conveying the mood perfectly.All in all, a striking and strikingly poignant production. Bleakly beautiful or beautifully bleak. Well worth a read. Recommended.This and more at https://advancetheplot.weebly.com/...more",Notes are private!,0,1,1,"Jan 12, 2023","Jan 12, 2023","Jan 14, 2023",,Kindle Edition,view (with text),/book/show/55530876-blue-in-green
