,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Gillian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silence,"DeLillo, Don",1982164557,9781982164553,1982164557,117        pp,2.66,"12,834","Oct 20, 2020","Oct 20, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"if the global electrical grid goes out during a super bowl party in 2 weeks (this is set during the 2022 super bowl) and everyone then takes turns monif the global electrical grid goes out during a super bowl party in 2 weeks (this is set during the 2022 super bowl) and everyone then takes turns monologuing about cryptocurrency and einstein, that’ll simply be it for ol gillian ...more",Notes are private!,0,3,1,not set,"Jan 30, 2022","Jan 30, 2022",,Hardcover,view (with text),/book/show/53879204-the-silence
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eve's Hollywood,"Babitz, Eve",0440023394,9780440023395,0440023394,296        pp,3.92,"5,883",1974,"Jan 01, 1974",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Paperback,view,/book/show/2687519-eve-s-hollywood
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slow Days, Fast Company: The World, the Flesh, and L.A.","Babitz, Eve",,,,178        pp,4.10,"17,315",1977,"Jan 01, 1977",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 26, 2023","Feb 06, 2023","Jan 28, 2022",,Hardcover,view,/book/show/62963.Slow_Days_Fast_Company
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hellbound Heart,"Barker, Clive*",0061002828,9780061002823,0061002828,164        pp,4.07,"57,212",Nov 1986,"Nov 01, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5? But maybe just cuz I'm not accustomed to reading horror? I can't believe Julia was attracted to an evil flesh monster who was rotting. Kinda craz3.5? But maybe just cuz I'm not accustomed to reading horror? I can't believe Julia was attracted to an evil flesh monster who was rotting. Kinda crazy! ...more,Notes are private!,0,2,1,not set,"Jan 28, 2022","Jan 28, 2022",,Paperback,view (with text),/book/show/52635.The_Hellbound_Heart
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Lives of Church Ladies,"Philyaw, Deesha*",1949199738,9781949199734,1949199738,179        pp,4.18,"34,394","Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 18, 2022","Jan 10, 2022",,Paperback,view,/book/show/51582376-the-secret-lives-of-church-ladies
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tacky: Love Letters to the Worst Culture We Have to Offer,"King, Rax*",0593312724,9780593312728,0593312724,208        pp,3.47,"3,799","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2022",,Paperback,view,/book/show/57246958-tacky
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Talking About This,"Lockwood, Patricia*",0593189582,9780593189580,0593189582,210        pp,3.56,"47,894","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2022",,Hardcover,view,/book/show/53733106-no-one-is-talking-about-this
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossroads,"Franzen, Jonathan",0374181179,9780374181178,0374181179,592        pp,4.06,"56,509","Oct 05, 2021","Oct 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay I hate that I loved a Franzen book but I did, so what are you gonna do about it. I feel like media about church youth groups is all about them beOkay I hate that I loved a Franzen book but I did, so what are you gonna do about it. I feel like media about church youth groups is all about them being religious cults, so reading one that actually wasn't very religious freaked me out because I too was in an unreligious church youth group and maybe that in itself was culty in a way I didn't realize. Astoundingly dimensional characters, they all hated each other so much though! I can't remember the last time I read a series but I will probably read this one....more",Notes are private!,0,3,1,not set,"Dec 31, 2021","Dec 31, 2021",,Hardcover,view (with text),/book/show/55881796-crossroads
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trampoline: An Illustrated Novel,"Gipe, Robert",0821421522,9780821421529,0821421522,336        pp,4.16,599,"Mar 15, 2015","Nov 20, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 15, 2022",Mar 2022,"Dec 30, 2021",,Hardcover,view,/book/show/23604075-trampoline
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strange Thing We Become and Other Dark Tales,"LaRocca, Eric*",,,,128        pp,3.78,"3,782","Sep 01, 2021","Sep 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2022","Apr 16, 2022","Dec 27, 2021",,Paperback,view,/book/show/58375285-the-strange-thing-we-become-and-other-dark-tales
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Banner of Heaven: A Story of Violent Faith,"Krakauer, Jon*",0330419129,9780330419123,0330419129,400        pp,4.01,"207,153",Jul 2003,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 11, 2021","Dec 23, 2021","Dec 11, 2021",,Paperback,view,/book/show/10847.Under_the_Banner_of_Heaven
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,978","Aug 26, 2014","Sep 09, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved reading this book--such an interesting follow-up to Severance for me. What if the apocalypse was kind of whimsical? Because I am a glutton forI loved reading this book--such an interesting follow-up to Severance for me. What if the apocalypse was kind of whimsical? Because I am a glutton for punishment, I was a bit more intrigued by the events of the actual pandemic than the post-apocalyptic world, but the mixed-up timelines kept me thoroughly gripped throughout... Beautiful writing, I was especially struck by the sparing use of grief--I wrote off the lack of grief as kind of an oversight until a death towards the end that illustrated the numbness of mass grief/survival versus individual grief. Anyway, reading this pandemic books has been kind of nice because they do make me grateful we're not facing apocalypse yet....more",Notes are private!,0,3,1,not set,"Oct 04, 2021","Oct 05, 2021",,Hardcover,view (with text),/book/show/20170404-station-eleven
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bad Beginning        (A Series of Unfortunate Events, #1)","Snicket, Lemony*",0439206472,9780439206471,0439206472,176        pp,4.01,"520,900","Aug 25, 1999","Sep 30, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,lit,Notes are private!,0,1,1,not set,"Sep 25, 2021","Sep 25, 2021",,Paperback,view (with text),/book/show/78411.The_Bad_Beginning
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Noise,"DeLillo, Don",0143129554,9780143129554,0143129554,320        pp,3.86,"115,126","Jan 21, 1985","Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 13, 2023","Sep 14, 2021",,Paperback,view,/book/show/28251250-white-noise
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Severance,"Ma, Ling*",0374261598,9780374261597,0374261598,291        pp,3.92,"99,014","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Capitalism is scary and so is this book. Honestly not sure how much it would have hit when it came out pre-covid, because it was the similarities thatCapitalism is scary and so is this book. Honestly not sure how much it would have hit when it came out pre-covid, because it was the similarities that hit me the hardest. Amazing indictment of work culture, globalization, etc... feel like i know people who would also react like Candace did. I wasn’t thrilled by the ending and wanted more. ...more",Notes are private!,0,4,1,not set,"Sep 25, 2021","Aug 26, 2021",,Hardcover,view (with text),/book/show/36348525-severance
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,188","Dec 31, 2019","Dec 31, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can't think of a character I've hated more than Alix in a while... so that is super well done. Satisfying and breezy, absolute page turner.Can't think of a character I've hated more than Alix in a while... so that is super well done. Satisfying and breezy, absolute page turner....more",Notes are private!,0,1,1,"Aug 26, 2021","Aug 29, 2021","Aug 26, 2021",,Hardcover,view (with text),/book/show/43923951-such-a-fun-age
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,491","Jan 03, 2013","Jan 08, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Perfect book. Interesting to read Civilwarland, then Lincoln in the Bardo, and then this on my Saunders journey—I feel like this is the medium and hitPerfect book. Interesting to read Civilwarland, then Lincoln in the Bardo, and then this on my Saunders journey—I feel like this is the medium and hits everything I love about George Saunders. Favorites were Victory Lap, Escape from Spiderhead, The Semplica Girl Diaries, and Tenth of December, of course, which seems like the bridge to realism that Lincoln in the Bardo follows. AMAZING. I want everyone to read this. ...more",Notes are private!,0,3,1,"Aug 26, 2021","Oct 14, 2021","Aug 26, 2021",,Hardcover,view (with text),/book/show/13641208-tenth-of-december
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mushroom at the End of the World: On the Possibility of Life in Capitalist Ruins,"Tsing, Anna Lowenhaupt",0691162751,9780691162751,0691162751,331        pp,4.01,"6,086","Sep 29, 2015","Sep 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2021",,Hardcover,view,/book/show/25510906-the-mushroom-at-the-end-of-the-world
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunny,"Awad, Mona*",0525559736,9780525559733,0525559736,307        pp,3.52,"190,981","Jun 11, 2019","Jun 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2021","Aug 26, 2021","Aug 17, 2021",,Hardcover,view,/book/show/42815544-bunny
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cool for America: Stories,"Martin, Andrew*",0374108161,9780374108168,0374108161,272        pp,3.98,555,"Jul 07, 2020","Jul 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitely one of my favorites of the summer, but in a certain Male Manipulator kind of way. Interconnected stories about overeducated millennials feeDefinitely one of my favorites of the summer, but in a certain Male Manipulator kind of way. Interconnected stories about overeducated millennials feeling lost and pretentious and old, which isn't exactly where I am now but definitely could be soon. Honestly lots of the characters could be interchangeable, but the real success for me was capturing emotions and traits that are so real but not usually portrayed so vividly--the idea that one character doesn't really have strong opinions on things, or the super visceral feeling of losing your car keys and feeling yourself go kind of crazy because of it. ""Bad Feelings"" was my favorite, just because the thoughts going through that guy's head were so familiar to me. If it sounds boring it's because it kind of... is, but in a way that really hit on something for me....more",Notes are private!,0,3,1,"Aug 12, 2021","Aug 15, 2021","Aug 12, 2021",,Hardcover,view (with text),/book/show/51542107-cool-for-america
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Weetzie Bat        (Weetzie Bat, #1)","Block, Francesca Lia*",0060736259,9780060736255,0060736259,128        pp,3.74,"14,779",1989,"Jul 06, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,3,Apr 2021not setnot set,Apr 2021not setnot set,"Jul 13, 2021",,Paperback,view,/book/show/44353.Weetzie_Bat
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,955","Jun 16, 2009","Jun 23, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s great to know I have a very specific passion for books with a large cast of interconnected but not immediately adjacent characters, set in a realIt’s great to know I have a very specific passion for books with a large cast of interconnected but not immediately adjacent characters, set in a real and vivid point in history but not relying on stereotypes of the time but rather creating a totally fresh world within those parameters. Wow! I loved this book SO much. Massive crush on Corrigan. Tilly’s section was my favorite, I think. Going on my GOATed list with Middlesex and Kavalier & Clay, so clearly the niche is real. It’s so wild to spend pages and pages (or in my case hours since I listened to it) in one person’s life and then find that same person vaguely alluded to as a total extra in another person’s life. It’s like… real life or something!!!...more",Notes are private!,0,3,1,"Feb 15, 2022","Mar 15, 2022","Jul 05, 2021",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,195","Apr 20, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm rating everything 4 stars these days because I keep reading really good books but 5s feel like they should be all time favorites... Anyway, as eveI'm rating everything 4 stars these days because I keep reading really good books but 5s feel like they should be all time favorites... Anyway, as everyone told me, this is phenomenal, and going in as not really a Japanese Breakfast listener helped it to stand on its own, as it absolutely can. I appreciate that she didn't sugarcoat anything and really leaned into the complexity of family relationships. In a writing class once a professor told us to write towards the truth when writing personal essays--every time you make a statement, you have to ask yourself, ""was that really what happened?"" This book felt like it had gone through that and more. So sad and so honest!!...more",Notes are private!,0,0,1,"Jul 04, 2021","Jul 06, 2021","Jul 05, 2021",,Hardcover,view (with text),/book/show/54814676-crying-in-h-mart
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,983","Sep 16, 1992","Sep 11, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2021",,Paperback,view,/book/show/29044.The_Secret_History
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paul Takes the Form of a Mortal Girl,"Lawlor, Andrea*",0986086991,9780986086991,0986086991,354        pp,3.89,"11,649","Nov 01, 2017","Nov 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Had this recommended to me years ago and finally got to it — so glad I did. There’s a lot you can read into this book, and it made me realize mainstreHad this recommended to me years ago and finally got to it — so glad I did. There’s a lot you can read into this book, and it made me realize mainstream gender conversations have come a long way since even 2019. Is this speculative, or is it all just metaphor? I kind of chose to read into the latter. But beyond the sex/magic of the whole concept, I was mostly just blown away by the subtlety of Paul’s interior life — like, as a reader, I could tell when Paul wasn’t that into someone before he even could, and I think the whole thing with Diane was such a good depiction of infatuation with a person who ultimately just doesn’t match up. Meanwhile the repetition of “Tony Pinto” and then is he emergence of Robin at the end showed me a whole different way of looking at a person. Favorite main character in a while, really fun to read but also wrenching. Want to loan this to lots of people!!...more",Notes are private!,0,3,1,"Jun 29, 2021","Jul 03, 2021","Jun 07, 2021",,Paperback,view (with text),/book/show/35838277-paul-takes-the-form-of-a-mortal-girl
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summerland,"Chabon, Michael",0606292551,9780606292559,0606292551,500        pp,3.57,"12,334",Oct 2002,"Mar 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2021",,Library Binding,view,/book/show/16705.Summerland
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interior Chinatown,"Yu, Charles*",,,0307907198,288        pp,3.97,"58,323","Jan 28, 2020","Jan 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 03, 2022","May 25, 2021",,Hardcover,view,/book/show/44436221-interior-chinatown
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Butch Blues,"Feinberg, Leslie",1555838537,9781555838539,1555838537,308        pp,4.49,"28,545",Mar 1993,Nov 2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2021",,Hardcover,view,/book/show/139569.Stone_Butch_Blues
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight’s Children,"Rushdie, Salman",0099578514,9780099578512,0099578514,647        pp,3.98,"123,767","Mar 12, 1981","May 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2021",,Paperback,view,/book/show/14836.Midnight_s_Children
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Millennium Approaches        (Angels in America, #1)","Kushner, Tony",1559360615,9781559360616,1559360615,119        pp,4.27,"23,784","Feb 13, 1992","May 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2021",,Paperback,view,/book/show/92250.Millennium_Approaches
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls,"Cline, Emma",081299860X,9780812998603,081299860X,355        pp,3.50,"216,845","Jun 14, 2016","Jun 14, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 25, 2021","May 27, 2021","May 25, 2021",,Hardcover,view,/book/show/26893819-the-girls
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,CivilWarLand in Bad Decline,"Saunders, George",0099595818,9780099595816,B00QN9XPMW,179        pp,4.21,"20,843","Jan 16, 1996","Feb 06, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jun 2021,"Jun 15, 2021","May 10, 2021",,Paperback,view,/book/show/28747.CivilWarLand_in_Bad_Decline
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Detransition, Baby","Peters, Torrey",0593133374,9780593133378,0593133374,337        pp,3.95,"77,267","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 04, 2021","May 10, 2021",,Hardcover,view,/book/show/48890225-detransition-baby
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luster,"Leilani, Raven*",0374194327,9780374194321,0374194327,227        pp,3.53,"98,760","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2021,"May 10, 2021",,Hardcover,view,/book/show/51541496-luster
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Are You My Mother? A Comic Drama,"Bechdel, Alison",0618982507,9780618982509,0618982507,290        pp,3.71,"33,501","May 01, 2012","May 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 30, 2020","Feb 03, 2021",,Hardcover,view,/book/show/11566956-are-you-my-mother-a-comic-drama
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fun Home: A Family Tragicomic,"Bechdel, Alison",0618871713,9780618871711,B001TODO72,232        pp,4.08,"180,866","Jun 08, 2006","Jun 05, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 03, 2021",,Paperback,view,/book/show/26135825-fun-home
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eileen,"Moshfegh, Ottessa",1594206627,9781594206627,1594206627,260        pp,3.58,"96,241","Aug 18, 2015","Aug 18, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Took me way too long to get through, but the ending was worth it, I think. Ottessa Moshfegh creates the most despicable and raw characters, really unlTook me way too long to get through, but the ending was worth it, I think. Ottessa Moshfegh creates the most despicable and raw characters, really unlike anything I’ve read before. This was definitely physically uncomfortable, much like My Year Of Rest and Relaxation. ...more",Notes are private!,0,3,1,"Aug 17, 2020","Sep 06, 2020","Aug 17, 2020",,Hardcover,view (with text),/book/show/23453099-eileen
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heavy,"Laymon, Kiese*",1501125656,9781501125652,1501125656,241        pp,4.48,"39,762","Oct 16, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2020",,Hardcover,view,/book/show/29430746-heavy
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mysteries of Pittsburgh,"Chabon, Michael",0060790598,9780060790592,0060790598,320        pp,3.64,"27,508",Apr 1988,"Jul 05, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2020",,Paperback,view,/book/show/16697.The_Mysteries_of_Pittsburgh
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonder Boys,"Chabon, Michael",3423124172,9783423124171,3423124172,383        pp,3.93,"35,985","Mar 14, 1995",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2020",,Kindle Edition,view,/book/show/16707.Wonder_Boys
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Can't Kill Us Until They Kill Us,"Abdurraqib, Hanif",,9781937512651,1937512657,291        pp,4.57,"13,698","Nov 14, 2017","Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2020",,Paperback,view,/book/show/33947154-they-can-t-kill-us-until-they-kill-us
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ruffage: A Practical Guide to Vegetables,"Berens, Abra*",1452169322,9781452169323,1452169322,464        pp,4.15,491,"Apr 23, 2019","Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2020",,Hardcover,view,/book/show/41423210-ruffage
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,265",2017,"Feb 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Going on my all-time-favorites list for sure, and can't believe it took me this long to get around to it. George Saunders is a master of juxtapositionGoing on my all-time-favorites list for sure, and can't believe it took me this long to get around to it. George Saunders is a master of juxtaposition (comedy and tragedy, humanistic and absurd, etc) and this is a master work. The balance between truth and fiction was perfectly struck and perfectly confusing. Definitely found this book super Ulyssean--it's an obvious influence, but 166 speakers rather than three made the speaker notes super warranted, and helped ground me in the weirdness of it all. I read an interview with him where he said he's never trying to make a ""point,"" he's just telling a story and it often gets to a point--that really stuck with me, because his stuff always ends of making me cry. For this one it was richard bevins iii and the versions of all the characters that could have been but never were. Wow. I would kill to be able to write like this so can hopefully do less than kill and get a little bit closer....more",Notes are private!,0,3,1,"Jul 09, 2021","Jul 14, 2021","Jul 17, 2020",,Hardcover,view (with text),/book/show/29906980-lincoln-in-the-bardo
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fresh Complaint: Stories,"Eugenides, Jeffrey",0374203067,9780374203061,0374203067,285        pp,3.61,"9,019","Oct 03, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2020",,Hardcover,view,/book/show/33844793-fresh-complaint
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"333,007","Jul 14, 2015","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2020",,Hardcover,view,/book/show/25489625-between-the-world-and-me
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House,"Machado, Carmen Maria*",1644450038,9781644450031,1644450038,251        pp,4.43,"124,514","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2020",,Hardcover,view,/book/show/43317482-in-the-dream-house
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Argonauts,"Nelson, Maggie",1555977073,9781555977078,1555977073,160        pp,4.02,"48,694","May 05, 2015","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 05, 2022","Mar 28, 2022","Jul 11, 2020",,Hardcover,view,/book/show/22929741-the-argonauts
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Kids,"Smith, Patti*",,,,304        pp,4.21,"280,519","Jan 19, 2010","Jan 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2020",,Hardcover,view,/book/show/341879.Just_Kids
