,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Emma Deplores Goodreads Censorship's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,'Kill All the Gentlemen': Class Struggle and Change in the English Countryside,"Empson, Martin*",191088569X,9781910885697,191088569X,313        pp,4.00,25,unknown,"May 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Paperback,view,/book/show/40770008-kill-all-the-gentlemen
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man They Wanted Me to Be: Toxic Masculinity and a Crisis of Our Own Making,"Sexton, Jared Yates",,,B07FJWTHZ7,266        pp,4.20,"1,282","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Kindle Edition,view,/book/show/41148857-the-man-they-wanted-me-to-be
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Strange Practice        (Dr. Greta Helsing, #1)","Shaw, Vivian*",,,,320        pp,3.85,"13,448","Jul 25, 2017","Jul 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Kindle Edition,view,/book/show/32452160-strange-practice
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Face for Picasso: Coming of Age with Crouzon Syndrome,"Henley, Ariel*",0374314071,9780374314071,0374314071,400        pp,4.31,"1,315","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Hardcover,view,/book/show/52516010-a-face-for-picasso
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A House Full of Females: Plural Marriage and Women's Rights in Early Mormonism, 1835-1870","Thatcher Ulrich, Laurel",0307594904,9780307594907,0307594904,512        pp,4.01,"1,077",unknown,"Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2024",,Hardcover,view,/book/show/30211846-a-house-full-of-females
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Past Begins: A Writer's Memoir,"Tan, Amy*",0062319299,9780062319296,0062319299,368        pp,3.57,"3,094","Oct 17, 2017","Oct 17, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up on a whim despite not being what you’d probably call a Tan fan: I loved The Hundred Secret Senses, but I was a teenager at the time, I picked this up on a whim despite not being what you’d probably call a Tan fan: I loved The Hundred Secret Senses, but I was a teenager at the time, and of her other books I’ve liked one, disliked one and DNF’d one. However, I knew her life was interesting, and was curious.And on the one hand, it’s an interesting book. Tan has indeed had an interesting life, and has an interesting family, and the book is at its best when she writes about her family history, about investigating her parents’ lives, and about her troubled childhood. Her mother had a lot of trauma and wound up passing some of it on to her kids, and Tan writes about all this compellingly and with insight. It was also interesting to see her investigate other aspects of her young life: for instance, the longitudinal study she was part of in elementary school, which her parents claimed proved she was brilliant and meant to be a doctor, but which turned out to be a study of how early reading impacts kids. (When she was a child, experts were advising parents not to let children read before they were taught it in school, because they would then do it wrong forever! Luckily for Tan, either her parents hadn’t heard about or disagreed with this, or she sneakily learned from her older brother anyway—complications related to immigration and their resulting caution around anyone who seemed official caused her parents to claim the latter. I’m reminded of how when I was in school, kids were rebuked for even signing their names because you weren’t supposed to write cursive until officially taught in second or third grade. Shocker—nearly everyone preferred to print forever after, while cursive was generally considered a burden and seems to be a dying skill.)On the other hand, reading this book clarified why I tend to avoid memoirs subtitled things like “A Writing Life.” There are two types of memoirs: celebrity memoirs, usually ghostwritten, whose appeal is based on preexisting interest in the person and which I don’t care about, and literary memoirs, whose appeal is based on the strength of their writing, storytelling and insight. Memoirs of famous writers might initially seem to fall within the literary category, because they write said books themselves and are good at it. But a true literary memoir has focus: it’s not just a straight autobiography but focused on a particular theme; it’s telling a story because that story needs to be told. And this is where famous writer memoirs tend to fall flat; they’re writing not out of a sense of urgency about some aspect of their personal story, but because they have a market.And as strong as some of these chapters are, sadly, that describes this book. From Tan’s introduction, this grew from a series of essays she sent her editor, who suggested it seemingly as a way of keeping her hand in (or the money coming) between novels. (Tan writes that fiction actually became harder for her as she went, and in fact hasn’t published any since 2013.) The organization is scattershot and a couple of chapters—the one about her relationship with classical music, and the one consisting entirely of emails between her and her editor—bored me to the point of skimming.In the end, a relatively interesting book, but not the strongest memoir; I wish Tan had committed to a central focus, delved more deeply, and cut unrelated material. But if you are a Tan fan, it’s worth checking out. And she really does have some wild stories....more",Notes are private!,4,8,1,"Mar 24, 2024","Mar 30, 2024","Jan 25, 2024",,Hardcover,view (with text),/book/show/34043618-where-the-past-begins
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Flame in the North        (Black Land's Bane #1),"Saintcrow, Lilith*",0316440337,9780316440332,0316440337,448        pp,3.63,171,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Paperback,view,/book/show/173403891-a-flame-in-the-north
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Skin: The Hidden Toll of Racism on American Lives and on the Health of Our Nation,"Villarosa, Linda",,,038554488X,288        pp,4.46,"2,584","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Hardcover,view,/book/show/59148724-under-the-skin
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,100 Years Of The Best American Short Stories,"Moore, Lorrie",0547485859,9780547485850,0547485859,752        pp,4.14,"1,068","Oct 06, 2015","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 30, 2024",not set,"Jan 24, 2024",,Hardcover,view,/book/show/23719233-100-years-of-the-best-american-short-stories
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monster Portraits,"Samatar, Sofia",1941628109,9781941628102,1941628109,78        pp,4.07,375,"Jun 02, 2017","Feb 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Paperback,view,/book/show/36139586-monster-portraits
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whole Numbers and Half Truths,"S, Rukmini",9391234674,9789391234676,9391234674,324        pp,4.23,864,unknown,"Dec 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/59740806-whole-numbers-and-half-truths
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marina,"Ruiz Zafón, Carlos",8423648990,9788423648993,8423648990,238        pp,4.12,"76,914",1999,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/4516.Marina
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kantika,"Graver, Elizabeth*",1250869846,9781250869845,1250869846,304        pp,4.09,"2,981","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/60741785-kantika
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Deer: Trouble and Kinship with our Wild Neighbors,"Howsare, Erika",1646221354,9781646221356,B0C1B7YQKD,397        pp,3.83,162,"Jan 02, 2024","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/125092587-the-age-of-deer
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Jane: The Legendary Underground Feminist Abortion Service,"Kaplan, Laura",0226424219,9780226424217,0226424219,334        pp,4.32,"2,872","Jan 13, 1996","Jun 09, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/676543.The_Story_of_Jane
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Unicorn        (The Last Unicorn, #1)","Beagle, Peter S.*",,,,294        pp,4.18,"119,683",Mar 1968,Jul 2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/29127.The_Last_Unicorn
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mapmaker's Wife: A True Tale Of Love, Murder, And Survival In The Amazon","Whitaker, Robert",0738208086,9780738208084,0738208086,352        pp,3.62,"1,723","Apr 13, 2004","Apr 13, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I went into this book knowing it was mismarketed and that it’s really about a team of French scientists—and their Spanish minders—on an expedition to I went into this book knowing it was mismarketed and that it’s really about a team of French scientists—and their Spanish minders—on an expedition to what is now Ecuador, in the 1730s and 40s, rather than the rainforest trek of the wealthy local woman who married an expedition assistant. (Said rainforest trek occupies 50 pages at the end.) That was fine with me: I love Enlightenment science history. And this is decent Enlightenment science history, but not the best I’ve read.Basically, a team of three high-profile French scientists and several assistants traveled to the Spanish colonies to measure a degree of latitude at the equator, in order to resolve a raging argument about the exact shape of the Earth (namely, whether it’s more flattened at the equator or the poles). The whole expedition wound up taking a decade, between the difficulties of going and returning, and the many difficulties of taking the measurements. The scientists wound up dividing into two separate parties because they couldn’t stand each other, got embroiled in local politics—one of their assistants was killed by a mob in a small town; to be fair he was an arrogant Frenchman, and the mob was provoked—but did ultimately do quite a lot of useful research, much of it not even on the subject they’d come to study. In true Enlightenment fashion, they studied everything from the local plants to Quechua grammar. In the end the academicians went home and the assistants mostly got stranded in the colony for lack of money to pay their passage. One, Jean Godin, married Isabel Gramesón, the 13-year-old daughter of a prominent colonial family, traveled from Ecuador through Brazil to French Guiana “to prepare the way” and then spent 20 years trying to get her out too. This was not because anyone wanted to stop her, but due to the incredible slowness of communication and inhospitable terrain, combined with diplomatic complications, plus the inexplicable unwillingness of everyone involved to consider literally any other route besides trekking through the entire Amazon. (I remained confused the entire book about why they couldn’t go out the way they came in, by taking ship from Guayaquil to Panama, crossing the isthmus by land and then sailing home from the Caribbean.) You think the couple of months’ delay in communication between Britain and its North American colonies was bad? When Jean Godin’s father died, his siblings wrote him a letter in Ecuador asking him to come home immediately and he got it eight years later! When a ship finally went up the Amazon to fetch Isabel, its entire crew waited four years at the meeting point for her to show up. Talk about patience and dedication to the job.All that said, the focus of the book is maybe a little too diffuse, or the author’s writing just not the most incisive. It touches on a lot of interesting topics, from the lives of those involved to the science to the culture of colonial Peru (as the whole area was known at the time), but doesn’t go in-depth on any of them. I’d have liked a little more explanation of the mathematics, and a little less Eurocentrism. Also, while Isabel’s journey was certainly harrowing, I wouldn’t call her a heroine—her survival is admirable, but she undertook the journey at the behest and with the assistance of her male relatives, and the worst of it resulted from her and her brothers’ unwillingness to brave the canoe.In the end, a fine choice if you’re particularly interested in Enlightenment science history, but if you’re new to the subject, try The Age of Wonder or The Knife Man first. Or, if you want the story of an Enlightenment-era European woman’s adventures in South America, I highly recommend Chrysalis, about a 17th century Dutch scientist and artist who traveled to Suriname on her own initiative....more",Notes are private!,0,7,1,"Mar 07, 2024","Mar 20, 2024","Jan 15, 2024",,Hardcover,view (with text),/book/show/1129807.The_Mapmaker_s_Wife
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Watch,"Waters, Sarah",,,,528        pp,3.70,"31,288","Feb 02, 2006","Sep 27, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Paperback,view,/book/show/25584847-the-night-watch
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Body and Other Parties: Stories,"Machado, Carmen Maria*",155597788X,9781555977887,155597788X,248        pp,3.85,"89,387","Oct 03, 2017","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very well-written, thematically strong, genre-bending collection that should appeal to those who enjoy literary fiction, and also includes fantasticA very well-written, thematically strong, genre-bending collection that should appeal to those who enjoy literary fiction, and also includes fantastical, science fictional and horror elements. I perhaps liked the first half a bit more than the second, but overall it has excellent writing, blending the unique and surreal with the down-to-earth and emotional. I’m kicking myself for having put it off as long as I did—possibly for the horror billing, but it’s more feminist horror than anything spooky or gruesome. Comments on the individual stories:“The Husband Stitch”: The collection starts with a striking story, mixing the unnamed narrator’s story of her marriage with her memories of other tales, often involving manipulation or gaslighting, and increasingly unhinged recommendations “if you’re reading this story aloud.” Well-written, thematically resonant, leaves a lot of unanswered questions to ponder.“Inventory”: The next is shorter and more experimental: the tale of a woman’s life through her list of sexual partners, as a virus wipes out the human population. I was impressed with how much Machado is able to show this way.“Mothers”: Perhaps the most difficult of the bunch to understand, about a woman given a baby by her ex, who claims the narrator fathered it. My read is that the whole story is the narrator’s psychotic break following the end of her abusive relationship, but possibly I just want that to be true because this woman is terrifyingly clueless about how to care for a baby.“Especially Heinous”: The first of two novellas, this one formatted as episode descriptions for 12 seasons of Law & Order: SVU, but telling its own bizarre and supernatural story. I’ve never watched SVU, but though this goes on long, I enjoyed it: the poetic flash-fiction style is fun, as is the way Machado weaves all these bonkers plotlines together. And it was nice to have a break from all the unnamed first-person narrators and get something truly different. Also the funniest of the collection.“Real Women Have Bodies”: An epidemic of women fading away, as seen through the eyes of an underemployed retail worker in a fashion store. Definitely a downer, but effective—this one gave me AIDS crisis vibes, perhaps due to the narrator’s relationship with another woman who is fading away and realistically terrified and furious about it.“Eight Bites”: A woman gets weight-loss surgery, supported by her sisters who have done the same, but exacerbating tensions with her daughter. I liked this one: we can start to see the narrator’s unreliability when we actually hear from the daughter, and the creature in her home is up for interpretation. (view spoiler)[I saw it as her love that she was rejecting, for her daughter and possibly also for herself. Interestingly, of the four sisters, she seems to be the only one to have an unhealthy relationship with her creature, though are they reliable narrators of their own experiences? (hide spoiler)] It also asks some questions about weight and eating disorders, and doesn’t give easy answers. (view spoiler)[The narrator’s mother only eating eight bites of anything indicates she probably had an eating disorder, but I didn’t think the narrator had an unrealistic view of her own weight; from her envious descriptions of her doctor as “sweetly plump” and “round and unthreatening as a panda,” this doesn’t sound like a supermodel-or-bust kind of woman. (hide spoiler)]“The Resident”: The second novella, and sadly, I actively disliked this one. It’s really long, and nothing happens: the narrator goes to an artists’ retreat and experiences some scattered, mildly unsettling incidents and encounters with the other artists, and remembers Girl Scout camp, and that’s pretty much it. I want to take it as a satire of residency programs and neurotic people who write boring novels about themselves, but the whole time it teases the reader with being potentially autobiographical. Also, I too was in Brownies and while the origin of the name was a bit of an “aha” moment, I found it oversold (at no point we were told we were supposed to be house elves, and anyway telling a kid to do their own chores is not the worst thing in the world).“Difficult at Parties”: The collection ends with the story of a woman struggling to recover from an unspecified trauma. From the context clues, I guessed (view spoiler)[she had been beaten and raped by a stranger in or near her home (hide spoiler)]. I think this one is probably technically good, and the narrator’s focus on reviving her sexuality is a daring and worthy choice. It didn’t do a lot for me, though; I maybe wanted to know more about her, or maybe was just in the wrong mood.Overall, a very strong collection and I am interested in reading more from this author....more",Notes are private!,0,11,1,"Mar 08, 2024","Mar 23, 2024","Jan 12, 2024",,Paperback,view (with text),/book/show/33375622-her-body-and-other-parties
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dark Vanessa,"Russell, Kate Elizabeth*",006294150X,9780062941503,006294150X,373        pp,4.10,"326,067","Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/44890081-my-dark-vanessa
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El tercer país,"Sainz Borgo, Karina*",8426407862,9788426407863,8426407862,304        pp,3.65,558,"Mar 04, 2021","Mar 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Paperback,view,/book/show/56877768-el-tercer-pa-s
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Beasts of China,Yan Ge,1612199097,9781612199092,1612199097,232        pp,3.81,"4,623","Aug 01, 2006","Jul 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,Hardcover,view,/book/show/57099452-strange-beasts-of-china
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Serowe: Village of the Rain Wind,"Head, Bessie",0435902202,9780435902209,0435902202,200        pp,4.22,68,"Jun 29, 1981","Jan 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,Paperback,view,/book/show/410215.Serowe
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loki's Ring,"Leicht, Stina*",1982170638,9781982170639,1982170638,512        pp,3.66,390,"Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Paperback,view,/book/show/61273762-loki-s-ring
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goddess Chronicle,"Kirino, Natsuo",0802121098,9780802121097,0802121098,320        pp,3.73,"3,171",2008,"Jul 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Hardcover,view,/book/show/16129295-the-goddess-chronicle
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anglo-Saxons A History of the Beginnings of England: 400–1066,"Morris, Marc",1643133126,9781643133126,1643133128,508        pp,4.35,"3,765",May 2021,"May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/52025940-the-anglo-saxons-a-history-of-the-beginnings-of-england
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assyria: The Rise and Fall of the World’s First Empire,"Frahm, Eckart",1541674405,9781541674400,1541674405,528        pp,4.12,451,2023,"Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/61918856-assyria
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Weavers, Scribes, and Kings: A New History of the Ancient Near East","Podany, Amanda H.*",0190059044,9780190059040,0190059044,662        pp,4.54,282,"Sep 14, 2022","Sep 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/58990314-weavers-scribes-and-kings
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Afterlife of Holly Chase,"Hand, Cynthia*",0062318500,9780062318503,0062318500,400        pp,3.96,"20,530","Oct 24, 2017","Oct 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/33843251-the-afterlife-of-holly-chase
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shubeik Lubeik,"Mohamed, Deena",1524748420,9781524748425,1524748420,528        pp,4.51,"2,637","Oct 01, 2022","Oct 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,ebook,view,/book/show/60465407-shubeik-lubeik
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Beast Player        (The Beast Player, #1-2)","Uehashi, Nahoko",1782691677,9781782691679,1782691677,512        pp,4.12,"3,685",2006,"Mar 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Paperback,view,/book/show/37754798-the-beast-player
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Not,"Dangarembga, Tsitsi",0954702379,9780954702373,0954702379,246        pp,3.64,"1,319","Dec 19, 2006","Dec 19, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Paperback,view,/book/show/1079025.The_Book_of_Not
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Medusa's Sisters,"Bear, Lauren J.A.*",0593547764,9780593547762,0593547764,354        pp,4.21,"2,567","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2024",,Hardcover,view,/book/show/63273108-medusa-s-sisters
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un amor,"Mesa, Sara",8433999036,9788433999030,8433999036,192        pp,3.58,"14,846","Sep 02, 2020","Sep 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/54832068-un-amor
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sovietistan: Travels in Turkmenistan, Kazakhstan, Tajikistan, Kyrgyzstan, and Uzbekistan","Fatland, Erika",1643133268,9781643133263,1643133268,477        pp,4.28,"5,781",2014,"Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/46158740-sovietistan
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Ends with Fire,"Song, K.X.*",1399725254,9781399725255,1399725254,432        pp,4.19,126,"Jul 02, 2024","Jul 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/188480758-the-night-ends-with-fire
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Practice, the Horizon, and the Chain","Samatar, Sofia",1250881803,9781250881809,1250881803,128        pp,4.10,31,"Apr 16, 2024","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/127280349-the-practice-the-horizon-and-the-chain
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sweet Sting of Salt,"Sutherland, Rose*",0593594592,9780593594599,0593594592,352        pp,4.17,432,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/186872566-a-sweet-sting-of-salt
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Siege of Burning Grass,"Mohamed, Premee*",1837860467,9781837860463,1837860467,432        pp,4.23,69,unknown,"Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/176443184-the-siege-of-burning-grass
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cassandra,"Wolf, Christa",0374519048,9780374519049,0374519048,305        pp,3.87,"5,717",1983,"May 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/153482.Cassandra
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Cannot Mess This Up: A True Story That Never Happened,"Daughters, Amy Weinland*",1631525832,9781631525834,1631525832,252        pp,3.58,184,unknown,"Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Paperback,view,/book/show/42629440-you-cannot-mess-this-up
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",0571255655,9780571255658,0571255655,89        pp,4.33,"80,809",Feb 2010,"Feb 10, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Paperback,view,/book/show/8143909-foster
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Children of the State: Stories of Survival and Hope in the Juvenile Justice System,"Hobbs, Jeff*",1982116366,9781982116361,1982116366,384        pp,4.04,255,"Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/61273684-children-of-the-state
