,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,DeEtte's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt to the Sea,"Sepetys, Ruta*",,,0399160302,391        pp,4.36,"211,660","Feb 02, 2016","Feb 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2016",,Hardcover,view,/book/show/25614492-salt-to-the-sea
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dreamer's Pool        (Blackthorn & Grim, #1)","Marillier, Juliet*",0451466993,9780451466990,0451466993,434        pp,3.98,"15,036","Nov 04, 2014","Nov 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 14, 2016","Apr 03, 2016","Mar 14, 2016",,Hardcover,view,/book/show/17305016-dreamer-s-pool
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Queen of Shadows        (Throne of Glass, #4)","Maas, Sarah J.*",,,,653        pp,4.60,"767,698","Sep 01, 2015","Sep 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2016","Mar 10, 2016","Mar 06, 2016",,Kindle Edition,view,/book/show/24999714-queen-of-shadows
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heir of Fire        (Throne of Glass, #3)","Maas, Sarah J.*",1619630656,9781619630659,,565        pp,4.46,"870,212","Sep 02, 2014","Sep 02, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 28, 2016","Mar 07, 2016","Feb 27, 2016",,Hardcover,view,/book/show/20613470-heir-of-fire
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crown of Midnight        (Throne of Glass, #2)","Maas, Sarah J.*",1619630621,9781619630628,,420        pp,4.36,"1,004,292","Aug 15, 2013","Aug 27, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 28, 2016","Feb 27, 2016",,Hardcover,view,/book/show/17167166-crown-of-midnight
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Throne of Glass        (Throne of Glass, #1)","Maas, Sarah J.*",,,,406        pp,4.19,"1,479,035","Aug 07, 2012","Aug 07, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 21, 2016","Feb 27, 2016",,Hardcover,view,/book/show/7896527-throne-of-glass
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beginning of Everything,"Schneider, Robyn*",0062217135,9780062217134,0062217135,335        pp,3.72,"59,163","Aug 27, 2013","Aug 27, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2016","Jan 27, 2016","Jan 25, 2016",,Hardcover,view,/book/show/13522285-the-beginning-of-everything
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lies of Locke Lamora        (Gentleman Bastard, #1)","Lynch, Scott*",0553804677,9780553804676,0553804677,499        pp,4.30,"295,899","Jun 01, 2006","Jun 27, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 11, 2015","Jan 24, 2016","Nov 11, 2015",,Hardcover,view,/book/show/127455.The_Lies_of_Locke_Lamora
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cure for Dreaming,"Winters, Cat*",1419712160,9781419712166,1419712160,352        pp,3.89,"6,168","Oct 14, 2014","Oct 14, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 07, 2015","Nov 11, 2015","Nov 07, 2015",,Hardcover,view,/book/show/20702018-the-cure-for-dreaming
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ink and Bone        (The Great Library, #1)","Caine, Rachel",069818081X,,B00OQS4BQQ,362        pp,3.97,"29,409","Jul 07, 2015","Jul 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2015",,Kindle Edition,view,/book/show/20643052-ink-and-bone
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Torch Against the Night        (An Ember in the Ashes, #2)","Tahir, Sabaa*",110199889X,,B00XVB938K,467        pp,4.24,"160,918","Aug 30, 2016","Aug 30, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 13, 2016","Oct 16, 2016","Nov 04, 2015",,Kindle Edition,view,/book/show/25591568-a-torch-against-the-night
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bands of Mourning        (Mistborn, #6)","Sanderson, Brandon*",,,B00R697BC8,448        pp,4.42,"136,632","Jan 26, 2016","Jan 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 19, 2016","Feb 24, 2016","Oct 22, 2015",,Kindle Edition,view,/book/show/18739426-the-bands-of-mourning
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tower of Thorns        (Blackthorn & Grim, #2)","Marillier, Juliet*",,,B00SI025PW,439        pp,4.18,"8,666","Sep 29, 2015","Nov 03, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 29, 2016","May 16, 2016","Oct 16, 2015",,Kindle Edition,view,/book/show/25155139-tower-of-thorns
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parenting Teens With Love And Logic: Preparing Adolescents for Responsible Adulthood, Updated and Expanded Edition","Cline, Foster W.",1576839303,9781576839300,1576839303,320        pp,4.11,"2,068","Jan 01, 1992","May 03, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2015","Oct 12, 2015","Sep 24, 2015",,Hardcover,view,/book/show/223798.Parenting_Teens_With_Love_And_Logic
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Made You Up,"Zappia, Francesca*",,,B00M70S8SC,448        pp,4.03,"29,007","May 19, 2015","May 19, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 29, 2017","Sep 12, 2015",,Kindle Edition,view,/book/show/22864841-made-you-up
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Ember in the Ashes        (An Ember in the Ashes, #1)","Tahir, Sabaa*",,,1595148035,446        pp,4.25,"292,955","Apr 28, 2015","Apr 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 29, 2015","Nov 04, 2015","Sep 12, 2015",,Hardcover,view,/book/show/20560137-an-ember-in-the-ashes
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Not Me?,"Kaling, Mindy*",,,,242        pp,3.91,"217,453","Sep 15, 2015","Sep 15, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I couldn't love Mindy Kaling anymore than I do now! She's my jam. I couldn't love Mindy Kaling anymore than I do now! She's my jam. ...more,Notes are private!,0,0,1,"Sep 16, 2015","Oct 15, 2015","Aug 26, 2015",,Kindle Edition,view (with text),/book/show/24367204-why-not-me
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Our Yesterdays,"Terrill, Cristin*",1423176375,9781423176374,1423176375,362        pp,4.02,"23,453","Aug 01, 2013","Sep 03, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid 3.5 stars. Pretty predictable, but still enjoyable. Actually read like a movie to me. A movie I would definitely see.",Notes are private!,0,0,1,"Aug 23, 2015","Aug 24, 2015","Aug 23, 2015",,Hardcover,view (with text),/book/show/13514612-all-our-yesterdays
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is Shyness        (This Is Shyness, #1)","Hall, Leanne*",1921656522,9781921656521,1921656522,272        pp,3.59,"1,355","Aug 02, 2010","Aug 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2015",,Paperback,view,/book/show/8061032-this-is-shyness
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter        (The Lunar Chronicles, #4)","Meyer, Marissa*",0312642989,9780312642983,0312642989,827        pp,4.42,"279,369","Nov 10, 2015","Nov 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 04, 2016","Jan 06, 2016","Aug 23, 2015",,Hardcover,view,/book/show/13206900-winter
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cress        (The Lunar Chronicles, #3)","Meyer, Marissa*",0312642970,9780312642976,0312642970,552        pp,4.41,"368,905","Feb 04, 2014","Feb 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 21, 2015","Aug 23, 2015","Aug 21, 2015",,Hardcover,view,/book/show/13206828-cress
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scarlet        (The Lunar Chronicles, #2)","Meyer, Marissa*",0312642962,9780312642969,0312642962,454        pp,4.25,"419,912","Feb 05, 2013","Feb 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even more fun than the first one. Quite enjoying these twisted fairytale plots. Love that the ""princesses"" are more hero than damsel in distress. Even more fun than the first one. Quite enjoying these twisted fairytale plots. Love that the ""princesses"" are more hero than damsel in distress. ...more",Notes are private!,0,0,1,"Aug 20, 2015","Aug 21, 2015","Aug 20, 2015",,Hardcover,view (with text),/book/show/13206760-scarlet
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cinder        (The Lunar Chronicles, #1)","Meyer, Marissa*",0312641893,9780312641894,0312641893,390        pp,4.13,"924,121","Jan 03, 2012","Jan 03, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fun.,Notes are private!,0,0,1,"Aug 18, 2015","Aug 20, 2015","Aug 18, 2015",,Hardcover,view (with text),/book/show/11235712-cinder
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tell the Truth, Shame the Devil","Marchetta, Melina*",0316349291,9780316349291,0316349291,407        pp,4.00,"4,713","Oct 11, 2016","Oct 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2015",,Hardcover,view,/book/show/23566896-tell-the-truth-shame-the-devil
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadows of Self        (Mistborn, #5)","Sanderson, Brandon*",0765378558,9780765378552,0765378558,383        pp,4.28,"150,866",2015,"Oct 06, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The ending is killing me. I love Brandon Sanderson.,Notes are private!,0,1,1,"Oct 19, 2015","Oct 22, 2015","Aug 15, 2015",,Hardcover,view (with text),/book/show/16065004-shadows-of-self
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Randoms        (Randoms, #1)","Liss, David*",1481417797,9781481417792,1481417797,485        pp,4.33,811,"Aug 25, 2015","Aug 25, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2015",,Hardcover,view,/book/show/24885827-randoms
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book of Life        (All Souls, #3)","Harkness, Deborah*",0670025593,9780670025596,0670025593,561        pp,4.20,"190,812","Jul 01, 2014","Jul 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 29, 2015","Aug 07, 2015","Jul 29, 2015",,Hardcover,view,/book/show/16054217-the-book-of-life
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Raging Star        (Dust Lands, #3)","Young, Moira*",1442430028,9781442430020,1442430028,432        pp,3.78,"8,734","May 13, 2014","May 13, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 27, 2015","Jul 28, 2015","Jul 27, 2015",,Hardcover,view,/book/show/15835877-raging-star
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rebel Heart        (Dust Lands, #2)","Young, Moira*",1442430001,9781442430006,1442430001,424        pp,3.87,"19,849","Oct 30, 2012","Oct 30, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 19, 2015","Jul 25, 2015","Jul 19, 2015",,Hardcover,view,/book/show/13042154-rebel-heart
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Other Queen        (The Plantagenet and Tudor Novels, #15)","Gregory, Philippa*",1416549129,9781416549123,1416549129,438        pp,3.69,"47,471",2008,"Sep 16, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 16, 2015","Jul 19, 2015",,Hardcover,view,/book/show/2241558.The_Other_Queen
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Queen's Fool        (The Plantagenet and Tudor Novels, #12)","Gregory, Philippa*",0743246071,9780743246071,0743246071,504        pp,3.88,"97,594","Feb 04, 2003","Feb 04, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2015","Jul 08, 2015","Jul 08, 2015",,Paperback,view,/book/show/252499.The_Queen_s_Fool
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Queen of the Tearling        (The Queen of the Tearling, #1)","Johansen, Erika*",0062290363,9780062290366,0062290363,434        pp,3.99,"94,899","Jul 08, 2014","Jul 08, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2016","Jun 02, 2016","Jul 08, 2015",,Hardcover,view,/book/show/18712886-the-queen-of-the-tearling
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Red Road        (Dust Lands, #1)","Young, Moira*",1442429984,9781442429987,1442429984,459        pp,3.91,"61,590","Jun 07, 2011","Jun 07, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 19, 2015","Jul 19, 2015","Jul 04, 2015",,Hardcover,view,/book/show/9917938-blood-red-road
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Half a War        (Shattered Sea, #3)","Abercrombie, Joe",,,B00KA101LW,513        pp,4.03,"32,254","Jul 16, 2015","Jul 16, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitely my favorite of the three. I loved that Abercrombie didn't feel the need to wrap everything up with a pretty bow. The ending, while not neceDefinitely my favorite of the three. I loved that Abercrombie didn't feel the need to wrap everything up with a pretty bow. The ending, while not necessarily happy, was hopeful and realistic. Wish there were more books in the series. ...more",Notes are private!,0,0,1,"Aug 07, 2015","Aug 12, 2015","Jul 04, 2015",,Kindle Edition,view (with text),/book/show/22381326-half-a-war
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The King's Curse        (The Plantagenet and Tudor Novels, #7)","Gregory, Philippa*",0857207563,9780857207562,0857207563,592        pp,4.05,"29,660",Aug 2014,"Aug 14, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2015","Jul 04, 2015","Jul 03, 2015",,Hardcover,view,/book/show/15849910-the-king-s-curse
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The White Princess        (The Plantagenet and Tudor Novels, #5)","Gregory, Philippa*",,,,544        pp,3.93,"45,214","Jul 23, 2013","Jul 23, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 28, 2015","Jun 30, 2015","Jun 28, 2015",,Kindle Edition,view,/book/show/12326627-the-white-princess
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Red Queen        (The Plantagenet and Tudor Novels, #3)","Gregory, Philippa*",1416563725,9781416563723,1416563725,412        pp,3.82,"73,474","Aug 03, 2010","Aug 03, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not as many stars as the last one, mostly because I detested the main character. Truly one of the most obnoxious characters I've ever had the pleasureNot as many stars as the last one, mostly because I detested the main character. Truly one of the most obnoxious characters I've ever had the pleasure to read about. Vain, self-important, self-righteous, and ambitious, but trying to rationalize her behavior and actions under the guise of following God's will. Her ""piety"" was nothing more than a show designed to fool people. Unfortunately, she was so crazy that she fooled herself. But I always enjoy the historical accounts and the scheming plots that took place in an effort to win the throne....more",Notes are private!,0,0,1,"Jun 17, 2015","Jun 20, 2015","Jun 17, 2015",,Hardcover,view (with text),/book/show/7148256-the-red-queen
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Splendour Falls,"Kearsley, Susanna*",0770427189,9780770427184,0770427189,380        pp,3.75,"10,939","Jan 01, 1995","Apr 01, 1996",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitely my least fave of her books. And such a disappointment having just read one I enjoyed so much. The plot was all over the place, you hardly gDefinitely my least fave of her books. And such a disappointment having just read one I enjoyed so much. The plot was all over the place, you hardly got any interesting historical info, the love story was laughable and super forced, and the only character I felt a real connection with died. ...more",Notes are private!,0,0,1,"Jun 10, 2015","Jun 12, 2015","Jun 13, 2015",,Mass Market Paperback,view (with text),/book/show/1914593.The_Splendour_Falls
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Desperate Fortune        (Mary & Hugh, #1)","Kearsley, Susanna*",1492602027,9781492602026,1492602027,528        pp,4.03,"17,843","Apr 07, 2015","Apr 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just reread this. Decided it's probably my favorite of her novels. So I changed my rating. I really really liked this story so much. Kearsley's novelsJust reread this. Decided it's probably my favorite of her novels. So I changed my rating. I really really liked this story so much. Kearsley's novels are extremely formulaic, but that doesn't stop me from really enjoying them....more",Notes are private!,0,0,1,"Jun 03, 2015",Jun 2017,"Apr 21, 2015",,Paperback,view (with text),/book/show/22221136-a-desperate-fortune
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Queen of India,"Author Moran, Michelle*",178206561X,9781782065616,178206561X,368        pp,4.05,"11,343","Mar 03, 2015","Apr 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2015",,Paperback,view,/book/show/15766661-the-last-queen-of-india
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far From the Madding Crowd,"Hardy, Thomas",,,,433        pp,3.96,"153,303","Jan 01, 1874","Feb 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2015",,Paperback,view,/book/show/31463.Far_From_the_Madding_Crowd
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Court of Fives        (Court of Fives, #1)","Elliott, Kate*",0316364193,9780316364195,0316364193,448        pp,3.72,"8,171","Aug 18, 2015","Aug 18, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2015","Sep 05, 2015","Mar 11, 2015",,Hardcover,view,/book/show/18068907-court-of-fives
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winner's Kiss        (The Winner's Trilogy, #3)","Rutkoski, Marie*",0374384738,9780374384739,0374384738,486        pp,4.21,"50,212","Mar 29, 2016","Mar 29, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2016","Apr 07, 2016","Mar 11, 2015",,Hardcover,view,/book/show/20443235-the-winner-s-kiss
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Six of Crows        (Six of Crows, #1)","Bardugo, Leigh*",,,1627792120,465        pp,4.49,"947,366","Sep 29, 2015","Sep 29, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 22, 2015","Oct 28, 2015","Mar 11, 2015",,Hardcover,view,/book/show/23437156-six-of-crows
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow Scale        (Seraphina, #2)","Hartman, Rachel*",0375866574,9780375866579,0375866574,602        pp,3.75,"20,398","Mar 10, 2015","Mar 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 19, 2015","Apr 28, 2015","Mar 04, 2015",,Hardcover,view,/book/show/16085457-shadow-scale
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name Is Resolute,"Turner, Nancy E.",1250060974,9781250060976,1250060974,608        pp,4.20,"6,775","Feb 18, 2014","Feb 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first 1/4 of the book was excruciatingly slow...but once it got to the pre-Revolutinary War and Sons of Liberty plotlines, I couldn't put it down!The first 1/4 of the book was excruciatingly slow...but once it got to the pre-Revolutinary War and Sons of Liberty plotlines, I couldn't put it down!...more",Notes are private!,0,0,1,"May 13, 2015",Jun 2015,"Feb 03, 2015",,Paperback,view (with text),/book/show/21853703-my-name-is-resolute
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Half the World        (Shattered Sea, #2)","Abercrombie, Joe",0007550235,9780007550234,0007550235,484        pp,4.19,"39,401","Feb 03, 2015","Feb 12, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 20, 2015","Jul 04, 2015","Jan 29, 2015",,Hardcover,view,/book/show/21066604-half-the-world
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Miniaturist        (The Miniaturist, #1)","Burton, Jessie",0062306812,9780062306814,0062306812,400        pp,3.62,"143,112","Jul 03, 2014","Aug 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2015",,Hardcover,view,/book/show/18498569-the-miniaturist
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paying Guests,"Waters, Sarah",1594633118,9781594633119,1594633118,564        pp,3.45,"80,147","Aug 28, 2014","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2015",,Hardcover,view,/book/show/20821087-the-paying-guests
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 5th Wave        (The 5th Wave, #1)","Yancey, Rick",0399162410,9780399162411,0399162410,457        pp,4.01,"457,413","May 07, 2013","May 07, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2015",,Hardcover,view,/book/show/16101128-the-5th-wave
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Burnable Book        (John Gower, #1)","Holsinger, Bruce*",0062240323,9780062240323,0062240323,464        pp,3.54,"4,423","Feb 18, 2014","Feb 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2015",,Hardcover,view,/book/show/18090082-a-burnable-book
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Alice,"Genova, Lisa*",0595440096,9780595440092,0595440096,292        pp,4.32,"341,643","Jul 06, 2007","Jul 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2015",,Paperback,view,/book/show/2153405.Still_Alice
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,890","Aug 26, 2014","Sep 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Amazing! Every word on every page. Feels like I haven't loved a book like this in a long time.Amazing! Every word on every page. Feels like I haven't loved a book like this in a long time....more,Notes are private!,0,0,1,"Jan 19, 2015","Jan 21, 2015","Jan 08, 2015",,Hardcover,view (with text),/book/show/20170404-station-eleven
