,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Abigail's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,"Forte, Tiago*",1982167386,9781982167387,1982167386,272        pp,4.09,"11,923","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/59616977-building-a-second-brain
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",0593321200,9780593321201,0593321200,401        pp,4.21,"571,491","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Depression Hates a Moving Target: How Running With My Dog Brought Me Back From the Brink,"Sweeney, Nita*",1642500135,9781642500134,1642500135,258        pp,3.74,"1,204",2019,"May 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2022",,Paperback,view,/book/show/54476635-depression-hates-a-moving-target
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Make Every Move a Meditation: Mindful Movement for Mental Health, Well-Being, and Insight","Sweeney, Nita*",1642509892,9781642509892,1642509892,240        pp,3.94,31,"Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 21, 2022","Jan 03, 2023","Dec 21, 2022",,Paperback,view,/book/show/60589539-make-every-move-a-meditation
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are Not So Smart,"McRaney, David",1592406599,9781592406593,1592406599,302        pp,3.86,"34,710","Oct 01, 2011","Oct 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2022",,Hardcover,view,/book/show/11709037-you-are-not-so-smart
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"409,963","Sep 24, 2019","Sep 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Nov 2022,"Nov 05, 2022","Nov 05, 2022",,Hardcover,view,/book/show/44318414-the-dutch-house
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Talk About When I Talk About Running,"Murakami, Haruki",0307269191,9780307269195,0307269191,188        pp,3.87,"157,409","Oct 15, 2007","Jul 29, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 04, 2022","Oct 04, 2022","Oct 04, 2022",,Hardcover,view,/book/show/2195464.What_I_Talk_About_When_I_Talk_About_Running
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Thieves,"Benioff, David",0670018708,9780670018703,0670018708,258        pp,4.29,"144,826","May 15, 2008","May 15, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2022","Sep 30, 2022","Sep 30, 2022",,Hardcover,view,/book/show/1971304.City_of_Thieves
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,IQ84,"Murakami, Haruki",,,,928        pp,3.94,"251,306","May 28, 2009","May 29, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2022",Dec 2022,"Sep 21, 2022",,Paperback,view,/book/show/61170765-iq84
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grit: The Power of Passion and Perseverance,"Duckworth, Angela*",1443442313,9781443442312,1443442313,277        pp,4.08,"115,692","May 03, 2016","May 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2022","Sep 11, 2022","Sep 09, 2022",,Hardcover,view,/book/show/27213329-grit
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",067001690X,9780670016907,067001690X,479        pp,4.00,"880,021","Apr 14, 1939","Apr 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2022",not set,"Sep 07, 2022",,Hardcover,view,/book/show/18114322-the-grapes-of-wrath
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gödel, Escher, Bach: An Eternal Golden Braid","Hofstadter, Douglas R.",0465026567,9780465026562,0465026567,756        pp,4.29,"48,430",Apr 1979,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2022",,Paperback,view,/book/show/24113.G_del_Escher_Bach
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822179,9781984822178,1984822179,273        pp,3.81,"1,228,950","Aug 28, 2018","Apr 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jun 2022,"Jun 08, 2022","Jul 21, 2022",,Hardcover,view,/book/show/41057294-normal-people
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder on the Orient Express        (Hercule Poirot, #10)","Christie, Agatha",0007119313,9780007119318,B006VWJ2XC,274        pp,4.20,"583,161","Jan 01, 1934","Jun 04, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 13, 2022","Jul 14, 2022","Jul 14, 2022",,Paperback,view,/book/show/853510.Murder_on_the_Orient_Express
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breath: The New Science of a Lost Art,"Nestor, James",0735213615,9780735213616,0735213615,280        pp,4.15,"72,261","May 26, 2020","May 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Hardcover,view,/book/show/48890486-breath
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of the Human Body: Evolution, Health, and Disease","Lieberman, Daniel E.",0307907414,9780307907417,,480        pp,4.26,"7,532","Oct 01, 2013","Oct 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,ebook,view,/book/show/17736859-the-story-of-the-human-body
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homo Deus: A History of Tomorrow,"Harari, Yuval Noah",,,,450        pp,4.21,"237,286",2015,"Feb 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Kindle Edition,view,/book/show/31138556-homo-deus
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Canaan's Side        (Dunne Family #4),"Barry, Sebastian",0571226531,9780571226535,0571226531,256        pp,3.87,"5,358","Aug 04, 2011","Aug 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,Hardcover,view,/book/show/10266875-on-canaan-s-side
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where'd You Go, Bernadette","Semple, Maria",0316204277,9780316204279,0316204277,330        pp,3.88,"560,692","Aug 14, 2012","Aug 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,Hardcover,view,/book/show/13526165-where-d-you-go-bernadette
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Other Consolation Prizes,"Ford, Jamie*",0525492585,9780525492580,0525492585,12        pp,3.93,"18,742","Sep 12, 2017","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2022",,Audio CD,view,/book/show/33566868-love-and-other-consolation-prizes
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive","Land, Stephanie*",,,0316505110,270        pp,3.84,"86,455","Jan 22, 2019","Jan 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2022",,Hardcover,view,/book/show/39218350-maid
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Showing Up: How to Be There for Yourself and Your People,"Miller, Rachel Wilkerson",1615196617,9781615196616,1615196617,304        pp,3.79,"2,098","May 26, 2020","May 26, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2022","Jul 19, 2022","Jun 03, 2022",,Paperback,view,/book/show/50788329-the-art-of-showing-up
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life","Wallace, David Foster",0316068225,9780316068222,0316068225,138        pp,4.49,"30,974",2009,"Apr 14, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2022",,Hardcover,view,/book/show/5986375-this-is-water
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Consider the Lobster and Other Essays,"Wallace, David Foster",0316156116,9780316156110,0316156116,343        pp,4.18,"48,759","Dec 13, 2005","Dec 13, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2022",,Hardcover,view,/book/show/6751.Consider_the_Lobster_and_Other_Essays
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infinite Jest,"Wallace, David Foster",,,,"1,088        pp",4.26,"89,051","Feb 01, 1996",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2022",,Paperback,view,/book/show/6759.Infinite_Jest
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,21 Lessons for the 21st Century,"Harari, Yuval Noah",0525512179,9780525512172,0525512179,372        pp,4.17,"150,000","Sep 04, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2022",,Hardcover,view,/book/show/38820046-21-lessons-for-the-21st-century
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Sleep: Unlocking the Power of Sleep and Dreams,"Walker, Matthew",,,,368        pp,4.38,"171,178","Sep 28, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2022",,Hardcover,view,/book/show/34466963-why-we-sleep
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,406,573","Feb 20, 2018","Feb 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2023","Sep 27, 2023","May 25, 2022",,Hardcover,view,/book/show/35133922-educated
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come as You Are: The Surprising New Science that Will Transform Your Sex Life,"Nagoski, Emily*",1476762090,9781476762098,1476762090,400        pp,4.30,"55,188","Mar 03, 2015","Mar 03, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 25, 2022","May 31, 2022","May 25, 2022",,Paperback,view,/book/show/22609341-come-as-you-are
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood,"Murakami, Haruki",0375704027,9780375704024,0375704027,296        pp,4.02,"562,572","Sep 04, 1987","Sep 12, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2022",,Paperback,view,/book/show/11297.Norwegian_Wood
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel on the Corner of Bitter and Sweet,"Ford, Jamie*",0345505336,9780345505330,0345505336,290        pp,4.04,"294,588","Jan 27, 2009","Jan 27, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Hardcover,view,/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bullshit Jobs: A Theory,"Graeber, David",150114331X,9781501143311,150114331X,335        pp,4.04,"22,835","May 01, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Hardcover,view,/book/show/34466958-bullshit-jobs
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of Habit: Why We Do What We Do in Life and Business,"Duhigg, Charles*",1400069289,9781400069286,1400069289,375        pp,4.13,"485,010","Apr 25, 2012","Feb 28, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2022","Sep 09, 2022","May 17, 2022",,Hardcover,view,/book/show/12609433-the-power-of-habit
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Psychology of Money,"Housel, Morgan",,,,252        pp,4.36,"134,773",2020,"Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Paperback,view,/book/show/41881472-the-psychology-of-money
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Britt-Marie Was Here,"Backman, Fredrik*",1501142534,9781501142536,1501142534,324        pp,4.09,"153,325","Oct 03, 2014","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Hardcover,view,/book/show/27406704-britt-marie-was-here
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Us Against You        (Beartown, #2)","Backman, Fredrik*",1501160796,9781501160790,1501160796,448        pp,4.36,"169,853","Aug 21, 2017","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Hardcover,view,/book/show/36373463-us-against-you
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",,,B09R2J1DXF,671        pp,4.46,"87,210",2022,"Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Kindle Edition,view,/book/show/60318890-the-winners
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Art Through the Ages,"Kleiner, Fred S.",0155050907,9780155050907,0155050907,"1,150        pp",3.84,"41,007",1926,"Mar 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Hardcover,view,/book/show/32525.Art_Through_the_Ages
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"444,157",Sep 2002,"Jan 03, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 17, 2022","May 26, 2022","May 17, 2022",,Paperback,view,/book/show/4929.Kafka_on_the_Shore
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hunter-Gatherer's Guide to the 21st Century: Evolution and the Challenges of Modern Life,"Heying, Heather E.",,,B08VF32DXK,320        pp,3.79,"4,351","Sep 14, 2021","Sep 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2022","May 14, 2022","May 14, 2022",,Kindle Edition,view,/book/show/56883406-a-hunter-gatherer-s-guide-to-the-21st-century
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James*",067002581X,9780670025817,067002581X,404        pp,4.38,"283,015","Jun 04, 2013","Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2022",,Hardcover,view,/book/show/16158542-the-boys-in-the-boat
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,,430        pp,4.29,"391,247","Sep 15, 2016","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 25, 2022","Apr 28, 2022","Apr 28, 2022",,Kindle Edition,view,/book/show/59525566-beartown
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","McDougall, Christopher",,,,287        pp,4.30,"206,280","Apr 23, 2009","May 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 18, 2022","Apr 20, 2022","Apr 20, 2022",,Hardcover,view,/book/show/6289283-born-to-run
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buddhism without Beliefs: A Contemporary Guide to Awakening,"Batchelor, Stephen",1573226564,9781573226561,1573226564,127        pp,4.01,"9,361","Apr 14, 1997","Mar 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2022",,Paperback,view,/book/show/90557.Buddhism_without_Beliefs
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Evolution of God,"Wright, Robert",0316734918,9780316734912,0316734918,567        pp,3.94,"7,486","Jun 08, 2009","Jun 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2022",,Hardcover,view,/book/show/6340873-the-evolution-of-god
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moral Animal: Why We Are the Way We Are - The New Science of Evolutionary Psychology,"Wright, Robert",0679763996,9780679763994,0679763996,496        pp,4.08,"11,216",1994,"Aug 29, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2022",not set,"Apr 03, 2022",,Paperback,view,/book/show/681941.The_Moral_Animal
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Buddhism Is True: The Science and Philosophy of Meditation and Enlightenment,"Wright, Robert",1508235406,9781508235408,1508235406,11        pp,4.01,"21,985","Aug 08, 2017","Aug 08, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2022","Apr 06, 2022","Apr 03, 2022",,Audiobook,view,/book/show/32895535-why-buddhism-is-true
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waking Up: A Guide to Spirituality Without Religion,"Harris, Sam",1451636016,9781451636017,1451636016,256        pp,3.91,"44,588","Jan 01, 2014","Sep 09, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 31, 2022","Apr 02, 2022","Mar 31, 2022",,Hardcover,view,/book/show/18774981-waking-up
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manufacturing Consent: The Political Economy of the Mass Media,"Herman, Edward S.",0375714499,9780375714498,0375714499,412        pp,4.24,"19,935",1988,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2022",,Paperback,view,/book/show/12617.Manufacturing_Consent
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Getting Stitches,"Francisco, Rudy",1482043114,9781482043112,1482043114,32        pp,4.35,315,"Jan 21, 2013","Jan 21, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2022","Jun 03, 2022","Mar 09, 2022",,Paperback,view,/book/show/18074722-getting-stitches
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Gravity,"Francisco, Rudy",1514328372,9781514328378,1514328372,37        pp,4.34,443,"Aug 01, 2015",Aug 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 02, 2022","Jun 02, 2022","Mar 09, 2022",,Paperback,view,/book/show/26194068-no-gravity
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Fly Away,"Francisco, Rudy",1943735697,9781943735693,1943735697,124        pp,4.31,"1,899","Dec 08, 2020","Dec 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2022",,Paperback,view,/book/show/51135126-i-ll-fly-away
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Helium,"Francisco, Rudy",1943735190,9781943735198,1943735190,112        pp,4.30,"10,330","Nov 28, 2017","Nov 28, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2022","Sep 07, 2022","Mar 09, 2022",,Paperback,view,/book/show/34594981-helium
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.40,"2,711,278","Aug 14, 2018","Aug 14, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2022","Apr 26, 2022","Mar 09, 2022",,ebook,view,/book/show/36809135-where-the-crawdads-sing
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Thing He Told Me,"Dave, Laura*",,,,320        pp,3.85,"842,982","May 04, 2021","May 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2022","Mar 09, 2022","Mar 09, 2022",,Hardcover,view,/book/show/54981009-the-last-thing-he-told-me
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sweet Thursday        (Cannery Row, #2)","Steinbeck, John",0143039474,9780143039471,0143039474,249        pp,4.11,"16,295",1954,"Jul 29, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2022",,Paperback,view,/book/show/56077.Sweet_Thursday
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Pony,"Steinbeck, John",,9780141962825,0141962828,95        pp,3.47,"53,811",1933,"Mar 03, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2022",,Paperback,view,/book/show/8732.The_Red_Pony
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tortilla Flat,"Steinbeck, John",0582461502,9780582461505,0582461502,256        pp,3.83,"53,780",1935,Jul 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2022",,Hardcover,view,/book/show/163977.Tortilla_Flat
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with Charley: In Search of America,"Steinbeck, John",0142000701,9780142000700,0142000701,214        pp,4.07,"91,403",1961,"Feb 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2022",,Paperback,view,/book/show/5306.Travels_with_Charley
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",014200068X,9780142000687,014200068X,181        pp,4.05,"133,106",Jan 1945,"Feb 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2022",,Paperback,view,/book/show/4799.Cannery_Row
